store_number,name,ownership_type,slug,address,city,state,zip,country,timezone,latitude,longitude
49731-243766,Kroger Atlanta 626,LS,kroger-atlanta-626-piedmont-lindberg-atlanta-ga-30324-us,Piedmont & Lindberg,Atlanta,GA,30324,US,GMT-04:00 America/New_York,33.82252,-84.36605
10066-97646,Piedmont & Sidney Marcus,CO,piedmont-sidney-marcus-2571-piedmont-rd-ne-atlanta-ga-303243030-us,2571 Piedmont Rd NE,Atlanta,GA,30324,US,GMT-04:00 America/New_York,33.82564,-84.36557
76684-96825,Target Buckhead SOUTH 2171,LS,target-buckhead-south-2171-2581-piedmont-rd-ne-atlanta-ga-303243006-us,2581 Piedmont Rd NE,Atlanta,GA,30324,US,GMT-04:00 America/New_York,33.82369,-84.36306
8314-3051,Disco Kroger,CO,disco-kroger-3330-piedmont-road-atlanta-ga-303051726-us,3330 Piedmont Road,Atlanta,GA,30305,US,GMT-04:00 America/New_York,33.84616,-84.37309
54784-279425,Three Alliance Center Main Lob,LS,three-alliance-center-main-lob-3550-lenox-rd-atlanta-ga-30326-us,3550 Lenox Rd,Atlanta,GA,30326,US,GMT-04:00 America/New_York,33.85209,-84.36739
6156-149785,Macy's Lenox Mall 1st Floor,LS,macys-lenox-mall-1st-floor-3393-peachtree-rd-ne-atlanta-ga-303261162-us,3393 Peachtree Rd NE,Atlanta,GA,30326,US,GMT-04:00 America/New_York,33.8484,-84.3623
56927-289492,Target Atlanta 1197,LS,target-atlanta-1197-3535-peachtree-rd-ne-atlanta-ga-303263287-us,3535 Peachtree Rd NE,Atlanta,GA,30326,US,GMT-04:00 America/New_York,33.85181,-84.35895
8492-245646,Roswell Rd & Windsor,CO,roswell-rd-windsor-4520-roswell-road-atlanta-ga-303423102-us,4520 Roswell Road,Atlanta,GA,30342,US,GMT-04:00 America/New_York,33.87863,-84.3802
13673-108436,Kamp Washington,CO,kamp-washington-10930-fairfax-blvd-fairfax-va-220304329-us,10930 Fairfax Blvd.,Fairfax,VA,22030,US,GMT-04:00 America/New_York,38.85366,-77.32092
22660-215544,Fair Oaks Circle,CO,fair-oaks-circle-12001-lee-jackson-memorial-hwy-fairfax-va-22033333,12001 Lee Jackson Memorial Hwy,Fairfax,VA,22033,US,GMT-04:00 America/New_York,38.86611,-77.36052
713-103454,Oakton,CO,oakton-2930-chain-bridge-road-oakton-va-221243041-us,2930 Chain Bridge Road,Oakton,VA,22124,US,GMT-04:00 America/New_York,38.88233,-77.29991
74142-18059,Safeway Fairfax 1431,LS,safeway-fairfax-1431-12200-w-ox-road-fairfax-va-220332405-us,12200 W Ox Road,Fairfax,VA,22033,US,GMT-04:00 America/New_York,38.86616,-77.36836
61017-295242,Giant Fairfax 2744,LS,giant-fairfax-2744-9400-fairfax-blvd-fairfax-va-22031-us,9400 Fairfax Blvd.,Fairfax,VA,22031,US,GMT-04:00 America/New_York,38.86545,-77.27111
11825-104822,East Market at Fairlakes,CO,east-market-at-fairlakes-12599-fairlakes-circle-fairfax-va-220333822-us,12599 Fairlakes Circle,Fairfax,VA,22033,US,GMT-04:00 America/New_York,38.8574,-77.38116
48909-265224,Harris Teeter Fairfax 253,LS,harris-teeter-fairfax-253-3905-fair-ridge-dr-fairfax-va-22033-us,3905 FAIR RIDGE DR.,Fairfax,VA,22033,US,GMT-04:00 America/New_York,38.87334,-77.37286
74726-92300,Safeway Fairfax 2616,LS,safeway-fairfax-2616-3043-nutley-st-fairfax-va-220311931-us,3043 Nutley St,Fairfax,VA,22031,US,GMT-04:00 America/New_York,38.87131,-77.26105
7803-66761,Pan Am Shopping Center,CO,pan-am-shopping-center-3011-nutley-street-5-a-fairfax-va-220311931-us,3011 Nutley Street,Fairfax,VA,22031,US,GMT-04:00 America/New_York,38.87189,-77.26132
7731-46460,Fairlakes,CO,fairlakes-12957-fairlakes-shopping-center-fairfax-va-2203351,12957 Fairlakes Shopping Center,Fairfax,VA,22033,US,GMT-04:00 America/New_York,38.85923,-77.38826
62200-291995,Target Fairfax 1341,LS,target-fairfax-1341-13047-fair-lakes-shopping-center-fairfax-va-22033-,13047 Fair Lakes Shopping Center,Fairfax,VA,22033,US,GMT-04:00 America/New_York,38.85513,-77.39335
739-971,Greenbriar,CO,greenbriar-13037-a-lee-jackson-memorial-hwy-space-a-fairfax-v,13037-A Lee Jackson Memorial Hwy,Fairfax,VA,22033,US,GMT-04:00 America/New_York,38.87942,-77.3964
7321-269109,Gallows and Gatehouse,CO,gallows-and-gatehouse-3046-gatehouse-plaza-falls-church-va-220421028-us,3046 Gatehouse Plaza,Falls Church,VA,22042,US,GMT-04:00 America/New_York,38.86647,-77.23011
18118-171964,Target Fairfax 2790,LS,target-fairfax-2790-2904-district-ave-fairfax-va-22031-us,2904 DISTRICT AVE,Fairfax,VA,22031,US,GMT-04:00 America/New_York,38.87299,-77.2298
706-286110,"362 Maple Avenue, Vienna VA",CO,362-maple-avenue-vienna-va-362-maple-avenue-east-vienna-va-221804716-us,362 Maple Avenue East,Vienna,VA,22180,US,GMT-04:00 America/New_York,38.90658,-77.25942
22728-159605,Dunn Loring Metro,CO,dunn-loring-metro-2672-a-avenir-place-merrifield-va-221807193-us,2672-A Avenir Place,Merrifield,VA,22180,US,GMT-04:00 America/New_York,38.88178,-77.22955
7734-46320,Centrewood,CO,centrewood-14155-saint-germain-dr-centreville-va-201212310-us,14155 Saint Germain Dr.,Centreville,VA,20121,US,GMT-04:00 America/New_York,38.83638,-77.43731
7606-290017,Franklin Farm Village,CO,franklin-farm-village-13360-franklin-farm-rd-herndon-va-201714036-us,13360 Franklin Farm Rd,Herndon,VA,20171,US,GMT-04:00 America/New_York,38.90793,-77.40803
7526-12397,Fox Mill Center,CO,fox-mill-center-2523-john-milton-dr-herndon-va-201712527-us,2523 John Milton Dr.,Herndon,VA,20171,US,GMT-04:00 America/New_York,38.92764,-77.37529
7730-7514,South Lakes,CO,south-lakes-11170-south-lakes-dr-reston-va-201914327-us,11170 South Lakes Dr,Reston,VA,20191,US,GMT-04:00 America/New_York,38.93833,-77.33029
74203-35039,Safeway Reston 1570,LS,safeway-reston-1570-2304-hunters-woods-plaza-reston-va-201912811-us,2304 Hunters Woods Plaza,Reston,VA,20191,US,GMT-04:00 America/New_York,38.93578,-77.36255
73933-107416,Giant Falls Church 233,LS,giant-falls-church-233-7235-arlington-blvd-falls-church-va-220423219-us,7235 ARLINGTON BLVD,Falls Church,VA,22042,US,GMT-04:00 America/New_York,38.86595,-77.19582
7476-7508,Sully Station,CO,sully-station-5623-stone-road-centreville-va-201201618-us,5623 Stone Road,Centreville,VA,20120,US,GMT-04:00 America/New_York,38.85345,-77.44978
7479-7509,Pike 7 Shopping Center,CO,pike-7-shopping-center-8381-leesburg-pike-vienna-va-221822402-us,8381 Leesburg Pike,Vienna,VA,22182,US,GMT-04:00 America/New_York,38.92164,-77.23627
25846-237828,Greensboro Station,LS,greensboro-station-1775-greensboro-station-place-mc-lean-va-22102-us,1775 Greensboro Station Place,McLean,VA,22102,US,GMT-04:00 America/New_York,38.9213,-77.23331
7537-11783,Spring Hill Metro,CO,spring-hill-metro-8520-d-leesburg-pike-vienna-va-221822414-us,8520 D Leesburg Pike,Vienna,VA,22182,US,GMT-04:00 America/New_York,38.92832,-77.23927
83837-313221,Reston Station LS Metro,LS,reston-station-ls-metro-1908-reston-metro-plaza-reston-va-20190-us,1908 Reston Metro Plaza,Reston,VA,20190,US,GMT-04:00 America/New_York,38.94908,-77.33883
52520-282344,Chantilly Place,CO,chantilly-place-4412-chantilly-lace-ct-chantilly-va-20151-us,4412 Chantilly Lace Ct,Chantilly,VA,20151,US,GMT-04:00 America/New_York,38.88658,-77.44484
56508-290156,Macy's Tysons Corner 2nd Floor,LS,macys-tysons-corner-2nd-floor-8000-tysons-corner-center-mc-lean-va-22102-us,8000 Tysons Corner Center,McLean,VA,22102,US,GMT-04:00 America/New_York,38.91821,-77.22276
11208-241105,Level 2- Tysons Corner on the,CO,level-2-tysons-corner-on-the-7922-tysons-corner-center-mc-lean-va-221024527-us,7922 Tysons Corner Center,McLean,VA,22102,US,GMT-04:00 America/New_York,38.91838,-77.22038
7578-20499,Idylwood Plaza,CO,idylwood-plaza-7501-h-leesburg-pike-falls-church-va-220432103-us,7501 H Leesburg Pike,Falls Church,VA,22043,US,GMT-04:00 America/New_York,38.90256,-77.20389
7703-46279,Plaza America,CO,plaza-america-11610-a-plaza-america-dr-reston-va-201904700-us,11610-A Plaza America Dr,Reston,VA,20190,US,GMT-04:00 America/New_York,38.9519,-77.34747
75452-107826,SECURE ACCESS Dulles Discovery,LS,secure-access-dulles-discovery-13900-air-space-museum-pkwy-chantilly-va-20151-us,13900 Air & Space Museum Pkwy,Chantilly,VA,20151,US,GMT-04:00 America/New_York,38.91659,-77.42706
