state_code,county_name,county_fips_code,county_population_in_2012,county_income_in_2012,5th_percentile_damages,17th_percentile_damages,median_damages,83rd_percentile_damages,95th_percentile_damages
TX,Jim Wells County,48249,41644,40378,7.086100101,9.29640007,12.72399998,17.29800034,21.96299934
LA,Morehouse Parish,22067,27431,33605,5.088699818,7.927199841,12.72299957,20.7329998,26.25399971
MS,Bolivar County,28011,34061,32365,6.270899773,8.458499908,12.72200012,19.87899971,26.16399956
TX,Terrell County,48443,926,43191,5.91410017,8.772199631,12.72099972,17.62800026,22.17000008
AR,Jackson County,05067,17640,27426,4.467100143,7.583000183,12.69900036,21.16900063,28.64299965
AL,Butler County,01013,20409,30240,4.258399963,7.348400116,12.68000031,20.77000046,29.21299934
TX,San Patricio County,48409,65372,37442,7.552499771,9.325200081,12.67599964,17.38299942,22.68300056
TX,Rusk County,48401,55743,32748,5.398700237,7.897500038,12.67000008,19.44199944,25.34000015
AL,Chilton County,01021,43709,28664,5.647799969,8.242799759,12.65400028,20.9109993,28.96299934
TX,Burleson County,48051,17316,37752,5.777200222,8.304499626,12.64299965,18.21699905,23.43600082
AR,Prairie County,05117,8446,30311,4.694600105,7.661799908,12.63899994,20.09700012,27.70100021
SC,Allendale County,45005,10004,27583,3.910099983,6.856900215,12.6260004,20.14699936,30.45199966
VA,Emporia city,51595,8764,28773,3.994499922,7.109700203,12.61299992,21.06699944,31.02000046
MS,Yalobusha County,28161,12373,29109,5.433000088,8.126399994,12.61100006,21.92200089,29.0510006
TX,Jasper County,48241,35856,34840,5.289400101,8.015600204,12.60900021,19.61100006,24.70100021
TX,Lamar County,48277,49856,35114,4.196899891,7.93930006,12.60499954,18.63500023,23.27099991
GA,Colquitt County,13071,46095,28678,5.664299965,7.825699806,12.59700012,20.93400002,29.99300003
TX,Camp County,48063,12460,33180,4.838300228,7.58949995,12.59399986,19.64800072,26.20400047
TX,Bastrop County,48021,74886,28986,6.082300186,8.584400177,12.59300041,17.77700043,23.60700035
AZ,La Paz County,04012,20289,28344,3.823800087,7.34499979,12.59200001,19.56399918,26.49399948
LA,Tensas Parish,22107,4971,38742,6.187300205,8.596899986,12.5909996,19.26499939,24.47200012
MS,Lincoln County,28085,34849,33113,6.012599945,8.620599747,12.58100033,19.53300095,26.28300095
FL,Baker County,12003,27041,26015,5.40019989,8.491700172,12.57299995,21.00300026,29.77599907
TX,Collingsworth County,48087,3020,32888,3.830300093,6.8604002,12.57199955,21.57900047,28.37800026
MS,Claiborne County,28021,9376,28869,6.095600128,8.102700233,12.5710001,20.25200081,26.66900063
AR,Columbia County,05027,24401,32972,5.172999859,8.045800209,12.53999996,20.43000031,26.39699936
GA,Montgomery County,13209,8909,25764,4.955599785,7.4854002,12.5010004,19.93400002,26.15500069
GA,Warren County,13301,5563,27353,3.425400019,6.099599838,12.49800014,22.59900093,32.56200027
AR,Scott County,05127,11007,24604,4.038899899,7.103600025,12.49800014,21.01600075,28.29800034
TX,Morris County,48343,12757,36995,4.847499847,7.56580019,12.46500015,19.08399963,25.0340004
MS,Leflore County,28083,31566,32378,6.275100231,8.440699577,12.46000004,19.20299911,25.01199913
MO,Reynolds County,29179,6671,26443,3.921000004,7.382699966,12.43000031,20.61499977,27.71299934
GA,Macon County,13193,14274,25457,4.642000198,7.169499874,12.43000031,22.32999992,33.32600021
LA,Union Parish,22111,22535,32580,5.043799877,7.835800171,12.42300034,19.23600006,25.71500015
AR,Yell County,05149,21811,26826,5.210199833,7.826700211,12.41899967,19.93499947,25.68799973
GA,Toombs County,13279,27217,30396,4.712500095,7.475299835,12.40999985,20.06900024,27.61100006
AL,Marion County,01093,30516,27086,4.98789978,7.861000061,12.39900017,20.15999985,29.34199905
FL,Wakulla County,12129,30823,28395,5.513199806,8.210599899,12.34300041,19.03899956,25.35899925
LA,Natchitoches Parish,22069,39461,34126,5.557199955,8.128800392,12.3380003,18.10499954,22.2840004
LA,St. Landry Parish,22097,83483,34964,5.725999832,8.209199905,12.33500004,19.06500053,25.38999939
TX,Atascosa County,48013,46436,34357,6.500500202,8.325900078,12.3210001,17.22299957,22.20400047
MS,Choctaw County,28019,8355,26087,5.511799812,8.02120018,12.31999969,20.1060009,26.32600021
MS,Jones County,28067,68385,34366,5.722499847,7.965400219,12.31900024,18.62100029,24.81100082
LA,Evangeline Parish,22039,33657,33092,5.436999798,7.892700195,12.31499958,19.91200066,25.06999969
SC,Barnwell County,45011,22294,26523,4.747200012,7.347799778,12.29699993,19.95700073,29.7310009
TX,Hall County,48191,3298,30480,3.107199907,6.423099995,12.25899982,21.47400093,30.5189991
GA,Turner County,13287,8369,31073,4.737100124,7.340099812,12.24499989,20.58699989,28.30800056
AR,Nevada County,05099,8903,31424,4.585299969,7.183199883,12.24400043,19.21199989,25.59900093
TX,Jackson County,48239,14249,36973,5.616600037,8.210800171,12.23600006,18.84399986,25.45999908
GA,Calhoun County,13037,6502,26703,4.336800098,7.064799786,12.22900009,21.45000076,31.53800011
TX,Crockett County,48105,3716,35257,5.297500134,8.142999649,12.22900009,17.78000069,22.82799911
AL,Covington County,01039,37809,30396,4.722199917,7.276899815,12.22799969,22.10199928,30.6760006
AL,Escambia County,01053,38048,29930,5.120600224,7.870100021,12.22200012,20.61499977,28.88100052
AL,Lowndes County,01085,10864,33634,5.560900211,7.922399998,12.21899986,20.17700005,28.09700012
AL,Fayette County,01057,16982,28530,5.075699806,7.71089983,12.21800041,20.10000038,27.49399948
AZ,Pinal County,04021,388110,24151,4.756100178,8.090600014,12.21399975,17.42200089,23.16200066
MS,Harrison County,28047,193690,34148,6.575300217,8.61190033,12.20899963,18.75300026,26.2310009
MS,Jefferson County,28063,7649,28930,5.474400043,7.822599888,12.20400047,18.60300064,24.96699905
SC,Marion County,45067,32391,27791,4.306799889,7.128600121,12.18400002,19.88800049,27.99900055
KY,Lyon County,21143,8437,27196,3.728899956,7.347599983,12.18099976,20.98399925,28.5739994
MO,Carter County,29035,6253,28976,4.721099854,7.804500103,12.17500019,20.70299911,30.84199905
MS,Newton County,28101,21625,29607,5.340899944,7.965400219,12.17300034,19.47999954,27.81200027
TX,Calhoun County,48057,21567,34275,6.649799824,8.606699944,12.16899967,17.50200081,24.25699997
AL,Etowah County,01055,104320,31875,4.95870018,7.552400112,12.14900017,19.54400063,26.2840004
OK,Marshall County,40095,15913,33207,3.721699953,6.649600029,12.14299965,19.55200005,26.18400002
TX,Winkler County,48495,7344,36701,4.798099995,7.630000114,12.12899971,17.64800072,21.93300056
TX,Concho County,48095,4065,21834,4.180799961,7.011400223,12.12699986,19.29199982,27.09600067
AR,Garland County,05051,96837,34993,4.500500202,7.356500149,12.10999966,19.17000008,25.07699966
GA,Marion County,13197,8751,23556,4.203400135,7.060400009,12.10900021,22.04199982,30.70599937
AR,Montgomery County,05097,9315,25138,3.477999926,6.464700222,12.08199978,20.75,28.75499916
MS,Carroll County,28015,10413,30035,6.069499969,8.42800045,12.07600021,18.87999916,23.36800003
TX,Hamilton County,48193,8290,45164,3.925499916,6.775000095,12.06700039,18.52400017,26.17499924
MS,Lauderdale County,28075,80271,33563,5.279699802,7.613200188,12.04699993,18.44799995,23.93600082
AL,Marengo County,01091,20443,34376,5.524000168,7.784900188,12.04199982,19.24600029,27.48999977
AL,Coosa County,01037,11181,25765,4.758500099,7.243899822,12.02499962,19.98699951,30.22299957
AR,Johnson County,05071,25864,24180,4.166500092,7.06099987,12.01599979,19.7840004,26.46100044
GA,Upson County,13293,26615,29338,3.867199898,6.796700001,12.01200008,21.13899994,31.40299988
AL,Mobile County,01097,413960,33267,5.92689991,8.128100395,12.00899982,17.92000008,24.03100014
LA,Allen Parish,22003,25613,28843,6.706500053,8.349399567,12.0010004,17.08200073,22.13899994
TX,Val Verde County,48465,48953,31866,6.614600182,8.781100273,11.99600029,16.36800003,19.90299988
MS,Forrest County,28035,76769,33913,6.26609993,7.972300053,11.99400043,17.90399933,23.13400078
AR,Calhoun County,05013,5299,28148,5.477499962,7.574699879,11.97900009,19.25300026,25.19199944
MS,Grenada County,28043,21616,31750,5.529699802,7.839600086,11.96700001,19.11599922,25.9260006
AL,Lamar County,01075,14255,29000,4.011799812,7.257900238,11.9659996,19.21899986,26.53700066
GA,Worth County,13321,21470,30895,4.880099773,7.101099968,11.96000004,19.23999977,26.3409996
TN,Lauderdale County,47097,27681,25080,4.605100155,7.624000072,11.9460001,19.61499977,26.22800064
GA,Dougherty County,13095,94542,30773,5.178899765,7.55880022,11.93900013,18.79000092,24.14699936
TX,Live Oak County,48297,11668,39162,6.001399994,7.945400238,11.93599987,16.22400093,20.55699921
AR,St. Francis County,05123,27883,24195,4.012499809,6.703800201,11.92700005,21.0510006,29.36599922
GA,Wilkes County,13317,10046,27319,3.318399906,6.052700043,11.92599964,20.66799927,30.54000092
MS,Clarke County,28023,16495,33250,5.83190012,7.838900089,11.91499996,18.63199997,25.95299911
TX,McCulloch County,48307,8275,40200,4.060900211,6.955900192,11.90499973,19.1590004,26.46699905
AL,Cleburne County,01029,14918,29260,4.679500103,7.329199791,11.90200043,19.56399918,26.07099915
AR,Jefferson County,05069,74580,30850,4.742000103,7.077899933,11.90200043,19.25099945,24.87199974
GA,Baldwin County,13009,46455,26763,4.940199852,7.283699989,11.89900017,18.15399933,24.82699966
TX,Angelina County,48005,87585,36458,5.466400146,8.010800362,11.88300037,17.37999916,21.86599922
TX,Navarro County,48349,48131,34461,4.319300175,7.045899868,11.88300037,17.84000015,25.06299973
TX,Loving County,48301,83,29614,5.413099766,7.936900139,11.88000011,16.84900093,21.2310009
AR,Randolph County,05121,17851,27163,3.751499891,6.915200233,11.87899971,21.36700058,27.90099907
TX,Upshur County,48459,39952,33500,4.23789978,7.393499851,11.8760004,18.1439991,24.91600037
MS,Neshoba County,28099,29679,35419,6.170700073,8.13449955,11.85700035,18.57900047,24.42399979
TX,Kerr County,48265,49798,41750,5.401100159,7.738200188,11.85599995,19.5909996,26.80200005
AL,Clay County,01027,13465,29936,4.7020998,7.203000069,11.80900002,19.38400078,28.48600006
OK,Harmon County,40057,2900,35520,2.877000093,6.147399902,11.78800011,20.94499969,29.15099907
AR,Mississippi County,05093,45550,30359,4.458600044,7.637700081,11.76900005,19.00799942,26.67000008
AR,Clark County,05019,22822,29732,4.484700203,7.177000046,11.75800037,18.52300072,23.95000076
GA,Wilkinson County,13319,9542,27882,4.010700226,6.460400105,11.75599957,19.96999931,26.60199928
AL,Walker County,01127,66125,35715,5.04820013,7.452700138,11.75399971,18.17499924,25.21199989
SC,Hampton County,45049,20719,26820,4.506199837,7.096099854,11.74800014,20.13999939,29.23999977
TN,Haywood County,47075,18243,29283,4.79460001,7.476299763,11.74800014,19.4489994,26.63500023
TX,Orange County,48361,82951,38024,5.669799805,8.059200287,11.7329998,18.01099968,22.42099953
TX,Hunt County,48231,87211,31716,3.90899992,6.893499851,11.7329998,17.91399956,23.25499916
TX,Nueces County,48355,347930,40769,6.757699966,8.606200218,11.73099995,15.69499969,19.34199905
LA,De Soto Parish,22031,27035,35864,4.881499767,7.885399818,11.72599983,17.88500023,22.52400017
AR,Franklin County,05047,17942,27563,4.622799873,7.209599972,11.72399998,19.8920002,27.13299942
TX,Mitchell County,48335,9312,29106,3.794100046,6.918600082,11.72399998,20.18899918,27.63299942
FL,Liberty County,12077,8247,23446,4.120800018,6.883600235,11.72000027,19.19400024,27.69000053
MO,Oregon County,29149,10997,24727,3.881700039,6.538000107,11.71199989,21.14500046,28.4659996
FL,Gulf County,12045,15670,27102,4.292300224,7.022099972,11.71100044,19.40099907,29.39299965
TX,Dimmit County,48127,10510,41849,6.69659996,8.700499535,11.71100044,16.19099998,20.0
TX,Titus County,48449,32693,28849,4.723400116,7.818600178,11.70899963,17.44400024,22.85199928
AL,Washington County,01129,17088,31743,5.366899967,7.587800026,11.70499992,18.375,24.88199997
MS,Monroe County,28095,36378,29761,5.260700226,7.53579998,11.69299984,18.86100006,25.41399956
MS,Tate County,28137,28506,30489,5.722000122,7.979599953,11.69099998,18.00099945,22.90399933
TX,Frio County,48163,17829,30561,5.326700211,7.727099895,11.68799973,16.54000092,21.81599998
MS,Tunica County,28143,10458,31331,5.321400166,7.901199818,11.66800022,18.26000023,23.18499947
GA,Glynn County,13127,80960,37080,5.583399773,7.65719986,11.64400005,18.13999939,24.69499969
MS,Warren County,28149,48120,36082,5.818399906,7.849699974,11.61600018,18.22699928,23.29400063
AL,Tallapoosa County,01123,41156,33727,4.498099804,7.056799889,11.56599998,19.16600037,26.91600037
LA,Jefferson Davis Parish,22053,31439,34398,5.302499771,7.343999863,11.55900002,18.31200027,24.65399933
GA,Randolph County,13243,7308,32819,3.621500015,6.441899776,11.54699993,20.4489994,31.17000008
MO,Hickory County,29085,9392,23795,1.636000037,5.27670002,11.54199982,20.70700073,28.13699913
MS,Tippah County,28139,21965,27877,4.332600117,7.188199997,11.49600029,19.19300079,26.42499924
OK,Atoka County,40005,13960,28361,3.699300051,6.424900055,11.49300003,18.59300041,24.9279995
FL,Jackson County,12063,48980,27696,3.6177001,6.295499802,11.47200012,19.6079998,32.02500153
AR,Poinsett County,05111,24325,28809,3.487299919,6.487100124,11.46199989,19.8579998,28.07799911
OK,Adair County,40001,22248,24402,2.857500076,6.116399765,11.46000004,19.54599953,28.15600014
OK,Kiowa County,40075,9343,34067,3.148200035,6.246500015,11.43999958,20.22699928,26.98399925
TX,Fisher County,48151,3833,37269,3.856400013,6.816400051,11.42800045,19.01300049,24.21899986
LA,East Carroll Parish,22035,7578,37149,5.650000095,7.942500114,11.42099953,17.625,22.82799911
VA,Craig County,51045,5198,32475,2.766499996,6.190100193,11.38399982,17.1060009,21.95999908
GA,Laurens County,13175,47970,30364,4.699699879,6.969299793,11.38199997,18.59700012,25.38699913
MS,Noxubee County,28103,11175,29596,5.50880003,7.631400108,11.36499977,17.74900055,23.68000031
TX,Foard County,48155,1305,32085,3.765899897,6.66629982,11.36299992,19.06599998,24.54599953
MO,New Madrid County,29143,18479,31886,3.809600115,6.906700134,11.35999966,19.72999954,26.15600014
AR,Lawrence County,05075,17039,27764,2.978199959,6.461900234,11.35599995,20.43899918,28.25499916
KY,Fulton County,21075,6547,29026,2.852400064,6.58010006,11.35499954,20.85700035,30.51199913
GA,Burke County,13033,23128,29872,4.237100124,6.78730011,11.34599972,18.5,24.98800087
AR,Van Buren County,05141,17155,26891,2.395999908,5.981100082,11.33899975,20.61400032,27.92700005
TX,Hopkins County,48223,35420,33075,3.865099907,6.901400089,11.33500004,17.31900024,22.61800003
MS,Tishomingo County,28141,19589,26293,2.953900099,6.859399796,11.33199978,19.83699989,29.26600075
MS,Pearl River County,28109,55090,31994,5.156000137,7.272600174,11.32900047,17.56399918,23.82600021
TX,Stonewall County,48433,1470,42146,3.34010005,6.453100204,11.32499981,19.19400024,25.49900055
TX,Callahan County,48059,13515,33504,4.159200191,6.717899799,11.32199955,18.49500084,25.63699913
FL,Miami-Dade County,12086,2611000,40514,7.23029995,8.658699989,11.31200027,15.92099953,20.58499908
LA,Tangipahoa Parish,22105,123770,33111,5.52489996,7.589399815,11.31000042,16.95299911,22.75600052
MS,Alcorn County,28003,37237,28077,4.243599892,7.210000038,11.30799961,18.7329998,25.9090004
LA,Pointe Coupee Parish,22077,22711,38230,5.611800194,7.45870018,11.29599953,16.77300072,22.37199974
TN,Hardeman County,47069,26532,25615,4.140699863,7.321800232,11.29300022,18.50300026,25.4659996
AZ,Graham County,04009,36945,26228,4.781899929,7.436800003,11.28999996,15.96000004,21.9489994
MS,Montgomery County,28097,10557,30353,4.297100067,6.977900028,11.26799965,19.34499931,26.9090004
MS,Itawamba County,28057,23371,30109,4.543399811,7.265399933,11.25899982,19.0529995,26.4489994
AR,Miller County,05091,43617,31598,4.243800163,6.948400021,11.24300003,16.8390007,21.72900009
TX,McLennan County,48309,239510,34009,4.607500076,7.307600021,11.23999977,16.40800095,21.71299934
AL,Henry County,01067,17248,33379,4.201600075,6.566899776,11.21500015,18.88299942,27.47900009
TX,Nolan County,48353,14877,34732,3.6954,6.112199783,11.21199989,18.62299919,24.47800064
MS,Panola County,28107,34464,28812,4.810900211,7.260499954,11.20699978,18.61899948,25.17000008
IL,Alexander County,17003,7750,26647,2.623399973,6.566599846,11.19799995,20.85899925,29.05699921
FL,Broward County,12011,1819800,41886,6.841400146,8.515600204,11.1960001,16.01000023,22.6439991
OK,Craig County,40035,14721,33102,3.597199917,6.425700188,11.18799973,18.14299965,23.67499924
TX,Presidio County,48377,7540,30218,6.388199806,8.510100365,11.18500042,14.375,17.47200012
GA,Bleckley County,13023,12897,31284,4.416800022,6.736599922,11.18000031,18.99200058,26.51799965
LA,Vermilion Parish,22113,58660,36379,5.616399765,7.640200138,11.1789999,16.26600075,21.44499969
KY,Monroe County,21171,10859,27699,3.997400045,6.690000057,11.17199993,19.02599907,27.41300011
MO,Dent County,29065,15665,29378,3.475399971,6.396100044,11.17000008,18.90200043,26.48999977
GA,Schley County,13249,4989,25037,3.791399956,6.425700188,11.15200043,18.86400032,27.28000069
AR,Logan County,05083,22005,30362,3.781800032,6.379600048,11.13899994,18.58399963,25.03199959
FL,Flagler County,12035,98510,34700,4.199500084,6.979700089,11.13399982,19.4810009,29.64999962
AR,Desha County,05041,12574,36712,5.014200211,7.091700077,11.12800026,17.56500053,22.43499947
TX,Panola County,48365,23998,40371,4.524499893,7.141900063,11.12699986,16.46299934,21.45999908
VA,Charles City County,51036,7148,37903,5.500899792,7.660399914,11.12300014,15.22099972,20.68300056
AR,Ashley County,05003,21497,31962,4.067599773,6.78000021,11.11999989,18.34000015,26.10400009
GA,Meriwether County,13199,21316,28802,3.679699898,6.086699963,11.09799957,19.42900085,28.76000023
GA,Washington County,13303,20857,30039,3.724299908,6.217599869,11.09399986,18.77599907,27.61700058
TX,Wharton County,48481,41147,38396,5.410699844,7.256800175,11.05500031,16.39299965,22.68199921
