FY,Area,Legend,Rate
2019/2020,12656,UNIFIED SCHOOLS,0.0756
2019/2020,12657,COMMNTY COLLEGE,0.0272
2019/2020,12657,COUNTY,0.0000
2019/2020,12657,GENERAL,1.0000
2019/2020,12657,METRO WATER DIST,0.0035
2019/2020,12657,UNIFIED SCHOOLS,0.0756
2019/2020,12658,COMMNTY COLLEGE,0.0478
2019/2020,12658,COUNTY,0.0000
2019/2020,12658,GENERAL,1.0000
2019/2020,12658,METRO WATER DIST,0.0035
2019/2020,12658,UNIFIED SCHOOLS,0.0825
2019/2020,12659,CITY-LANCASTER,0.0000
2019/2020,12659,COMMNTY COLLEGE,0.0472
2019/2020,12659,COUNTY,0.0000
2019/2020,12659,ELEM SCHOOLS,0.0586
2019/2020,12659,GENERAL,1.0000
2019/2020,12659,HIGH SCHOOLS,0.0219
2019/2020,12659,SPECIAL WATER,0.0705
2019/2020,01266,CITY CARSON,0.0000
2019/2020,01266,COMMNTY COLLEGE,0.0272
2019/2020,01266,COUNTY,0.0000
2019/2020,01266,GENERAL,1.0000
2019/2020,01266,METRO WATER DIST,0.0035
2019/2020,13164,HIGH SCHOOLS,0.0549
2019/2020,13164,SPECIAL WATER,0.0706
2019/2020,13166,COMMNTY COLLEGE,0.0295
2019/2020,13166,COUNTY,0.0000
2019/2020,13166,ELEM SCHOOLS,0.0071
2019/2020,13166,GENERAL,1.0000
2019/2020,13166,HIGH SCHOOLS,0.0549
2019/2020,13166,SPECIAL WATER,0.0706
2019/2020,13167,CITY HAWTHORNE,0.0000
2019/2020,13167,COMMNTY COLLEGE,0.0216
2019/2020,13167,COUNTY,0.0000
2019/2020,13167,GENERAL,1.0000
2019/2020,13167,HIGH SCHOOLS,0.0248
2019/2020,13167,METRO WATER DIST,0.0035
2019/2020,13167,UNIFIED SCHOOLS,0.1774
2019/2020,13168,CITY HAWTHORNE,0.0000
2019/2020,13168,COMMNTY COLLEGE,0.0216
2019/2020,13168,COUNTY,0.0000
2019/2020,13168,GENERAL,1.0000
2019/2020,13168,HIGH SCHOOLS,0.0248
2019/2020,13168,METRO WATER DIST,0.0035
2019/2020,13168,UNIFIED SCHOOLS,0.1774
2019/2020,13169,CITY HAWTHORNE,0.0000
2019/2020,13169,COMMNTY COLLEGE,0.0216
2019/2020,13169,COUNTY,0.0000
2019/2020,13169,ELEM SCHOOLS,0.0634
2019/2020,13169,GENERAL,1.0000
2019/2020,13169,HIGH SCHOOLS,0.0911
2019/2020,13169,METRO WATER DIST,0.0035
2019/2020,13170,CITY-CLAREMONT V,0.0085
2019/2020,13170,COMMNTY COLLEGE,0.0217
2019/2020,13170,COUNTY,0.0000
2019/2020,13170,GENERAL,1.0000
2019/2020,13170,METRO WATER DIST,0.0035
2019/2020,13170,UNIFIED SCHOOLS,0.0869
2019/2020,13171,CITY-CLAREMONT V,0.0085
2019/2020,13171,COMMNTY COLLEGE,0.0217
2019/2020,13171,COUNTY,0.0000
2019/2020,13171,GENERAL,1.0000
2019/2020,13171,METRO WATER DIST,0.0035
2019/2020,13171,UNIFIED SCHOOLS,0.0869
2019/2020,13172,COMMNTY COLLEGE,0.0472
2019/2020,13172,COUNTY,0.0000
2019/2020,13172,ELEM SCHOOLS,0.0706
2019/2020,13172,GENERAL,1.0000
2019/2020,13172,HIGH SCHOOLS,0.0219
2019/2020,13172,WATER DISTRICT,0.2182
2019/2020,13173,COMMNTY COLLEGE,0.0257
2019/2020,13173,COUNTY,0.0000
2019/2020,13173,ELEM SCHOOLS,0.0510
2019/2020,13173,GENERAL,1.0000
2019/2020,13173,HIGH SCHOOLS,0.0550
2019/2020,13173,METRO WATER DIST,0.0035
2019/2020,13174,CITY-SAN DIMAS,0.0000
2019/2020,13174,COMMNTY COLLEGE,0.0478
2019/2020,13174,COUNTY,0.0000
2019/2020,13174,GENERAL,1.0000
2019/2020,13174,METRO WATER DIST,0.0035
2019/2020,13174,UNIFIED SCHOOLS,0.0787
2019/2020,13175,COMMNTY COLLEGE,0.0216
2019/2020,13175,COUNTY,0.0000
2019/2020,13175,GENERAL,1.0000
2019/2020,13175,METRO WATER DIST,0.0035
2019/2020,13175,UNIFIED SCHOOLS,0.0983
2019/2020,13176,CITY-CULVER CITY,0.0000
2019/2020,13176,COMMNTY COLLEGE,0.0272
2019/2020,13176,COUNTY,0.0000
2019/2020,13176,GENERAL,1.0000
2019/2020,13176,METRO WATER DIST,0.0035
2019/2020,13176,UNIFIED SCHOOLS,0.0495
2019/2020,13177,COMMNTY COLLEGE,0.0472
2019/2020,13177,COUNTY,0.0000
2019/2020,13177,ELEM SCHOOLS,0.0751
2019/2020,13177,GENERAL,1.0000
2019/2020,13177,HIGH SCHOOLS,0.0219
2019/2020,13177,SPECIAL WATER,0.0705
2019/2020,13178,CITY-L.A. ADELAN,0.0181
2019/2020,13178,COMMNTY COLLEGE,0.0272
2019/2020,13178,COUNTY,0.0000
2019/2020,13178,GENERAL,1.0000
2019/2020,13178,METRO WATER DIST,0.0035
2019/2020,13178,UNIFIED SCHOOLS,0.1255
2019/2020,13179,CITY EL MONTE TD,0.1500
2019/2020,13179,COMMNTY COLLEGE,0.0072
2019/2020,13179,COUNTY,0.0000
2019/2020,13179,ELEM SCHOOLS,0.1080
2019/2020,13179,GENERAL,1.0000
2019/2020,13179,HIGH SCHOOLS,0.1097
2019/2020,13179,METRO WATER DIST,0.0035
2019/2020,01318,COMMNTY COLLEGE,0.0272
2019/2020,01318,COUNTY,0.0000
2019/2020,01318,GENERAL,1.0000
2019/2020,01318,METRO WATER DIST,0.0035
2019/2020,01318,UNIFIED SCHOOLS,0.1255
2019/2020,13180,CITY EL MONTE TD,0.1500
2019/2020,13180,COMMNTY COLLEGE,0.0257
2019/2020,13556,COUNTY,0.0000
2019/2020,13556,GENERAL,1.0000
2019/2020,13556,METRO WATER DIST,0.0035
2019/2020,13556,UNIFIED SCHOOLS,0.1113
2019/2020,13557,CITY-CARSON MERG,0.0000
2019/2020,13557,COMMNTY COLLEGE,0.0272
2019/2020,13557,COUNTY,0.0000
2019/2020,13557,GENERAL,1.0000
2019/2020,13557,METRO WATER DIST,0.0035
2019/2020,13557,UNIFIED SCHOOLS,0.1255
2019/2020,13558,COMMNTY COLLEGE,0.0472
2019/2020,13558,COUNTY,0.0000
2019/2020,13558,ELEM SCHOOLS,0.0751
2019/2020,13558,GENERAL,1.0000
2019/2020,13558,HIGH SCHOOLS,0.0219
2019/2020,13558,SPECIAL WATER,0.0705
2019/2020,13559,COMMNTY COLLEGE,0.0217
2019/2020,13559,COUNTY,0.0000
2019/2020,13559,GENERAL,1.0000
2019/2020,13559,UNIFIED SCHOOLS,0.0869
2019/2020,01356,CITY CARSON,0.0000
2019/2020,01356,COMMNTY COLLEGE,0.0272
2019/2020,01356,COUNTY,0.0000
2019/2020,01356,GENERAL,1.0000
2019/2020,01356,METRO WATER DIST,0.0035
2019/2020,01356,UNIFIED SCHOOLS,0.1255
2019/2020,13560,COMMNTY COLLEGE,0.0217
2019/2020,13560,COUNTY,0.0000
2019/2020,13560,GENERAL,1.0000
2019/2020,13560,METRO WATER DIST,0.0035
2019/2020,13560,UNIFIED SCHOOLS,0.0869
2019/2020,13561,COMMNTY COLLEGE,0.0257
2019/2020,13561,COUNTY,0.0000
2019/2020,13561,ELEM SCHOOLS,0.0843
2019/2020,13561,GENERAL,1.0000
2019/2020,13561,HIGH SCHOOLS,0.0550
2019/2020,13561,METRO WATER DIST,0.0035
2019/2020,13562,COMMNTY COLLEGE,0.0478
2019/2020,13562,COUNTY,0.0000
2019/2020,13562,GENERAL,1.0000
2019/2020,13562,METRO WATER DIST,0.0035
2019/2020,13562,UNIFIED SCHOOLS,0.1420
2019/2020,13563,COMMNTY COLLEGE,0.0257
2019/2020,13563,COUNTY,0.0000
2019/2020,13563,ELEM SCHOOLS,0.0510
2019/2020,13563,GENERAL,1.0000
2019/2020,13563,HIGH SCHOOLS,0.0550
2019/2020,13563,METRO WATER DIST,0.0035
2019/2020,13564,COMMNTY COLLEGE,0.0257
2019/2020,13564,COUNTY,0.0000
2019/2020,13564,ELEM SCHOOLS,0.0510
2019/2020,13564,GENERAL,1.0000
2019/2020,13564,HIGH SCHOOLS,0.0550
2019/2020,13564,METRO WATER DIST,0.0035
2019/2020,13565,COMMNTY COLLEGE,0.0257
2019/2020,13565,COUNTY,0.0000
2019/2020,13565,ELEM SCHOOLS,0.0510
2019/2020,13565,GENERAL,1.0000
2019/2020,13565,HIGH SCHOOLS,0.0550
2019/2020,13565,METRO WATER DIST,0.0035
2019/2020,13566,COMMNTY COLLEGE,0.0478
2019/2020,13566,COUNTY,0.0000
2019/2020,13566,GENERAL,1.0000
2019/2020,13566,METRO WATER DIST,0.0035
2019/2020,13566,UNIFIED SCHOOLS,0.0825
2019/2020,13567,COMMNTY COLLEGE,0.0478
2019/2020,13567,COUNTY,0.0000
2019/2020,13567,GENERAL,1.0000
2019/2020,13567,METRO WATER DIST,0.0035
2019/2020,13567,UNIFIED SCHOOLS,0.0825
2019/2020,13569,COMMNTY COLLEGE,0.0478
2019/2020,13569,COUNTY,0.0000
2019/2020,13569,GENERAL,1.0000
2019/2020,13569,METRO WATER DIST,0.0035
2019/2020,13569,UNIFIED SCHOOLS,0.1352
2019/2020,13570,COMMNTY COLLEGE,0.0478
2019/2020,13570,COUNTY,0.0000
2019/2020,13570,GENERAL,1.0000
2019/2020,13570,METRO WATER DIST,0.0035
2019/2020,13570,UNIFIED SCHOOLS,0.0874
2019/2020,13571,COMMNTY COLLEGE,0.0478
2019/2020,13571,COUNTY,0.0000
2019/2020,13571,GENERAL,1.0000
2019/2020,13571,METRO WATER DIST,0.0035
2019/2020,13571,UNIFIED SCHOOLS,0.1352
2019/2020,13572,COMMNTY COLLEGE,0.0217
2019/2020,13572,COUNTY,0.0000
2019/2020,13572,GENERAL,1.0000
2019/2020,13572,METRO WATER DIST,0.0035
2019/2020,13572,UNIFIED SCHOOLS,0.1142
2019/2020,13573,COMMNTY COLLEGE,0.0217
2019/2020,13573,COUNTY,0.0000
2019/2020,13573,GENERAL,1.0000
2019/2020,13573,METRO WATER DIST,0.0035
2019/2020,13573,UNIFIED SCHOOLS,0.1142
2019/2020,13574,COMMNTY COLLEGE,0.0217
2019/2020,13574,COUNTY,0.0000
2019/2020,10544,COMMNTY COLLEGE,0.0257
2019/2020,11035,METRO WATER DIST,0.0035
2019/2020,11567,UNIFIED SCHOOLS,0.2067
2019/2020,12149,GENERAL,1.0000
2019/2020,01266,UNIFIED SCHOOLS,0.1255
2019/2020,13180,COUNTY,0.0000
2019/2020,13574,GENERAL,1.0000
2019/2020,08485,COUNTY,0.0000
2019/2020,08485,GENERAL,1.0000
2019/2020,08485,METRO WATER DIST,0.0035
2019/2020,08485,UNIFIED SCHOOLS,0.0968
2019/2020,08486,COMMNTY COLLEGE,0.0478
2019/2020,08486,COUNTY,0.0000
2019/2020,08486,GENERAL,1.0000
2019/2020,08486,METRO WATER DIST,0.0035
2019/2020,08486,UNIFIED SCHOOLS,0.1076
2019/2020,08487,COMMNTY COLLEGE,0.0272
2019/2020,08487,COUNTY,0.0000
2019/2020,08487,GENERAL,1.0000
2019/2020,08487,METRO WATER DIST,0.0035
2019/2020,08487,UNIFIED SCHOOLS,0.0968
2019/2020,08488,COMMNTY COLLEGE,0.0478
2019/2020,08488,COUNTY,0.0000
2019/2020,08488,GENERAL,1.0000
2019/2020,08488,METRO WATER DIST,0.0035
2019/2020,08488,UNIFIED SCHOOLS,0.1076
2019/2020,08489,COMMNTY COLLEGE,0.0478
2019/2020,08489,COUNTY,0.0000
2019/2020,08489,GENERAL,1.0000
2019/2020,08489,METRO WATER DIST,0.0035
2019/2020,08489,UNIFIED SCHOOLS,0.1076
2019/2020,08490,COMMNTY COLLEGE,0.0272
2019/2020,08490,COUNTY,0.0000
2019/2020,08490,GENERAL,1.0000
2019/2020,08490,METRO WATER DIST,0.0035
2019/2020,08490,UNIFIED SCHOOLS,0.0968
2019/2020,08491,COMMNTY COLLEGE,0.0478
2019/2020,08491,COUNTY,0.0000
2019/2020,08491,GENERAL,1.0000
2019/2020,08491,METRO WATER DIST,0.0035
2019/2020,08491,UNIFIED SCHOOLS,0.1076
2019/2020,08492,COMMNTY COLLEGE,0.0272
2019/2020,08492,COUNTY,0.0000
2019/2020,08492,GENERAL,1.0000
2019/2020,08492,METRO WATER DIST,0.0035
2019/2020,08492,UNIFIED SCHOOLS,0.0968
2019/2020,08493,COMMNTY COLLEGE,0.0272
2019/2020,08493,COUNTY,0.0000
2019/2020,08493,GENERAL,1.0000
2019/2020,08493,METRO WATER DIST,0.0035
2019/2020,08493,UNIFIED SCHOOLS,0.0968
2019/2020,08494,COMMNTY COLLEGE,0.0478
2019/2020,08494,COUNTY,0.0000
2019/2020,08494,GENERAL,1.0000
2019/2020,08494,METRO WATER DIST,0.0035
2019/2020,08494,UNIFIED SCHOOLS,0.1076
2019/2020,08495,CITY-WALNUT,0.0000
2019/2020,08495,COMMNTY COLLEGE,0.0478
2019/2020,08495,COUNTY,0.0000
2019/2020,08495,GENERAL,1.0000
2019/2020,08495,METRO WATER DIST,0.0035
2019/2020,08495,UNIFIED SCHOOLS,0.1076
2019/2020,08496,CITY-WALNUT,0.0000
2019/2020,08496,COMMNTY COLLEGE,0.0478
2019/2020,08496,COUNTY,0.0000
2019/2020,08496,GENERAL,1.0000
2019/2020,08496,METRO WATER DIST,0.0035
2019/2020,08496,UNIFIED SCHOOLS,0.1076
2019/2020,08497,COMMNTY COLLEGE,0.0272
2019/2020,08497,COUNTY,0.0000
2019/2020,08497,GENERAL,1.0000
2019/2020,08497,METRO WATER DIST,0.0035
2019/2020,08497,UNIFIED SCHOOLS,0.0968
2019/2020,08498,COMMNTY COLLEGE,0.0272
2019/2020,08498,COUNTY,0.0000
2019/2020,08498,GENERAL,1.0000
2019/2020,08498,METRO WATER DIST,0.0035
2019/2020,08498,UNIFIED SCHOOLS,0.0968
2019/2020,08499,COMMNTY COLLEGE,0.0272
2019/2020,08499,COUNTY,0.0000
2019/2020,08499,GENERAL,1.0000
2019/2020,08499,METRO WATER DIST,0.0035
2019/2020,08499,UNIFIED SCHOOLS,0.0968
2019/2020,00085,CITY CARSON,0.0000
2019/2020,00085,COMMNTY COLLEGE,0.0272
2019/2020,00085,COUNTY,0.0000
2019/2020,00085,GENERAL,1.0000
2019/2020,00085,METRO WATER DIST,0.0035
2019/2020,00085,UNIFIED SCHOOLS,0.1255
2019/2020,08500,COMMNTY COLLEGE,0.0272
2019/2020,08500,COUNTY,0.0000
2019/2020,08500,GENERAL,1.0000
2019/2020,08500,METRO WATER DIST,0.0035
2019/2020,08500,UNIFIED SCHOOLS,0.0968
2019/2020,08501,COMMNTY COLLEGE,0.0272
2019/2020,08501,COUNTY,0.0000
2019/2020,08501,GENERAL,1.0000
2019/2020,08501,METRO WATER DIST,0.0035
2019/2020,08501,UNIFIED SCHOOLS,0.0968
2019/2020,10544,COUNTY,0.0000
2019/2020,10544,ELEM SCHOOLS,0.0353
2019/2020,10544,GENERAL,1.0000
2019/2020,10544,HIGH SCHOOLS,0.0550
2019/2020,10544,METRO WATER DIST,0.0035
2019/2020,10545,COMMNTY COLLEGE,0.0257
2019/2020,10545,COUNTY,0.0000
2019/2020,10545,ELEM SCHOOLS,0.0353
2019/2020,10545,GENERAL,1.0000
2019/2020,10545,HIGH SCHOOLS,0.0550
2019/2020,10545,METRO WATER DIST,0.0035
2019/2020,10547,CITY-DIAMOND BAR,0.0000
2019/2020,10547,COMMNTY COLLEGE,0.0478
2019/2020,10547,COUNTY,0.0000
2019/2020,10547,GENERAL,1.0000
2019/2020,10547,METRO WATER DIST,0.0035
2019/2020,10547,UNIFIED SCHOOLS,0.0954
2019/2020,10549,CITY-DIAMOND BAR,0.0000
2019/2020,10549,COMMNTY COLLEGE,0.0478
2019/2020,10549,COUNTY,0.0000
2019/2020,10549,GENERAL,1.0000
2019/2020,10549,METRO WATER DIST,0.0035
2019/2020,10549,UNIFIED SCHOOLS,0.2067
2019/2020,01055,CITY-CARSON,0.0000
2019/2020,01055,COMMNTY COLLEGE,0.0272
2019/2020,01055,COUNTY,0.0000
2019/2020,01055,GENERAL,1.0000
2019/2020,01055,METRO WATER DIST,0.0035
2019/2020,01055,UNIFIED SCHOOLS,0.1255
2019/2020,10550,CITY-GARDENA,0.0000
2019/2020,10550,COMMNTY COLLEGE,0.0272
2019/2020,10550,COUNTY,0.0000
2019/2020,10550,GENERAL,1.0000
2019/2020,10550,METRO WATER DIST,0.0035
2019/2020,10550,UNIFIED SCHOOLS,0.1255
2019/2020,10552,COMMNTY COLLEGE,0.0478
2019/2020,10552,COUNTY,0.0000
2019/2020,10552,GENERAL,1.0000
2019/2020,10552,METRO WATER DIST,0.0035
2019/2020,10552,UNIFIED SCHOOLS,0.1076
2019/2020,10553,CITY-LANCASTER,0.0000
2019/2020,10553,COMMNTY COLLEGE,0.0472
2019/2020,10553,COUNTY,0.0000
2019/2020,10553,ELEM SCHOOLS,0.0586
2019/2020,10553,GENERAL,1.0000
2019/2020,10553,HIGH SCHOOLS,0.0219
2019/2020,10553,SPECIAL WATER,0.0705
2019/2020,10555,COMMNTY COLLEGE,0.0478
2019/2020,10555,COUNTY,0.0000
2019/2020,10555,GENERAL,1.0000
2019/2020,10555,METRO WATER DIST,0.0035
2019/2020,10555,UNIFIED SCHOOLS,0.1076
2019/2020,10556,COMMNTY COLLEGE,0.0257
2019/2020,10556,COUNTY,0.0000
2019/2020,10556,ELEM SCHOOLS,0.0510
2019/2020,10556,GENERAL,1.0000
2019/2020,10556,HIGH SCHOOLS,0.0550
2019/2020,10556,METRO WATER DIST,0.0035
2019/2020,10557,COMMNTY COLLEGE,0.0257
2019/2020,10557,COUNTY,0.0000
2019/2020,10557,ELEM SCHOOLS,0.0843
2019/2020,10557,GENERAL,1.0000
2019/2020,10557,HIGH SCHOOLS,0.0550
2019/2020,10557,METRO WATER DIST,0.0035
2019/2020,10558,COMMNTY COLLEGE,0.0257
2019/2020,10558,COUNTY,0.0000
2019/2020,10558,ELEM SCHOOLS,0.0353
2019/2020,10558,GENERAL,1.0000
2019/2020,10558,HIGH SCHOOLS,0.0550
2019/2020,10558,METRO WATER DIST,0.0035
2019/2020,10559,COMMNTY COLLEGE,0.0472
2019/2020,10559,COUNTY,0.0000
2019/2020,10559,GENERAL,1.0000
2019/2020,10559,UNIFIED SCHOOLS,0.0402
2019/2020,01056,CITY-CARSON,0.0000
2019/2020,01056,COMMNTY COLLEGE,0.0272
2019/2020,01056,COUNTY,0.0000
2019/2020,01056,GENERAL,1.0000
2019/2020,01056,METRO WATER DIST,0.0035
2019/2020,01056,UNIFIED SCHOOLS,0.1255
2019/2020,10562,COMMNTY COLLEGE,0.0257
2019/2020,10562,COUNTY,0.0000
2019/2020,10562,ELEM SCHOOLS,0.0843
2019/2020,10562,GENERAL,1.0000
2019/2020,10562,HIGH SCHOOLS,0.0550
2019/2020,10562,METRO WATER DIST,0.0035
2019/2020,10563,COMMNTY COLLEGE,0.0257
2019/2020,10563,COUNTY,0.0000
2019/2020,10563,ELEM SCHOOLS,0.0843
2019/2020,10563,GENERAL,1.0000
2019/2020,10563,HIGH SCHOOLS,0.0550
2019/2020,10563,METRO WATER DIST,0.0035
2019/2020,10564,COMMNTY COLLEGE,0.0257
2019/2020,10564,COUNTY,0.0000
2019/2020,10564,ELEM SCHOOLS,0.0353
2019/2020,10564,GENERAL,1.0000
2019/2020,10564,HIGH SCHOOLS,0.0550
2019/2020,10564,METRO WATER DIST,0.0035
2019/2020,11035,UNIFIED SCHOOLS,0.0756
2019/2020,11036,CITY-CALABASAS T,0.0000
2019/2020,11036,COMMNTY COLLEGE,0.0272
2019/2020,11036,COUNTY,0.0000
2019/2020,11036,GENERAL,1.0000
2019/2020,11036,METRO WATER DIST,0.0035
2019/2020,11036,UNIFIED SCHOOLS,0.0756
2019/2020,11037,CITY-CALABASAS T,0.0000
2019/2020,11037,COMMNTY COLLEGE,0.0272
2019/2020,11037,COUNTY,0.0000
2019/2020,11037,GENERAL,1.0000
2019/2020,11037,METRO WATER DIST,0.0035
2019/2020,11037,UNIFIED SCHOOLS,0.0756
2019/2020,11038,CITY-CALABASAS T,0.0000
2019/2020,11038,COMMNTY COLLEGE,0.0272
2019/2020,11038,COUNTY,0.0000
2019/2020,11038,GENERAL,1.0000
2019/2020,11038,METRO WATER DIST,0.0035
2019/2020,11038,UNIFIED SCHOOLS,0.0756
2019/2020,11039,CITY-CALABASAS T,0.0000
2019/2020,11039,COMMNTY COLLEGE,0.0272
2019/2020,11039,COUNTY,0.0000
2019/2020,11039,GENERAL,1.0000
2019/2020,11039,METRO WATER DIST,0.0035
2019/2020,11039,UNIFIED SCHOOLS,0.0756
2019/2020,01104,CITY CARSON,0.0000
2019/2020,01104,COMMNTY COLLEGE,0.0272
2019/2020,01104,COUNTY,0.0000
2019/2020,01104,GENERAL,1.0000
2019/2020,01104,METRO WATER DIST,0.0035
2019/2020,01104,UNIFIED SCHOOLS,0.1255
2019/2020,11040,CITY-CALABASAS T,0.0000
2019/2020,11040,COMMNTY COLLEGE,0.0272
2019/2020,11040,COUNTY,0.0000
2019/2020,11040,GENERAL,1.0000
2019/2020,11040,METRO WATER DIST,0.0035
2019/2020,11040,UNIFIED SCHOOLS,0.0756
2019/2020,11042,CITY-CALABASAS T,0.0000
2019/2020,11042,COMMNTY COLLEGE,0.0272
2019/2020,11042,COUNTY,0.0000
2019/2020,11042,GENERAL,1.0000
2019/2020,11042,METRO WATER DIST,0.0035
2019/2020,11042,UNIFIED SCHOOLS,0.0756
2019/2020,11043,CITY-MALIBU TD #,0.0000
2019/2020,11043,COMMNTY COLLEGE,0.0788
2019/2020,11043,COUNTY,0.0000
2019/2020,11043,GENERAL,1.0000
2019/2020,11043,METRO WATER DIST,0.0035
2019/2020,11043,UNIFIED SCHOOLS,0.0810
2019/2020,11044,CITY-CALABASAS T,0.0000
2019/2020,11044,COMMNTY COLLEGE,0.0272
2019/2020,11044,COUNTY,0.0000
2019/2020,11044,GENERAL,1.0000
2019/2020,11044,METRO WATER DIST,0.0035
2019/2020,11044,UNIFIED SCHOOLS,0.0756
2019/2020,11045,CITY-MALIBU TD #,0.0000
2019/2020,11045,COMMNTY COLLEGE,0.0788
2019/2020,11045,COUNTY,0.0000
2019/2020,11045,GENERAL,1.0000
2019/2020,11045,METRO WATER DIST,0.0035
2019/2020,11045,UNIFIED SCHOOLS,0.0810
2019/2020,11046,CITY-MALIBU TD #,0.0000
2019/2020,11046,COMMNTY COLLEGE,0.0788
2019/2020,11046,COUNTY,0.0000
2019/2020,11046,GENERAL,1.0000
2019/2020,11046,METRO WATER DIST,0.0035
2019/2020,11046,UNIFIED SCHOOLS,0.0810
2019/2020,11047,CITY-MALIBU TD #,0.0000
2019/2020,11047,COMMNTY COLLEGE,0.0788
2019/2020,11047,COUNTY,0.0000
2019/2020,11047,GENERAL,1.0000
2019/2020,11047,METRO WATER DIST,0.0035
2019/2020,11047,UNIFIED SCHOOLS,0.0810
2019/2020,11048,CITY-MALIBU TD #,0.0000
2019/2020,11048,COMMNTY COLLEGE,0.0788
2019/2020,11048,COUNTY,0.0000
2019/2020,11048,GENERAL,1.0000
2019/2020,11048,METRO WATER DIST,0.0035
2019/2020,11048,UNIFIED SCHOOLS,0.0810
2019/2020,11049,CITY-MALIBU TD #,0.0000
2019/2020,11049,COMMNTY COLLEGE,0.0788
2019/2020,11049,COUNTY,0.0000
2019/2020,11049,GENERAL,1.0000
2019/2020,11049,UNIFIED SCHOOLS,0.0810
2019/2020,01105,CITY-CARSON,0.0000
2019/2020,01105,COMMNTY COLLEGE,0.0272
2019/2020,01105,COUNTY,0.0000
2019/2020,01105,GENERAL,1.0000
2019/2020,01105,METRO WATER DIST,0.0035
2019/2020,01105,UNIFIED SCHOOLS,0.1255
2019/2020,11050,CITY-MALIBU TD #,0.0000
2019/2020,11050,COMMNTY COLLEGE,0.0788
2019/2020,11050,COUNTY,0.0000
2019/2020,11050,GENERAL,1.0000
2019/2020,11050,METRO WATER DIST,0.0035
2019/2020,11050,UNIFIED SCHOOLS,0.0810
2019/2020,11051,CITY-MALIBU TD #,0.0000
2019/2020,11568,CITY-DIAMOND BAR,0.0000
2019/2020,11568,COMMNTY COLLEGE,0.0478
2019/2020,11568,COUNTY,0.0000
2019/2020,11568,GENERAL,1.0000
2019/2020,11568,METRO WATER DIST,0.0035
2019/2020,11568,UNIFIED SCHOOLS,0.0954
2019/2020,01157,COMMNTY COLLEGE,0.0272
2019/2020,01157,COUNTY,0.0000
2019/2020,01157,GENERAL,1.0000
2019/2020,01157,METRO WATER DIST,0.0035
2019/2020,01157,UNIFIED SCHOOLS,0.1255
2019/2020,11570,CITY PALMDALE,0.0000
2019/2020,11570,COMMNTY COLLEGE,0.0472
2019/2020,11570,COUNTY,0.0000
2019/2020,11570,ELEM SCHOOLS,0.0706
2019/2020,11570,GENERAL,1.0000
2019/2020,11570,HIGH SCHOOLS,0.0219
2019/2020,11570,SPECIAL WATER,0.0705
2019/2020,11571,CITY-PALMDALE,0.0000
2019/2020,11571,COMMNTY COLLEGE,0.0472
2019/2020,11571,COUNTY,0.0000
2019/2020,11571,ELEM SCHOOLS,0.0706
2019/2020,11571,GENERAL,1.0000
2019/2020,11571,HIGH SCHOOLS,0.0219
2019/2020,11571,SPECIAL WATER,0.0705
2019/2020,11572,CITY-CALABASAS T,0.0000
2019/2020,11572,COMMNTY COLLEGE,0.0272
2019/2020,11572,COUNTY,0.0000
2019/2020,11572,GENERAL,1.0000
2019/2020,11572,METRO WATER DIST,0.0035
2019/2020,11572,UNIFIED SCHOOLS,0.0756
2019/2020,11573,CITY-CALABASAS T,0.0000
2019/2020,11573,COMMNTY COLLEGE,0.0272
2019/2020,11573,COUNTY,0.0000
2019/2020,11573,GENERAL,1.0000
2019/2020,11573,METRO WATER DIST,0.0035
2019/2020,11573,UNIFIED SCHOOLS,0.0756
2019/2020,11574,COMMNTY COLLEGE,0.0478
2019/2020,11574,COUNTY,0.0000
2019/2020,11574,GENERAL,1.0000
2019/2020,11574,METRO WATER DIST,0.0035
2019/2020,11574,UNIFIED SCHOOLS,0.0787
2019/2020,11575,COMMNTY COLLEGE,0.0478
2019/2020,11575,COUNTY,0.0000
2019/2020,11575,GENERAL,1.0000
2019/2020,11575,METRO WATER DIST,0.0035
2019/2020,11575,UNIFIED SCHOOLS,0.0787
2019/2020,11576,COMMNTY COLLEGE,0.0478
2019/2020,11576,COUNTY,0.0000
2019/2020,11576,GENERAL,1.0000
2019/2020,11576,METRO WATER DIST,0.0035
2019/2020,11576,UNIFIED SCHOOLS,0.1076
2019/2020,11577,CITY-CALABASAS T,0.0000
2019/2020,11577,COMMNTY COLLEGE,0.0272
2019/2020,11577,COUNTY,0.0000
2019/2020,11577,GENERAL,1.0000
2019/2020,11577,METRO WATER DIST,0.0035
2019/2020,11577,UNIFIED SCHOOLS,0.0756
2019/2020,11578,CITY-CALABASAS T,0.0000
2019/2020,11578,COMMNTY COLLEGE,0.0272
2019/2020,11578,COUNTY,0.0000
2019/2020,11578,GENERAL,1.0000
2019/2020,11578,METRO WATER DIST,0.0035
2019/2020,11578,UNIFIED SCHOOLS,0.0756
2019/2020,11579,COMMNTY COLLEGE,0.0472
2019/2020,11579,COUNTY,0.0000
2019/2020,11579,ELEM SCHOOLS,0.0706
2019/2020,11579,GENERAL,1.0000
2019/2020,11579,HIGH SCHOOLS,0.0219
2019/2020,11579,WATER DISTRICT,0.2182
2019/2020,01158,COMMNTY COLLEGE,0.0272
2019/2020,01158,COUNTY,0.0000
2019/2020,01158,GENERAL,1.0000
