doc_seq_no,expenditure_type,gub_account_type,gub_elec_type,page_no,expense_id,detail_id,doc_stmnt_year,doc_type_desc,com_legal_name,common_name,cfr_com_id,com_type,schedule_desc,exp_desc,purpose,extra_desc,f_name,lname_or_org,address,city,state,zip,exp_date,amount,state_loc,supp_opp,can_or_ballot,,county,debt_payment,vend_name,vend_addr,vend_city,vend_state,vend_zip,gotv_ink_ind,fundraiser,RUNTIME: 04-07-2022 07:37:39
517705,1B, , ,0,6898,6899,2022,ANNUAL CS,WASHTENAW COUNTY DEMOCRATIC COMMITTEE,WASHTENAW CO DEM COMM,1626,COU,SUPP,PRINT ADVERTISING,PRINTNEW OFFICE WINDOW POSTER,,,UPS STORE #5281                     ,4007 CARPENTER RD,YPSLILANTI          ,MI,48197-0000,1/2/21,89.4,,,,,,,,,,,,,,
517711,1B, , ,0,13346,0,2022,JANUARY QUARTERLY CS,MICHIGAN PETROLEUM ASSOCIATION POLITICAL ACTION COMMITTEE,MICHIGAN PETROLEUM ASSOCIATION POLIT,632,IND,DIRECT,CREDIT CARD FEE,MERCHANT SERVICE FEE,,,SQUARE INC.                         ,1455 MARKET STREET #600,SAN FRANCISCO       ,CA,94103-0000,10/30/21,72.8,,,,,,,,,,,,,,
517711,1B, , ,0,13349,0,2022,JANUARY QUARTERLY CS,MICHIGAN PETROLEUM ASSOCIATION POLITICAL ACTION COMMITTEE,MICHIGAN PETROLEUM ASSOCIATION POLIT,632,IND,DIRECT,DIRECT CONTRIBUTIONS,CONTRIBUTION TO LEADERSHIP,,,NESBITT MAJORITY FUND               ,P O BOX 10233,LANSING             ,MI,48901-0000,11/29/21,1000,,,,,,,,,,,,,,
517711,1B, , ,0,13350,0,2022,JANUARY QUARTERLY CS,MICHIGAN PETROLEUM ASSOCIATION POLITICAL ACTION COMMITTEE,MICHIGAN PETROLEUM ASSOCIATION POLIT,632,IND,DIRECT,DIRECT CONTRIBUTIONS,CONTRIBUTION TO LEADERSHIP,,,FIGHTING FOR MICHIGAN FUND          ,P O BOX 102,LAKE ANN            ,MI,49650-0000,11/29/21,250,,,,,,,,,,,,,,
517711,1B, , ,0,13351,0,2022,JANUARY QUARTERLY CS,MICHIGAN PETROLEUM ASSOCIATION POLITICAL ACTION COMMITTEE,MICHIGAN PETROLEUM ASSOCIATION POLIT,632,IND,DIRECT,DIRECT CONTRIBUTIONS,DIRECT CONTRIBUTION TO REPRESENTATIVE,,,FRIENDS OF GREG VANWOERKOM          ,6490 BOULDER DRIVE,NORTH SHORES        ,MI,49442-0000,12/6/21,250,,,GREG VANWOERKOM,STATE REPRESENTATIVE DIST 91,MUSKEGON            ,,,,,,,,,
517711,1B, , ,0,13353,0,2022,JANUARY QUARTERLY CS,MICHIGAN PETROLEUM ASSOCIATION POLITICAL ACTION COMMITTEE,MICHIGAN PETROLEUM ASSOCIATION POLIT,632,IND,DIRECT,DIRECT CONTRIBUTIONS,CONTRIBUTION TO REPRESENTATIVE,,,COMMITTEE TO ELECT JASON WENTW      ,P O BOX 354,CLARE               ,MI,48617-0000,12/6/21,500,,,JASON WENTWORTH,STATE REPRESENTATIVE DIST 97,CLARE               ,,,,,,,,,
517711,1B, , ,0,13356,0,2022,JANUARY QUARTERLY CS,MICHIGAN PETROLEUM ASSOCIATION POLITICAL ACTION COMMITTEE,MICHIGAN PETROLEUM ASSOCIATION POLIT,632,IND,DIRECT,DIRECT CONTRIBUTIONS,CONTRIBUTION TO SENATOR,,,ADAM J HOLLIER COMMITTEE            ,31 ARDEN PARK,DETROIT             ,MI,48202-0000,12/6/21,250,,,ADAM HOLLIER,STATE SENATE DIST 2,.                   ,,,,,,,,,
517711,1B, , ,0,13360,0,2022,JANUARY QUARTERLY CS,MICHIGAN PETROLEUM ASSOCIATION POLITICAL ACTION COMMITTEE,MICHIGAN PETROLEUM ASSOCIATION POLIT,632,IND,DIRECT,DIRECT CONTRIBUTIONS,CONTRIBUTION TO LEADERSHIP FUND,,,MATT HALL MAJORITY FUND             ,127 HEATHER DR,MARSHALL            ,MI,49068-0000,12/6/21,500,,,,,,,,,,,,,,
517711,1B, , ,0,13365,0,2022,JANUARY QUARTERLY CS,MICHIGAN PETROLEUM ASSOCIATION POLITICAL ACTION COMMITTEE,MICHIGAN PETROLEUM ASSOCIATION POLIT,632,IND,DIRECT,DIRECT CONTRIBUTIONS,CONTRIBUTION TO SENATOR,,,CTE RICK OUTMAN                     ,6481 MILES RD.,SIX LAKES           ,MI,48886-0000,12/8/21,750,,,RICK OUTMAN,STATE SENATE DIST 33,.                   ,,,,,,,,,
517711,1B, , ,0,13369,0,2022,JANUARY QUARTERLY CS,MICHIGAN PETROLEUM ASSOCIATION POLITICAL ACTION COMMITTEE,MICHIGAN PETROLEUM ASSOCIATION POLIT,632,IND,DIRECT,CREDIT CARD FEE,MERCHANT SERVICE FEE,,,SQUARE INC.                         ,1455 MARKET STREET #600,SAN FRANCISCO       ,CA,94103-0000,12/2/21,102.1,,,,,,,,,,,,,,
517711,1B, , ,0,13374,0,2022,JANUARY QUARTERLY CS,MICHIGAN PETROLEUM ASSOCIATION POLITICAL ACTION COMMITTEE,MICHIGAN PETROLEUM ASSOCIATION POLIT,632,IND,DIRECT,CREDIT CARD FEE,MERCHANT SERVICE FEE,,,SQUARE INC.                         ,1455 MARKET STREET #600,SAN FRANCISCO       ,CA,94103-0000,12/19/21,14.8,,,,,,,,,,,,,,
517711,1B, , ,0,13379,0,2022,JANUARY QUARTERLY CS,MICHIGAN PETROLEUM ASSOCIATION POLITICAL ACTION COMMITTEE,MICHIGAN PETROLEUM ASSOCIATION POLIT,632,IND,DIRECT,CREDIT CARD FEE,MERCHANT SERVICE FEE,,,SQUARE INC.                         ,1455 MARKET STREET #600,SAN FRANCISCO       ,CA,94103-0000,12/29/21,72.8,,,,,,,,,,,,,,
517713,1B, , ,0,4133,0,2022,JANUARY QUARTERLY CS,WEXFORD COUNTY PROGRESSIVES,WEXFORD COUNTY PROGRESSIVES,518208,POL,DIRECT,,DONATION AND DISSOLUTION OF PROGRESSIVES,,,WEXFORD COUNTY DEMOCRATS            ,431 LINCOLN,CADILLAC            ,MI,49601-0000,12/16/21,1288.28,,,,,,,,,,,,,,
517715,1B, , ,0,172652,0,2022,JANUARY QUARTERLY CS,LOCAL UNION NO 58 INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,LOCAL UNION NO 58 INTERNATIONAL BROT,754,IND,DIRECT,DIRECT CONTRIBUTIONS,DONATION,,,CTE JILL BRANDANA                   ,10801 TROY,TAYLOR              ,MI,48180-0000,11/2/21,250,,,JILL BRANDANA,CITY COUNCIL TAYLOR WAYNE,.                   ,,,,,,,,,
517715,1B, , ,0,172653,0,2022,JANUARY QUARTERLY CS,LOCAL UNION NO 58 INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,LOCAL UNION NO 58 INTERNATIONAL BROT,754,IND,DIRECT,DIRECT CONTRIBUTIONS,FALL FEST FUNDRAISER 11/07/2021,,,MALLORY MCMORROW FOR MICHIGAN       ,PO BOX 2136,ROYAL OAK           ,MI,48068-0000,11/2/21,500,,,MALLORY MCMORROW,STATE SENATE 13/OAKLAND,.                   ,,,,,,,,,
517715,1B, , ,0,172659,0,2022,JANUARY QUARTERLY CS,LOCAL UNION NO 58 INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,LOCAL UNION NO 58 INTERNATIONAL BROT,754,IND,DIRECT,DIRECT CONTRIBUTIONS,DINNER FUNDRAISER 11/08/2021,,,JULIE MATUZAK 4 COUNTY COMMISS      ,PO BOX 380588,CLINTON TOWNSHIP    ,MI,48038-0000,11/23/21,500,,,JULIE MATUZAK,COUNTY COMMISSIONER 12/MACOMB,.                   ,,,,,,,,,
517715,1B, , ,0,172662,0,2022,JANUARY QUARTERLY CS,LOCAL UNION NO 58 INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,LOCAL UNION NO 58 INTERNATIONAL BROT,754,IND,DIRECT,DIRECT CONTRIBUTIONS,DONATION,,,FRIENDS OF BRANDON KOLO             ,600 E HUDSON AVE,ROYAL OAK           ,MI,48067-0000,11/23/21,500,,,BRANDON KOLO,ROYAL OAK/OAKLA,.                   ,,,,,,,,,
517715,1B, , ,0,172663,0,2022,JANUARY QUARTERLY CS,LOCAL UNION NO 58 INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,LOCAL UNION NO 58 INTERNATIONAL BROT,754,IND,DIRECT,CAMPAIGN OFFICE EXPENSE,CHECK REORDER,,,IBEW LOCAL 58                       ,1358 ABBOTT ST.,DETROIT             ,MI,48226-0000,11/23/21,183.05,,,,,,,,,,,,,,
517715,1B, , ,0,172667,0,2022,JANUARY QUARTERLY CS,LOCAL UNION NO 58 INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,LOCAL UNION NO 58 INTERNATIONAL BROT,754,IND,DIRECT,DIRECT CONTRIBUTIONS,CAMPAIGN KICK-OFF,,,DAYNA POLEHANKI FOR STATE SENA      ,PO BOX 51843,LIVONIA             ,MI,48151-0000,12/14/21,500,,,DAYNE POLEHANKI,STATE SENATE 7/WAYNE,.                   ,,,,,,,,,
517715,1B, , ,0,172669,0,2022,JANUARY QUARTERLY CS,LOCAL UNION NO 58 INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,LOCAL UNION NO 58 INTERNATIONAL BROT,754,IND,DIRECT,DIRECT CONTRIBUTIONS,MEET AND GREET 12/06/2021,,,CTE LATISHA JOHNSON                 ,PO BOX 241122,DETROIT             ,MI,48224-0000,12/14/21,500,,,LATISHA JOHNSON,CITY COUNCIL DETROIT 4/WAYNE,.                   ,,,,,,,,,
517716,1B, , ,0,12764,0,2022,JANUARY QUARTERLY CS,MICHIGAN CHIROPRACTIC SOCIETY PAC,MI CHIROPRACTIC SOCIETY PAC,1165,IND,DIRECT,DIRECT CONTRIBUTIONS,DIRECT,,,VANDERWALL MAJORITY FUND            ,730 N. HAYFORD AVE.,LANSING             ,MI,48912-0000,11/15/21,500,,,,,,,,,,,,,,
517716,1B, , ,0,12765,0,2022,JANUARY QUARTERLY CS,MICHIGAN CHIROPRACTIC SOCIETY PAC,MI CHIROPRACTIC SOCIETY PAC,1165,IND,DIRECT,DIRECT CONTRIBUTIONS,DIRECT,,,WHITEFORD LEADERSHIP FUND           ,404 BROADWAY STREET,SOUTH HAVEN         ,MI,49090-0000,11/15/21,500,,,,,,,,,,,,,,
517716,1B, , ,0,12766,0,2022,JANUARY QUARTERLY CS,MICHIGAN CHIROPRACTIC SOCIETY PAC,MI CHIROPRACTIC SOCIETY PAC,1165,IND,DIRECT,DIRECT CONTRIBUTIONS,DIRECT,,,SENATE REPUBLICAN CAMPAIGN COM      ,P.O. BOX 12023,LANSING             ,MI,48901-0000,12/8/21,2000,,,,,,,,,,,,,,
517716,1B, , ,0,12767,0,2022,JANUARY QUARTERLY CS,MICHIGAN CHIROPRACTIC SOCIETY PAC,MI CHIROPRACTIC SOCIETY PAC,1165,IND,DIRECT,DIRECT CONTRIBUTIONS,DIRECT,,,MICHIGAN SENATE DEM FUND            ,3230 S. PENNSYLVANIA,LANSING             ,MI,48901-0000,12/8/21,2000,,,,,,,,,,,,,,
517716,1B, , ,0,12779,0,2022,JANUARY QUARTERLY CS,MICHIGAN CHIROPRACTIC SOCIETY PAC,MI CHIROPRACTIC SOCIETY PAC,1165,IND,DIRECT,DIRECT CONTRIBUTIONS,DIRECT,,,FRIENDS OF PHIL GREEN               ,7650 TRUMBOWER TRAIL,MILLINGTON          ,MI,48746-0000,11/15/21,500,,,PHIL GREEN,STATE REPRESENTATIVE 84,TUSCOLA             ,,,,,,,,,
517716,1B, , ,0,12784,0,2022,JANUARY QUARTERLY CS,MICHIGAN CHIROPRACTIC SOCIETY PAC,MI CHIROPRACTIC SOCIETY PAC,1165,IND,DIRECT,DIRECT CONTRIBUTIONS,DIRECT,,,CTE JOHN DAMOOSE                    ,PO BOX 95,HARBOR SPRINGS      ,MI,49740-0000,11/15/21,500,,,JOHN DAMOOSE,STATE REPRESENTATIVE 107,EMMET               ,,,,,,,,,
517716,1B, , ,0,12787,0,2022,JANUARY QUARTERLY CS,MICHIGAN CHIROPRACTIC SOCIETY PAC,MI CHIROPRACTIC SOCIETY PAC,1165,IND,DIRECT,DIRECT CONTRIBUTIONS,DIRECT,,,CTE ROGER HAUCK                     ,PO BOX 985,MT. PLEASANT        ,MI,48804-0000,11/15/21,500,,,ROGER HAUCK,STATE REPRESENTATIVE 99,ISABELLA            ,,,,,,,,,
517716,1B, , ,0,12788,0,2022,JANUARY QUARTERLY CS,MICHIGAN CHIROPRACTIC SOCIETY PAC,MI CHIROPRACTIC SOCIETY PAC,1165,IND,DIRECT,DIRECT CONTRIBUTIONS,DIRECT,,,BRONNA KAHLE FOR STATE REP          ,PO BOX 681,ADRIAN              ,MI,49221-0000,11/15/21,500,,,BRONNA KAHLE,STATE REPRESENTATIVE 57,LENAWEE             ,,,,,,,,,
517716,1B, , ,0,12793,0,2022,JANUARY QUARTERLY CS,MICHIGAN CHIROPRACTIC SOCIETY PAC,MI CHIROPRACTIC SOCIETY PAC,1165,IND,DIRECT,DIRECT CONTRIBUTIONS,DIRECT,,,GRAHAM FILLER FOR STATE REP         ,12705 WARM CREEK DRIVE,DEWITT              ,MI,48820-0000,11/15/21,500,,,GRAHAM FILLER,STATE REPRESENTATIVE 93,CLINTON             ,,,,,,,,,
517716,1B, , ,0,12796,0,2022,JANUARY QUARTERLY CS,MICHIGAN CHIROPRACTIC SOCIETY PAC,MI CHIROPRACTIC SOCIETY PAC,1165,IND,DIRECT,DIRECT CONTRIBUTIONS,DIRECT,,,CTE JASON WENTWORTH                 ,PO BOX 354,CLARE               ,MI,48617-0000,12/8/21,1000,,,JASON WENTWORTH,STATE REPRESENTATIVE 97,CLARE               ,,,,,,,,,
517716,1B, , ,0,12799,0,2022,JANUARY QUARTERLY CS,MICHIGAN CHIROPRACTIC SOCIETY PAC,MI CHIROPRACTIC SOCIETY PAC,1165,IND,DIRECT,DIRECT CONTRIBUTIONS,DIRECT,,,CTE DONNA LASINSKI                  ,PO BOX 7425,ANN ARBOR           ,MI,48103-0000,12/8/21,500,,,DONNA LASINSKI,STATE REPRESENTATIVE 52,WASHTENAW           ,,,,,,,,,
517716,1B, , ,0,12800,0,2022,JANUARY QUARTERLY CS,MICHIGAN CHIROPRACTIC SOCIETY PAC,MI CHIROPRACTIC SOCIETY PAC,1165,IND,DIRECT,DIRECT CONTRIBUTIONS,DIRECT,,,CURTIS HERTEL FOR STATE SEN         ,PO BOX 16037,LANSING             ,MI,48901-0000,12/8/21,500,,,CURTIS HERTEL,STATE SENATE 23,INGHAM              ,,,,,,,,,
517721,1B, , ,0,5111,0,2022,ANNUAL CS,CALHOUN COUNTY REPUBLICAN COMMITTEE,CALHOUN COUNTY REPUBLICAN COMMITTEE,1208,COU,DIRECT,RENTAL OF FACILITIES,OFFICE RENTAL- MAY/JUNE,,,BCAAR                               ,7100 TOWER RD,BATTLE CREEK        ,MI,49014-0000,5/25/21,740,,,,,,,,,,,,,,
517721,1B, , ,0,5112,0,2022,ANNUAL CS,CALHOUN COUNTY REPUBLICAN COMMITTEE,CALHOUN COUNTY REPUBLICAN COMMITTEE,1208,COU,DIRECT,INDEPENDENT CONTRACTORS,FAIR BOOTH INSURANCE,,,SPRANGER                            ,317 COLUMBIA AVE E,BATTLE CREEK        ,MI,49015-0000,9/3/21,333,,,,,,,,,,,,,,
517721,1B, , ,0,5114,0,2022,ANNUAL CS,CALHOUN COUNTY REPUBLICAN COMMITTEE,CALHOUN COUNTY REPUBLICAN COMMITTEE,1208,COU,DIRECT,RENTAL OF FACILITIES,OFFICE RENTAL - JULY/AUG/SEPT,,,BCAAR                               ,7100 TOWER RD,BATTLE CREEK        ,MI,49014-0000,9/8/21,1110,,,,,,,,,,,,,,
517721,1B, , ,0,5115,0,2022,ANNUAL CS,CALHOUN COUNTY REPUBLICAN COMMITTEE,CALHOUN COUNTY REPUBLICAN COMMITTEE,1208,COU,DIRECT,RENTAL OF FACILITIES,OFFICE RENTAL - OCTOBER,,,BCAAR                               ,7100 TOWER RD,BATTLE CREEK        ,MI,49014-0000,10/26/21,370,,,,,,,,,,,,,,
517721,1B, , ,0,5122,0,2022,ANNUAL CS,CALHOUN COUNTY REPUBLICAN COMMITTEE,CALHOUN COUNTY REPUBLICAN COMMITTEE,1208,COU,DIRECT,RENTAL OF FACILITIES,RENT - NOV/DEC,,,BCAAR                               ,7100 TOWER RD,BATTLE CREEK        ,MI,49014-0000,11/9/21,740,,,,,,,,,,,,,,
517721,1B, , ,0,5123,0,2022,ANNUAL CS,CALHOUN COUNTY REPUBLICAN COMMITTEE,CALHOUN COUNTY REPUBLICAN COMMITTEE,1208,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,CHECKS,,,OMNI CREDIT UNION                   ,P.O. BOX 1537,BATTLE CREEK        ,MI,49016-0000,12/6/21,22.95,,,,,,,,,,,,,,
517721,IK, , ,0,5116,0,2022,ANNUAL CS,CALHOUN COUNTY REPUBLICAN COMMITTEE,CALHOUN COUNTY REPUBLICAN COMMITTEE,1208,COU,INKIND,GOODS OR SERVICES PURCHASED,CAMCORDER REIMBURSEMENT,,JILL                ,STOUT                               ,304 LYON LAKE RD,MARSHALL            ,MI,49068-0000,10/26/21,104.6,,,,,,,AMAZON,,,,,,,
517721,IK, , ,0,5118,0,2022,ANNUAL CS,CALHOUN COUNTY REPUBLICAN COMMITTEE,CALHOUN COUNTY REPUBLICAN COMMITTEE,1208,COU,INKIND,GOODS OR SERVICES PURCHASED,FAIRBOOTH SUPPLIES,,SONJA               ,PATRICK                             ,234 DUNDEE DR,BATTLE CREEK        ,MI,49014-0000,10/26/21,86.97,,,,,,,GORDON FOOD SERVICE,12595 HARPER VILLAGE DR,BATTLE CREEK,MI,49014-0000,,,
517721,IK, , ,0,5120,0,2022,ANNUAL CS,CALHOUN COUNTY REPUBLICAN COMMITTEE,CALHOUN COUNTY REPUBLICAN COMMITTEE,1208,COU,INKIND,GOODS OR SERVICES PURCHASED,POPCORN SUPPLIES,,MARK                ,TIJERINA                            ,220 MINGES HILLS DR,BATTLE CREEK        ,MI,49015-0000,10/26/21,280.4,,,,,,,GORDON FOOD SERVICE,12595 HARPER VILLAGE DR,BATTLE CREEK,MI,49014-0000,,,
517721,IK, , ,0,5121,0,2022,ANNUAL CS,CALHOUN COUNTY REPUBLICAN COMMITTEE,CALHOUN COUNTY REPUBLICAN COMMITTEE,1208,COU,INKIND,GOODS OR SERVICES PURCHASED,DECORATIONS - TRUNK OR TREAT,,DAVID               ,HOEXTER                             ,319 SURBY AVE,BATTLE CREEK        ,MI,49017-0000,10/26/21,31.8,,,,,,,MEIJER,,,,,,,
517721,IK, , ,0,5124,0,2022,ANNUAL CS,CALHOUN COUNTY REPUBLICAN COMMITTEE,CALHOUN COUNTY REPUBLICAN COMMITTEE,1208,COU,INKIND,GOODS OR SERVICES PURCHASED,GODADDY SUBSCRIPTION,,GREG                ,BURCHFIELD                          ,8612 M-66,EAST LEROY          ,MI,49051-0000,11/23/21,453.84,,,,,,,GODADDY,,,,,,,
517730,1B, , ,0,6239,0,2022,ANNUAL CS,EATON COUNTY DEMOCRATIC EXECUTIVE COMMITTEE,EATON COUNTY DEMOCRATIC EXECUTIVE CO,516303,COU,DIRECT,,PAYMENT PROCESSING FEE,,,ACTBLUE TECHNICAL SERVICES          ,PO BOX 382110,CAMBRIDGE           ,MA,02238-0000,1/6/21,4.29,,,,,,,,,,,,,,
517730,1B, , ,0,6241,0,2022,ANNUAL CS,EATON COUNTY DEMOCRATIC EXECUTIVE COMMITTEE,EATON COUNTY DEMOCRATIC EXECUTIVE CO,516303,COU,DIRECT,,WEBSITE DESIGN SERVICES,,,MARKETING ACUITY INCORPORATED       ,684 VIRGINIA AVE,EAST LANSING        ,MI,48823-0000,1/8/21,525,,,,,,,,,,,,,,
517730,1B, , ,0,6242,0,2022,ANNUAL CS,EATON COUNTY DEMOCRATIC EXECUTIVE COMMITTEE,EATON COUNTY DEMOCRATIC EXECUTIVE CO,516303,COU,DIRECT,,PAYMENT PROCESSING FEE,,,VANTIV LLC                          ,8500 GOVERNOR'S HILL,SYMMS TOWNSHIP      ,OH,45249-0000,1/11/21,13.02,,,,,,,,,,,,,,
517730,1B, , ,0,6244,0,2022,ANNUAL CS,EATON COUNTY DEMOCRATIC EXECUTIVE COMMITTEE,EATON COUNTY DEMOCRATIC EXECUTIVE CO,516303,COU,DIRECT,,GOODS AND SERVICES,,,ZOOM VIDEO COMMUNICATIONS INC.      ,55 ALMADEN BLVD 6TH FLOOR,SAN JOSE            ,CA,95113-0000,1/26/21,15.89,,,,,,,,,,,,,,
517730,1B, , ,0,6245,0,2022,ANNUAL CS,EATON COUNTY DEMOCRATIC EXECUTIVE COMMITTEE,EATON COUNTY DEMOCRATIC EXECUTIVE CO,516303,COU,DIRECT,,GOODS AND SERVICES,,,ZOOM VIDEO COMMUNICATIONS INC.      ,55 ALMADEN BLVD 6TH FLOOR,SAN JOSE            ,CA,95113-0000,2/1/21,15.89,,,,,,,,,,,,,,
517730,1B, , ,0,6246,0,2022,ANNUAL CS,EATON COUNTY DEMOCRATIC EXECUTIVE COMMITTEE,EATON COUNTY DEMOCRATIC EXECUTIVE CO,516303,COU,DIRECT,,PAYMENT PROCESSING FEE,,,ACTBLUE TECHNICAL SERVICES          ,PO BOX 382110,CAMBRIDGE           ,MA,02238-0000,2/3/21,2.41,,,,,,,,,,,,,,
517730,1B, , ,0,6247,0,2022,ANNUAL CS,EATON COUNTY DEMOCRATIC EXECUTIVE COMMITTEE,EATON COUNTY DEMOCRATIC EXECUTIVE CO,516303,COU,DIRECT,,PAYMENT PROCESSING FEE,,,VANTIV LLC                          ,8500 GOVERNOR'S HILL,SYMMS TOWNSHIP      ,OH,45249-0000,2/9/21,9.76,,,,,,,,,,,,,,
517730,1B, , ,0,6249,0,2022,ANNUAL CS,EATON COUNTY DEMOCRATIC EXECUTIVE COMMITTEE,EATON COUNTY DEMOCRATIC EXECUTIVE CO,516303,COU,DIRECT,SIGN ADVERTISING,REIMBURSEMENT,,CAROL               ,WILSON-DUFFY                        ,10187 CAROL LANE,DIMONDALE           ,MI,48821-0000,2/25/21,240,,,,,,,,,,,,,,
517730,1B, , ,0,6276,0,2022,ANNUAL CS,EATON COUNTY DEMOCRATIC EXECUTIVE COMMITTEE,EATON COUNTY DEMOCRATIC EXECUTIVE CO,516303,COU,DIRECT,,PAYMENT PROCESSING FEE,,,ACTBLUE TECHNICAL SERVICES          ,PO BOX 382110,CAMBRIDGE           ,MA,02238-0000,4/5/21,3.01,,,,,,,,,,,,,,
517730,1B, , ,0,6277,0,2022,ANNUAL CS,EATON COUNTY DEMOCRATIC EXECUTIVE COMMITTEE,EATON COUNTY DEMOCRATIC EXECUTIVE CO,516303,COU,DIRECT,,PAYMENT PROCESSING FEE,,,VANTIV LLC                          ,8500 GOVERNOR'S HILL,SYMMS TOWNSHIP      ,OH,45249-0000,4/9/21,12.73,,,,,,,,,,,,,,
517730,1B, , ,0,6278,0,2022,ANNUAL CS,EATON COUNTY DEMOCRATIC EXECUTIVE COMMITTEE,EATON COUNTY DEMOCRATIC EXECUTIVE CO,516303,COU,DIRECT,COMPUTER COSTS,GOODS AND SERVICES,,,GODADDY                             ,14455 N. HAYDEN RD. SUITE 219,SCOTTSDALE          ,AZ,85260-0000,4/27/21,21.17,,,,,,,,,,,,,,
517730,1B, , ,0,6280,0,2022,ANNUAL CS,EATON COUNTY DEMOCRATIC EXECUTIVE COMMITTEE,EATON COUNTY DEMOCRATIC EXECUTIVE CO,516303,COU,DIRECT,COMPUTER COSTS,GOODS AND SERVICES,,,ZOOM VIDEO COMMUNICATIONS INC.      ,55 ALMADEN BLVD 6TH FLOOR,SAN JOSE            ,CA,95113-0000,4/30/21,15.89,,,,,,,,,,,,,,
517730,1B, , ,0,6302,0,2022,ANNUAL CS,EATON COUNTY DEMOCRATIC EXECUTIVE COMMITTEE,EATON COUNTY DEMOCRATIC EXECUTIVE CO,516303,COU,DIRECT,,PAYMENT PROCESSING FEE,,,ACTBLUE TECHNICAL SERVICES          ,PO BOX 382110,CAMBRIDGE           ,MA,02238-0000,5/5/21,2.56,,,,,,,,,,,,,,
517730,1B, , ,0,6303,0,2022,ANNUAL CS,EATON COUNTY DEMOCRATIC EXECUTIVE COMMITTEE,EATON COUNTY DEMOCRATIC EXECUTIVE CO,516303,COU,DIRECT,,PAYMENT PROCESSING FEE,,,VANTIV LLC                          ,8500 GOVERNOR'S HILL,SYMMS TOWNSHIP      ,OH,45249-0000,5/11/21,10.71,,,,,,,,,,,,,,
517730,1B, , ,0,6304,0,2022,ANNUAL CS,EATON COUNTY DEMOCRATIC EXECUTIVE COMMITTEE,EATON COUNTY DEMOCRATIC EXECUTIVE CO,516303,COU,DIRECT,,GOODS AND SERVICES,,,ZOOM VIDEO COMMUNICATIONS INC.      ,55 ALMADEN BLVD 6TH FLOOR,SAN JOSE            ,CA,95113-0000,5/30/21,15.89,,,,,,,,,,,,,,
517730,1B, , ,0,6305,0,2022,ANNUAL CS,EATON COUNTY DEMOCRATIC EXECUTIVE COMMITTEE,EATON COUNTY DEMOCRATIC EXECUTIVE CO,516303,COU,DIRECT,,PAYMENT PROCESSING FEE,,,ACTBLUE TECHNICAL SERVICES          ,PO BOX 382110,CAMBRIDGE           ,MA,02238-0000,6/3/21,1.81,,,,,,,,,,,,,,
517730,1B, , ,0,6306,0,2022,ANNUAL CS,EATON COUNTY DEMOCRATIC EXECUTIVE COMMITTEE,EATON COUNTY DEMOCRATIC EXECUTIVE CO,516303,COU,DIRECT,,PAYMENT PROCESSING FEE,,,VANTIV LLC                          ,8500 GOVERNOR'S HILL,SYMMS TOWNSHIP      ,OH,45249-0000,6/9/21,9.73,,,,,,,,,,,,,,
517730,1B, , ,0,6307,0,2022,ANNUAL CS,EATON COUNTY DEMOCRATIC EXECUTIVE COMMITTEE,EATON COUNTY DEMOCRATIC EXECUTIVE CO,516303,COU,DIRECT,,GOODS AND SERVICES,,,ZOOM VIDEO COMMUNICATIONS INC.      ,55 ALMADEN BLVD 6TH FLOOR,SAN JOSE            ,CA,95113-0000,6/30/21,15.89,,,,,,,,,,,,,,
517730,1B, , ,0,6332,0,2022,ANNUAL CS,EATON COUNTY DEMOCRATIC EXECUTIVE COMMITTEE,EATON COUNTY DEMOCRATIC EXECUTIVE CO,516303,COU,DIRECT,,PAYMENT PROCESSING FEE,,,ACTBLUE TECHNICAL SERVICES          ,PO BOX 382110,CAMBRIDGE           ,MA,02238-0000,7/6/21,1.81,,,,,,,,,,,,,,
517730,1B, , ,0,6333,0,2022,ANNUAL CS,EATON COUNTY DEMOCRATIC EXECUTIVE COMMITTEE,EATON COUNTY DEMOCRATIC EXECUTIVE CO,516303,COU,DIRECT,,PAYMENT PROCESSING FEE,,,VANTIV LLC                          ,8500 GOVERNOR'S HILL,SYMMS TOWNSHIP      ,OH,45249-0000,7/9/21,9.76,,,,,,,,,,,,,,
517730,1B, , ,0,6334,0,2022,ANNUAL CS,EATON COUNTY DEMOCRATIC EXECUTIVE COMMITTEE,EATON COUNTY DEMOCRATIC EXECUTIVE CO,516303,COU,DIRECT,,GOODS AND SERVICES,,,ZOOM VIDEO COMMUNICATIONS INC.      ,55 ALMADEN BLVD 6TH FLOOR,SAN JOSE            ,CA,95113-0000,7/31/21,15.89,,,,,,,,,,,,,,
