dish,phonetic,korean,slug,thumbnail,image_url
Spicy bellflower root side dish,Doraji-muchim,도라지무침,doraji-muchim,2012/08/spicy-bellflower-roots-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-5o4AeGEM7ucnROvoaZugmPp8.png?st=2024-10-14T16%3A38%3A22Z&se=2024-10-14T18%3A38%3A22Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A21%3A45Z&ske=2024-10-14T23%3A21%3A45Z&sks=b&skv=2024-08-04&sig=H9MIkuljKBtmXQGuVWvPUa5P3D%2BgXJC/zADS%2B877wak%3D
Cold eggplant side dish,Gaji-naengguk,가지냉국,gajinaengguk,2012/08/bowl1-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-eozRvnlF8YvJHsbGg5dkAVet.png?st=2024-10-14T16%3A38%3A40Z&se=2024-10-14T18%3A38%3A40Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A49%3A15Z&ske=2024-10-14T23%3A49%3A15Z&sks=b&skv=2024-08-04&sig=eQlZfDJqXRdOClGFkX%2BNfuXmQwMLlWpkRjuuFXOrPdE%3D
Easy braised beef short ribs,Makgalbi-jjim,막갈비찜,makgalbi-jjim,2012/06/galbijjim-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-HMQkBq0L5l83ajUHTf54Bbwu.png?st=2024-10-14T16%3A38%3A56Z&se=2024-10-14T18%3A38%3A56Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A18%3A14Z&ske=2024-10-14T23%3A18%3A14Z&sks=b&skv=2024-08-04&sig=vCTjBQgo7WMH4rGPpbr%2B7iRwegg1cnNrH0TCKAUYzDk%3D
Seasoned acorn jelly,Dotorimuk-muchim,도토리묵무침,dotorimuk-muchim,2012/06/bowl-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-PqINejE59VsUY8cys75jcYxz.png?st=2024-10-14T16%3A39%3A15Z&se=2024-10-14T18%3A39%3A15Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A04%3A01Z&ske=2024-10-15T00%3A04%3A01Z&sks=b&skv=2024-08-04&sig=GM7uCXQS0WTEkl87H%2B3iw4g/W21D39u40B268ZZLCQ4%3D
Radish water kimchi,Dongchimi,동치미,dongchimi,2012/05/dongchimisticks-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-FYFNoX53612poPrQTOZIz9aN.png?st=2024-10-14T16%3A39%3A36Z&se=2024-10-14T18%3A39%3A36Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A44%3A40Z&ske=2024-10-14T23%3A44%3A40Z&sks=b&skv=2024-08-04&sig=h2CLPx/2d7nPBavwp9K9nOGWeJ3Gcjk08N/aS5%2By13o%3D
Squid soup,Ojingeo-guk,오징어국,ojingeo-guk,2012/03/squidsoupbowl-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-BpFtcf3UfD4BOtRADkXenWKC.png?st=2024-10-14T16%3A39%3A54Z&se=2024-10-14T18%3A39%3A54Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A59%3A46Z&ske=2024-10-14T23%3A59%3A46Z&sks=b&skv=2024-08-04&sig=ehxx5Futqg8D6cfnCv5t09H6m2lY0Y5/z17VDw2Hj/U%3D
Ponytail kimchi,Chonggak-kimchi,총각김치,chonggak-kimchi,2012/02/chonggak-kimchi-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-U1oqmkjBjZ7Tu4G77sgSiGo8.png?st=2024-10-14T16%3A40%3A12Z&se=2024-10-14T18%3A40%3A12Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A53%3A02Z&ske=2024-10-14T23%3A53%3A02Z&sks=b&skv=2024-08-04&sig=bFBZANtjPLS2cGhkq0DC23NlPamHRtUH0zPt8iHI0CI%3D
Spicy radish and beef soup,Maeun muguk,매운 무국,maeun-muguk,2012/01/closeup-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-4TitcyYD8GW7xH97eUHHIcMZ.png?st=2024-10-14T16%3A40%3A29Z&se=2024-10-14T18%3A40%3A29Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A01%3A08Z&ske=2024-10-15T00%3A01%3A08Z&sks=b&skv=2024-08-04&sig=n6vExDb%2BhQ%2Bt2l1vSjI%2B/yIxkX4b%2BBPB%2BlR2JVP%2BKDU%3D
Traditional-style spicy braised chicken,Dakbokkeumtang,닭볶음탕,traditional-dakbokkeumtang,2011/12/chicken21-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-iEzm5rgVfNYRXyV4Ix4NPgmT.png?st=2024-10-14T16%3A40%3A48Z&se=2024-10-14T18%3A40%3A48Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A47%3A01Z&ske=2024-10-14T23%3A47%3A01Z&sks=b&skv=2024-08-04&sig=PAPDAXgc%2Bb8bmmcoNnJk69mPlSPMZ2AcpLYiV70tG7I%3D
Steamed egg in an earthenware bowl,Ttukbaegi gyeranjjim,뚝배기 계란찜,ttukbaegi-gyeranjjim,2011/11/steamed-eggs-1-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-S4f5jF6fP7lrhMNvVkg0C6fB.png?st=2024-10-14T16%3A41%3A18Z&se=2024-10-14T18%3A41%3A18Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A25%3A36Z&ske=2024-10-14T23%3A25%3A36Z&sks=b&skv=2024-08-04&sig=Qddkp/Wd6Xk7ErErOQNUxEuK4KXGZh6vkqMv51zsiYc%3D
Mapa tofu,Mapadubu,마파두부,mapadubu,2011/09/closeup12-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-ecEQG7PusXnqst4qrshGrarq.png?st=2024-10-14T16%3A41%3A33Z&se=2024-10-14T18%3A41%3A33Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T01%3A24%3A38Z&ske=2024-10-15T01%3A24%3A38Z&sks=b&skv=2024-08-04&sig=IkB03HSFAFfRt8ST4L%2BtydxSRrqqDtU/gDZcLn1OdRU%3D
Braised mackerel with radish,Godeungeo-mujorim,고등어무조림,godeungeo-jorim,2011/08/plate21-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-aDzlQQYfVOe1If5ncmLOMTy6.png?st=2024-10-14T16%3A41%3A57Z&se=2024-10-14T18%3A41%3A57Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A28%3A04Z&ske=2024-10-14T23%3A28%3A04Z&sks=b&skv=2024-08-04&sig=Y1ro4%2BTDN45uoHfOgd3jfodGN5cIWB4tzXi0rWnO0KQ%3D
Cubed radish kimchi,Kkakdugi,깍두기,kkakdugi,2011/08/1plate-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-3SkCB3LeVnBtcXa2ikBwuMsa.png?st=2024-10-14T16%3A42%3A14Z&se=2024-10-14T18%3A42%3A14Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A28%3A42Z&ske=2024-10-14T23%3A28%3A42Z&sks=b&skv=2024-08-04&sig=7xHdr8syp4wJsGqbpdhnG2KgN1Ajt8GEeyV%2BtrfBST4%3D
Steamed shishito peppers,Kkwarigochu-jjim,꽈리고추찜,kkwarigochu-jjim,2011/07/kkwarigochu-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-bNfbSEzSzZ6jTcIDO54Eqqty.png?st=2024-10-14T16%3A42%3A33Z&se=2024-10-14T18%3A42%3A33Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A11%3A41Z&ske=2024-10-15T00%3A11%3A41Z&sks=b&skv=2024-08-04&sig=27Y1me9tnXwIgDFrlzcigN3Jb/5Nh/%2Bi%2BQafSGIcl2E%3D
Seasoned seaweed,Doljaban-muchim,돌자반무침,doljaban-muchim,2011/07/a-plate-of-gimjaban-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-ARXCVXbMYmxoQZ4Nko5kYqk9.png?st=2024-10-14T16%3A42%3A55Z&se=2024-10-14T18%3A42%3A55Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A32%3A03Z&ske=2024-10-15T00%3A32%3A03Z&sks=b&skv=2024-08-04&sig=7y9GcRQfoP8mtATsfvzFp3hPug0e4WgBE%2Br3zfs88cc%3D
Pollock pancake,Dongtaejeon,동태전,dongtaejeon,2011/06/pollock_pancake-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-xR4gXsgI63b9sCB95nxq9d4i.png?st=2024-10-14T16%3A43%3A14Z&se=2024-10-14T18%3A43%3A14Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A40%3A43Z&ske=2024-10-15T00%3A40%3A43Z&sks=b&skv=2024-08-04&sig=MkKiyR2gaQ%2BYn57NTKSYoGyjVEga41A6EbFg5VvknQM%3D
Tuna pancake,Chamchijeon,참치전,tuna-pancakes,2011/05/plate2-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-kz7WRq2XQQAZy5CgvCZl6R60.png?st=2024-10-14T16%3A43%3A36Z&se=2024-10-14T18%3A43%3A36Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A21%3A39Z&ske=2024-10-14T23%3A21%3A39Z&sks=b&skv=2024-08-04&sig=oP3C%2BqlCwswEK3xlo3KGpxIEUf5QEifXQlDp%2BZ0qRJU%3D
Mung bean sprout and cucumber side dish,Sukju-oi-namul,숙주오이나물,sukju-oi-namul,2011/05/plate-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-o9HKXibZPllpCf4cZnomGHf8.png?st=2024-10-14T16%3A43%3A56Z&se=2024-10-14T18%3A43%3A56Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A12%3A24Z&ske=2024-10-14T23%3A12%3A24Z&sks=b&skv=2024-08-04&sig=y5/biirir1Wk0CF7D/JJa0UKD0TVJ%2BYkYXm1DP6corY%3D
Mugwort soup,Ssukguk,쑥국,ssukguk,2011/04/ssukguk-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-Hg5cq9ZzoIKMig3j9FjMemgV.png?st=2024-10-14T16%3A44%3A14Z&se=2024-10-14T18%3A44%3A14Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A43%3A57Z&ske=2024-10-14T23%3A43%3A57Z&sks=b&skv=2024-08-04&sig=eyEpGE0sjEuxXdu4Jqb7OIcAQ35O/2smx8Sf0oscEq4%3D
Spicy raw fish soup,Mulhoe,물회,mulhoe,2011/03/chopsticks-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-4rNvSq95aM15ioH4L9u6aVZa.png?st=2024-10-14T16%3A44%3A37Z&se=2024-10-14T18%3A44%3A37Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A19%3A23Z&ske=2024-10-15T00%3A19%3A23Z&sks=b&skv=2024-08-04&sig=JOcdEU66g47mAeerl8rihRoR8ev//pC9HC3XeNz71CY%3D
Emergency kimchi,Yangbaechu-kimchi,양배추김치,yangbaechu-kimchi,2011/03/emergency-kimchi2-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-gaOiYXJvWMVyqbmG03VwkoGx.png?st=2024-10-14T16%3A44%3A56Z&se=2024-10-14T18%3A44%3A56Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A18%3A13Z&ske=2024-10-15T00%3A18%3A13Z&sks=b&skv=2024-08-04&sig=C7otjNrk8hQT2GUG1SQqHWS8YSbgvYKlzmUUsTi1kb4%3D
Green chili pepper pancake,Gochujeon,고추전,gochujeon,2011/02/gochujeoncircle-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-VS3v6gAu7obVSnatW5EaUKWh.png?st=2024-10-14T16%3A45%3A13Z&se=2024-10-14T18%3A45%3A13Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A40%3A41Z&ske=2024-10-14T23%3A40%3A41Z&sks=b&skv=2024-08-04&sig=3qSQKDxllwXZmFjv6xd7oHVJ31TbsUJZm0Ay7i4YzTg%3D
Aster scaber side dish,Chwinamul,취나물,chwinamul,2011/01/plate-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-oT6MJk2kDiqFW3Z1iDHnjW0V.png?st=2024-10-14T16%3A45%3A32Z&se=2024-10-14T18%3A45%3A32Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A31%3A24Z&ske=2024-10-15T00%3A31%3A24Z&sks=b&skv=2024-08-04&sig=1tWdCET6OtsMD8/rwVa8g1TXeTWF//DLkIufxUR5Ggk%3D
Soybean paste based dipping sauce for raw fish,Doenjang-banga,된장방아,doenjang-banga,2010/12/rawfish-with-sauce-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-mKDbvAO0pDFY0SnJ52U7oits.png?st=2024-10-14T16%3A45%3A50Z&se=2024-10-14T18%3A45%3A50Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T01%3A06%3A26Z&ske=2024-10-15T01%3A06%3A26Z&sks=b&skv=2024-08-04&sig=%2Bwupgz2%2B/GJkMbp97aRwwUJFxwMIvJeXw1q1/Pudgp8%3D
Ox-bone soup,Seolleongtang,설렁탕,seolleongtang,2010/11/bone-soup1-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-R577UCLZraxvHtzbv64pMpTA.png?st=2024-10-14T16%3A46%3A14Z&se=2024-10-14T18%3A46%3A14Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A41%3A26Z&ske=2024-10-14T23%3A41%3A26Z&sks=b&skv=2024-08-04&sig=zPv2Cv5KOHLV7s0Z2qlN9eNpOju5B%2BHkGOP4wXGILPE%3D
Fermented squid side dish,Ojingeojeot,오징어젓,ojingeojeot,2010/11/ojingeojeot-tube-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-Wnf0ANlA8WHERopZfMHda7pi.png?st=2024-10-14T16%3A46%3A33Z&se=2024-10-14T18%3A46%3A33Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A22%3A45Z&ske=2024-10-14T23%3A22%3A45Z&sks=b&skv=2024-08-04&sig=h0A%2BE%2Bxhve/VvsVm5CBEAfCT8vMlQA0HKQG9l6alJaw%3D
Collard greens side dish,Collard greens banchan,콜라드그린 반찬,collard-greens-side-dish,2010/09/2-in-a-plate-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-yGFJhOb2xXur99FqCX6gicsR.png?st=2024-10-14T16%3A46%3A51Z&se=2024-10-14T18%3A46%3A51Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A14%3A17Z&ske=2024-10-14T23%3A14%3A17Z&sks=b&skv=2024-08-04&sig=NJWwu3FWF1FUZUv84E0u6jv3YTtZbsraOwzsprbj0lM%3D
Radish salad,Musaengchae,무생채,musaengchae,2010/09/plate-1-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-tpJzsizzR0jzdSYthKNFiFdS.png?st=2024-10-14T16%3A47%3A16Z&se=2024-10-14T18%3A47%3A16Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A33%3A18Z&ske=2024-10-15T00%3A33%3A18Z&sks=b&skv=2024-08-04&sig=1l%2BQvh9o9PiGTdlpHZ91aqgE%2BPsGhXmJNg83IC6SGHQ%3D
Spicy stir-fried pork,Dwaejigogi-bokkeum,돼지고기볶음,dwaejigogi-bokkeum,2010/09/spicy-stir-fried-pork-youtube-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-Z5RhCiXS271Zn19CZENmVzt3.png?st=2024-10-14T16%3A47%3A35Z&se=2024-10-14T18%3A47%3A35Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A29%3A05Z&ske=2024-10-14T23%3A29%3A05Z&sks=b&skv=2024-08-04&sig=6KSAaLsvSIzxau7VL/FyiQDu0hcyoOJ%2BcH75bbWRE4c%3D
Grilled mackerel,Godeungeo-gui,고등어구이,godeungeo-gui,2010/07/grilledM1-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-GjbgaXtohzJtrphH9bLJBYtP.png?st=2024-10-14T16%3A47%3A56Z&se=2024-10-14T18%3A47%3A56Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A33%3A19Z&ske=2024-10-14T23%3A33%3A19Z&sks=b&skv=2024-08-04&sig=7RvRyZ997B3NcQ/agOe7OiJ5Oxgi/k80x%2Bp0k%2BYls3w%3D
Grandma-style kimchi pancake,Kimchijeon,김치전,grandma-kimchijeon,2015/05/kimchi-pancake-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-YB6diTO6HKSzH24gpDW1Mj0l.png?st=2024-10-14T16%3A48%3A17Z&se=2024-10-14T18%3A48%3A17Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T01%3A11%3A04Z&ske=2024-10-15T01%3A11%3A04Z&sks=b&skv=2024-08-04&sig=nvskEFQygZ5Jgr1mRAlcuk5L01m3gENT5ZrJf8sx1bw%3D
Dried pollock soup,Bugeoguk,북어국,bugeoguk,2010/06/bugeokguk-youtube-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-bCkm5ascsgDmZ4INmHuvDp8N.png?st=2024-10-14T16%3A48%3A34Z&se=2024-10-14T18%3A48%3A34Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A02%3A47Z&ske=2024-10-15T00%3A02%3A47Z&sks=b&skv=2024-08-04&sig=sqFZ2ZwHf9RWDqGJrMlhZQiC20LmzVACSXkuWT1aIKA%3D
Sautéed sea plant,Miyeokjulgi-bokkeum,미역줄기볶음,miyeok-julgi-bokkeum,2010/05/plate21-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-hwcQvZuMPTeqvECW5eFwQabG.png?st=2024-10-14T16%3A48%3A53Z&se=2024-10-14T18%3A48%3A53Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A51%3A55Z&ske=2024-10-14T23%3A51%3A55Z&sks=b&skv=2024-08-04&sig=1B%2Bkyk0eI6vs6awHUvKkexkkiOQhJ9HJo6kiaYR5b1M%3D
Seasoned dried shredded squid,Ojingeochae-muchim,오징어채무침,ojingeochae-muchim,2010/04/ojingeochaemuchim-youtube-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-CUcdhiawGAj4B1EXpqr9uRtY.png?st=2024-10-14T16%3A49%3A09Z&se=2024-10-14T18%3A49%3A09Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A06%3A45Z&ske=2024-10-15T00%3A06%3A45Z&sks=b&skv=2024-08-04&sig=whZJygHcYGPER1VveaOX3cHLnDfN3Kjt2nNumHxYbkE%3D
