hospital,hospital_subtype,ccn,week,county,fips,total_beds,total_staffed_adult_icu_beds,total_covid_icu_patients,total_available_adult_icu_beds,pct_occupied_adult_icu_beds,total_covid_patients,all_patients,covid_patients_share,region
Hoag Memorial Hospital Presbyterian,Short Term,050224,2021-03-19,Orange,059,395.0,45.0,2.0,19.0,0.58,11.0,355.0,0.03,Southern California
Memorialcare Saddleback Medical Center,Short Term,050603,2021-03-19,Orange,059,228.0,22.0,1.0,7.0,0.68,1.0,111.0,0.01,Southern California
Garden Grove Hospital & Medical Center,Short Term,050230,2021-03-19,Orange,059,55.0,8.0,1.0,2.0,0.75,7.0,33.0,0.21,Southern California
West Anaheim Medical Center,Short Term,050426,2021-03-19,Orange,059,137.0,14.0,1.0,1.0,0.93,4.0,96.0,0.04,Southern California
Placentia Linda Hospital,Short Term,050589,2021-03-19,Orange,059,47.0,12.0,0.0,8.0,0.33,5.0,43.0,0.12,Southern California
Memorialcare Orange Coast Medical Center,Short Term,050678,2021-03-19,Orange,059,232.0,29.0,3.0,3.0,0.9,8.0,143.0,0.06,Southern California
Orange County Global Medical Center,Short Term,050746,2021-03-19,Orange,059,337.0,136.0,1.0,90.0,0.34,7.0,183.0,0.04,Southern California
Foothill Regional Medical Center,Short Term,050780,2021-03-19,Orange,059,130.0,13.0,1.0,7.0,0.46,1.0,30.0,0.03,Southern California
Fountain Valley Regional Hospital & Medical Center,Short Term,050570,2021-03-19,Orange,059,212.0,25.0,2.0,4.0,0.84,14.0,199.0,0.07,Southern California
La Palma Intercommunity Hospital,Short Term,050580,2021-03-19,Orange,059,39.0,3.0,1.0,0.0,1.0,1.0,27.0,0.04,Southern California
Kindred Hospital Westminster,Long Term,052035,2021-03-19,Orange,059,109.0,16.0,0.0,1.0,0.94,0.0,96.0,0.0,Southern California
Providence Mission Hospital,Short Term,050567,2021-03-19,Orange,059,258.0,40.0,2.0,4.0,0.9,10.0,193.0,0.05,Southern California
University of California Irvine Medical Center,Short Term,050348,2021-03-19,Orange,059,409.0,68.0,3.0,5.0,0.93,10.0,333.0,0.03,Southern California
Sutter Auburn Faith Hospital,Short Term,050498,2021-03-19,Placer,061,64.0,8.0,0.0,5.0,0.38,0.0,32.0,0.0,Greater Sacramento
Sutter Roseville Medical Center,Short Term,050309,2021-03-19,Placer,061,395.0,56.0,2.0,16.0,0.71,7.0,312.0,0.02,Greater Sacramento
Kaiser Foundation Hospital - Roseville,Short Term,050772,2021-03-19,Placer,061,357.0,18.0,7.0,2.0,0.89,40.0,333.0,0.12,Greater Sacramento
Plumas District Hospital,Critical Access Hospitals,051326,2021-03-19,Plumas,063,16.0,0.0,0.0,0.0,,0.0,8.0,0.0,Greater Sacramento
Seneca District Hospital,Critical Access Hospitals,051327,2021-03-19,Plumas,063,10.0,0.0,0.0,0.0,,0.0,1.0,0.0,Greater Sacramento
Eastern Plumas Hospital - Portola Campus,Critical Access Hospitals,051300,2021-03-19,Plumas,063,9.0,0.0,0.0,0.0,,0.0,1.0,0.0,Greater Sacramento
Desert Regional Medical Center,Short Term,050243,2021-03-19,Riverside,065,294.0,33.0,2.0,1.0,0.97,11.0,273.0,0.04,Southern California
Kaiser Foundation Hospital-Moreno Valley,Short Term,050765,2021-03-19,Riverside,065,111.0,23.0,1.0,16.0,0.3,9.0,57.0,0.16,Southern California
San Gorgonio Memorial Hospital,Short Term,050054,2021-03-19,Riverside,065,107.0,16.0,0.0,9.0,0.44,2.0,23.0,0.09,Southern California
Menifee Global Medical Center,Short Term,050684,2021-03-19,Riverside,065,84.0,10.0,1.0,4.0,0.6,1.0,41.0,0.02,Southern California
"Doctors Hospital of Riverside, Llc",Short Term,050102,2021-03-19,Riverside,065,194.0,12.0,0.0,5.0,0.58,7.0,90.0,0.08,Southern California
Southwest Healthcare System,Short Term,050701,2021-03-19,Riverside,065,195.0,26.0,2.0,6.0,0.77,10.0,187.0,0.05,Southern California
Riverside Community Hospital,Short Term,050022,2021-03-19,Riverside,065,562.0,75.0,7.0,15.0,0.8,30.0,333.0,0.09,Southern California
Corona Regional Medical Center,Short Term,050329,2021-03-19,Riverside,065,172.0,22.0,6.0,3.0,0.86,20.0,104.0,0.19,Southern California
"Kaiser Foundation Hospital, Riverside",Short Term,050686,2021-03-19,Riverside,065,220.0,22.0,7.0,2.0,0.91,22.0,128.0,0.17,Southern California
John F Kennedy Memorial Hospital,Short Term,050534,2021-03-19,Riverside,065,73.0,24.0,0.0,15.0,0.38,4.0,65.0,0.06,Southern California
Temecula Valley Hospital,Short Term,050775,2021-03-19,Riverside,065,147.0,19.0,0.0,4.0,0.79,5.0,136.0,0.04,Southern California
Riverside University Health System-Medical Center,Short Term,050292,2021-03-19,Riverside,065,262.0,25.0,3.0,7.0,0.72,19.0,218.0,0.09,Southern California
Kindred Hospital Riverside,Long Term,052052,2021-03-19,Riverside,065,40.0,8.0,0.0,0.0,1.0,0.0,40.0,0.0,Southern California
Hemet Global Medical Center,Short Term,050390,2021-03-19,Riverside,065,218.0,26.0,3.0,9.0,0.65,8.0,101.0,0.08,Southern California
Loma Linda University Medical Center-Murrieta,Short Term,050770,2021-03-19,Riverside,065,144.0,13.0,1.0,1.0,0.92,8.0,128.0,0.06,Southern California
Palo Verde Hospital,Short Term,050423,2021-03-19,Riverside,065,29.0,0.0,0.0,0.0,,0.0,3.0,0.0,Southern California
Eisenhower Medical Center,Short Term,050573,2021-03-19,Riverside,065,243.0,23.0,2.0,4.0,0.83,13.0,182.0,0.07,Southern California
Methodist Hospital of Sacramento,Short Term,050590,2021-03-19,Sacramento,067,206.0,20.0,1.0,13.0,0.35,6.0,87.0,0.07,Greater Sacramento
Vibra Hospital of Sacramento,Long Term,052033,2021-03-19,Sacramento,067,58.0,6.0,0.0,0.0,1.0,0.0,52.0,0.0,Greater Sacramento
Mercy General Hospital,Short Term,050017,2021-03-19,Sacramento,067,217.0,26.0,0.0,2.0,0.92,4.0,176.0,0.02,Greater Sacramento
Mercy Hospital of Folsom,Short Term,050414,2021-03-19,Sacramento,067,106.0,8.0,0.0,2.0,0.75,2.0,68.0,0.03,Greater Sacramento
Mercy San Juan Medical Center,Short Term,050516,2021-03-19,Sacramento,067,281.0,43.0,1.0,2.0,0.95,9.0,237.0,0.04,Greater Sacramento
Shriners Hospitals For Children Northern Calif,Childrens Hospitals,053311,2021-03-19,Sacramento,067,31.0,0.0,0.0,0.0,,0.0,22.0,0.0,Greater Sacramento
Kaiser Foundation Hospital - Sacramento,Short Term,050425,2021-03-19,Sacramento,067,195.0,23.0,3.0,2.0,0.91,19.0,164.0,0.12,Greater Sacramento
University of California Davis Medical Center,Short Term,050599,2021-03-19,Sacramento,067,610.0,84.0,3.0,3.0,0.96,15.0,587.0,0.03,Greater Sacramento
Kaiser Foundation Hosp So Sacramento,Short Term,050674,2021-03-19,Sacramento,067,224.0,24.0,3.0,2.0,0.92,26.0,199.0,0.13,Greater Sacramento
"Sutter Medical Center, Sacramento",Short Term,050108,2021-03-19,Sacramento,067,547.0,60.0,6.0,11.0,0.82,18.0,354.0,0.05,Greater Sacramento
Hazel Hawkins Memorial Hospital,Critical Access Hospitals,051337,2021-03-19,San Benito,069,25.0,4.0,1.0,1.0,0.75,1.0,19.0,0.05,San Joaquin Valley
Community Hospital of San Bernardino,Short Term,050089,2021-03-19,San Bernardino,071,267.0,25.0,1.0,18.0,0.28,4.0,132.0,0.03,Southern California
Kindred Hospital Ontario,Long Term,052037,2021-03-19,San Bernardino,071,91.0,11.0,0.0,3.0,0.73,0.0,82.0,0.0,Southern California
San Antonio Regional Hospital,Short Term,050099,2021-03-19,San Bernardino,071,215.0,32.0,6.0,1.0,0.97,28.0,204.0,0.14,Southern California
Montclair Hospital Medical Center,Short Term,050758,2021-03-19,San Bernardino,071,31.0,5.0,0.0,4.0,0.2,2.0,20.0,0.1,Southern California
St Bernardine Medical Center,Short Term,050129,2021-03-19,San Bernardino,071,297.0,58.0,2.0,38.0,0.34,12.0,204.0,0.06,Southern California
Loma Linda University Medical Center,Short Term,050327,2021-03-19,San Bernardino,071,378.0,76.0,6.0,13.0,0.83,24.0,325.0,0.07,Southern California
Arrowhead Regional Medical Center,Short Term,050245,2021-03-19,San Bernardino,071,346.0,48.0,4.0,11.0,0.77,15.0,241.0,0.06,Southern California
Chino Valley Medical Center,Short Term,050586,2021-03-19,San Bernardino,071,45.0,7.0,1.0,0.0,1.0,3.0,37.0,0.08,Southern California
Desert Valley Hospital,Short Term,050709,2021-03-19,San Bernardino,071,144.0,17.0,3.0,1.0,0.94,12.0,86.0,0.14,Southern California
St Mary Medical Center,Short Term,050300,2021-03-19,San Bernardino,071,240.0,19.0,2.0,1.0,0.95,13.0,159.0,0.08,Southern California
Mountains Community Hospital,Critical Access Hospitals,051312,2021-03-19,San Bernardino,071,17.0,0.0,0.0,0.0,,0.0,4.0,0.0,Southern California
Loma Linda University Children'S Hospital,Short Term,050778,2021-03-19,San Bernardino,071,300.0,0.0,0.0,0.0,,6.0,212.0,0.03,Southern California
Colorado River Medical Center,Critical Access Hospitals,051323,2021-03-19,San Bernardino,071,25.0,0.0,0.0,0.0,,0.0,2.0,0.0,Southern California
Kindred Hospital Rancho,Long Term,052049,2021-03-19,San Bernardino,071,55.0,8.0,0.0,0.0,1.0,1.0,52.0,0.02,Southern California
Kaiser Foundation Hospital Fontana,Short Term,050140,2021-03-19,San Bernardino,071,556.0,84.0,7.0,44.0,0.48,43.0,363.0,0.12,Southern California
Redlands Community Hospital,Short Term,050272,2021-03-19,San Bernardino,071,135.0,10.0,0.0,1.0,0.9,5.0,119.0,0.04,Southern California
Bear Valley Community Hospital,Critical Access Hospitals,051335,2021-03-19,San Bernardino,071,20.0,0.0,0.0,0.0,,0.0,5.0,0.0,Southern California
Hi-Desert Medical Center,Short Term,050279,2021-03-19,San Bernardino,071,118.0,4.0,0.0,1.0,0.75,2.0,115.0,0.02,Southern California
Barstow Community Hospital,Short Term,050298,2021-03-19,San Bernardino,071,31.0,9.0,3.0,3.0,0.67,5.0,28.0,0.18,Southern California
Victor Valley Global Medical Center,Short Term,050517,2021-03-19,San Bernardino,071,101.0,10.0,0.0,5.0,0.5,3.0,49.0,0.06,Southern California
Tri-City Medical Center,Short Term,050128,2021-03-19,San Diego,073,278.0,25.0,4.0,13.0,0.48,13.0,140.0,0.09,Southern California
Select Specialty Hospital - San Diego,Long Term,052044,2021-03-19,San Diego,073,110.0,0.0,0.0,0.0,,3.0,79.0,0.04,Southern California
Sharp Chula Vista Medical Center,Short Term,050222,2021-03-19,San Diego,073,266.0,25.0,7.0,5.0,0.8,27.0,230.0,0.12,Southern California
Scripps Memorial Hospital LA Jolla,Short Term,050324,2021-03-19,San Diego,073,521.0,77.0,12.0,33.0,0.57,18.0,289.0,0.06,Southern California
Uc San Diego Health Hillcrest - Hillcrest Med Ctr,Short Term,050025,2021-03-19,San Diego,073,830.0,101.0,9.0,17.0,0.83,29.0,565.0,0.05,Southern California
Scripps Mercy Hospital,Short Term,050077,2021-03-19,San Diego,073,766.0,66.0,8.0,21.0,0.68,25.0,367.0,0.07,Southern California
Kindred Hospital - San Diego,Long Term,052036,2021-03-19,San Diego,073,70.0,8.0,0.0,2.0,0.75,0.0,55.0,0.0,Southern California
Sharp Coronado Hospital And Healthcr Ctr,Short Term,050234,2021-03-19,San Diego,073,58.0,7.0,0.0,3.0,0.57,4.0,33.0,0.12,Southern California
Scripps Memorial Hospital - Encinitas,Short Term,050503,2021-03-19,San Diego,073,271.0,23.0,2.0,4.0,0.83,6.0,147.0,0.04,Southern California
Paradise Valley Hospital,Short Term,050024,2021-03-19,San Diego,073,291.0,15.0,3.0,10.0,0.33,8.0,130.0,0.06,Southern California
Palomar Health Downtown Campus,Short Term,050115,2021-03-19,San Diego,073,392.0,36.0,4.0,12.0,0.67,19.0,248.0,0.08,Southern California
Kaiser Foundation Hospital - Zion,Short Term,050515,2021-03-19,San Diego,073,524.0,42.0,4.0,32.0,0.24,25.0,292.0,0.09,Southern California
Rady Children'S Hospital - San Diego,Childrens Hospitals,053303,2021-03-19,San Diego,073,457.0,0.0,0.0,0.0,,4.0,288.0,0.01,Southern California
Sharp Memorial Hospital,Short Term,050100,2021-03-19,San Diego,073,730.0,58.0,14.0,17.0,0.71,25.0,390.0,0.06,Southern California
Grossmont Hospital,Short Term,050026,2021-03-19,San Diego,073,512.0,75.0,17.0,16.0,0.79,31.0,387.0,0.08,Southern California
Scripps Green Hospital,Short Term,050424,2021-03-19,San Diego,073,173.0,24.0,2.0,13.0,0.46,7.0,110.0,0.06,Southern California
Palomar Medical Center Poway,Short Term,050636,2021-03-19,San Diego,073,68.0,12.0,0.0,5.0,0.58,1.0,41.0,0.02,Southern California
Alvarado Hospital Medical Center,Short Term,050757,2021-03-19,San Diego,073,138.0,11.0,1.0,4.0,0.64,3.0,76.0,0.04,Southern California
Laguna Honda Hospital & Rehabilitation Center,Short Term,050668,2021-03-19,San Francisco,075,11.0,0.0,0.0,0.0,,0.0,3.0,0.0,Bay Area
Saint Francis Memorial Hospital,Short Term,050152,2021-03-19,San Francisco,075,180.0,20.0,0.0,16.0,0.2,4.0,50.0,0.08,Bay Area
Zuckerberg San Francisco General Hosp & Trauma Ctr,Short Term,050228,2021-03-19,San Francisco,075,217.0,38.0,0.0,6.0,0.84,9.0,198.0,0.05,Bay Area
Ucsf Medical Center,Short Term,050454,2021-03-19,San Francisco,075,849.0,102.0,6.0,16.0,0.84,14.0,713.0,0.02,Bay Area
California Pacific Medical Ctr-Davies Campus Hosp,Short Term,050008,2021-03-19,San Francisco,075,95.0,8.0,0.0,4.0,0.5,0.0,55.0,0.0,Bay Area
California Pacific Medical Center- Van Ness Campus,Short Term,050047,2021-03-19,San Francisco,075,304.0,36.0,0.0,8.0,0.78,3.0,206.0,0.01,Bay Area
Chinese Hospital,Short Term,050407,2021-03-19,San Francisco,075,92.0,6.0,1.0,2.0,0.67,1.0,29.0,0.03,Bay Area
St Mary'S Medical Center,Short Term,050457,2021-03-19,San Francisco,075,178.0,16.0,1.0,11.0,0.31,1.0,74.0,0.01,Bay Area
California Pacific Medical Center - Mission Bernal,Short Term,050055,2021-03-19,San Francisco,075,98.0,10.0,2.0,5.0,0.5,3.0,58.0,0.05,Bay Area
Kaiser Foundation Hospital - San Francisco,Short Term,050076,2021-03-19,San Francisco,075,203.0,19.0,1.0,2.0,0.89,9.0,179.0,0.05,Bay Area
Kaiser Foundation Hospital Manteca,Short Term,050748,2021-03-19,San Joaquin,077,183.0,18.0,7.0,1.0,0.94,36.0,157.0,0.23,San Joaquin Valley
St Joseph'S Medical Center of Stockton,Short Term,050084,2021-03-19,San Joaquin,077,415.0,39.0,6.0,0.0,1.0,21.0,295.0,0.07,San Joaquin Valley
Dameron Hospital,Short Term,050122,2021-03-19,San Joaquin,077,95.0,10.0,2.0,1.0,0.9,2.0,45.0,0.04,San Joaquin Valley
Adventist Health Lodi Memorial,Short Term,050336,2021-03-19,San Joaquin,077,95.0,8.0,3.0,2.0,0.75,7.0,86.0,0.08,San Joaquin Valley
Doctors Hospital of Manteca,Short Term,050118,2021-03-19,San Joaquin,077,48.0,8.0,0.0,2.0,0.75,3.0,44.0,0.07,San Joaquin Valley
San Joaquin General Hospital,Short Term,050167,2021-03-19,San Joaquin,077,215.0,16.0,6.0,0.0,1.0,18.0,160.0,0.11,San Joaquin Valley
Sutter Tracy Community Hospital,Short Term,050313,2021-03-19,San Joaquin,077,80.0,8.0,2.0,0.0,1.0,3.0,41.0,0.07,San Joaquin Valley
French Hospital Medical Center,Short Term,050232,2021-03-19,San Luis Obispo,079,73.0,7.0,0.0,1.0,0.86,1.0,49.0,0.02,Southern California
Sierra Vista Regional Medical Center,Short Term,050506,2021-03-19,San Luis Obispo,079,67.0,17.0,0.0,13.0,0.24,2.0,63.0,0.03,Southern California
Twin Cities Community Hospital,Short Term,050633,2021-03-19,San Luis Obispo,079,56.0,10.0,0.0,7.0,0.3,3.0,47.0,0.06,Southern California
"Marian Regional Medical Center, Arroyo Grande",Short Term,050016,2021-03-19,San Luis Obispo,079,84.0,0.0,0.0,0.0,,1.0,27.0,0.04,Southern California
Seton Medical Center,Short Term,050289,2021-03-19,San Mateo,081,100.0,14.0,0.0,6.0,0.57,3.0,53.0,0.06,Bay Area
Mills-Peninsula Medical Center,Short Term,050007,2021-03-19,San Mateo,081,259.0,24.0,1.0,14.0,0.42,4.0,130.0,0.03,Bay Area
Kaiser Foundation Hospital - South San Francisco,Short Term,050070,2021-03-19,San Mateo,081,88.0,7.0,1.0,1.0,0.86,13.0,76.0,0.17,Bay Area
Sequoia Hospital,Short Term,050197,2021-03-19,San Mateo,081,115.0,13.0,0.0,8.0,0.38,0.0,53.0,0.0,Bay Area
San Mateo Medical Center,Short Term,050113,2021-03-19,San Mateo,081,46.0,4.0,1.0,0.0,1.0,4.0,31.0,0.13,Bay Area
Kaiser Foundation Hospital - Redwood City,Short Term,050541,2021-03-19,San Mateo,081,98.0,16.0,1.0,2.0,0.88,6.0,86.0,0.07,Bay Area
Santa Barbara Cottage Hospital,Short Term,050396,2021-03-19,Santa Barbara,083,309.0,50.0,8.0,21.0,0.58,23.0,209.0,0.11,Southern California
Marian Regional Medical Center,Short Term,050107,2021-03-19,Santa Barbara,083,283.0,20.0,5.0,8.0,0.6,17.0,127.0,0.13,Southern California
Lompoc Valley Medical Center,Short Term,050110,2021-03-19,Santa Barbara,083,60.0,6.0,1.0,1.0,0.83,1.0,34.0,0.03,Southern California
Goleta Valley Cottage Hospital,Short Term,050357,2021-03-19,Santa Barbara,083,20.0,1.0,0.0,0.0,1.0,0.0,10.0,0.0,Southern California
Regional Medical Center of San Jose,Short Term,050125,2021-03-19,Santa Clara,085,237.0,34.0,5.0,2.0,0.94,19.0,154.0,0.12,Bay Area
Kaiser Foundation Hospital-San Jose,Short Term,050604,2021-03-19,Santa Clara,085,158.0,19.0,9.0,2.0,0.89,25.0,135.0,0.19,Bay Area
Lucile Salter Packard Children'S Hsp At Stanford,Childrens Hospitals,053305,2021-03-19,Santa Clara,085,345.0,0.0,0.0,0.0,,4.0,282.0,0.01,Bay Area
Good Samaritan Hospital,Short Term,050380,2021-03-19,Santa Clara,085,441.0,37.0,2.0,10.0,0.73,7.0,226.0,0.03,Bay Area
Stanford Health Care,Short Term,050441,2021-03-19,Santa Clara,085,632.0,99.0,11.0,8.0,0.92,30.0,560.0,0.05,Bay Area
Kaiser Foundation Hospital-Santa Clara,Short Term,050071,2021-03-19,Santa Clara,085,318.0,29.0,1.0,1.0,0.97,14.0,275.0,0.05,Bay Area
Santa Clara Valley Medical Center,Short Term,050038,2021-03-19,Santa Clara,085,696.0,88.0,3.0,30.0,0.66,15.0,462.0,0.03,Bay Area
El Camino Hospital,Short Term,050308,2021-03-19,Santa Clara,085,449.0,32.0,4.0,10.0,0.69,15.0,221.0,0.07,Bay Area
Watsonville Community Hospital,Short Term,050194,2021-03-19,Santa Cruz,087,96.0,6.0,0.0,4.0,0.33,2.0,37.0,0.05,Bay Area
Sutter Maternity & Surgery Center of Santa Cruz,Short Term,050714,2021-03-19,Santa Cruz,087,28.0,0.0,0.0,0.0,,0.0,13.0,0.0,Bay Area
Dominican Hospital,Short Term,050242,2021-03-19,Santa Cruz,087,248.0,16.0,1.0,4.0,0.75,3.0,145.0,0.02,Bay Area
Shasta Regional Medical Center,Short Term,050764,2021-03-19,Shasta,089,105.0,22.0,0.0,10.0,0.55,0.0,84.0,0.0,Northern California
Vibra Hospital of Northern California,Long Term,052047,2021-03-19,Shasta,089,43.0,0.0,0.0,0.0,,0.0,36.0,0.0,Northern California
Patients' Hospital of Redding,Short Term,050697,2021-03-19,Shasta,089,10.0,0.0,0.0,0.0,,0.0,4.0,0.0,Northern California
Mayers Memorial Hospital,Critical Access Hospitals,051305,2021-03-19,Shasta,089,22.0,0.0,0.0,0.0,,0.0,3.0,0.0,Northern California
Mercy Medical Center Redding,Short Term,050280,2021-03-19,Shasta,089,366.0,33.0,0.0,6.0,0.82,5.0,208.0,0.02,Northern California
Mercy Medical Center Mt Shasta,Critical Access Hospitals,051319,2021-03-19,Siskiyou,093,31.0,4.0,0.0,3.0,0.25,1.0,8.0,0.12,Northern California
Fairchild Medical Center,Critical Access Hospitals,051316,2021-03-19,Siskiyou,093,25.0,4.0,0.0,1.0,0.75,1.0,14.0,0.07,Northern California
Sutter Solano Medical Center,Short Term,050101,2021-03-19,Solano,095,98.0,12.0,1.0,2.0,0.83,2.0,48.0,0.04,Bay Area
Northbay Medical Center,Short Term,050367,2021-03-19,Solano,095,207.0,30.0,3.0,9.0,0.7,11.0,155.0,0.07,Bay Area
Kaiser Foundation Hospital And Rehab Center,Short Term,050073,2021-03-19,Solano,095,187.0,13.0,1.0,1.0,0.92,13.0,157.0,0.08,Bay Area
Kaiser Foundation Hospital - Vacaville,Short Term,050767,2021-03-19,Solano,095,107.0,13.0,3.0,1.0,0.92,7.0,92.0,0.08,Bay Area
Healdsburg District Hospital,Critical Access Hospitals,051321,2021-03-19,Sonoma,097,28.0,5.0,0.0,5.0,0.0,0.0,10.0,0.0,Bay Area
Sonoma Valley Hospital,Short Term,050090,2021-03-19,Sonoma,097,24.0,6.0,0.0,4.0,0.33,0.0,10.0,0.0,Bay Area
Providence Santa Rosa Memorial Hospital,Short Term,050174,2021-03-19,Sonoma,097,278.0,26.0,2.0,6.0,0.77,6.0,226.0,0.03,Bay Area
Petaluma Valley Hospital,Short Term,050136,2021-03-19,Sonoma,097,56.0,4.0,1.0,0.0,1.0,2.0,28.0,0.07,Bay Area
Sutter Santa Rosa Regional Hospital,Short Term,050291,2021-03-19,Sonoma,097,95.0,12.0,3.0,0.0,1.0,4.0,84.0,0.05,Bay Area
Kaiser Foundation Hospital-Santa Rosa,Short Term,050690,2021-03-19,Sonoma,097,134.0,6.0,2.0,1.0,0.83,5.0,114.0,0.04,Bay Area
Sonoma Specialty Hospital,Long Term,052057,2021-03-19,Sonoma,097,67.0,5.0,0.0,5.0,0.0,0.0,40.0,0.0,Bay Area
Doctors Medical Center,Short Term,050464,2021-03-19,Stanislaus,099,389.0,44.0,7.0,5.0,0.89,42.0,337.0,0.12,San Joaquin Valley
Memorial Medical Center,Short Term,050557,2021-03-19,Stanislaus,099,329.0,41.0,11.0,6.0,0.85,39.0,253.0,0.15,San Joaquin Valley
Stanislaus Surgical Hospital,Short Term,050726,2021-03-19,Stanislaus,099,23.0,0.0,0.0,0.0,,0.0,2.0,0.0,San Joaquin Valley
Emanuel Medical Center,Short Term,050179,2021-03-19,Stanislaus,099,109.0,12.0,3.0,6.0,0.5,12.0,96.0,0.12,San Joaquin Valley
Central Valley Specialty Hospital,Long Term,052055,2021-03-19,Stanislaus,099,120.0,0.0,0.0,0.0,,0.0,83.0,0.0,San Joaquin Valley
Oak Valley Hospital District,Short Term,050067,2021-03-19,Stanislaus,099,22.0,5.0,1.0,3.0,0.4,5.0,10.0,0.5,San Joaquin Valley
St Elizabeth Community Hospital,Short Term,050042,2021-03-19,Tehama,103,106.0,8.0,0.0,3.0,0.62,5.0,36.0,0.14,Northern California
Trinity Hospital,Critical Access Hospitals,051315,2021-03-19,Trinity,105,25.0,0.0,0.0,0.0,,0.0,7.0,0.0,Northern California
Adventist Health Tulare,Short Term,050784,2021-03-19,Tulare,107,28.0,4.0,0.0,1.0,0.75,3.0,26.0,0.12,San Joaquin Valley
Kaweah Delta Medical Center,Short Term,050057,2021-03-19,Tulare,107,518.0,39.0,5.0,13.0,0.67,31.0,310.0,0.1,San Joaquin Valley
Sierra View Medical Center,Short Term,050261,2021-03-19,Tulare,107,149.0,10.0,1.0,8.0,0.2,13.0,62.0,0.21,San Joaquin Valley
Adventist Health Sonora,Short Term,050335,2021-03-19,Tuolumne,109,84.0,6.0,0.0,2.0,0.67,1.0,39.0,0.03,San Joaquin Valley
Ojai Valley Community Hospital,Critical Access Hospitals,051334,2021-03-19,Ventura,111,19.0,4.0,0.0,2.0,0.5,0.0,11.0,0.0,Southern California
Community Memorial Hospital San Buenaventura,Short Term,050394,2021-03-19,Ventura,111,198.0,21.0,3.0,2.0,0.9,9.0,142.0,0.06,Southern California
Los Robles Hospital & Medical Center,Short Term,050549,2021-03-19,Ventura,111,368.0,30.0,4.0,3.0,0.9,14.0,235.0,0.06,Southern California
