title,day,start,end,format,zip_code,address,virtual,details,tags,type,url
Happy Retreads,Thursday,4:00PM,,Person,90254,"702 11th Pl  Hermosa Beach, CA 90254",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=7161
Happy Retreads,Friday,4:00PM,,Person,90254,"702 11th Pl  Hermosa Beach, CA 90254",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=7162
Mixed Bag,Saturday,6:00PM,,Person,90036,"5750 W Olympic Blvd  Los Angeles, CA 90036",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=7167
Easy Does It Book Study,Wednesday,7:30PM,8:30PM,Person,90036,"5750 W Olympic Blvd  Los Angeles, CA 90036",,,Big Book; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=7171
Cup Of Lava Men'S Stag,Saturday,7:30AM,8:30AM,Person,90272,"941 Temescal Canyon Rd  Pacific Palisades, CA 90272",,,Closed; Discussion,Men,https://lacoaa.org/meeting-details.php?id=7185
Speaker Questions & Answers,Saturday,7:30PM,8:30PM,Person,90039,"3367 Glendale Blvd  Los Angeles, CA 90039",,,Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=7194
Super Studs Mens Stag,Friday,8:00PM,9:00PM,Person,90027,"4607 Prospect Ave  Los Angeles, CA 90027",,This meeting is at a Church,Big Book,Men,https://lacoaa.org/meeting-details.php?id=7198
Housecleaning,Thursday,6:30PM,7:30PM,Hybrid,90069,"626 N Robertson Blvd  West Hollywood, CA 90069",ID: 512 125 434PH: (669) 900-6833PW: No PW,This meeting is in a Center,Discussion; Open; Speaker,LGBTQNewcomer,https://lacoaa.org/meeting-details.php?id=7199
Burbank Group Candlelight Participation,Monday,10:00PM,,Hybrid,91504,"637 S Victory Blvd  Burbank, CA 91504",ID: 818 565 5691PH: PW: winona,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=7213
Burbank Group Candlelight Participation,Tuesday,10:00PM,,Hybrid,91502,"637 S Victory Blvd  Burbank, CA 91502",ID: 818 565 5691PH: PW: winona,This meeting is in a meeting hall.,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=7214
Burbank Group Candlelight Participation,Wednesday,10:00PM,11:00PM,Hybrid,91502,"637 S Victory Blvd  Burbank, CA 91502",ID: 8185655691PH: PW: winona,This meeting is in a meeting hall.,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=7215
City Solutions,Monday,7:45PM,8:45PM,Person,90069,"626 N Robertson Blvd  West Hollywood, CA 90069",,This meeting is in a Center,Discussion; Open; Speaker,LGBTQ,https://lacoaa.org/meeting-details.php?id=7250
On Awakening,Sunday,9:00AM,10:00AM,Person,90069,"626 N Robertson Blvd  West Hollywood, CA 90069",,This meeting is in a Center,Discussion; Open; Speaker,LGBTQ,https://lacoaa.org/meeting-details.php?id=7279
The Tonight Show,Saturday,10:00PM,11:00PM,Person,90066,"12720 Washington Blvd  Los Angeles, CA 90066",,,12 Steps & 12 Traditions; Birthday; Open; Speaker,NewcomerYoung People,https://lacoaa.org/meeting-details.php?id=7283
We Are Not A Glum Lot,Thursday,10:00PM,11:00PM,Person,90069,"626 N Robertson Blvd  West Hollywood, CA 90069",,This meeting is in a Center. It is the the large rear room. The meeting does not require masks.,Cross Talk Permitted; Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=7284
Third Tradition Group,Monday,11:00PM,12:00PM,Person,90230,"6666 Green Valley Circle  Culver City, CA 90230",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=7303
Third Tradition Group,Wednesday,11:00PM,,Person,90230,"6666 Green Valley Circle  Culver City, CA 90230",,,Discussion; Open,Young People,https://lacoaa.org/meeting-details.php?id=7316
Attitude Adjustment,Saturday,7:00AM,,Person,90250,"12130 Birch Ave  Hawthorne, CA 90250",,This meeting is in an Alano club.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=7328
Westside We Agnostics,Tuesday,7:00PM,8:00PM,Person,90403,"2439 Wilshire Blvd  Santa Monica, CA 90403",,This meeting is in the Douglas Park clubhouse at the corner of Wilshire and 25th Street in Santa Monica.,Discussion; Open; Speaker,Atheist/AgnosticNewcomer,https://lacoaa.org/meeting-details.php?id=7343
Fast Break West Promises,Monday,6:30AM,7:30AM,Person,90069,"626 N Robertson Blvd  West Hollywood, CA 90069",,This meeting is in a Center,Discussion; Meditation; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=7346
West Hollywood Young Peoples,Thursday,8:00PM,,Person,90069,"626 N Robertson Blvd  West Hollywood, CA 90069",,This meeting is in a Center,Discussion; Open; Speaker,LGBTQYoung People,https://lacoaa.org/meeting-details.php?id=7366
See You Next Tuesday,Tuesday,8:30PM,9:30PM,Person,90069,"626 N Robertson Blvd  West Hollywood, CA 90069",,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=7373
Tuesday After Work,Tuesday,6:30PM,,Hybrid,90069,"626 N Robertson Blvd  West Hollywood, CA 90069",ID: PH: 6699009128402162935919025PW:,This meeting is in a Center,Discussion; Open,LGBTQ,https://lacoaa.org/meeting-details.php?id=7375
Topanga Friday Night Step Study,Friday,7:30PM,8:30PM,Hybrid,90290,"269 Old Topanga Canyon Rd  Topanga, CA 90290",ID: 729 697 643PH: 1(669) 900-9128PW: Topanga!,,12 Steps & 12 Traditions; Discussion; Open; Step Meeting,No Types Set,https://lacoaa.org/meeting-details.php?id=7384
Sunrise,Monday,6:00AM,,Person,91214,"4011 Dunsmore Ave  Glendale, CA 91214",,This meeting is in an Alano club.,Big Book; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=7386
Sunrise,Friday,6:00AM,,Person,91214,"4011 Dunsmore Ave  Glendale, CA 91214",,This meeting is in an Alano club.,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=7387
Sunrise,Thursday,6:00AM,,Person,91214,"4011 Dunsmore Ave  Glendale, CA 91214",,This meeting is in an Alano club.,As Bill Sees It; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=7388
The Upper Room,Tuesday,12:00PM,,Person,90045,"7299 Manchester  Los Angeles, CA 90045",,This meeting is in a church.  Mask are required to be admitted.,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=7473
On The Way Home,Friday,4:00PM,5:30PM,Person,90723,"8021 Rosecrans Ave  Paramount, CA 90723",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=7484
Noon Discussion,Thursday,12:00PM,,Person,91601,"11455 Chandler Blvd  Los Angeles, CA 91601",,This meeting is in a meeting hall.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=7541
Noon Discussion,Friday,12:00PM,,Person,91601,"11455 Chandler Blvd  Los Angeles, CA 91601",,This meeting is in a meeting hall.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=7542
Tell It Like It Is,Thursday,7:00PM,8:30PM,Person,91016,"122 S California Ave  Monrovia, CA 91016",,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=7548
Good Morning Malibu,Tuesday,7:00AM,8:00PM,Person,90265,"24250 Pacific Coast Hwy  Malibu, CA 90265",,This meeting meets Monday - Friday outside at Malibu Bluffs Park behind the park building.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=7643
Book Study Share,Tuesday,6:30AM,7:30AM,Person,90069,"626 N Robertson Blvd  West Hollywood, CA 90069",,This meeting is in a Center,Big Book; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=7655
As Bill Sees It,Wednesday,6:30AM,7:30AM,Person,90069,"626 N Robertson Blvd  West Hollywood, CA 90069",,This meeting is in a Center,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=7674
Brunswick Patio,Friday,8:00PM,9:00PM,Person,90027,"2930 Hyperion Ave  Los Angeles, CA 90027",,,Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=7692
Candlelight Participation,Saturday,7:00PM,8:30PM,Person,90241,"10801 Downey Ave  Downey, CA 90241",,,Candlelight,No Types Set,https://lacoaa.org/meeting-details.php?id=7693
Sunrise,Saturday,6:00AM,,Person,91214,"4011 Dunsmore Ave  Glendale, CA 91214",,This meeting is in an Alano club.,Daily Reflections; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=7722
Twelve And Twelve,Wednesday,6:00AM,8:00AM,Person,91214,"4011 Dunsmore Ave  Glendale, CA 91214",,This meeting is in an Alano club.,12 Steps & 12 Traditions; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=7723
Almost Friday,Thursday,8:30AM,9:30AM,Person,90026,"1226 N. Alvarado St   Los Angeles, CA 90026",,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=7724
Sunrise Group B B Spkr Participation,Saturday,8:15AM,9:30AM,Hybrid,91602,"11031 Camarillo St.  North Hollywood, CA 91602",ID: PH: 1(669) 900-9128PW: 862020,"This meeting is in a church, street parking available.",Discussion; Open; Speaker; Step Meeting,No Types Set,https://lacoaa.org/meeting-details.php?id=7735
Sunset Speaker Workshop With Asl,Thursday,7:00PM,8:30PM,Hybrid,91403,"5056 Van Nuys Blvd  Sherman Oaks, CA 91403",ID: 862 2597 2363 PH: 1(669) 900-9128PW: 862020,This meeting is held at a community center.,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=7736
West Adams Group,Sunday,7:30PM,9:00PM,Person,90089,"835 W 34th St Room 104 Los Angeles, CA 90089",,,Discussion; Open; Speaker,Newcomer,https://lacoaa.org/meeting-details.php?id=7761
There Is A Solution Men'S Stag,Thursday,6:30PM,7:30PM,Person,90069,"626 N Robertson Blvd  West Hollywood, CA 90069",,This meeting is no longer meeting on Zoom. We are in the Log Cabin only.,Closed; Discussion; Speaker,LGBTQMen,https://lacoaa.org/meeting-details.php?id=7771
The Week That Was Mens Stag,Monday,8:00PM,9:30PM,Person,90265,"3625 Winter Canyon Rd  Malibu, CA 90265",,,Birthday; Closed; Digital Basket; Discussion; Speaker,Men,https://lacoaa.org/meeting-details.php?id=7774
Language Of The Heart,Sunday,2:30PM,,Person,91204,"123 W Windsor Rd  Glendale, CA 91204",,This meeting is in an Alano club.,Discussion; Open,Newcomer,https://lacoaa.org/meeting-details.php?id=7782
Moorpark 9Am Good Morning Participation,Monday,9:00AM,10:00AM,Person,91604,"12355 Moorpark St  Studio City, CA 91604",,This meeting is at a Church,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=7792
Good Morning Participation,Wednesday,9:00AM,10:00AM,Person,91604,"12355 Moorpark St  Studio City, CA 91604",,This meeting is at a Church,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=7794
Moorpark 9Am 12X12,Thursday,9:00AM,10:00AM,Person,91604,"12355 Moorpark St  Studio City, CA 91604",,This meeting is at a Church,12 Steps & 12 Traditions; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=7795
3Rd Of July,Monday,6:15PM,7:15PM,Person,90069,"621 N Robertson Blvd  West Hollywood, CA 90069",,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=7801
The Uncommon Sense Men'S Stag,Saturday,8:00AM,,Hybrid,90405,"3400 Barnard Way  Santa Monica, CA 90405",ID: 461 932 6474PH: PW: B2B,,Big Book; Closed,Men,https://lacoaa.org/meeting-details.php?id=7805
Epiphany,Saturday,12:30PM,1:30PM,Person,90069,"626 N Robertson Blvd  West Hollywood, CA 90069",,This meeting is in the West Hollywood Recovery Center in room 1.  2 hour Validated Parking in the West Hollywood Library Structure.,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=7823
Rose City Speakers,Thursday,8:00PM,9:00PM,Person,91107,"3700 E Sierra Madre Blvd  Pasadena, CA 91107",,,Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=7844
Shivering Denizens,Monday,7:00AM,8:00AM,Person,90026,"1226 N. Alvarado St  Los Angeles, CA 90026",,,Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=7858
Sunday Am Daily Reflections,Sunday,10:15AM,11:15AM,Person,90401,"116 Santa Monica Blvd  Santa Monica, CA 90401",,This meeting is in a restaurant.,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=7864
Traditional Men'S Stag,Monday,7:30PM,,Person,90277,"907 Knob Hill Ave  Redondo Beach, CA 90277",,,Closed,Men,https://lacoaa.org/meeting-details.php?id=7887
Grounded At Grand Central,Tuesday,7:15AM,8:00AM,Person,90013,"316 W 3rd St  Los Angeles, CA 90013",,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=7902
Grounded At Grand Central,Thursday,7:15AM,8:00AM,Person,90013,"316 W 3rd St  Los Angeles, CA 90013",,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=7903
Solution And Serenity,Friday,6:00PM,7:00PM,Person,90401,"1220 2nd St  Santa Monica, CA 90401",,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=7920
The Midnight Group,Monday,11:59PM,1:00AM,Hybrid,90069,"626 N Robertson Blvd  West Hollywood, CA 90069",ID: 298 104 926PH: (669) 900-6833PW: No PW,This meeting meets at a meeting hall. There is metered street parking until midnight and free parking available in the adjacent parking structure.,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=7943
The Midnight Group,Tuesday,11:59PM,1:00AM,Hybrid,90069,"626 N Robertson Blvd  West Hollywood, CA 90069",ID: 298 104 926PH: (669) 900-6833PW:,This meeting meets at a meeting hall. Parking is available at meters ( paid until midnight ) as well as the adjacent parking structure adjacent without charge.,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=7944
Moving Forward,Tuesday,6:30PM,7:30PM,Person,90073,"11301 Wilshire Blvd Bldg 217, Room 26 Los Angeles, CA 90073",,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=7948
The Midnight Group,Saturday,11:59PM,1:00AM,Hybrid,90069,"626 N Robertson Blvd  West Hollywood, CA 90069",ID: 298 104 926PH: (669) 900-6833PW: No PW,This meeting is in a Center,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=7962
The Midnight Group,Sunday,11:59PM,1:00AM,Hybrid,90069,"626 N Robertson Blvd  West Hollywood, CA 90069",ID: 298 104 926PH: (669) 900-6833PW: No PW,This meeting is in a Center,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=7963
Valley Men'S Discussion,Friday,7:00PM,8:00PM,Person,91364,"5312 Comercio Way  Woodland Hills, CA 91364",,Mask required. This meeting is in a church.,Closed,Men,https://lacoaa.org/meeting-details.php?id=7969
Shivering Denizens,Tuesday,7:00AM,8:00AM,Person,90026,"1226 N. Alvarado St  Los Angeles, CA 90026",,,Big Book; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=7986
Shivering Denizens,Wednesday,7:00AM,8:00AM,Person,90026,"1226 N. Alvarado St  Los Angeles, CA 90026",,,12 Steps & 12 Traditions,No Types Set,https://lacoaa.org/meeting-details.php?id=7987
Shivering Denizens,Thursday,7:00AM,8:00AM,Person,90026,"1226 N. Alvarado St  Los Angeles, CA 90026",,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=7988
Shivering Denizens,Friday,7:00AM,8:00AM,Person,90026,"1226 N. Alvarado St  Los Angeles, CA 90026",,,Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=7989
Prime Time Is Now,Thursday,7:00PM,8:00PM,Person,90046,"7929 Melrose Ave  Los Angeles, CA 90046",,"This meeting is at the senior center, main room.",Discussion; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=7995
Spiritual Workshop,Monday,6:30PM,,Person,90039,"3367 Glendale Blvd  Los Angeles, CA 90039",,,Closed,No Types Set,https://lacoaa.org/meeting-details.php?id=7999
Grounded At Grand Central,Wednesday,7:15AM,8:00AM,Person,90013,"316 W 3rd St  Los Angeles, CA 90013",,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8005
Daily Reflections,Tuesday,9:00AM,10:00AM,Person,91601,"10641 Burbank Blvd  North Hollywood, CA 91601",,This meeting is in a meeting hall.,Daily Reflections; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8009
All Are Welcome,Wednesday,9:00AM,10:00AM,Person,91601,"10641 Burbank Blvd  North Hollywood, CA 91601",,This meeting is in a meeting hall.,Big Book; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8014
All Are Welcome,Friday,9:00AM,,Person,91601,"10641 Burbank Blvd  North Hollywood, CA 91601",,This meeting is in a meeting hall.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8016
Speaker And Participation,Saturday,9:00AM,10:00AM,Person,91601,"10641 Burbank Blvd  North Hollywood, CA 91601",,This meeting is in a meeting hall.,Open; Speaker; Tag Participation,No Types Set,https://lacoaa.org/meeting-details.php?id=8017
Torrance Fellowship,Thursday,7:00PM,8:00PM,Person,90505,"3333 Skypark Suite 200 Torrance, CA 90505",,,Discussion; Open,Newcomer,https://lacoaa.org/meeting-details.php?id=8065
Fitzrovia,Thursday,7:30PM,8:30PM,Person,00291,"815 Venice Blvd  Venice, CA 900291",,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=8087
The Family Afterward,Friday,7:00AM,8:00AM,Person,90003,"9604 S Figueroa St  Los Angeles, CA 90003",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8090
Sicker Than Most Men'S,Wednesday,7:00PM,,Person,91006,"23 W Foothill Blvd  Arcadia, CA 91006",,,Discussion,Men,https://lacoaa.org/meeting-details.php?id=8094
What'S Going Group Of Aa,Wednesday,12:00PM,1:00PM,Person,90036,"6333 W 3rd St  Los Angeles, CA 90036",,This meeting is upstairs on the East Patio Fl 2 (Community Room adjacent).,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=8103
Spiritual Solution,Sunday,10:30AM,11:30AM,Person,90401,"1436 2nd St  Santa Monica, CA 90401",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8111
The Marina Discussion,Wednesday,8:00PM,9:00PM,Hybrid,90405,"1343 Ocean Park Blvd  Santa Monica, CA 90405",ID: 370 202 1555PH: PW: 12345,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8117
Friday Night Newcomers,Friday,7:00PM,,Person,91604,"12355 Moorpark St  Studio City, CA 91604",,This meeting is at a Church,Discussion; Open; Speaker,Young People,https://lacoaa.org/meeting-details.php?id=8126
Byob Bring Your Own Book,Monday,7:00PM,8:00PM,Person,90210,"504 N Camden Dr  Beverly Hills, CA 90210",,This meeting is at a Church,Big Book; Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=8138
New Attitude Neet Participation,Wednesday,6:30PM,8:00PM,Person,91204,"123 W Windsor Rd  Glendale, CA 91204",,This meeting is in an Alano club.,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8155
As Bills Sees It,Sunday,7:30PM,8:30PM,Person,90041,"1597 Yosemite Dr  Los Angeles, CA 90041",,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8179
Hope Group,Sunday,10:30AM,12:00PM,Person,91007,"24-2 S Baldwin Ave Baldwin / Gate 7 Arcadia, CA 91007",,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8201
Misery Loves Company,Tuesday,7:30PM,9:00PM,Hybrid,91006,"23 W Foothill Blvd  Arcadia, CA 91006",ID: 562 701 432PH: (669) 900-6833PW:,,Open; Speaker; Tag Participation,No Types Set,https://lacoaa.org/meeting-details.php?id=8203
Focus On The Steps & Traditions,Sunday,9:00AM,10:00AM,Person,91723,"510 S 2nd Ave  Covina, CA 91723",,This meeting is in an Alano club.,12 Steps & 12 Traditions,No Types Set,https://lacoaa.org/meeting-details.php?id=8269
Covina Sunday Night Speaker,Sunday,7:30PM,8:30PM,Hybrid,91723,"510 S 2nd Ave  Covina, CA 91723",ID: 316-462-948PH: 1(669) 900-6833PW: 200718,This meeting is in an Alano club.,Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=8272
Happy Hour,Monday,5:00PM,,Person,91723,"510 S 2nd Ave  Covina, CA 91723",,This meeting is in an Alano club.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8276
Happy Hour,Tuesday,5:00PM,,Person,91723,"510 S 2nd Ave  Covina, CA 91723",,This meeting is in an Alano club.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8284
Step Study Workshop,Tuesday,6:30PM,,Hybrid,91723,"510 S 2nd Ave  Covina, CA 91723",ID: 148-614-281PH: 1(669) 900-6833PW: 148148,This meeting is in an Alano club.,Closed,No Types Set,https://lacoaa.org/meeting-details.php?id=8286
Happy Hour,Wednesday,5:00PM,,Person,91723,"510 S 2nd Ave  Covina, CA 91723",,This meeting is in an Alano club.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8293
Happy Hour,Thursday,5:00PM,,Person,91723,"510 S 2nd Ave  Covina, CA 91723",,This meeting is in an Alano club.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8299
Men'S Stag Step Study,Thursday,8:00PM,,Hybrid,91723,"510 S 2nd Ave  Covina, CA 91723",ID: 319-581-811PH: 1(669) 900-6833PW: 319319,This meeting is in an Alano club.,12 Steps & 12 Traditions; Closed,Men,https://lacoaa.org/meeting-details.php?id=8306
Happy Hour,Friday,5:00PM,,Person,91723,"510 S 2nd Ave  Covina, CA 91723",,This meeting is in an Alano club.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8310
Attitude Adjustment,Saturday,6:15AM,,Hybrid,91723,"510 S 2nd Ave  Covina, CA 91723",ID: 816161354PH: 1(669) 900-6833PW: 816816,This meeting is in an Alano club.,Closed,No Types Set,https://lacoaa.org/meeting-details.php?id=8313
General Discussion,Saturday,12:30PM,1:30PM,Person,91723,"510 S 2nd Ave  Covina, CA 91723",,This meeting is in an Alano club.,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8320
Happy Hour,Saturday,5:00PM,6:00PM,Person,91723,"510 S 2nd Ave  Covina, CA 91723",,This meeting is in an Alano club.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8321
New Beginnings Participation,Saturday,7:00PM,8:30PM,Person,91723,"510 S 2nd Ave  Covina, CA 91723",,This meeting is in an Alano club.,Closed,No Types Set,https://lacoaa.org/meeting-details.php?id=8324
Daily Reprieve Step Study,Thursday,7:00PM,,Person,91104,"1757 N Lake Ave  Pasadena, CA 91104",,,12 Steps & 12 Traditions,No Types Set,https://lacoaa.org/meeting-details.php?id=8364
Lily'S In The Park,Saturday,9:00AM,,Person,91107,"2575 Paloma St  Pasadena, CA 91107",,This meeting is in Victory Park,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8366
Pasadena Friday Noon,Friday,12:00PM,1:00PM,Person,91106,"73 N Hill Ave  Pasadena, CA 91106",,"This meeting is in a church, entrance to meeting located in the back.",Closed,No Types Set,https://lacoaa.org/meeting-details.php?id=8370
Burbank Group Emotional Sobriety,Friday,6:00PM,7:00PM,Person,91502,"637 S Victory Blvd  Burbank, CA 91502",,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=8509
Burbank Group Topic Discussion,Saturday,6:00PM,7:00PM,Person,91502,"637 S Victory Blvd  Burbank, CA 91502",,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8510
12 X 12 Step Study,Friday,6:00PM,7:15PM,Person,91706,"4743 Maine Ave  Baldwin Park, CA 91706",,This meeting is in a commercial center.,12 Steps & 12 Traditions; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8520
Big Book Study,Tuesday,6:00PM,7:15PM,Person,91706,"4743 Maine Ave  Baldwin Park, CA 91706",,This meeting is in a commercial center.,Big Book,No Types Set,https://lacoaa.org/meeting-details.php?id=8521
Resistance To Change,Sunday,10:30AM,12:00PM,Person,91706,"4743 Maine Ave  Baldwin Park, CA 91706",,This meeting is in a commercial center. Birthday last Sunday of the month.,Birthday; Open; Speaker; Tag Participation,No Types Set,https://lacoaa.org/meeting-details.php?id=8522
Brunswick Original Group,Saturday,6:00PM,7:00PM,Person,90027,"2930 Hyperion Ave  Los Angeles, CA 90027",,,Closed; Discussion,No Types Set,https://lacoaa.org/meeting-details.php?id=8523
Magnolia Park Step & Traditions,Friday,7:00PM,8:00PM,Person,91505,"2828 W Magnolia Blvd  Burbank, CA 91505",,This meeting is in a church.,12 Steps & 12 Traditions; Closed; Discussion; Speaker; Step Meeting,No Types Set,https://lacoaa.org/meeting-details.php?id=8531
Relationship With God Of Your Understanding,Sunday,12:00PM,,Person,90003,"9604 S Figueroa St  Los Angeles, CA 90003",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8565
Primary Purpose,Friday,8:00PM,9:30PM,Hybrid,90041,"2417 Colorado Blvd  Los Angeles, CA 90041",ID: 870 2997 6772PH: 1(669) 900-9128PW: PPG,,Big Book; Discussion; Open,Newcomer,https://lacoaa.org/meeting-details.php?id=8568
Brentwood Monday Night Men'S Stag,Monday,7:30PM,8:30PM,Hybrid,90049,"12000 San Vicente Blvd  Los Angeles, CA 90049",ID: 7276320822PH: (669) 900-6833PW:,,Open,Men,https://lacoaa.org/meeting-details.php?id=8575
Trojan Recovery,Monday,6:00PM,,Person,90089,"835 W 34th St Room 102 Los Angeles, CA 90089",,,Big Book; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8579
Trojan Recovery,Tuesday,6:00PM,,Person,90089,"835 W 34th St Room 102 Los Angeles, CA 90089",,,Big Book; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8580
Trojan Recovery,Wednesday,6:00PM,,Person,90089,"835 W 34th St Room 102 Los Angeles, CA 90089",,,Big Book; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8581
Trojan Recovery,Thursday,6:00PM,,Person,90089,"835 W 34th St Room 102 Los Angeles, CA 90089",,,Big Book; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=8582
Sobriety First,Saturday,6:00PM,7:00PM,Person,91604,"12355 Moorpark St  Studio City, CA 91604",,This meeting is in a church.,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=8671
Get Real,Tuesday,7:30PM,8:30PM,Person,90291,"2232 Lincoln Blvd  Venice, CA 90291",,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=8680
Fight Club Men'S Stag,Wednesday,8:45PM,10:00PM,Person,90027,"4607 Prospect Ave  Los Angeles, CA 90027",,"This meeting is at a Church, entrance to the meeting is on Rodney Drive.",Closed; Cross Talk Permitted; Discussion,Men,https://lacoaa.org/meeting-details.php?id=8681
Bagels & Lox,Saturday,10:00AM,11:00AM,Person,90064,"11530 Pico Blvd  Los Angeles, CA 90064",,This meeting meets at an alano club.,Closed; Discussion; Living Sober; Speaker,Men,https://lacoaa.org/meeting-details.php?id=8682
Encino Hills Meeting,Monday,7:00PM,8:00PM,Hybrid,91423,"14115  Magnolia Blvd  Sherman Oaks, CA 91423",ID: 858 1334 7453PH: 1(669) 900-9128PW: 06101935,This meeting is in a church.,Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=8813
Sunday Morning,Sunday,8:30AM,9:30AM,Person,90027,"4607 Prospect Ave  Los Angeles, CA 90027",,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=8815
