id,raw_code,name,clean_code,slug
1191,594(B)PC,"","",594bpc
1192,30474PC,"","",30474pc
1193,146A(B)PC,IMPERSONATE PO/ETC:ARREST/ETC,146A(B)PC,impersonate-poetcarrestetc
1194,653F(B)PC,SOLICITATION TO COMMIT MURDER,653F(B)PC,solicitation-to-commit-murder
1195,A261(2)PC,ATTEMPT - RAPE: BY FORCE/FEAR,A261(2)PC,attempt-rape-by-forcefear-1
1196,USC2113A,"","",usc2113a
1197,11379.6AHS,MANUFACTURE/ETC CONTROLLED SUBSTANCE,11379.6AHS,manufactureetc-controlled-substance
1198,372PC,MAINTAIN/COMMIT PUBLIC NUISANCE,372PC,maintaincommit-public-nuisance
1199,A207(B)PC,ATTEMPT - KIDNAPPING FOR CHILD MOLESTIN,A207(B)PC,attempt-kidnapping-for-child-molestin
1200,653(M)PC,"","",653mpc
1201,374.3(A)PC,PUBLIC NUISANCE,374.3(A)PC,public-nuisance
1202,519.3PC,THREAT EXPOSE DEFORMITY/DISGRACE/CRIME,519.3PC,threat-expose-deformitydisgracecrime
1203,288C1PC,"","",288c1pc
1204,11383(A)HS,POSS SUBS W/INTENT MFG METHAMPHETAMINE,11383(A)HS,poss-subs-wintent-mfg-methamphetamine
1205,602(D)PC,REMOVING SOIL/EARTH/ETC W/O OWNER CONSE,602(D)PC,removing-soilearthetc-wo-owner-conse
1206,A520PC,ATTEMPT - EXTORTION - PUNISHMENT,A520PC,attempt-extortion-punishment
1207,10980(C)2WIC,"","",10980c2wic
1208,537A(2)PC,"","",537a2pc
1209,243(E)(1)PCC,"","",243e1pcc
1210,220PC288A,ASSAULT TO COMMIT ORAL COPULATION,220PC288A,assault-to-commit-oral-copulation
1213,10203DW,"","",10203dw
1214,241.2(A)PC,ASSAULT ON SCHOOL/PARK PROPERTY,241.2(A)PC,assault-on-schoolpark-property
1215,241.2PC,PUNISHMENT/ASSAULT PEACE OFFICER,241.2PC,punishmentassault-peace-officer
1216,A245(A)1PC,ATTEMPT ADW NO FIREARMS/GBI,A245(A)1PC,attempt-adw-no-firearmsgbi
1217,400(A)(1)VC,"","",400a1vc
1218,550(A)(3)PC,CAUSE VEH ACCIDENT TO PRESENT FALSE CLA,550(A)(3)PC,cause-veh-accident-to-present-false-cla
1219,311.11APC,"","",31111apc
1220,146A(A)PC,IMPERSONATE STATE DEPUTY/ETC,146A(A)PC,impersonate-state-deputyetc
1221,3.12.540ASC,"","",312540asc
1222,288A(2)PC,"","",288a2pc
1223,8 1326 US,"","",8-1326-us
1224,640B.1PC,USE SLUGS/ETC IN PAY TELEPHONE,640B.1PC,use-slugsetc-in-pay-telephone
1225,1203.(A)PC,"","",1203apc
1226,11375B1HS,"","",11375b1hs
1227,10803(B)VC,POSS VEH FOR SALE W/KNOWLEDG OF ALTER I,10803(B)VC,poss-veh-for-sale-wknowledg-of-alter-i
1228,12101(B)1PC,MINOR IN POSSESSION OF LIVE AMMUNITION,12101(B)1PC,minor-in-possession-of-live-ammunition
1229,2002FG,UNLAWFUL POSSESSION OF CREATURE,2002FG,unlawful-possession-of-creature
1230,A451(D)PC,ATTEMPT ARSON OF PROPERTY,A451(D)PC,attempt-arson-of-property
1231,4992.3(F)BP,"","",49923fbp
1232,314(A)PC,"","",314apc
1233,21453(B)VC,RIGHT TURN AFTER STOP/YIELD TO TRAFFIC,21453(B)VC,right-turn-after-stopyield-to-traffic
1234,14601.2(B)V,"","",146012bv
1235,3.20.030SC,"","",320030sc
1236,(A)187PC,"","",a187pc
1237,519.1PC,EXTORTION W/THREAT OF INJURY,519.1PC,extortion-wthreat-of-injury
1238,A113PC,ATT MFG/ETC FALSE CITIZENSHIP DOCUMENTS,A113PC,att-mfgetc-false-citizenship-documents
1239,USC1326,"","",usc1326
1240,11700VC,AUTO DEALER/MFG TRANSPORT W/O LICENSE,11700VC,auto-dealermfg-transport-wo-license
1241,836.6(B)PC,ESCAPE/ATTEMPT ESCAPE FR PO,836.6(B)PC,escapeattempt-escape-fr-po
1242,114265(J)HS,"","",114265jhs
1243,664 459PC,"","",664-459pc
1244,640(B)(4)PC,"","",640b4pc
1245,12021(G)1PC,PROHIBIT BUY/ETC/FIREARM,12021(G)1PC,prohibit-buyetcfirearm
1246,16028(C)VC,FAIL FURNISH PROOF OF FINANCIAL RESPNSB,16028(C)VC,fail-furnish-proof-of-financial-respnsb
1247,1701(F)BP,UNLICENSED DENTIST W/PRIOR,1701(F)BP,unlicensed-dentist-wprior
1248,21956VC,PED NOT ON LEFT EDGE ROAD,21956VC,ped-not-on-left-edge-road
1249,311.1(A)PC,SEND/BRG OBSCEN MATR IN STATE 4 SALE/ET,311.1(A)PC,sendbrg-obscen-matr-in-state-4-saleet
1250,451(A)PC,ARSON CAUSING GBI,451(A)PC,arson-causing-gbi
1251,594(B)(4)PC,"DESTROY PROPERTY VALUED LESS THAN $1,00",594(B)(4)PC,destroy-property-valued-less-than-100
1252,626.9PC,POSSESSION OF FIREARM ON SCHOOL GROUNDS,626.9PC,possession-of-firearm-on-school-grounds
1253,A350(A)PC,ATT MFG/SELL COUNTERFEIT MARK(TRADEMARK,A350(A)PC,att-mfgsell-counterfeit-marktrademark
1254,20001(B)2VC,HIT AND RUN RESULT IN PERMANENT INJ/DEA,20001(B)2VC,hit-and-run-result-in-permanent-injdea
1255,21457(A)VC,FAIL TO STOP/FLASHING RED LIGHT,21457(A)VC,fail-to-stopflashing-red-light
1256,1251USC,"","",1251usc
1257,11350(A)2HS,"POSS SCH III,IV,V NARC CONT SUB W/O PRE",11350(A)2HS,poss-sch-iiiivv-narc-cont-sub-wo-pre
1258,220PC264.1,ASSAULT TO RAPE IN CONCERT FORCE/VIOL,220PC264.1,assault-to-rape-in-concert-forceviol
1259,4463AVC,"","",4463avc
1260,A666PC,ATT PETTY THEFT W/PR PETTY/GRAND/AUTO/E,A666PC,att-petty-theft-wpr-pettygrandautoe
1261,12076(B)1PC,GIVE FALSE DATA:F/ARM REG,12076(B)1PC,give-false-datafarm-reg
1262,23104(A)VC,RECKLESS DRIVING W/INJURY,23104(A)VC,reckless-driving-winjury
1263,347(A)PC,WILLFUL POISONING/ETC OF FOOD/ETC,347(A)PC,willful-poisoningetc-of-foodetc
1264,10851(A)VC W,"","",10851avc-w
1265,417.8PC,EXHIBIT FIREARM/DEAD WEAPN RESIST ARRES,417.8PC,exhibit-firearmdead-weapn-resist-arres
1266,594.3(B)PC,"VANDALISM PLACE WORSHP,REL/RACIAL REASO",594.3(B)PC,vandalism-place-worshprelracial-reaso
1267,853.6PC,"","",8536pc
1268,261A(3)PC,"","",261a3pc
1271,601(A)PC,TRESPAS:RES/ETC:SBI THRET,601(A)PC,trespasresetcsbi-thret
1272,11379.5AHS,TRANSP/SELL PHENCYCLIDINE/DESIGNATD C/S,11379.5AHS,transpsell-phencyclidinedesignatd-cs
1273,213(A)1APC,ROB 1:INHAB DWELL:CONCERT,213(A)1APC,rob-1inhab-dwellconcert
1274,3151WI,VIOLATION OF OUTPATIENTS,3151WI,violation-of-outpatients
1275,2118FG,IMPORT/POSS SPECIFIED WILD ANIMALS,2118FG,importposs-specified-wild-animals
1276,25607(A)BP,ALCOHOLIC BEV LICENSEE POSS UNAUTH LIQ,25607(A)BP,alcoholic-bev-licensee-poss-unauth-liq
1277,277PC,DEPRIVING CUSTODY/VISITATION W/O CRT OR,277PC,depriving-custodyvisitation-wo-crt-or
1278,318PC,URGE VISIT TO PLACE OF GAMBLE/PROSTITUT,318PC,urge-visit-to-place-of-gambleprostitut
1279,288.7PC,"","",2887pc
1280,22435.2(B)B,"","",224352bb
1281,1871.4A1IC,MAKE/CAUSE FALSE/FRAUDULENT STATEMENTS,1871.4A1IC,makecause-falsefraudulent-statements
1282,502.7(A)1PC,"FRAUD USE OF TELEPHONE/TELEGRAPH,>$400",502.7(A)1PC,fraud-use-of-telephonetelegraph400
1283,243CPC,"","",243cpc
1284,X056PC,"","",x056pc
1285,1767.3(B)WI,Y.A. REVOCATION OF PAROLE,1767.3(B)WI,ya-revocation-of-parole
1286,12031(2)CPC,"","",120312cpc
1287,8 1325 US,"","",8-1325-us
1288,22974.3A1BP,"","",229743a1bp
1289,240PCAST,ASSAULT ON PERSON,240PCAST,assault-on-person-1
1290,288A(B)2PC,ORAL COPULATION W/PRSN< 16 YRS BY PRSN>,288A(B)2PC,oral-copulation-wprsn-16-yrs-by-prsn
1291,ATMC,ARTESIA MUNICIPAL CODE,ATMC,artesia-municipal-code
1292,206PC,TORTURE,206PC,torture
1293,653W(B)1PC,AD 4 SALE/ETC RECORDG/ETC W/O ORIGIN W/,653W(B)1PC,ad-4-saleetc-recordgetc-wo-origin-w
1294,530.5(D)PC,IDENTITY THEFT,530.5(D)PC,identity-theft
1295,A487(D)PCGTA,"","",a487dpcgta
1296,22107VC,UNSAFE TURN WITH/WITHOUT SIGNALING,22107VC,unsafe-turn-withwithout-signaling
1297,469(A)PC,"","",469apc
1298,A215PC,"","",a215pc
1299,243.5(A)PC,ASSAULT/BATTERY: ON SCHOOL PROPERTY,243.5(A)PC,assaultbattery-on-school-property-1
1300,4600(A)PC,DAMAGE JAIL/ETC ($400-),4600(A)PC,damage-jailetc-400-
1301,12026.1A1PC,"","",120261a1pc
1302,368(A)1PC,"","",368a1pc
1303,374.3(B)PC,DUMP ROCKS/DIRT,374.3(B)PC,dump-rocksdirt
1304,ALMC,ALHAMBRA MUNICIPAL CODE,ALMC,alhambra-municipal-code
1305,LACO,"","",laco
1306,1290HS,"","",1290hs
1307,288A(B)(1)PC,"","",288ab1pc
1308,243(E)1PC,"","",243e1pc
1309,138(A)PC,OFFERING BRIBE TO WITNESS,138(A)PC,offering-bribe-to-witness
1310,311.11PC,POSS/ETC OBSCENE MATT:CHILD UNDER 14,311.11PC,possetc-obscene-mattchild-under-14
1311,330APC,POSSESS/CONTROL SLOT MACHINE/ETC,330APC,possesscontrol-slot-machineetc
1312,21960(A)VC,"","",21960avc
1313,273(A)(A)PC,"","",273aapc
1314,487BPC,CONVERT REAL PROPERTY > $100,487BPC,convert-real-property-100-1
1315,273.5(A)VC,"","",2735avc
1316,127PC,SUBORNATION OF PERJURY,127PC,subornation-of-perjury
1317,271APC,ABANDON/NON-SUPPORT CHILD UNDER 14 YRS,271APC,abandonnon-support-child-under-14-yrs
1318,4463(A).1VC,"","",4463a1vc
1319,273.6PC,"","",2736pc
1320,653F(A)PC,SOLICITATION TO COMMIT SPECIFIC CRIM AC,653F(A)PC,solicitation-to-commit-specific-crim-ac
1321,243PC,"","",243pc
1322,602LPC,"","",602lpc
1323,653(W)(A)PC,"","",653wapc
1324,148.4(A)2PC,SEND/GIVE/TRANSMIT/ETC FALSE FIRE ALARM,148.4(A)2PC,sendgivetransmitetc-false-fire-alarm
1325,422 PC,"","",422-pc
1326,171.5C12PC,"","",1715c12pc
1327,12303.2PC,POSS DESTRUCT DEVICE NEAR CERTAIN PLACE,12303.2PC,poss-destruct-device-near-certain-place
1328,647(D)PC,LOITER ABOUT TOILET TO SOLICIT LEWD ACT,647(D)PC,loiter-about-toilet-to-solicit-lewd-act
1329,640B6PC,"","",640b6pc
1330,625(B)WI,"","",625bwi
1331,182(A)(2)PC,CONSPIRACY TO FALSELY CHARGE/ARREST,182(A)(2)PC,conspiracy-to-falsely-chargearrest
1332,286(G)PC,SODOMY W/VICTIM INCAPABLE OF CONSENT,286(G)PC,sodomy-wvictim-incapable-of-consent
1333,290(E)(2)PC,FAIL TO PROVIDE TRUE REGISTRATION INFO,290(E)(2)PC,fail-to-provide-true-registration-info
1334,148APC,"","",148apc
1335,602(L)(1)PC,"","",602l1pc
1336,4149(BP,"","",4149bp
1337,16028AVC,"","",16028avc
1338,288A(B)(2)PC,"","",288ab2pc
1339,12021.5APC,MINOR W/CONCEALED FIREARM W/O CONSENT,12021.5APC,minor-wconcealed-firearm-wo-consent
1340,288(B)(2)PC,L & L ACT DEP ADULT W/FORCE:BY CARETAKE,288(B)(2)PC,l-l-act-dep-adult-wforceby-caretake
1341,4574(A)PC,BRING/SEND/POSS DEADLY WEAPON IN JAIL,4574(A)PC,bringsendposs-deadly-weapon-in-jail
1342,777(A)WI,JUVENILE VIOLATION OF PROBATION,777(A)WI,juvenile-violation-of-probation-1
1343,A288A(B)2PC,ATTEMPT ORAL COPULATION OF MINOR < 16 Y,A288A(B)2PC,attempt-oral-copulation-of-minor-16-y
1344,4024.3(C)2PC,"","",40243c2pc
1345,504(A)PC,"","",504apc
1346,11379.2HS,POSS/POSS FOR SALE SPECIFIED CNTL SUBS,11379.2HS,possposs-for-sale-specified-cntl-subs
1347,21456(B)VC,PEDESTRIAN ENTER HWY-WAIT/DON'T WAIT,21456(B)VC,pedestrian-enter-hwy-waitdont-wait
1348,7058(A)BP,"","",7058abp
1349,480PC,MAKE/POSSESS COUNTERFEIT PLATES/DIES/ET,480PC,makepossess-counterfeit-platesdieset
1350,1767.3(A)WIC,"","",17673awic
1351,290.012(A)PC,"","",290012apc
1352,646.9 PC,"","",6469-pc
1353,192(B)PC,INVOLUNTARY MANSLAUGHTER,192(B)PC,involuntary-manslaughter
1354,314.1PCWPR,INDECENT EXPOSURE WITH PRIOR,314.1PCWPR,indecent-exposure-with-prior
1355,TITLE 18,"","",title-18
1356,11377(A)PC,"","",11377apc
1357,451(E)PC,"","",451epc
1358,24252(A)VC,FAILURE TO MAINTAIN LIGHTING EQUIPMENT,24252(A)VC,failure-to-maintain-lighting-equipment
1359,12101(A)PC,MINOR IN POSS OF FIREARM W/O CONSENT,12101(A)PC,minor-in-poss-of-firearm-wo-consent
1360,647(H)PCLPP,DISORD CONDUCT:LOITER/ETC PRIV PROPERTY,647(H)PCLPP,disord-conductloiteretc-priv-property-1
1361,597(J)APC,"","",597japc
1362,290.011PC,"","",290011pc
1364,11391HS,TRANSPORT SPORES/ETC TO PROD SPEC C/SUB,11391HS,transport-sporesetc-to-prod-spec-csub
1365,148.3(B)PC,FALSE RPT OF EMERGENCY RESULT INJURY/GB,148.3(B)PC,false-rpt-of-emergency-result-injurygb
1366,23222(A)VC,POSSESS OPEN CONTAINER WHILE DRIVING VE,23222(A)VC,possess-open-container-while-driving-ve
1367,597APC,INHUMANE TRANSPORT OF ANIMAL,597APC,inhumane-transport-of-animal
1368,4570PC,COMMUNICATE W/PRISONER W/O CONSENT,4570PC,communicate-wprisoner-wo-consent
1369,7027.1(A)BP,ILLEGAL ADVERTISING FOR CONSTRUCTION WO,7027.1(A)BP,illegal-advertising-for-construction-wo
1370,2052(A)BP,"","",2052abp
1371,647(F)PCALCH,"","",647fpcalch
1372,2052(B)BP,"","",2052bbp
1373,2108UI,NONPAYMENT OF CONTRIBUTIONS,2108UI,nonpayment-of-contributions
1374,273A(A)1PC,WILLFUL CRUELTY TO CHILD,273A(A)1PC,willful-cruelty-to-child
1375,499BPC,TAKE VEHICLE FOR TEMPORARY USE,499BPC,take-vehicle-for-temporary-use
1376,246.3BPC,"","",2463bpc
1377,646.3BPC,"","",6463bpc
1378,12556(C)PC,OPENLY DISPLAY/EXPOSE IMITATION F-ARMW/,12556(C)PC,openly-displayexpose-imitation-f-armw
1379,182PC,"","",182pc
1380,646.9PC,"","",6469pc
1381,237(B)PC,IMPRISON:ELD/ETC BY FORCE/FEAR ETC,237(B)PC,imprisoneldetc-by-forcefear-etc
1382,26708(A)VC,DEVICES ON FRONT WINDOWS/OBSTRUCT VIEW,26708(A)VC,devices-on-front-windowsobstruct-view
1383,595B2APC,"","",595b2apc
1384,12094PC,PURCHASE/SELL/POSS F/ARM W/ID NO REMOVE,12094PC,purchasesellposs-farm-wid-no-remove
1385,2322(B)VC,"","",2322bvc
1386,1332PC,MATERIAL WITNESS,1332PC,material-witness
1387,22520.5AVC,VENDING--FREEWAY RIGHTOF WAY,22520.5AVC,vending-freeway-rightof-way
1388,5054.1PC,STATE PRISON ESCAPEE,5054.1PC,state-prison-escapee
1389,13004(C)VC,DISPLAY ANOTHER'S ID CARD,13004(C)VC,display-anothers-id-card
1390,137(B)PC,INDUCE FALSE TESTIMY BY FRCE/THREAT/FRA,137(B)PC,induce-false-testimy-by-frcethreatfra
1391,25602(A)BP,ALCOHOLIC BEV SALES TO INTOXICATED PERS,25602(A)BP,alcoholic-bev-sales-to-intoxicated-pers
1588,8 1251US,DEPORTATION PROCEEDINGS,8 1251US,deportation-proceedings
1392,A11351HS,ATTEMPT - POSS NARCOTIC CNTL SUB FOR SA,A11351HS,attempt-poss-narcotic-cntl-sub-for-sa
1393,14501.1(A)VC,"","",145011avc
1394,21954(A)VC,PEDESTRIAN YIELD RIGHT OF WAY TO TRAFFI,21954(A)VC,pedestrian-yield-right-of-way-to-traffi
1395,24252AXVC,"","",24252axvc
1396,288(A)2PC,"","",288a2pc
1397,602(H)PC,DAMAGING/REMOVING FENCES/GATES/SIGNS,602(H)PC,damagingremoving-fencesgatessigns
1398,22513(B)VC,TOW TRUCK OWNR/OPR SOLICIT TOW VEH N/AU,22513(B)VC,tow-truck-ownropr-solicit-tow-veh-nau
1399,24400A2VC,"","",24400a2vc
1400,12025(B)(2)P,"","",12025b2p
1401,14601.2BVC,DRIVE W/SUSPENDED/REVOKED LICENSE,14601.2BVC,drive-wsuspendedrevoked-license
1402,7317BP,BARBERING OR COSMETOLOGY W/O A LICENSE,7317BP,barbering-or-cosmetology-wo-a-license
1403,12001(G)PC,"","",12001gpc
1404,8537PC,"","",8537pc
1405,5.3VR,"","",53vr
1406,16240BP,CONDUCTING BUSINESS W/O A LICENSE,16240BP,conducting-business-wo-a-license
1407,594(B)(2)(A),"","",594b2a
1408,4000(A)(1)V,"","",4000a1v
1409,4127(C),"","",4127c
1410,245(B)(1)PC,"","",245b1pc
1411,166(A)PC,"","",166apc
1412,4508(A)VC,"","",4508avc
1413,231532(A)VC,"","",231532avc
1414,549(B)(1)PC,"","",549b1pc
1415,415APC,"","",415apc
1416,594(B)2PC,"","",594b2pc
1417,10112DW,"","",10112dw
1418,12316(C)PC,BRING AMMUNITION TO SCHOOL ZONE,12316(C)PC,bring-ammunition-to-school-zone
1419,12403.7GPC,TEARGAS/TEARGAS WPN:ILUSE,12403.7GPC,teargasteargas-wpniluse
1420,647BPC,ADULT SCHOOL/MOLEST PUPILS,647BPC,adult-schoolmolest-pupils
1421,655(B)HN,DUI BOAT OR WATERCRAFT,655(B)HN,dui-boat-or-watercraft
1422,245(A)(1)PCF,"","",245a1pcf
1423,593(C)PC,"","",593cpc
1424,288.3(A)PC,"","",2883apc
1425,220PC286,ASSAULT TO COMMIT SODOMY,220PC286,assault-to-commit-sodomy
1426,209.5PC,"","",2095pc
1427,11353(C)HS,ADULT SELL/ETC CNTL SUB/NARCOTIC TO MI,11353(C)HS,adult-selletc-cntl-subnarcotic-to-mi
1428,11353HS,FURNISH MINOR CNTL SUBS FOR USE/TRANSPO,11353HS,furnish-minor-cntl-subs-for-usetranspo
1429,12316B1PC,ILLEGAL SALE OF AMMUNITION,12316B1PC,illegal-sale-of-ammunition
1430,9.24.010APS,"","",924010aps
1431,288A(G)PC,ORAL COP: VICT INCAP OF GIVE CONSENT,288A(G)PC,oral-cop-vict-incap-of-give-consent
1432,146011(A)VC,"","",146011avc
1433,14601.1)VC,"","",146011vc
1434,0,"","",0
1435,253PC,"","",253pc
1436,470(B)PC,"","",470bpc
1437,594(B)(1)PCF,"","",594b1pcf
1438,653(W)APC,"","",653wapc
1439,7544.6(A)BP,FAIL CARRY SECURITY GUARD REGI CARD,7544.6(A)BP,fail-carry-security-guard-regi-card
1440,853.7(A)PC,"","",8537apc
1441,A261(A)(2)PC,"","",a261a2pc
1442,12305HS,ILLEGAL POSSESSION OF EXPLOSIVES,12305HS,illegal-possession-of-explosives
1443,192(A)PC,VOLUNTARY MANSLAUGHTER,192(A)PC,voluntary-manslaughter
1444,365W(A)PC,"","",365wapc
1445,484(G),"","",484g
1446,22974BP,"","",22974bp
1447,171B(A)PC,BRING/POSS WEAPON INTO COURTHOUSE,171B(A)PC,bringposs-weapon-into-courthouse
1448,273.5 (A) PC,"","",2735-a-pc
1449,245PC,ASAULT WITH DEADLY WEAPON PERSON,245PC,asault-with-deadly-weapon-person
1450,27315(E)VC,PASSENGER FAILING TO USE SEATBELTS,27315(E)VC,passenger-failing-to-use-seatbelts
1451,7028BP,CONTRACTING W/O LICENSE,7028BP,contracting-wo-license
1452,X0508(A)VC,"","",x0508avc
1453,12500(C)VC,DRIVING VEHICLE TYPE FOR WHICH NOT LIC,12500(C)VC,driving-vehicle-type-for-which-not-lic
1454,21658(A)VC,CHANGE LANES/LANED ROADWAY WHEN SAFE,21658(A)VC,change-laneslaned-roadway-when-safe
1455,25657(B)BP,PERMIT BEGGING/SOLICITING OF ALCOHOL,25657(B)BP,permit-beggingsoliciting-of-alcohol
1457,A519PC,ATTEMPT EXTORTION,A519PC,attempt-extortion-1
1458,290.012CPC,"","",290012cpc
1459,12001.5PC,POSSESS/SELL/MFG SAWED-OFF SHOTGUN,12001.5PC,possesssellmfg-sawed-off-shotgun
1460,490.5(A)PC,PETTY THEFT: RETAIL MERCHANDISE/LIBR BO,490.5(A)PC,petty-theft-retail-merchandiselibr-bo
1461,241.4PC,ASSAULT ON SCHOOL DISTRICT POLICE OFFIC,241.4PC,assault-on-school-district-police-offic
1462,40508(C)VC,FAIL COMPLY COURT ORD:VEH,40508(C)VC,fail-comply-court-ordveh
1463,548(A)PC,DEFRAUD INSURER BY INJ/DESTRY INSURE PR,548(A)PC,defraud-insurer-by-injdestry-insure-pr
1464,594B2APC,"","",594b2apc
1465,11351.1(A)HS,"","",113511ahs
1466,10980WI,FRAUD/FORGE W/INTENT TO OBTAIN AID,10980WI,fraudforge-wintent-to-obtain-aid
1467,BHMC,BEVERLY HILLS MUNICIPAL CODE,BHMC,beverly-hills-municipal-code
1468,209PC,"","",209pc
1469,25632BP,ALCOHOLIC BEV LIC PERMIT ALCHL CONSMPTN,25632BP,alcoholic-bev-lic-permit-alchl-consmptn
1470,836.6(A)PC,ESCAPE/ATT FROM CUST W/FORC/ETC CAUSE S,836.6(A)PC,escapeatt-from-cust-wforcetc-cause-s
1471,A518PC,ATTEMPT - EXTORTION - DEFINED,A518PC,attempt-extortion-defined
1472,23154(A)VC,"","",23154avc
1473,186.22(B)1PC,"","",18622b1pc
1474,20001(B)1VC,HIT AND RUN RESULTING IN INJURY,20001(B)1VC,hit-and-run-resulting-in-injury
1475,484I(B)PC,POSS OF MACHINERY MAKE FALSE ACCESS CAR,484I(B)PC,poss-of-machinery-make-false-access-car
1476,21955VC,JAYWALKING,21955VC,jaywalking
1477,487.3(A)PC,"","",4873apc
1478,7153BP,HOME IMPROVEMENT SALESMAN W/O REGISTRAT,7153BP,home-improvement-salesman-wo-registrat
1479,14601.5(A)VC,"","",146015avc
1480,X3152(B)VC,"","",x3152bvc
1481,12072(D)1PC,"","",12072d1pc
1482,13304PC,"","",13304pc
1483,DOWMC,"","",dowmc
1484,132PC,OFFER FALSE EVIDENCE,132PC,offer-false-evidence
1485,171B(A)3PC,BRING/POSS KNIFE IN CRTRM/CRTHSE/CRT BL,171B(A)3PC,bringposs-knife-in-crtrmcrthsecrt-bl
1486,337A.1PC,ENGAGING IN BOOKMAKING/POOL SELLING,337A.1PC,engaging-in-bookmakingpool-selling
1487,498(D)PC,THEFT OF UTILITY SERVICES VALUED > $400,498(D)PC,theft-of-utility-services-valued-400
1488,166.4APC,"","",1664apc
1589,XX3.7PC,"","",xx37pc
1489,1332(B)PC,MATERIAL WITNESS/REFUSAL,1332(B)PC,material-witnessrefusal
1490,X0002(A)VC,"","",x0002avc
1491,171B(A)1PC,BRING/POSS F/ARM IN CRTRM/CRTHSE/CRT BL,171B(A)1PC,bringposs-farm-in-crtrmcrthsecrt-bl
1492,640(B)11APC,MISUSE/ETC TRANS SYSTEM TICKET,640(B)11APC,misuseetc-trans-system-ticket
1493,243(E)(1)PCQ,"","",243e1pcq
1494,192.3(A)PC,VEH MANSL:N-ALCOHOL/GROSS NEG/UNLAWFU A,192.3(A)PC,veh-mansln-alcoholgross-negunlawfu-a
1495,241.6PC,ASSAULT ON SCHOOL EMPLOYEE,241.6PC,assault-on-school-employee
1496,A11357(B)HS,"","",a11357bhs
1497,8131MCC,"","",8131mcc
1498,22808BMC,"","",22808bmc
1499,114402MC,"","",114402mc
1500,22658(H)VC,"","",22658hvc
1501,4463(B)VC,"","",4463bvc
1502,1054FG,ACQUIRE HUNTING LICENSE W/FALSE ID,1054FG,acquire-hunting-license-wfalse-id
1503,640BPC,"","",640bpc
1504,288(B)PC,LEWD/LASCIV ACT W/CHILD<14YR W/FORCE/VI,288(B)PC,lewdlasciv-act-wchild14yr-wforcevi
1505,594(B)2(B)PC,"","",594b2bpc
1506,487(D)(1)PCA,"","",487d1pca
1507,12020(C)2PC,"","",12020c2pc
1508,148.5(B)PC,FALSE REPORT OF CRIMINAL OFFENSE TO PO,148.5(B)PC,false-report-of-criminal-offense-to-po
1509,484I(C)PC,MAKE/ETC:FAKE CARDS,484I(C)PC,makeetcfake-cards
1510,A11359HS,ATTEMPT POSS MARIJUANA FOR SALE,A11359HS,attempt-poss-marijuana-for-sale
1511,13.28.120VC,"","",1328120vc
1512,22435.2(F)BP,"","",224352fbp
1513,487(B)PC,"","",487bpc
1514,11383.7BHS,"","",113837bhs
1515,41.27 C,"","",4127-c
1516,41.24(D),"","",4124d
1517,290.01(G)PC,"","",29001gpc
1518,653APC,"","",653apc
1519,11366.5AHS,RENT/LEASE BLDG FOR MFG OF CNTL SUBS,11366.5AHS,rentlease-bldg-for-mfg-of-cntl-subs
1520,11366.8AHS,POSS/USE FALSE COMPARTMT:CONCEAL C/SUB,11366.8AHS,possuse-false-compartmtconceal-csub
1521,245(A)(3)PC,ADW W/MACHINEGUN/ASSAULT WEAPON,245(A)(3)PC,adw-wmachinegunassault-weapon
1522,11362.81.A1H,"","",1136281a1h
1523,549.9VC,"","",5499vc
1524,1203.2(B)PC,"","",12032bpc
1525,12403.7BPC,ILLEGAL POSSESSION OF TEAR GAS/TEAR GAS,12403.7BPC,illegal-possession-of-tear-gastear-gas
1526,530.5(C)1PC,"","",5305c1pc
1527,21352(B)VC,"","",21352bvc
1528,12020(C)PC,MANUFACTURE/SELL WEAPON W/O HANDLE,12020(C)PC,manufacturesell-weapon-wo-handle
1529,148.10(A)PC,RESISTING ARREST CAUSING INJURY TO PO,148.10(A)PC,resisting-arrest-causing-injury-to-po
1530,2800.1(B)VC,SOUNDING A POLICE SIREN,2800.1(B)VC,sounding-a-police-siren
1531,266I(A)PC,PROCURE PERSON FROM PROSTITUTION,266I(A)PC,procure-person-from-prostitution
1532,597.5(A)2PC,CAUSE DOG FIGHT,597.5(A)2PC,cause-dog-fight
1533,659PC,COUNSEL/AID IN MISDEMEANOR,659PC,counselaid-in-misdemeanor
1534,12020(4)PC,"","",120204pc
1535,417A1PC,"","",417a1pc
1536,2101(A)UIC,FALSE STATEMENT REGARDING AID,2101(A)UIC,false-statement-regarding-aid
1537,484(F)(1)PC,"","",484f1pc
1538,17708B(1)BM,"","",17708b1bm
1539,11353(B)HS,ADULT HIRE MI TO SELL/ETC CNTL SUB/NARC,11353(B)HS,adult-hire-mi-to-selletc-cntl-subnarc
1540,3.04.020LU,"","",304020lu
1541,330.4PC,POSSESS/CONTROL SLOT MACHINE/ETC,330.4PC,possesscontrol-slot-machineetc-1
1542,68PC,BRIBERY EXEC OFFICER/EMPLOYEE ASK/RECEI,68PC,bribery-exec-officeremployee-askrecei
1543,368(B)1PCD,"","",368b1pcd
1544,368(B)1PC,"","",368b1pc
1545,1150HS,"","",1150hs
1546,288(I)PC,"","",288ipc
1547,290.012PC,"","",290012pc
1548,530.5(E)PC,"","",5305epc
