date,year,month,weekday,win_loss,home_away,opp,runs_scored,runs_allowed,ab,h,1b,2b,3b,hr,rbi,sb,cs,bb,so,ba,obp,slg,ops,tb,gidp,hbp,sh,sf,ibb
2017-04-07,2017,4,Friday,L,away,COL,1,2,30,5,3,2,0,0,1,0,0,3,11,0.167,0.242,0.233,0.476,7,1,0,1,0,0
2017-04-06,2017,4,Thursday,W,home,SDP,10,2,32,8,4,2,0,2,8,3,0,11,5,0.25,0.455,0.5,0.955,16,0,1,0,0,0
2017-04-05,2017,4,Wednesday,W,home,SDP,3,1,30,6,2,3,0,1,2,1,0,3,12,0.2,0.294,0.4,0.694,12,1,1,0,0,0
2017-04-04,2017,4,Tuesday,L,home,SDP,0,4,28,5,5,0,0,0,0,0,0,2,5,0.179,0.233,0.179,0.412,5,4,0,0,0,0
2017-04-03,2017,4,Monday,W,home,SDP,14,3,36,14,6,4,0,4,12,0,0,5,5,0.389,0.477,0.833,1.311,30,0,2,0,1,2
2016-10-02,2016,10,Sunday,L,away,SFG,1,7,30,4,4,0,0,0,1,0,0,2,7,0.133,0.188,0.133,0.321,4,1,0,0,0,0
2016-10-01,2016,10,Saturday,L,away,SFG,0,3,29,3,3,0,0,0,0,0,0,1,7,0.103,0.133,0.103,0.237,3,1,0,0,0,0
2016-09-30,2016,9,Friday,L,away,SFG,3,9,34,9,8,1,0,0,3,0,0,1,7,0.265,0.286,0.294,0.58,10,0,0,0,0,0
2016-09-29,2016,9,Thursday,W,away,SDP,9,4,42,15,7,7,1,0,8,0,0,2,8,0.357,0.386,0.571,0.958,24,0,0,0,0,0
2016-09-28,2016,9,Wednesday,L,away,SDP,5,6,35,9,5,1,0,3,5,1,1,1,9,0.257,0.278,0.543,0.821,19,0,0,0,0,0
2016-09-27,2016,9,Tuesday,L,away,SDP,1,7,32,5,3,1,0,1,1,0,0,6,6,0.156,0.289,0.281,0.571,9,0,0,0,0,0
2016-09-25,2016,9,Sunday,W,home,COL,4,3,40,12,7,2,1,2,4,0,0,3,7,0.3,0.341,0.55,0.891,22,1,0,0,1,0
2016-09-24,2016,9,Saturday,W,home,COL,14,1,36,13,11,1,0,1,13,1,0,8,7,0.361,0.489,0.472,0.961,17,0,1,2,0,1
2016-09-23,2016,9,Friday,W,home,COL,5,2,29,8,5,1,0,2,5,0,1,6,14,0.276,0.421,0.517,0.938,15,0,2,0,1,0
2016-09-22,2016,9,Thursday,W,home,COL,7,4,31,9,5,2,0,2,7,0,1,8,6,0.29,0.436,0.548,0.984,17,1,0,0,0,0
2016-09-21,2016,9,Wednesday,W,home,SFG,9,3,33,12,9,2,0,1,9,1,0,2,4,0.364,0.405,0.515,0.921,17,0,1,0,1,0
2016-09-20,2016,9,Tuesday,L,home,SFG,0,2,35,9,8,1,0,0,0,0,0,2,13,0.257,0.297,0.286,0.583,10,1,0,0,0,0
2016-09-19,2016,9,Monday,W,home,SFG,2,1,30,6,4,2,0,0,2,0,0,0,11,0.2,0.25,0.267,0.517,8,0,2,0,0,0
2016-09-18,2016,9,Sunday,L,away,ARI,9,10,46,10,5,4,0,1,9,1,0,7,14,0.217,0.321,0.37,0.69,17,0,0,0,0,0
2016-09-17,2016,9,Saturday,W,away,ARI,6,2,36,11,6,3,1,1,4,1,0,4,4,0.306,0.366,0.528,0.894,19,1,0,0,1,1
2016-09-16,2016,9,Friday,W,away,ARI,3,2,31,5,3,1,1,0,1,0,0,4,6,0.161,0.257,0.258,0.515,8,1,0,0,0,1
2016-09-15,2016,9,Thursday,L,away,ARI,3,7,35,9,6,3,0,0,2,0,0,2,11,0.257,0.297,0.343,0.64,12,1,0,0,0,0
2016-09-14,2016,9,Wednesday,W,away,NYY,2,0,31,4,2,2,0,0,1,1,0,2,9,0.129,0.182,0.194,0.375,6,2,0,0,0,0
2016-09-13,2016,9,Tuesday,L,away,NYY,0,3,32,5,4,1,0,0,0,0,0,1,10,0.156,0.182,0.188,0.369,6,0,0,0,0,0
2016-09-12,2016,9,Monday,W,away,NYY,8,2,39,12,8,1,1,2,7,2,0,1,9,0.308,0.341,0.538,0.88,21,0,1,0,0,0
2016-09-11,2016,9,Sunday,L,away,MIA,0,3,30,4,4,0,0,0,0,0,0,0,4,0.133,0.133,0.133,0.267,4,1,0,0,0,0
2016-09-10,2016,9,Saturday,W,away,MIA,5,0,33,8,4,0,0,4,5,0,1,3,8,0.242,0.306,0.606,0.912,20,1,0,0,0,0
2016-09-09,2016,9,Friday,L,away,MIA,1,4,33,7,5,1,0,1,1,0,0,3,17,0.212,0.278,0.333,0.611,11,0,0,1,0,0
2016-09-07,2016,9,Wednesday,W,home,ARI,3,1,27,4,2,1,0,1,3,0,0,4,12,0.148,0.25,0.296,0.546,8,1,0,0,1,0
2016-09-06,2016,9,Tuesday,W,home,ARI,5,2,33,11,8,3,0,0,5,0,0,2,6,0.333,0.371,0.424,0.796,14,1,0,0,0,0
2016-09-05,2016,9,Monday,W,home,ARI,10,2,34,11,4,2,0,5,9,0,0,3,9,0.324,0.378,0.824,1.202,28,0,0,1,0,0
2016-09-04,2016,9,Sunday,W,home,SDP,7,4,32,9,7,0,0,2,7,0,0,6,7,0.281,0.395,0.469,0.863,15,0,0,0,0,0
2016-09-03,2016,9,Saturday,W,home,SDP,5,1,30,9,7,0,0,2,5,0,0,3,7,0.3,0.364,0.5,0.864,15,3,0,0,0,0
2016-09-02,2016,9,Friday,L,home,SDP,2,4,39,13,11,1,0,1,2,0,0,1,13,0.333,0.35,0.436,0.786,17,1,0,0,0,0
2016-08-31,2016,8,Wednesday,W,away,COL,10,8,36,10,5,3,0,2,10,0,0,8,2,0.278,0.4,0.528,0.928,19,0,0,0,1,0
2016-08-31,2016,8,Wednesday,L,away,COL,0,7,32,6,5,1,0,0,0,0,0,2,8,0.188,0.235,0.219,0.454,7,1,0,0,0,0
2016-08-29,2016,8,Monday,L,away,COL,1,8,31,5,4,0,1,0,1,1,0,5,10,0.161,0.333,0.226,0.559,7,1,3,0,0,0
2016-08-28,2016,8,Sunday,W,home,CHC,1,0,28,4,4,0,0,0,1,0,0,3,12,0.143,0.25,0.143,0.393,4,2,1,0,0,1
2016-08-27,2016,8,Saturday,W,home,CHC,3,2,30,6,4,1,0,1,3,0,0,0,6,0.2,0.2,0.333,0.533,10,0,0,0,0,0
2016-08-26,2016,8,Friday,L,home,CHC,4,6,38,9,5,3,0,1,3,0,1,5,12,0.237,0.341,0.395,0.736,15,1,1,0,0,0
2016-08-25,2016,8,Thursday,L,home,SFG,0,4,28,1,1,0,0,0,0,0,0,3,7,0.036,0.129,0.036,0.165,1,0,0,0,0,0
2016-08-24,2016,8,Wednesday,W,home,SFG,1,0,28,5,3,1,0,1,1,0,1,1,8,0.179,0.207,0.321,0.528,9,0,0,0,0,0
2016-08-23,2016,8,Tuesday,W,home,SFG,9,5,37,14,10,2,0,2,9,1,0,3,12,0.378,0.415,0.595,1.009,22,0,0,0,1,0
2016-08-22,2016,8,Monday,W,away,CIN,18,9,46,21,14,0,0,7,18,0,0,4,7,0.457,0.481,0.913,1.394,42,0,0,0,2,0
2016-08-21,2016,8,Sunday,W,away,CIN,4,0,32,8,6,1,0,1,4,0,0,3,7,0.25,0.306,0.375,0.681,12,1,0,1,1,1
2016-08-20,2016,8,Saturday,L,away,CIN,1,11,30,3,2,1,0,0,1,0,0,3,10,0.1,0.182,0.133,0.315,4,0,0,0,0,0
2016-08-19,2016,8,Friday,L,away,CIN,2,9,36,10,8,1,1,0,2,0,0,5,6,0.278,0.395,0.361,0.756,13,1,2,0,0,0
2016-08-18,2016,8,Thursday,L,away,PHI,4,5,34,7,3,2,0,2,4,0,0,2,9,0.206,0.25,0.441,0.691,15,0,0,0,0,1
2016-08-17,2016,8,Wednesday,W,away,PHI,7,2,38,11,7,1,0,3,7,0,0,5,8,0.289,0.372,0.553,0.925,21,0,0,0,0,0
2016-08-16,2016,8,Tuesday,W,away,PHI,15,5,40,13,6,2,1,4,15,0,0,5,12,0.325,0.413,0.725,1.138,29,0,1,1,0,0
2016-08-14,2016,8,Sunday,L,home,PIT,3,11,34,7,4,2,0,1,2,0,0,1,9,0.206,0.25,0.353,0.603,12,0,1,0,0,0
2016-08-13,2016,8,Saturday,W,home,PIT,8,4,41,17,11,5,0,1,6,2,0,0,7,0.415,0.429,0.61,1.038,25,1,1,1,0,0
2016-08-12,2016,8,Friday,L,home,PIT,1,5,38,12,9,3,0,0,1,0,0,0,7,0.316,0.316,0.395,0.711,15,0,0,0,0,0
2016-08-10,2016,8,Wednesday,L,home,PHI,2,6,34,8,5,3,0,0,2,0,1,3,11,0.235,0.316,0.324,0.639,11,0,1,0,0,0
2016-08-09,2016,8,Tuesday,W,home,PHI,9,3,36,13,6,4,0,3,9,0,0,3,11,0.361,0.41,0.722,1.132,26,1,0,0,0,0
2016-08-08,2016,8,Monday,W,home,PHI,9,4,33,11,3,4,0,4,9,0,0,2,4,0.333,0.361,0.818,1.179,27,1,0,0,1,0
2016-08-07,2016,8,Sunday,W,home,BOS,8,5,33,9,4,2,0,3,8,0,0,6,5,0.273,0.385,0.606,0.991,20,1,0,0,0,1
2016-08-06,2016,8,Saturday,W,home,BOS,3,0,34,11,10,1,0,0,3,0,1,1,11,0.324,0.343,0.353,0.696,12,0,0,0,0,0
