ID,Incident Date,City,State,School name,Latitude,Longitude,School Type,Intent,Outcome,Number Killed,Number Wounded,Narrative,Source 1,URL 1,Source 2,URL 2,Source 3,URL 3,Created,Last Modified
71,2/22/14,Augusta,GA,Georgia Regents University,33.4734978,-82.0105148,College or University,Legal Intervention,Injury,0,1,"Campus police responded to a late-night noise complaint in a dormitory complex. As people fled the scene, a man entered a vehicle and tried to strike an officer, who opened fire in response. The man was taken to a nearby hospital and treated for non-life threatening injuries.",CBS 46,https://bit.ly/2t7qtQH,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
72,3/2/14,Westminster,MD,McDaniel College,39.5753791,-76.9958149,College or University,Attack on others,No one shot,0,0,An unknown person fired gunshots at several college students in a residence hall during an altercation. No one was injured. Law enforcement did not make any arrests.,CBS Baltimore,http://cbsloc.al/1hGeIFB,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
73,3/7/14,Tallulah,LA,Madison High School,32.4084765,-91.1867771,High School,Attack on others,Injury,0,1,A seventeen-year-old teen got into a fight after a school dance on campus and shot and injured a 16-year-old male. He was charged with attempted second-degree murder.,www.myarklamiss.com,http://bit.ly/1KQHqkW,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
74,3/8/14,Oshkosh,WI,University of Wisconsin - Oshkosh,44.0247062,-88.5426136,College or University,Other,No one shot,0,0,"During an altercation at a university dance on campus, an unknown person who was allegedly part of the altercation fired a gunshot into the air and fled. There were no reported injuries and the police did not apprehend the person.",NBC 15,https://bit.ly/2qk7xga,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
75,3/23/14,Newark,DE,University of Delaware,39.6837226,-75.7496572,College or University,Other,No one shot,0,0,"A twenty-two-year-old man attended a party where he got into an argument. He went to his car that was parked in a university parking lot and recklessly fired a gun several times into the air. Law enforcement charged him with carrying a concealed deadly weapon, reckless endangerment, terroristic threatening and possession of a firearm while under the influence of alcohol.",University of Delaware News,http://bit.ly/1vRv98z,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
76,3/25/14,Atlanta,GA,Banneker High School,33.7489954,-84.3879824,High School,Other,No one shot,0,0,An argument between students in the school parking lot escalated until shots were fired into the air. Both the high school and a nearby elementary school were placed on lockdown in response. Police arrested multiple people in relation to the incident.,Atlanta Journal Constitution,https://bit.ly/2sWIHVY,,,,,2021-02-24T19:31:59.000Z,2022-02-06T22:11:56.000Z
77,3/30/14,Savannah,GA,Savannah State University,32.0808989,-81.091203,College or University,Unknown,No one shot,0,0,Police responded to a report of an on-campus attempted robbery after a single shot was heard in the University Village located on campus. No injuries were reported and no arrests were made. Police confirmed shots were fired but did not make any arrests.,WTOC,http://bit.ly/SD7gC7,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
78,4/2/14,Kent,OH,Kent State University,41.1536674,-81.3578859,College or University,Unintentional discharge,Injury,0,1,A twenty-four-year-old man shot himself in the hand during an argument with two women on campus. He then fled to a residence hall to ask a friend for help in hiding the weapon before law enforcement took him to the hospital and charged him with carrying a concealed weapon.,CBS News,https://cbsn.ws/2IH6IG3,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
79,4/9/14,Greenville,NC,D. H. Conley High School,35.612661,-77.3663538,High School,Unknown,No one shot,0,0,"Two 17-year-old juniors from another high school drove past campus in an SUV, and one of them fired a handgun at the school, which was in session. Officials placed the school on lockdown as a precaution. The two teens were later arrested and charged with multiple offenses.",WITN,https://bit.ly/1g7GXJD,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
80,4/11/14,Detroit,MI,East English Village Preparatory Academy,42.331427,-83.0457538,High School,Attack on others,Death,1,0,A group of unknown individuals fired shots from a vehicle into a crowd of approximately 100 students attending a school event on campus. The shots killed a 19-year-old. Law enforcement did not make any arrests.,CBS News,https://cbsn.ws/2GKV9km,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
81,4/21/14,Provo,UT,Provo High School,40.2338438,-111.6585337,High School,Self-harm - no intent to hurt others,Injury,0,1,"A 14-year-old student, trying to take his own life with a gun on school grounds, injured himself in the face but survived. Law enforcement indicated that he did not intend to harm anyone else.",Deseret News,http://bit.ly/1FLvBO4,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
82,4/21/14,Griffith,IN,St. Mary School,41.5283693,-87.4236497,Elementary School,Attack on others,Death,1,0,"A fifty-five-year-old man fatally shot his estranged wife, 42, in the parking lot of a school. ",NBC Chicago,https://bit.ly/2IFoaL7,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
83,4/26/14,Council Bluffs,IA,Iowa Western Community College,41.2619444,-95.8608333,College or University,Attack on others,Injury,0,1,"Two unknown assailants shot a 19-year-old man in the parking lot on campus. One pulled out a handgun and demanded his wallet. When the victim tried to grab the weapon, a member of the group shot him in the arm. No one was apprehended.",KETV,http://bit.ly/1WBA9uI,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
84,5/2/14,Milwaukee,WI,Marquette University,43.0389025,-87.9064736,College or University,Attack on others,Injury,0,1,"A 19-year-old man approached a student near a parking garage on campus and threatened the student with a gun. During a brief struggle, the man shot the student in the hand. Police apprehended him and said he has an ""extensive criminal record."" They also apprehended a second man, 20, who was involved in related robberies.",Milwaukee Journal Sentinel,https://bit.ly/2vdr3yh,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
85,5/3/14,Everett,WA,Horizon Elementary,47.9789848,-122.2020795,Elementary School,Attack on others,Injury,0,1,An unknown person shot and injured an unidentified teenager during a verbal argument between two groups of students at the school basketball court. Law enforcement does not have any suspects and has not apprehended anyone.,MY Everett News,http://bit.ly/1D05UqN,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
86,5/4/14,Augusta,GA,Paine College,33.4734978,-82.0105148,College or University,Attack on others,No one shot,0,0,An unknown person shot into a residence hall and an unidentified individual was injured by debris from the gunshot. Two students heard multiple gunshots and alerted law enforcement. Law enforcement did not make any arrests and do not have any suspects.,CNN,https://cnn.it/2qemMZ6,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
87,5/5/14,Augusta,GA,Paine College,33.4734978,-82.0105148,College or University,Attack on others,Injury,0,1,"A twenty-year-old man shot and injured another person, 21, on campus during an altercation. Law enforcement arrested the shooter and charged him with aggravated assault, possession of a firearm during the commission of a crime, and possession of a firearm on school grounds.",Atlanta Journal Constitution,http://on-ajc.com/1hfMXH7,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
88,5/8/14,Georgetown,KY,Georgetown College,38.2097967,-84.5588311,College or University,Unintentional discharge,Injury,0,1,A twenty-four-year-old unintentionally shot and injured an unidentified student in the school parking lot. The shooter and the student had been returning from a party when the shooter began playing with a semi-automatic pistol. The gun discharged and a bullet bounced off the ground and struck the student in the leg. Law enforcement charged the shooter with first-degree wanton endangerment.,Kentucky.com,http://bit.ly/1DqFUjk,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
89,5/8/14,Lawrenceville,GA,Georgia Gwinnett College,33.9562149,-83.9879625,College or University,Self-harm - no intent to hurt others,Injury,0,1,An individual shot himself on the roof of the campus parking deck. Law enforcement did not determine his identity or provide further updates of his condition.,Gwinnett Daily Post,http://bit.ly/1srT8bZ,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
90,5/21/14,Milwaukee,WI,Clarke Street School,43.0389025,-87.9064736,Elementary School,Attack on others,Death,1,0,"An eighteen-year-old fatally shot a 10-year-old girl, who had been playing with her sister and friends on the school playground. According to police, the girl was caught in the crossfire when the shooter exchanged gunfire with someone else, who was seated on the steps of the playground. The shooter was charged with homicide.",Milwaukee Journal Star,http://bit.ly/13JNtXI,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
91,6/5/14,Seattle,WA,Seattle Pacific University,47.6062095,-122.3320708,College or University,Attack on others,Death,1,2,"A twenty-six-year-old man fatally shot a 19-year-old, and shot and injured two other students inside a campus building. He was charged with first-degree murder among other charges.",KIRO,http://bit.ly/1N8o26A,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
92,6/10/14,Troutdale,OR,Reynolds High School,45.5407696,-122.3906213,High School,Attack on others,Death,1,1,"A fifteen-year-old teen fatally shot a 14-year-old student and shot and injured a teacher, 50, before fatally shooting himself. The shootings occurred in the gym locker room at the school.",Oregon Live,http://bit.ly/1o41rr5,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
93,6/23/14,Benton,MO,Kelly High School,37.0978279,-89.5625848,High School,Unintentional discharge,Death,1,0,"After playing basketball at the school, four boys climbed into a truck in the school parking lot. One of the boys picked up a loaded gun that was in the truck. As he was handing it to one of the other boys, 15, it unintentionally discharged, hitting the boy in the head. The boy later died at Saint Francis Medical Center. ",Semissourian,http://bit.ly/12L630z,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
94,6/27/14,Corral Gables,FL,University of Miami,25.7491968,-80.2635411,College or University,Attack on others,No one shot,0,0,"A thirty-five-year-old woman attempted to shoot her ex-husband in his office on campus. During an altercation at his office, they struggled for the gun and the weapon discharged without resulting in any injuries. Law enforcement arrested the shooter and charged her with attempted murder, aggravated battery, and discharging a firearm on school property.",Miami Herald,https://hrld.us/1AbZC1I,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
95,8/13/14,Fredrick,MD,Heather Ridge High School,39.4142688,-77.4105409,High School,Attack on others,No one shot,0,0,A twenty-one-year-old and a 16-tear-old were arrested for shooting at each other. They were both charged with first-degree assault and possession of a handgun on school grounds. Neither person attended the school.,Frederick News Post,http://bit.ly/1wwNScN,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
96,8/14/14,Newport News,VA,Saunders Elementary School,37.0870821,-76.4730122,Elementary School,Attack on others,Death,2,1,"A seventeen-year-old fatally shot two teens and wounded another in the parking lot of an elementary school. Law enforcement charged the shooter with two counts of second-degree murder, one count of use of a firearm in the commission of a felony, and one count of possession of a firearm by a convicted felon.",Daily Press,https://bit.ly/2CkSpU3,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
97,9/2/14,Pocatello,ID,Idaho State University,42.8621042,-112.4506191,College or University,Unintentional discharge,Injury,0,1,"A professor was teaching a class when a gun in his pocket unintentionally discharged, injuring him in the foot. None of the 20 students in the class at the time were injured.",Idaho State Journal,http://bit.ly/12oUWuq,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
98,9/5/14,Savannah,GA,Savannah State University,32.0808989,-81.091203,College or University,Attack on others,Injury,0,1,"An eighteen-year-old shot and injured another student, 17, during an argument on campus. The shooter was charged with aggravated assault.",WTOC,https://bit.ly/2qgz82M,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
99,9/9/14,Miami,FL,Stellar Leadership Academy,25.7616798,-80.1917902,High School,Attack on others,Injury,0,1,"A group of teenagers got into a fight in the academy parking lot, and at some point one of them fired a gun, hitting another person, who was taken to a hospital to be treated for non-life threatening images. Police arrested five teenagers for questioning and recovered two guns that may have been involved in the incident. ",ABC 10,https://bit.ly/2v5GFTE,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
