License No ,Name,Address,City,State,Zip,Expires,WC Carrier,WC Exp Date,Bond Issuer,Bond Eff Date
TA000232305,"REBEL ENTERTAINMENT PARTNERS, INC.","5700 WILSHIRE BLVD, SUITE 470",LOS ANGELES,CA,90036,12/17/19,Fireman's,4/1/19,Surety Soluti,11/22/18
TA000232305,"REBEL ENTERTAINMENT PARTNERS, INC.","5700 WILSHIRE BLVD, SUITE 470",LOS ANGELES,CA,90036,12/17/20,Firemans,4/1/20,Surety 1,11/22/19
TA000232335,GAIL SHERMAN JONES  dba TALENT+PLUS/LOS LATINOS TA,318 RHINE COURT,SALINAS,CA,93906,1/14/20,,,Old Republic Surety Company,1/1/06
TA000232335,GAIL SHERMAN JONES  dba TALENT+PLUS/LOS LATINOS TA,318 RHINE COURT,SALINAS,CA,93906,1/14/21,,,Old Republic Surety Company,1/1/06
TA000232432,"High Road Touring, LLC","751 Bridgeway, 3rd Floor",Sausalito,CA,94965,1/23/20,Technology,2/19/19,Hartford Fire,11/16/17
TA000232437,"C & L Promotions, LLC",P O Box 386,Suisun City,CA,94585-0386,12/31/17,,,Western,4/5/17
TA000232543,"Dynamic Artists Management, LLC","5221 Central Avenue, Suite 202",Richmond,CA,94804,2/13/18,State Fund,10/1/17,AEGIS SECURITY INSURANCE COMPANY,1/1/17
TA000232555,THE ALPERN GROUP,15645 ROYAL OAK RD.,ENCINO,CA,91436,12/26/19,New York & General Insurance,1/1/19,The Hartford Fire Insurance company,11/1/06
TA000232555,THE ALPERN GROUP,15645 ROYAL OAK RD.,ENCINO,CA,91436,12/26/20,New York Marine & General Insurance,1/1/20,The Hartford,11/1/18
TA000232647,"VERVE TALENT AND LITERARY AGENCY, LLC","6310 SAN VICENTE BLVD, SUITE 100",LOS ANGELES,CA,90048,12/7/17,ST. PAUL FIRE & MARINE INSURANCE COMPANY,12/8/16,HARTFORD FIRE INSURANCE COMPANY,12/7/09
TA000232656,PAUL KOHNER INC.  dba THE KOHNER AGENCY,"9300 WILSHIRE BLVD, SUITE 555",BEVERLY HILLS,CA,90212,1/7/20,The Hartford,7/15/19,Surety1,1/1/18
TA000232656,PAUL KOHNER INC.  dba THE KOHNER AGENCY,"9300 WILSHIRE BLVD, SUITE 555",BEVERLY HILLS,CA,90212,1/7/21,The Hartford Fire Insurance,7/15/20,Surety 1,1/1/18
TA000232715,SUSAN COLLEEN DUFF & MARY KATHLEEN SCHMIDT  dba IN,"2600 W. OLIVE AVENUT, 5TH FLOOR",BURBANK,CA,91505,5/11/18,,,SURETEC INSURANCE COMPANY,10/3/12
TA000232716,"MDT TALENT AGENCY, INC.  dba MARLA DELL TALENT AGE","2124 UNION ST., SUITE C",SAN FRANCISCO,CA,94123,11/7/17,SENTINEL INSURANCE COMPANY,1/1/17,OLD REPUBLIC SURETY COMPANY,11/29/11
TA000232720,"SASHA BOGIE, INC.  dba NTA MODEL MANAGEMENT","1445 N. STANLEY AVENUE, SUITE 200",LOS ANGELES,CA,90046,11/11/20,New York Marine & General Ins.,5/26/20,ACIC,5/16/19
TA000232731,GIANNELLI ENTERTAINMENT  dba OMNIUM ENTERTAINMENT ,"444 N. LARCHMONT BLVD., #105",LOS ANGELES,CA,90004,11/8/17,,,OLF REPUBLIC SURETY COMPANY,6/17/14
TA000232906,CHAMPAGNE TROTT MANAGEMENT LLC  dba VISION MODELS,8631 WASHINGTON BLVD,CULVER CITY,CA,90232,1/17/20,American Insurance Company,4/27/19,The Hartford fire Insurance,10/1/07
TA000232941,"NTA TALENT AGENCY, INC.  dba NTA TALENT AGENCY","1445 N. STANLEY AVENUE, 2ND FLOOR",LOS ANGELES,CA,90046,12/26/19,New York Marine & General Ins,4/16/19,Tokio Marine HCC,11/10/18
TA000232941,"NTA TALENT AGENCY, INC.  dba NTA TALENT AGENCY","1445 N. STANLEY AVENUE, 2ND FLOOR",LOS ANGELES,CA,90046,12/26/20,New York Marine & General Ins.,5/26/20,HCC Surety Group,11/10/19
TA000233173,"ELECTRA STAR MODELING AGENCY, LLC","9229 W SUNSET BLVD., SUITE 415",WEST HOLLYWOOD,CA,90069,2/18/18,GREAT DIVIDE INSURANCE COMPANY,3/19/18,SURETEC INSURANCE COMPANY,2/24/14
TA000233180,"GERENCIA 360 MANAGEMENT, INC.","300 E MAGNOLIA BLVD., STE. 500",BURBANK,CA,91502,12/22/19,,,Tokio Marine,1/16/19
TA000233216,"OC MODELING, LLC","22024 LASSEN ST., UNIT #114",CHATSWORTH,CA,91311,1/21/20,,,The Hartford fire Insurance,11/16/17
TA000233216,"OC MODELING, LLC","22024 LASSEN ST., UNIT #114",CHATSWORTH,CA,91311,1/21/21,,,,
TA000233260,"NATURALLY FIT, LLC",7080 HOLLYWOOD BLVD. STE. 1100,LOS ANGELES,CA,90028,9/29/20,,,Great American Insurance Company,10/14/18
TA000233332,"BIGG TIME ENTERTAINMENT, INC.","14320 VENTURA BLVD., STE. 457",SHERMAN OAKS,CA,91423,2/16/20,,,Hartford fire insurance,3/14/08
TA000233337,"SAL REYES  dba OTTO MODELS, TALENT AGENCY",2901 W. COAST HWY. #350,NEWPORT BEACH,CA,92663,1/5/20,STATE FUND,7/1/19,Hartford,1/6/18
TA000233337,"SAL REYES  dba OTTO MODELS, TALENT AGENCY",2901 W. COAST HWY. #350,NEWPORT BEACH,CA,92663,1/5/21,STATE FUND,7/1/20,Hartford,1/6/20
TA000233355,Tangerine Talent LLC,15130 Ventura Blvd Suite 308,Sherman Oaks,CA,91403,2/2/18,,,State Farm,12/9/15
TA000233360,OSBRINK TALENT AGENCY INC  dba OSBRINK TALENT AGEN,2222 W. Olive Avenue,Burbank,CA,91506,1/7/20,Allianz Global Corp & Specialty,5/10/19,The Hartford Fire Insurance,9/16/19
TA000233373,"THE GREAT BALBOA, LLC  dba THE ALL AMERICAN RASCAL",4960 Woodruff Avenue,Lakewood,CA,90713,11/11/18,State Compensation Insurance Fund,8/13/18,Hartford Fire Insurance Company,7/10/07
TA000233374,VIRGILIO GUILLEN  dba MIRAMAR TALENT AGENCY,9415 CULVER BLVD.,CULVER CITY,CA,90232,11/22/20,,,Old Republic Surety Company,11/16/12
TA000233378,"THE INDUSTRY GROUP USA, LLC  dba Industry Model Ma",469 S. Robertson Boulevard,Beverly Hills,CA,90211,9/4/20,Federal Insurance Company,12/16/19,North American Specialty Insurance company,9/18/17
TA000233379,"DANIEL HOFF AGENCY, INC.","5455 WILSHIRE BLVD, SUITE 1100",LOS ANGELES,CA,90036,12/21/19,,,The Hartford fire Insurance,3/30/06
TA000233379,"DANIEL HOFF AGENCY, INC.","5455 WILSHIRE BLVD, SUITE 1100",LOS ANGELES,CA,90036,12/21/20,State Fund,2/1/20,Surety1,10/16/19
TA000233393,"THE HOUSE OF REPRESENTATIVES, A TALENT AGENCY Inc.","3118 Wilshire Boulevard, Unit D",Santa Monica,CA,90403,12/7/20,,,CNA Surety,7/10/18
TA000233458,PHILLIP L. BROCK  dba STUDIO TALENT GROUP,"1328 12th Street, Ste. #2 and #3",Santa Monica,CA,90401,12/24/19,,,State Farm Fire Casualty and Insurance Co.,10/24/06
TA000233458,PHILLIP L. BROCK  dba Studio Talent Group,"1328 12th Street, Ste. #2 and #3",Santa Monica,CA,90401,12/24/20,,,State Farm,11/5/19
TA000233507,THE ACOUSTIC SPOT LLC,"445 MARINE VIEW AVE., STE. 300",DEL MAR,CA,92014,12/21/17,,,INTERNATIONAL FIDELITY INSURANCE COMPANY,3/24/15
TA000233542,"SDB PARTNERS, INC.","315 SOUTH BEVERLY DR., STE. 411",BEVERLY HILLS,CA,90212,2/27/20,State Farm Fire and Casualty company,4/1/20,The Hartford Fire Insurance,2/24/06
TA000233609,Volition Media Group LLC,21420 Peggy Joyce Ln,Santa Clarita,CA,91350,8/7/17,,,Lance Surety,12/5/16
TA000233662,MAGGIE MAY PRODUCTIONS LLC  dba BLUE MOON PRODUCTI,26421 DEER CREEK LANE,SANTA CLARITA,CA,91387,2/25/18,,,HARTFORD FIRE INSURANCE COMPANY,9/27/16
TA000233689,ADULT TALENT MANAGERS LLC,"22020 CLARENDON ST., #300",WOODLAND HILLS,CA,91367,12/12/18,TRAVELERS PROPERTY CASUALTY COMPANY OF AMERICA,3/1/19,WASHINGTON INTERNATIONAL INSURANCE COMPANY,4/1/15
TA000233695,IDEAL TALENT AGENCY LLC,"10806 VENTURA BLVD., STE. 2",STUDIO CITY,CA,91604,10/13/17,,,SURETEC INSURANCE COMPANY,11/21/16
TA000233734,BRAD GELFOND  dba STRIKE UP THE BRAND,2034 Kerwood Avenue,Los Angeles,CA,90025,7/1/20,,,SuretyBonds.c,10/24/18
TA000233734,BRAD GELFOND  dba STRIKE UP THE BRAND,321 S. PECK DR.,BEVERLY HILLS,CA,90212,7/1/19,,,Great American Insurance Company,10/24/16
TA000233755,SARAH DELANG KING  dba LANG TALENT,621 VIA COLINAS BL67,WESTLAKE VILLAGE,CA,91362,11/30/18,,,HARTFORD FIRE INSURANCE COMPANY,3/7/07
TA000233784,HARVEY LANCE MCMILLAN  dba UNLIMITED ENTERTAINMENT,1055 WEST 7TH ST. 33RD FLOOR 111 PENTHOUSE,LOS ANGELES,CA,90017,1/1/20,,,The Hartford Fire Insurance,10/23/06
TA000233784,HARVEY LANCE MCMILLAN  dba UNLIMITED ENTERTAINMENT,1055 WEST 7TH ST. 33RD FLOOR 111 PENTHOUSE,LOS ANGELES,CA,90017,1/1/21,,,Surety1,12/31/19
TA000233850,William Whitfield and Lawrence Abramson,332 S Beverly Dr,Beverly HiIls,CA,90212,3/10/20,,,SureTec,9/24/18
TA000233939,MITCHELL K. STUBBS & ASSOCIATES,"8695 WEST WASHINGTON BLVD., STE. 204",CULVER CITY,CA,90232,12/13/19,,,Hartford Fire,7/16/18
TA000233939,MITCHELL K. STUBBS & ASSOCIATES,"8695 WEST WASHINGTON BLVD., STE. 204",CULVER CITY,CA,90232,12/13/20,New York Mari,7/16/20,The Hartford,7/16/19
TA000233992,Patricia Brink  dba Tricia Brink Management,2216 Ocean Park Blvd #A,Santa Monica,CA,90405,10/17/19,,,Hartford Fire,6/11/19
TA000234143,SHAUNTIEL LINDSEY MILLER  dba SHAUNTIEL LINDSEY TA,8484 WILSHIRE BLVD. #515,BEVERLY HILLS,CA,90211,11/22/17,,,AMERICAN CONTRACTORS INDEMNITY COMPANY,3/11/16
TA000234191,"SPIEGLER GIRLS, INC.","22020 Clarendon Street, #300",Woodland Hills,CA,91367,11/7/20,,,Philadelphia Indemnity Insurance Company,9/16/19
TA000234373,Something LLC,2227 Mandeville Canyon Rd,Los Angeles,CA,90049,1/20/20,Accord,5/15/19,Hartford Fire,12/1/17
TA000234462,"WORLDWIDE PRODUCTION AGENCY, LLC","144 N. ROBERTSON BLVD., STE. A",WEST HOLLYWOOD,CA,90048,11/24/20,New York Marine and General Insurance Company,5/12/20,Western Surety Company,5/12/14
TA000234470,ZOHAL DARA TERANCHI  dba OC TALENT GROUP,5 Coachman,Dove Canyon,CA,92679,1/7/18,,,American,12/1/16
TA000234518,ADAMS BROADCAST CONSULTING,17350 MALLARD DR.,SONOMA,CA,95476,2/13/18,,,OLD REPUBLIC SURETY COMPANY,8/8/12
TA000234541,"BRATTY MODEL, LLC","210 POST ST., STE. 1102",SAN FRANCISCO,CA,94108,1/20/20,,,Western Surety Company,11/18/13
TA000234552,"THE WEISS AGENCY, INC.",14954 CORONA DEL MAR,PACIFIC PALISADES,CA,90272,2/3/20,State Fund,9/1/20,Wells Fargo,2/23/10
TA000234578,COLLEEN CLER AGENCY,178 S. VICTORY BLVD. Ste. 108,BURBANK,CA,91502,1/9/20,State Fund,3/1/20,Surety1,11/16/18
TA000234617,"GM & D, INC.  dba TGMD TALENT AGENCY",6767 FOREST LAWN DR. #206,LOS ANGELES,CA,90068,7/25/20,Preferred Employers Ins. Co,4/28/20,Liberty Mutual,1/1/06
TA000234642,"MONTEIRO ROSE DRAVIS AGENCY, INC.  dba THE DRAVIS ","4370 TUJUNGA AVE., #145",STUDIO CITY,CA,91604,12/15/19,Mid Century I,1/30/19,American Contractors indemnity,8/8/18
TA000234642,"MONTEIRO ROSE DRAVIS AGENCY, INC.  dba THE DRAVIS ","4370 TUJUNGA AVE., #145",STUDIO CITY,CA,91604,12/15/20,Mid Century I,1/30/20,American Cont,8/8/20
TA000234653,MULTI PLATFORM MANAGEMENT PARTNERS INC,527 W 7TH ST STE 800,LOS ANGELES,CA,90014,9/11/17,HISCOX,3/1/18,INTL FIDELITY,2/16/17
TA000234777,THEODOSIA SHOR & LORI BREVIG  dba NBS ENTERTAINMEN,"1230 CALLE SUERTE, SUITE A",CAMARILLO,CA,93012,12/21/19,,,Travelers Ins,9/8/19
TA000234777,THEODOSIA SHOR & LORI BREVIG  dba NBS ENTERTAINMEN,"1230 CALLE SUERTE, SUITE A",CAMARILLO,CA,93012,12/21/20,,,Travelers,10/9/19
TA000234797,IDEAL IMAGE INTERNATIONAL CORP.  dba IDEAL IMAGE M,"10827 Hortense Street, Suite 11",North Hollywood,CA,91602,8/9/19,,,Western Surety Company,9/17/18
TA000234837,Skyn Talent LLC,7944 Nookfield Dr,Las Vegas,NV,89147,1/10/19,,,Washington International Insurance,10/5/15
TA000235020,"ATEI COMPANY, INC.  dba THAT'S ENTERTAINMENT PRODU",3820 E. LA PALMA AVE.,ANAHEIM,CA,92807,10/18/17,,,WESTERN SURETY COMPANY,3/3/06
TA000235078,"THE CRITERION GROUP, INC.  dba CRITERION GROUP",4842 SYLMAR AVE.,SHERMAN OAKS,CA,91423,11/18/17,,,,
TA000235247,"CONCEPT TALENT GROUP, LLC  dba CONCEPT TALENT GROU",193 N. ROBERTSON BLVD.,BEVERLY HILLS,CA,90211,9/18/20,,,Western,11/27/17
TA000235357,ACTORS AND ARTISTS AGENCY,2443 NORTH NAOMI ST.,BURBANK,CA,91504,6/3/17,,,OLD REPUBLIC SURETY COMPANY,12/17/16
TA000235889,DEBORAH LYNN PALMER BEAL  dba BEAL TALENT & ASSOCI,5850 Canoga Avenue 4th Floor,Woodland Hills,CA,91367,6/14/20,,,Surety1,1/31/19
TA000236010,MARIEL RIVERA  dba THE REPUBLIC AGENCY,"4100 W. ALAMEDA AVE., SUITE 352",BURBANK,CA,91505,4/19/18,,,The Hartford,1/5/17
TA000236129,"THE VIP CONNECT, INC.","15206 VENTURA BLVD., #210",SHERMAN OAKS,CA,91403,9/13/19,,,United Surety Insurance company,12/20/18
TA000236266,BBA TALENT INC.  dba BBA,"3500 W. OLIVE AVE., STE. 300",BURBANK,CA,91505,12/29/17,TRAVELERS PROPERTY CASUALTY COMPANY OF AMERICA,1/15/18,HARTFORD FIRE INSURANCE COMPANY,8/5/15
TA000236306,"Imperium 7, LLC","5455 Wilshire Blvd., Suite 1706",Los Angeles,CA,90036,1/16/20,State Fund,9/1/19,The Hartford Fire Insurance,2/20/18
TA000236533,"SECOND OCTAVE TALENT AGENCY, LLC","1400 VALLEY HOUSE DRIVE, SUITE 262",RONHERT PARK,CA,94928,1/5/18,HARTFORD UNDERWRITERS INSURANCE COMPANY,1/26/18,HARTFORD FIRE INSURANCE COMPANY,4/11/17
TA000236784,AMERICAN ARTISTS CORPORATION,"8500 WILSHIRE BOULEVARD, #525",BEVERLY HILLS,CA,90211,1/28/20,Property and Casualty Insurance Co. of Hartford,12/1/19,American Contractors Indemnity Company,8/5/18
TA000236784,AMERICAN ARTISTS CORPORATION,"8500 WILSHIRE BOULEVARD, #525",BEVERLY HILLS,CA,90211,1/28/21,Property and Casualty Insurance Company of Hartfor,12/1/20,American Contractors Indemnity Company,8/5/19
TA000236927,SAINT AGENCY INC,925 N LA BREA AVE 4TH FLOOR,LOS ANGELES,CA,90038,1/2/18,,,ALPHA SURETY,1/10/17
TA000237028,"ALVARADO REY AGENCY, INC.","7906 SANTA MONICA BLVD., #205",WEST HOLLYWOOD,CA,90046,2/20/20,State Fund,9/14/19,Surety1,8/20/18
TA000237056,Bicoastal Models and Talent,8228 Sunset Blvd Ste. 313,West Hollywood,CA,90046,1/22/18,,,Western,2/23/17
TA000237311,Jeffrey W. Mayes  dba M Talent,"4335 Van Nuys Blvd., Suite 449",Sherman Oaks,CA,91403,12/28/19,,,American Contractors Inmenity,4/14/17
TA000237485,CHRISTOPHER MAGGIORE  dba ARTISTS WORLDWIDE,"3660 WILSHIRE BLVD., #1134",LOS ANGELES,CA,90010,2/2/18,,,AMERICAN CONTRACTORS INDEMNITY COMPANY,9/16/16
TA000237593,"KEN LINDNER & ASSOCIATES, INC.","1901 Avenue of the Stars, Suite 1010",Los Angeles,CA,90067,3/30/20,Hartford Accident & Indemnity Co.,6/1/20,Old Republic,3/31/19
TA000237964,MEIYA TOKYO USA,"4275 EXECUTIVE SQUARE, STE. 200",LA JOLLA,CA,92037,1/28/18,,,AEGIS SECURITY INSURANCE COMPANY,4/15/16
TA000238033,Aaron Lindsay Jordan  dba SKILD.,7755 Center Ave. Suite 1100,Huntington Beach,CA,92647,8/29/18,,,Surety Direct,3/27/17
TA000238050,TWOLA HEADS ENTERTAINMENT GROUP,7719 Somerset Blvd.,Paramount,CA,90723,1/4/20,,,CNA Surety,2/10/20
TA000238124,Entertainment Group International LLC.,9414 Dayton Way,Beverly Hill,CA,90210,1/19/18,,,Western,1/17/17
TA000238486,Valerie Emanuel  dba Role Models Management,701 w manchester  suite 204,Inglewood,CA,90301,1/13/18,,,HARTFORD FIRE INSURANCE COMPANY,2/15/17
TA000238523,"O Models, Inc.","145 South Fairfax Ave., Ste. 200",Los Angeles,CA,91602,5/20/20,State Fund,11/2/19,Hartford,1/1/17
TA000238732,STEPHEN JOHN VIEIRA  dba SJV ENTERPRISES & ASSOCIA,4025 BEETHOVEN STREET,MAR VISTA,CA,90066,6/28/20,,,Surety1,2/8/19
TA000238743,Entertainment Lab,8447 Wilshire Blvd. Suite 103,Beverly Hills,CA,90211,9/29/18,STATE COMPENSATION INSURANCE FUND,11/24/17,WESTERN SURETY COMPANY,9/14/17
TA000238754,INNOVATIVE ARTISTS BROADCAST DIVISION LLC,1505 10TH STREET,SANTA MONICA,CA,90401,3/12/20,Everest Nat'l,7/1/19,Hartford,3/24/18
TA000238817,"Bell Talent, Inc.",40992 Calle Pueblo,Indio,CA,92203,2/14/20,,,Surety1,4/16/18
TA000238888,CARISSA MITCHELL  dba MITCHELL & ASSOCIATES TALENT,18356 OXNARD ST. #7,TARZANA,CA,91356,6/8/17,,,THE HARTFORD,11/7/16
TA000238904,GERMAN E. MORALES  dba MGMT ARTISTS,"1201 W 5TH ST., SUITE 180",LOS ANGELES,CA,90017,11/19/20,,,Hartford,6/9/15
TA000238943,"ROUGE ARTISTS, INC.",13428 Maxella Ave. Ste. 514,MARINA DEL REY,CA,90292,5/14/19,,8/8/18,Western Suret,2/2/17
TA000239246,LISA CALLAMARO  dba LISA CALLAMARO LITERARY AGENCY,427 N. CANON DR. #215,BEVERLY HILLS,CA,90210,12/22/17,,,HARTFORD FIRE INSURANCE COMPANY,7/1/06
TA000239421,THE GYPSY SHACK,"555 W 5TH ST., 35TH FLOOR",LOS ANGELES,CA,90013,1/6/19,,,CNA,9/11/17
TA000239514,StatusSilver LLC,465 E Tujunga Ave #2,Burbank,CA,91501,1/2/20,,,Phildelphia Indemnity Insurance company,4/1/17
TA000239514,StatusSilver LLC,465 E Tujunga Ave #2,Burbank,CA,91501,1/2/21,,,Philadelphia Indemnity Insurance Company,4/1/17
TA000239613,"Stars, The Agency","23 Grant Avenue, 4th floor",San Francisco,CA,94108,5/19/20,Republic,5/16/20,The Fidelity and Deposit Company of Maryland,5/10/16
TA000239844,Domina Talent Agency LLC  dba DTA,"30700 Russell Ranch Road, Suite 250",Westlake Village,CA,91362,3/20/20,,,surety bond,2/27/19
TA000239959,MEDIA ARTISTS GROUP,"8222 MELROSE AVE., SUITE 304",LOS ANGELES,CA,90046,9/20/20,,,State Farm,9/20/18
TA000239979,"VOICEOVER LA, INC.  dba VOICEOVER LA","14144 VENTURA BLVD., SUITE 303",SHERMAN OAKS,CA,91423,1/13/18,TRAVELERS PROPERTY CASUALTY COMPANY OF AMERICA,6/10/17,OLD REPUBLIC SURETY COMPANY,8/5/06
TA000240133,"A4 AMELI ARTISTS AND ATHLETES AGENCY, INC.","9171 WILSHIRE BLVD., STE. 380",BEVERLY HILLS,CA,90210,12/9/17,,,HARTFORD FIRE INSURANCE COMPANY,1/15/17
TA000240172,"DAY AFTER DAY PRODUCTIONS, INC.",1430 REMINGTON DR.,SANTA YNEZ,CA,93460,9/17/17,,,OLD REPUBLIC SURETY COMPANY,3/24/16
TA000240262,"TEC PRODUCTIONS, INC.",344 TULLY ROAD,SAN JOSE,CA,95111,2/24/20,Great Divide Insurance Company,2/6/20,The Hartford Fire Insurance,1/20/17
TA000240288,Be Social Public Relations LLC,2552 gateway road,carlsbad,CA,92009,12/19/18,State Farm,12/1/18,Platte River,8/2/17
TA000240384,REECE KAUANU TAGARA,"3727 BUCHANAN STREET, 4TH FLOOR",SAN FRANCISCO,CA,94123,9/19/17,,,HARTFORD FIRE INSURANCE COMPANY,3/15/17
TA000240391,"DIVISION WEST MANAGEMENT, LLC  dba FRANK MODEL MAN",5600 AVENIDA,ENCINAS,CA,92008,12/16/17,ACE AMERICAN INSURANCE COMPANY,9/1/17,PLATTE RIVER INSURANCE COMPANY,2/21/17
TA000240424,BRANT ROSE  dba BRANT ROSE AGENCY,"6671 SUNSET BLVD., STE. 1584B",LOS ANGELES,CA,90028,4/3/19,Ohio Insurance Company,8/16/18,Hartford Fire Insurance,7/14/08
TA000240515,BRANT ROSE  dba BRANT ROSE AGENCY,"6671 Sunset Blvd., Suite 1584B",Los Angeles,CA,90028,4/3/20,Ohio Security,8/16/19,The Hartford Fire,7/14/15
TA000240771,MURTHA SKOURAS AGENCY,"1025 COLORADO AVE., SUITE B",SANTA MONICA,CA,90401,2/5/18,,,HARTFORD FIRE INSURANCE COMPANY,2/6/17
TA000240781,"Nu Talent Agency, Inc.",117 N Robertson Blvd,Los Angeles,CA,90048,4/6/20,,,The Hartford,1/2/19
TA000240832,"MUSIC ZIRCONIA, INC.","5595 MAGNATRON BLVD., #A",SAN DIEGO,CA,92111,8/9/18,STATE COMPENSATION INSURANCE FUND,8/25/17,WESTERN SURETY COMPANY,2/11/13
TA000240918,MMV LLC,4221 Wilshire Blvd Suite 290-3,Los Angeles,CA,90010,3/12/20,,,The Hanover Insurance Company,6/24/18
TA000241020,The Jackson Agency LLC,"1901 Avenue of the Stars, Second Floor",Century City,CA,90067,3/2/20,,,Absolute Sure,3/20/19
TA000241051,"WE ARE VOICES ENTERTAINMENT, INC.",9350 CIVIC CENTER DR.,BEVERLY HILLS,CA,90210,3/15/18,STARR INDEMNITY & LIABILITY COMPANY,11/1/17,BERKLEY INSURANCE COMPANY,1/9/17
TA000241324,Jemetra Trotter  dba Peridot Talent Agency,44641 Alighchi Way,Temecula,CA,92592,8/1/17,,,Western,4/10/17
TA000241335,DIZON LLC,"353 Sacramento Street, 18th Floor",San Francisco,CA,94111,3/2/20,,,AEGIS,4/26/18
TA000241438,Edward Gradford  dba emusicmanager,1202 H Street Ste C,Modesto,CA,95354,5/18/18,,,WesternSurety,3/3/17
TA000241601,"CIRCLE TALENT AGENCY, LLC","5900 WILSHIRE BLVD., STE. 2200",LOS ANGELES,CA,90036,1/17/18,NY MARINE & GENERAL INSURANCE COMPANY,4/13/17,PHILADELPHIA INDEMNITY INSURANCE COMPANY,4/1/15
TA000241788,Aaron Jordan  dba SKILD,6522 Oakgrove Circle,Huntington Beach,CA,92647,8/29/17,,,Western,3/27/17
TA000241822,Stars Model Management,"23 Grant Avenue, 4th Floor",San Francisco,CA,94108,6/15/20,,,The Fidelity and Deposit Company of Maryland,9/2/11
TA000241844,S.I.INSTITUTE  dba TEAM ONE TALENT AGENCY,321 LARCHMONT BLVD.,LOS ANGELES,CA,90004,7/8/17,,,WESTERN SURETY COMPANY,3/13/17
TA000241849,SAN DIEGO MODEL MANAGEMENT TALENT AGENCY,438 CAMINO DEL RIO S. #116,SAN DIEGO,CA,92108,4/18/20,State Fund,9/5/20,Hartford Fire Insurance,5/18/06
TA000242026,"THE SARNOFF COMPANY, INC.","1600 ROSECRANS AVE., BLDG 1A, 2ND FLR, STE 203-204",MANHATTAN BEACH,CA,90266,3/19/20,,,The Hartford Fire Insurance,3/25/19
TA000242127,MARY ELIZABETH DANGERFIELD  dba DANGERFIELD TALENT,13500 VENTURA BLVD.,SHERMAN OAKS,CA,91423,5/21/20,,,The Gray Casualty & Surety Company,4/27/18
TA000242135,Claudia Sobreira DiVito  dba DUNA PRODUCTIONS AND ,9933 Wells Rd.,Malibu,CA,90265,8/22/17,,,Hartford Fire,3/6/17
TA000242336,"SHORTLIST MODEL AND TALENT AGENCY, LLC","100 SHORELINE HIGHWAY, BUILDING B, SUITE 100",MILL VALLEY,CA,94941,2/23/20,,,WesternSurety,3/27/17
TA000242490,KIRA PULLEN  dba UNLIMITED POSSIBILITIES MUSIC & T,"9350 MOONBEAM AVE., #5",PANORAMA CITY,CA,91402,9/7/17,,,WESTERN SURETY COMPANY,2/1/17
TA000242523,"AMERICAN MODELS & ACTORS, LLC","2900 SOUTH HARBOR BLVD., #230",SANTA ANA,CA,92704,6/2/20,,,The Gray Casualty & Surety Company,3/16/18
TA000242756,"25 LIVE, LLC",25 MUSIC SQUARE WEST,NASHVILLE,TN,37203,12/8/20,Twin City Fir,3/1/20,SureTec Insurance Company,1/8/17
TA000242798,SHINN ENTERTAINMENT CORPORATION  dba INTERNATIONAL,191 E CITY PLACE DR.,SANTA ANA,CO,92705,12/22/17,,,GREAT AMERICAN INSURANCE COMPANY,4/6/15
TA000242859,THE LIONS MODEL MANAGEMENT LLC,9130 WEST SUNSET BLVD.,LOS ANGELES,CA,90069,3/14/20,American Home Asurance Co.,7/1/20,American Contractors Indemnity Company,3/28/17
TA000243173,"BRAND MODEL & TALENT AGENCY, INC.",601 N. Baker Street,Santa Ana,CA,92703,4/9/19,State Comp,4/27/19,Surety1,2/10/18
TA000243375,Annette Van Duren,3810 Wilshire Boulevard #1906,Los Angeles,CA,90010,5/13/20,,,City National Bank,6/10/05
TA000243474,"The Library Agency, LLC","5900 Sepulveda Boulevard, #580",Sherman Oaks,CA,91411,3/16/20,State Fund,8/25/19,ACIC,6/28/19
TA000243651,Lips LLC,"6417 Selma Ave, 2nd Floor",Los Angeles,CA,90028,4/17/18,Fabricant,5/30/18,Hartford,5/18/17
TA000243920,PRINCIPAL ENTERTAINMENT LOS ANGELES LLC,"9255 W. SUNSET BLVD., #500",LOS ANGELES,CA,90069,3/18/20,Paychex,5/1/19,Tokio Marine,1/22/19
TA000244019,Rashon Velmont  dba VELMONT TALENT AGENCY,"305 E 9th St., #300",Los Angeles,CA,90015,11/16/20,,,The Hartford,4/21/18
TA000244243,"DISRUPT THE GAME, LLC",332 S. PECK DR.,BEVERLY HILLS,CA,90212,3/28/20,,,NFP Property,6/5/13
TA000244273,"PRODUCTIONS PLUS, INC.  dba PRODUCTIONS PLUS - THE","909 ELECTRIC AVE., STE. 204 & 205",SEAL BEACH,CA,90740,1/14/20,,,Western Surety Company,10/19/06
TA000244607,MARTONE MGMT INC,3324 1/2 Bellevue Ave,Los Angeles,CA,90026,1/19/20,,,Surety1,2/1/18
TA000244889,Grace Marian Chan  dba Grace Model Management,12400 Ventura Blvd #421,Studio City,CA,91401,5/3/20,,,Intl Sureties,7/29/18
TA000244943,Unbreakable Talent Inc.,"1111 S. Victory Blvd., Ste. 252",Burbank,CA,91502,5/27/18,,,AEGIS,5/5/17
