"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","INCOMEINEQ","S80S20","RT","A","2018",5.6,
"AUT","INCOMEINEQ","S80S20","RT","A","2007",4.4,
"AUT","INCOMEINEQ","S80S20","RT","A","2008",4.3,
"AUT","INCOMEINEQ","S80S20","RT","A","2009",4.5,
"AUT","INCOMEINEQ","S80S20","RT","A","2010",4.3,
"AUT","INCOMEINEQ","S80S20","RT","A","2011",4.3,
"AUT","INCOMEINEQ","S80S20","RT","A","2012",4.3,
"AUT","INCOMEINEQ","S80S20","RT","A","2013",4.2,
"AUT","INCOMEINEQ","S80S20","RT","A","2014",4.1,
"AUT","INCOMEINEQ","S80S20","RT","A","2015",4.2,
"AUT","INCOMEINEQ","S80S20","RT","A","2016",4.5,
"AUT","INCOMEINEQ","S80S20","RT","A","2017",4.2,
"AUT","INCOMEINEQ","S80S20","RT","A","2018",4.3,
"AUT","INCOMEINEQ","S80S20","RT","A","2019",4.2,
"BEL","INCOMEINEQ","S80S20","RT","A","2018",3.8,
"BEL","INCOMEINEQ","S80S20","RT","A","2019",3.8,
"CAN","INCOMEINEQ","S80S20","RT","A","1976",5.1,
"CAN","INCOMEINEQ","S80S20","RT","A","1977",4.9,
"CAN","INCOMEINEQ","S80S20","RT","A","1978",4.9,
"CAN","INCOMEINEQ","S80S20","RT","A","1979",4.8,
"CAN","INCOMEINEQ","S80S20","RT","A","1980",4.8,
"CAN","INCOMEINEQ","S80S20","RT","A","1981",4.7,
"CAN","INCOMEINEQ","S80S20","RT","A","1982",4.8,
"CAN","INCOMEINEQ","S80S20","RT","A","1983",4.9,
"CAN","INCOMEINEQ","S80S20","RT","A","1984",5,
"CAN","INCOMEINEQ","S80S20","RT","A","1985",4.8,
"CAN","INCOMEINEQ","S80S20","RT","A","1986",4.7,
"CAN","INCOMEINEQ","S80S20","RT","A","1987",4.7,
"CAN","INCOMEINEQ","S80S20","RT","A","1988",4.5,
"CAN","INCOMEINEQ","S80S20","RT","A","1989",4.5,
"CAN","INCOMEINEQ","S80S20","RT","A","1990",4.6,
"CAN","INCOMEINEQ","S80S20","RT","A","1991",4.8,
"CAN","INCOMEINEQ","S80S20","RT","A","1992",4.8,
"CAN","INCOMEINEQ","S80S20","RT","A","1993",4.6,
"CAN","INCOMEINEQ","S80S20","RT","A","1994",4.7,
"CAN","INCOMEINEQ","S80S20","RT","A","1995",4.7,
"CAN","INCOMEINEQ","S80S20","RT","A","1996",4.9,
"CAN","INCOMEINEQ","S80S20","RT","A","1997",5,
"CAN","INCOMEINEQ","S80S20","RT","A","1998",5.1,
"CAN","INCOMEINEQ","S80S20","RT","A","1999",5,
"CAN","INCOMEINEQ","S80S20","RT","A","2000",5.2,
"CAN","INCOMEINEQ","S80S20","RT","A","2001",5.2,
"CAN","INCOMEINEQ","S80S20","RT","A","2002",5.2,
"CAN","INCOMEINEQ","S80S20","RT","A","2003",5.2,
"CAN","INCOMEINEQ","S80S20","RT","A","2004",5.4,
"CAN","INCOMEINEQ","S80S20","RT","A","2005",5.2,
"CAN","INCOMEINEQ","S80S20","RT","A","2006",5.3,
"CAN","INCOMEINEQ","S80S20","RT","A","2007",5.3,
"CAN","INCOMEINEQ","S80S20","RT","A","2008",5.3,
"CAN","INCOMEINEQ","S80S20","RT","A","2009",5.3,
"CAN","INCOMEINEQ","S80S20","RT","A","2010",5.3,
"CAN","INCOMEINEQ","S80S20","RT","A","2011",5.2,
"CAN","INCOMEINEQ","S80S20","RT","A","2012",5.3,
"CAN","INCOMEINEQ","S80S20","RT","A","2013",5.5,
"CAN","INCOMEINEQ","S80S20","RT","A","2014",5.2,
"CAN","INCOMEINEQ","S80S20","RT","A","2015",5.5,
"CAN","INCOMEINEQ","S80S20","RT","A","2016",5.1,
"CAN","INCOMEINEQ","S80S20","RT","A","2017",5.1,
"CAN","INCOMEINEQ","S80S20","RT","A","2018",4.9,
"CAN","INCOMEINEQ","S80S20","RT","A","2019",4.9,
"CZE","INCOMEINEQ","S80S20","RT","A","2004",3.8,
"CZE","INCOMEINEQ","S80S20","RT","A","2005",3.7,
"CZE","INCOMEINEQ","S80S20","RT","A","2006",3.7,
"CZE","INCOMEINEQ","S80S20","RT","A","2007",3.6,
"CZE","INCOMEINEQ","S80S20","RT","A","2008",3.6,
"CZE","INCOMEINEQ","S80S20","RT","A","2009",3.6,
"CZE","INCOMEINEQ","S80S20","RT","A","2010",3.7,
"CZE","INCOMEINEQ","S80S20","RT","A","2011",3.7,
"CZE","INCOMEINEQ","S80S20","RT","A","2012",3.6,
"CZE","INCOMEINEQ","S80S20","RT","A","2013",3.7,
"CZE","INCOMEINEQ","S80S20","RT","A","2014",3.6,
"CZE","INCOMEINEQ","S80S20","RT","A","2015",3.7,
"CZE","INCOMEINEQ","S80S20","RT","A","2016",3.6,
"CZE","INCOMEINEQ","S80S20","RT","A","2017",3.5,
"CZE","INCOMEINEQ","S80S20","RT","A","2018",3.5,
"CZE","INCOMEINEQ","S80S20","RT","A","2019",3.5,
"DNK","INCOMEINEQ","S80S20","RT","A","2011",3.6,
"DNK","INCOMEINEQ","S80S20","RT","A","2012",3.5,
"DNK","INCOMEINEQ","S80S20","RT","A","2013",3.6,
"DNK","INCOMEINEQ","S80S20","RT","A","2014",3.6,
"DNK","INCOMEINEQ","S80S20","RT","A","2015",3.7,
"DNK","INCOMEINEQ","S80S20","RT","A","2016",3.7,
"DNK","INCOMEINEQ","S80S20","RT","A","2017",3.8,
"DNK","INCOMEINEQ","S80S20","RT","A","2018",3.8,
"FIN","INCOMEINEQ","S80S20","RT","A","1987",2.9,
"FIN","INCOMEINEQ","S80S20","RT","A","1988",3,
"FIN","INCOMEINEQ","S80S20","RT","A","1989",3.1,
"FIN","INCOMEINEQ","S80S20","RT","A","1990",3,
"FIN","INCOMEINEQ","S80S20","RT","A","1991",3,
"FIN","INCOMEINEQ","S80S20","RT","A","1992",3,
"FIN","INCOMEINEQ","S80S20","RT","A","1993",3,
"FIN","INCOMEINEQ","S80S20","RT","A","1994",3,
"FIN","INCOMEINEQ","S80S20","RT","A","1995",3,
"FIN","INCOMEINEQ","S80S20","RT","A","1996",3.1,
"FIN","INCOMEINEQ","S80S20","RT","A","1997",3.3,
"FIN","INCOMEINEQ","S80S20","RT","A","1998",3.4,
"FIN","INCOMEINEQ","S80S20","RT","A","1999",3.5,
"FIN","INCOMEINEQ","S80S20","RT","A","2000",3.6,
"FIN","INCOMEINEQ","S80S20","RT","A","2001",3.7,
"FIN","INCOMEINEQ","S80S20","RT","A","2002",3.7,
"FIN","INCOMEINEQ","S80S20","RT","A","2003",3.7,
"FIN","INCOMEINEQ","S80S20","RT","A","2004",3.8,
"FIN","INCOMEINEQ","S80S20","RT","A","2005",3.8,
"FIN","INCOMEINEQ","S80S20","RT","A","2006",3.8,
"FIN","INCOMEINEQ","S80S20","RT","A","2007",3.9,
"FIN","INCOMEINEQ","S80S20","RT","A","2008",3.9,
"FIN","INCOMEINEQ","S80S20","RT","A","2009",3.7,
"FIN","INCOMEINEQ","S80S20","RT","A","2010",3.8,
"FIN","INCOMEINEQ","S80S20","RT","A","2011",3.8,
"FIN","INCOMEINEQ","S80S20","RT","A","2012",3.7,
"FIN","INCOMEINEQ","S80S20","RT","A","2013",3.8,
"FIN","INCOMEINEQ","S80S20","RT","A","2014",3.7,
"FIN","INCOMEINEQ","S80S20","RT","A","2015",3.7,
"FIN","INCOMEINEQ","S80S20","RT","A","2016",3.7,
"FIN","INCOMEINEQ","S80S20","RT","A","2017",3.8,
"FIN","INCOMEINEQ","S80S20","RT","A","2018",3.9,
"FRA","INCOMEINEQ","S80S20","RT","A","2012",4.6,
"FRA","INCOMEINEQ","S80S20","RT","A","2013",4.3,
"FRA","INCOMEINEQ","S80S20","RT","A","2014",4.4,
"FRA","INCOMEINEQ","S80S20","RT","A","2015",4.4,
"FRA","INCOMEINEQ","S80S20","RT","A","2016",4.3,
"FRA","INCOMEINEQ","S80S20","RT","A","2017",4.4,
"FRA","INCOMEINEQ","S80S20","RT","A","2018",4.6,
"FRA","INCOMEINEQ","S80S20","RT","A","2019",4.4,
"DEU","INCOMEINEQ","S80S20","RT","A","2008",4.3,
"DEU","INCOMEINEQ","S80S20","RT","A","2011",4.4,
"DEU","INCOMEINEQ","S80S20","RT","A","2012",4.3,
"DEU","INCOMEINEQ","S80S20","RT","A","2013",4.4,
"DEU","INCOMEINEQ","S80S20","RT","A","2014",4.4,
"DEU","INCOMEINEQ","S80S20","RT","A","2015",4.5,
"DEU","INCOMEINEQ","S80S20","RT","A","2016",4.6,
"DEU","INCOMEINEQ","S80S20","RT","A","2017",4.5,
"DEU","INCOMEINEQ","S80S20","RT","A","2018",4.4,
"GRC","INCOMEINEQ","S80S20","RT","A","2004",5.7,
"GRC","INCOMEINEQ","S80S20","RT","A","2005",5.9,
"GRC","INCOMEINEQ","S80S20","RT","A","2006",5.8,
"GRC","INCOMEINEQ","S80S20","RT","A","2007",5.6,
"GRC","INCOMEINEQ","S80S20","RT","A","2008",5.6,
"GRC","INCOMEINEQ","S80S20","RT","A","2009",5.6,
"GRC","INCOMEINEQ","S80S20","RT","A","2010",5.9,
"GRC","INCOMEINEQ","S80S20","RT","A","2011",6.2,
"GRC","INCOMEINEQ","S80S20","RT","A","2012",6.3,
"GRC","INCOMEINEQ","S80S20","RT","A","2013",6.3,
"GRC","INCOMEINEQ","S80S20","RT","A","2014",6.3,
"GRC","INCOMEINEQ","S80S20","RT","A","2015",6.4,
"GRC","INCOMEINEQ","S80S20","RT","A","2016",6,
"GRC","INCOMEINEQ","S80S20","RT","A","2017",5.4,
"GRC","INCOMEINEQ","S80S20","RT","A","2018",5,
"GRC","INCOMEINEQ","S80S20","RT","A","2019",5,
"HUN","INCOMEINEQ","S80S20","RT","A","2006",3.8,
"HUN","INCOMEINEQ","S80S20","RT","A","2007",3.7,
"HUN","INCOMEINEQ","S80S20","RT","A","2008",3.5,
"HUN","INCOMEINEQ","S80S20","RT","A","2009",3.4,
"HUN","INCOMEINEQ","S80S20","RT","A","2010",3.9,
"HUN","INCOMEINEQ","S80S20","RT","A","2011",3.9,
"HUN","INCOMEINEQ","S80S20","RT","A","2012",4.2,
"HUN","INCOMEINEQ","S80S20","RT","A","2013",4.3,
"HUN","INCOMEINEQ","S80S20","RT","A","2014",4.3,
"HUN","INCOMEINEQ","S80S20","RT","A","2015",4.3,
"HUN","INCOMEINEQ","S80S20","RT","A","2016",4.3,
"HUN","INCOMEINEQ","S80S20","RT","A","2017",4.4,
"HUN","INCOMEINEQ","S80S20","RT","A","2018",4.2,
"HUN","INCOMEINEQ","S80S20","RT","A","2019",4.4,
"ISL","INCOMEINEQ","S80S20","RT","A","2004",3.7,
"ISL","INCOMEINEQ","S80S20","RT","A","2005",4,
"ISL","INCOMEINEQ","S80S20","RT","A","2006",4.2,
"ISL","INCOMEINEQ","S80S20","RT","A","2007",4.1,
"ISL","INCOMEINEQ","S80S20","RT","A","2008",4.5,
"ISL","INCOMEINEQ","S80S20","RT","A","2009",3.8,
"ISL","INCOMEINEQ","S80S20","RT","A","2010",3.5,
"ISL","INCOMEINEQ","S80S20","RT","A","2011",3.6,
"ISL","INCOMEINEQ","S80S20","RT","A","2012",3.6,
"ISL","INCOMEINEQ","S80S20","RT","A","2013",3.4,
"ISL","INCOMEINEQ","S80S20","RT","A","2014",3.6,
"ISL","INCOMEINEQ","S80S20","RT","A","2015",3.6,
"ISL","INCOMEINEQ","S80S20","RT","A","2016",3.8,
"ISL","INCOMEINEQ","S80S20","RT","A","2017",3.5,
"IRL","INCOMEINEQ","S80S20","RT","A","2004",5.2,
"IRL","INCOMEINEQ","S80S20","RT","A","2005",5.1,
"IRL","INCOMEINEQ","S80S20","RT","A","2006",5,
"IRL","INCOMEINEQ","S80S20","RT","A","2007",4.6,
"IRL","INCOMEINEQ","S80S20","RT","A","2008",4.5,
"IRL","INCOMEINEQ","S80S20","RT","A","2009",4.9,
"IRL","INCOMEINEQ","S80S20","RT","A","2010",4.6,
"IRL","INCOMEINEQ","S80S20","RT","A","2011",4.9,
"IRL","INCOMEINEQ","S80S20","RT","A","2012",4.8,
"IRL","INCOMEINEQ","S80S20","RT","A","2013",4.9,
"IRL","INCOMEINEQ","S80S20","RT","A","2014",4.6,
"IRL","INCOMEINEQ","S80S20","RT","A","2015",4.5,
"IRL","INCOMEINEQ","S80S20","RT","A","2016",4.7,
"IRL","INCOMEINEQ","S80S20","RT","A","2017",4.4,
"IRL","INCOMEINEQ","S80S20","RT","A","2018",4.3,
"ITA","INCOMEINEQ","S80S20","RT","A","2004",5.6,
"ITA","INCOMEINEQ","S80S20","RT","A","2005",5.5,
"ITA","INCOMEINEQ","S80S20","RT","A","2006",5.5,
"ITA","INCOMEINEQ","S80S20","RT","A","2007",5.2,
"ITA","INCOMEINEQ","S80S20","RT","A","2008",5.3,
"ITA","INCOMEINEQ","S80S20","RT","A","2009",5.3,
"ITA","INCOMEINEQ","S80S20","RT","A","2010",5.8,
"ITA","INCOMEINEQ","S80S20","RT","A","2011",5.7,
"ITA","INCOMEINEQ","S80S20","RT","A","2012",5.9,
"ITA","INCOMEINEQ","S80S20","RT","A","2013",5.8,
"ITA","INCOMEINEQ","S80S20","RT","A","2014",5.9,
"ITA","INCOMEINEQ","S80S20","RT","A","2015",6.3,
"ITA","INCOMEINEQ","S80S20","RT","A","2016",5.9,
"ITA","INCOMEINEQ","S80S20","RT","A","2017",6.1,
"ITA","INCOMEINEQ","S80S20","RT","A","2018",6,
"LUX","INCOMEINEQ","S80S20","RT","A","2015",4.9,
"LUX","INCOMEINEQ","S80S20","RT","A","2016",4.9,
"LUX","INCOMEINEQ","S80S20","RT","A","2017",5.6,
"LUX","INCOMEINEQ","S80S20","RT","A","2018",5.2,
"LUX","INCOMEINEQ","S80S20","RT","A","2019",4.8,
"MEX","INCOMEINEQ","S80S20","RT","A","2012",11.5,
"MEX","INCOMEINEQ","S80S20","RT","A","2014",10.4,
"MEX","INCOMEINEQ","S80S20","RT","A","2016",10.3,
"MEX","INCOMEINEQ","S80S20","RT","A","2018",8.6,
"MEX","INCOMEINEQ","S80S20","RT","A","2020",8.9,
"NLD","INCOMEINEQ","S80S20","RT","A","2011",4.4,
"NLD","INCOMEINEQ","S80S20","RT","A","2012",4.4,
"NLD","INCOMEINEQ","S80S20","RT","A","2013",4.3,
"NLD","INCOMEINEQ","S80S20","RT","A","2014",4.6,
"NLD","INCOMEINEQ","S80S20","RT","A","2015",4.4,
"NLD","INCOMEINEQ","S80S20","RT","A","2016",4.4,
"NLD","INCOMEINEQ","S80S20","RT","A","2017",4.5,
"NLD","INCOMEINEQ","S80S20","RT","A","2018",4.4,
"NLD","INCOMEINEQ","S80S20","RT","A","2019",4.5,"P"
"NZL","INCOMEINEQ","S80S20","RT","A","2006",5.8,
"NZL","INCOMEINEQ","S80S20","RT","A","2007",5.9,
"NZL","INCOMEINEQ","S80S20","RT","A","2008",5.7,
"NZL","INCOMEINEQ","S80S20","RT","A","2009",5.8,
"NZL","INCOMEINEQ","S80S20","RT","A","2010",5.9,
"NZL","INCOMEINEQ","S80S20","RT","A","2011",5.8,
"NZL","INCOMEINEQ","S80S20","RT","A","2012",6,
"NZL","INCOMEINEQ","S80S20","RT","A","2013",6.1,
"NZL","INCOMEINEQ","S80S20","RT","A","2014",6.1,
"NZL","INCOMEINEQ","S80S20","RT","A","2015",5.6,
"NZL","INCOMEINEQ","S80S20","RT","A","2016",5.8,
"NZL","INCOMEINEQ","S80S20","RT","A","2017",6,
"NZL","INCOMEINEQ","S80S20","RT","A","2018",5.7,
"NZL","INCOMEINEQ","S80S20","RT","A","2019",5.5,
"NZL","INCOMEINEQ","S80S20","RT","A","2020",5.4,
"NOR","INCOMEINEQ","S80S20","RT","A","2004",4.1,
"NOR","INCOMEINEQ","S80S20","RT","A","2008",3.7,
"NOR","INCOMEINEQ","S80S20","RT","A","2009",3.6,
"NOR","INCOMEINEQ","S80S20","RT","A","2010",3.7,
"NOR","INCOMEINEQ","S80S20","RT","A","2011",3.7,
"NOR","INCOMEINEQ","S80S20","RT","A","2012",3.8,
"NOR","INCOMEINEQ","S80S20","RT","A","2013",3.8,
"NOR","INCOMEINEQ","S80S20","RT","A","2014",3.9,
"NOR","INCOMEINEQ","S80S20","RT","A","2015",4.1,
"NOR","INCOMEINEQ","S80S20","RT","A","2016",3.9,
"NOR","INCOMEINEQ","S80S20","RT","A","2017",4,
"NOR","INCOMEINEQ","S80S20","RT","A","2018",4,
"NOR","INCOMEINEQ","S80S20","RT","A","2019",4,
"POL","INCOMEINEQ","S80S20","RT","A","2005",5.5,
"POL","INCOMEINEQ","S80S20","RT","A","2006",5.1,
"POL","INCOMEINEQ","S80S20","RT","A","2007",5,
"POL","INCOMEINEQ","S80S20","RT","A","2008",4.8,
"POL","INCOMEINEQ","S80S20","RT","A","2009",4.8,
"POL","INCOMEINEQ","S80S20","RT","A","2010",4.8,
"POL","INCOMEINEQ","S80S20","RT","A","2011",4.7,
"POL","INCOMEINEQ","S80S20","RT","A","2012",4.7,
"POL","INCOMEINEQ","S80S20","RT","A","2013",4.7,
"POL","INCOMEINEQ","S80S20","RT","A","2014",4.7,
"POL","INCOMEINEQ","S80S20","RT","A","2015",4.6,
"POL","INCOMEINEQ","S80S20","RT","A","2016",4.4,
"POL","INCOMEINEQ","S80S20","RT","A","2017",4.2,
"POL","INCOMEINEQ","S80S20","RT","A","2018",4.3,
"PRT","INCOMEINEQ","S80S20","RT","A","2004",7.1,
"PRT","INCOMEINEQ","S80S20","RT","A","2005",6.8,
"PRT","INCOMEINEQ","S80S20","RT","A","2006",6.5,
"PRT","INCOMEINEQ","S80S20","RT","A","2007",6.3,
"PRT","INCOMEINEQ","S80S20","RT","A","2008",6,
"PRT","INCOMEINEQ","S80S20","RT","A","2009",5.6,
"PRT","INCOMEINEQ","S80S20","RT","A","2010",5.6,
"PRT","INCOMEINEQ","S80S20","RT","A","2011",5.7,
"PRT","INCOMEINEQ","S80S20","RT","A","2012",5.8,
"PRT","INCOMEINEQ","S80S20","RT","A","2013",6,
"PRT","INCOMEINEQ","S80S20","RT","A","2014",5.9,
"PRT","INCOMEINEQ","S80S20","RT","A","2015",5.7,
"PRT","INCOMEINEQ","S80S20","RT","A","2016",5.6,
"PRT","INCOMEINEQ","S80S20","RT","A","2017",5.2,
"PRT","INCOMEINEQ","S80S20","RT","A","2018",5.1,
"PRT","INCOMEINEQ","S80S20","RT","A","2019",4.9,
"SVK","INCOMEINEQ","S80S20","RT","A","2004",3.9,
"SVK","INCOMEINEQ","S80S20","RT","A","2005",4.2,
"SVK","INCOMEINEQ","S80S20","RT","A","2006",3.6,
"SVK","INCOMEINEQ","S80S20","RT","A","2007",3.6,
"SVK","INCOMEINEQ","S80S20","RT","A","2008",3.7,
"SVK","INCOMEINEQ","S80S20","RT","A","2009",4,
"SVK","INCOMEINEQ","S80S20","RT","A","2010",3.9,
"SVK","INCOMEINEQ","S80S20","RT","A","2011",3.9,
"SVK","INCOMEINEQ","S80S20","RT","A","2012",3.7,
"SVK","INCOMEINEQ","S80S20","RT","A","2013",4.1,
"SVK","INCOMEINEQ","S80S20","RT","A","2014",3.7,
"SVK","INCOMEINEQ","S80S20","RT","A","2015",3.7,
"SVK","INCOMEINEQ","S80S20","RT","A","2016",3.7,
"SVK","INCOMEINEQ","S80S20","RT","A","2017",3.2,
"SVK","INCOMEINEQ","S80S20","RT","A","2018",3.5,
"SVK","INCOMEINEQ","S80S20","RT","A","2019",3.2,"P"
"ESP","INCOMEINEQ","S80S20","RT","A","2007",5.4,
"ESP","INCOMEINEQ","S80S20","RT","A","2008",5.7,
"ESP","INCOMEINEQ","S80S20","RT","A","2009",6,
"ESP","INCOMEINEQ","S80S20","RT","A","2010",6.1,
"ESP","INCOMEINEQ","S80S20","RT","A","2011",6.3,
"ESP","INCOMEINEQ","S80S20","RT","A","2012",6.1,
"ESP","INCOMEINEQ","S80S20","RT","A","2013",6.6,
"ESP","INCOMEINEQ","S80S20","RT","A","2014",6.6,
"ESP","INCOMEINEQ","S80S20","RT","A","2015",6.5,
"ESP","INCOMEINEQ","S80S20","RT","A","2016",6.5,
"ESP","INCOMEINEQ","S80S20","RT","A","2017",6,
"ESP","INCOMEINEQ","S80S20","RT","A","2018",5.9,
"ESP","INCOMEINEQ","S80S20","RT","A","2019",5.7,
"SWE","INCOMEINEQ","S80S20","RT","A","2013",4,
"SWE","INCOMEINEQ","S80S20","RT","A","2014",4.1,
"SWE","INCOMEINEQ","S80S20","RT","A","2015",4.2,
"SWE","INCOMEINEQ","S80S20","RT","A","2016",4.2,
"SWE","INCOMEINEQ","S80S20","RT","A","2017",4.2,
"SWE","INCOMEINEQ","S80S20","RT","A","2018",4.1,
"SWE","INCOMEINEQ","S80S20","RT","A","2019",4.2,
"SWE","INCOMEINEQ","S80S20","RT","A","2020",4.2,
"CHE","INCOMEINEQ","S80S20","RT","A","2006",4.8,
"CHE","INCOMEINEQ","S80S20","RT","A","2007",4.9,
"CHE","INCOMEINEQ","S80S20","RT","A","2008",4.8,
"CHE","INCOMEINEQ","S80S20","RT","A","2009",4.6,
"CHE","INCOMEINEQ","S80S20","RT","A","2010",4.6,
"CHE","INCOMEINEQ","S80S20","RT","A","2011",4.4,
"CHE","INCOMEINEQ","S80S20","RT","A","2012",4.3,
"CHE","INCOMEINEQ","S80S20","RT","A","2013",4.4,
"CHE","INCOMEINEQ","S80S20","RT","A","2014",4.6,
"CHE","INCOMEINEQ","S80S20","RT","A","2015",4.5,
"CHE","INCOMEINEQ","S80S20","RT","A","2016",4.7,
"CHE","INCOMEINEQ","S80S20","RT","A","2017",4.6,
"CHE","INCOMEINEQ","S80S20","RT","A","2018",4.9,
"CHE","INCOMEINEQ","S80S20","RT","A","2019",5,
"TUR","INCOMEINEQ","S80S20","RT","A","2011",8,
"TUR","INCOMEINEQ","S80S20","RT","A","2012",7.7,
"TUR","INCOMEINEQ","S80S20","RT","A","2013",7.5,
"TUR","INCOMEINEQ","S80S20","RT","A","2014",7.7,
"TUR","INCOMEINEQ","S80S20","RT","A","2015",7.8,
"TUR","INCOMEINEQ","S80S20","RT","A","2017",7.7,
"TUR","INCOMEINEQ","S80S20","RT","A","2018",7.5,
"GBR","INCOMEINEQ","S80S20","RT","A","2002",6.2,
"GBR","INCOMEINEQ","S80S20","RT","A","2003",6.1,
"GBR","INCOMEINEQ","S80S20","RT","A","2004",6,
"GBR","INCOMEINEQ","S80S20","RT","A","2005",6.1,
"GBR","INCOMEINEQ","S80S20","RT","A","2006",6.4,
"GBR","INCOMEINEQ","S80S20","RT","A","2007",6.6,
"GBR","INCOMEINEQ","S80S20","RT","A","2008",6.5,
"GBR","INCOMEINEQ","S80S20","RT","A","2009",6.5,
"GBR","INCOMEINEQ","S80S20","RT","A","2010",5.9,
"GBR","INCOMEINEQ","S80S20","RT","A","2011",5.9,
"GBR","INCOMEINEQ","S80S20","RT","A","2012",5.9,
"GBR","INCOMEINEQ","S80S20","RT","A","2013",6,
"GBR","INCOMEINEQ","S80S20","RT","A","2014",6,
"GBR","INCOMEINEQ","S80S20","RT","A","2015",6.1,
"GBR","INCOMEINEQ","S80S20","RT","A","2016",6,
"GBR","INCOMEINEQ","S80S20","RT","A","2017",6.2,
"GBR","INCOMEINEQ","S80S20","RT","A","2018",6.5,
"GBR","INCOMEINEQ","S80S20","RT","A","2019",6.5,
"USA","INCOMEINEQ","S80S20","RT","A","2013",8.6,
"USA","INCOMEINEQ","S80S20","RT","A","2014",8.7,
"USA","INCOMEINEQ","S80S20","RT","A","2015",8.3,
"USA","INCOMEINEQ","S80S20","RT","A","2016",8.5,
"USA","INCOMEINEQ","S80S20","RT","A","2017",8.4,
"USA","INCOMEINEQ","S80S20","RT","A","2018",8.4,
"USA","INCOMEINEQ","S80S20","RT","A","2019",8.4,
"EST","INCOMEINEQ","S80S20","RT","A","2013",6.5,
"EST","INCOMEINEQ","S80S20","RT","A","2014",6.2,
"EST","INCOMEINEQ","S80S20","RT","A","2015",5.8,
"EST","INCOMEINEQ","S80S20","RT","A","2016",5.4,
"EST","INCOMEINEQ","S80S20","RT","A","2017",5.2,
"EST","INCOMEINEQ","S80S20","RT","A","2018",5.2,
"EST","INCOMEINEQ","S80S20","RT","A","2019",5.1,
"ISR","INCOMEINEQ","S80S20","RT","A","2011",7.3,
"ISR","INCOMEINEQ","S80S20","RT","A","2012",7.5,
"ISR","INCOMEINEQ","S80S20","RT","A","2013",7.6,
"ISR","INCOMEINEQ","S80S20","RT","A","2014",7.4,
"ISR","INCOMEINEQ","S80S20","RT","A","2015",7.1,
"ISR","INCOMEINEQ","S80S20","RT","A","2016",6.5,
"ISR","INCOMEINEQ","S80S20","RT","A","2017",6.5,
"ISR","INCOMEINEQ","S80S20","RT","A","2018",6.5,
"ISR","INCOMEINEQ","S80S20","RT","A","2019",6.4,
"SVN","INCOMEINEQ","S80S20","RT","A","2004",3.5,
"SVN","INCOMEINEQ","S80S20","RT","A","2005",3.5,
"SVN","INCOMEINEQ","S80S20","RT","A","2006",3.4,
"SVN","INCOMEINEQ","S80S20","RT","A","2007",3.5,
"SVN","INCOMEINEQ","S80S20","RT","A","2008",3.4,
"SVN","INCOMEINEQ","S80S20","RT","A","2009",3.6,
"SVN","INCOMEINEQ","S80S20","RT","A","2010",3.6,
"SVN","INCOMEINEQ","S80S20","RT","A","2011",3.6,
"SVN","INCOMEINEQ","S80S20","RT","A","2012",3.7,
"SVN","INCOMEINEQ","S80S20","RT","A","2013",3.8,
"SVN","INCOMEINEQ","S80S20","RT","A","2014",3.7,
"SVN","INCOMEINEQ","S80S20","RT","A","2015",3.7,
"SVN","INCOMEINEQ","S80S20","RT","A","2016",3.6,
"SVN","INCOMEINEQ","S80S20","RT","A","2017",3.6,
"SVN","INCOMEINEQ","S80S20","RT","A","2018",3.6,
"SVN","INCOMEINEQ","S80S20","RT","A","2019",3.5,
"LVA","INCOMEINEQ","GINI","INEQ","A","2004",0.364,
"LVA","INCOMEINEQ","GINI","INEQ","A","2005",0.391,
"LVA","INCOMEINEQ","GINI","INEQ","A","2006",0.35,
"LVA","INCOMEINEQ","GINI","INEQ","A","2007",0.375,
"LVA","INCOMEINEQ","GINI","INEQ","A","2008",0.375,
"LVA","INCOMEINEQ","GINI","INEQ","A","2009",0.354,
"LVA","INCOMEINEQ","GINI","INEQ","A","2010",0.346,
"LVA","INCOMEINEQ","GINI","INEQ","A","2011",0.351,
"LVA","INCOMEINEQ","GINI","INEQ","A","2012",0.346,
"LVA","INCOMEINEQ","GINI","INEQ","A","2013",0.351,
"LVA","INCOMEINEQ","GINI","INEQ","A","2014",0.349,
"LVA","INCOMEINEQ","GINI","INEQ","A","2015",0.346,
"LVA","INCOMEINEQ","GINI","INEQ","A","2016",0.346,
"LVA","INCOMEINEQ","GINI","INEQ","A","2017",0.355,
"LVA","INCOMEINEQ","GINI","INEQ","A","2018",0.351,
"LVA","INCOMEINEQ","GINI","INEQ","A","2019",0.344,"P"
"LVA","INCOMEINEQ","GINI","INEQ","A","2020",0.355,"P"
"JPN","INCOMEINEQ","S80S20","RT","A","2018",6.2,
"KOR","INCOMEINEQ","S80S20","RT","A","2011",8.3,
"KOR","INCOMEINEQ","S80S20","RT","A","2012",8.1,
"KOR","INCOMEINEQ","S80S20","RT","A","2013",7.7,
"KOR","INCOMEINEQ","S80S20","RT","A","2014",7.4,
"KOR","INCOMEINEQ","S80S20","RT","A","2015",6.9,
"KOR","INCOMEINEQ","S80S20","RT","A","2016",7,
"KOR","INCOMEINEQ","S80S20","RT","A","2017",7,
