date,date_entered_updated,launch_timeutc,missile_name,missile_type,facility_name,facility_location,facility_latitude,facility_longitude,landing_location,test_outcome,additional_information,source(s),distance_miles,apogee_miles,geometry
2009-07-05,2017-01-05,,Scud-C,SRBM,Kittaeryong Missile Base,"Kittae Pass, Kangwon Province, (North Korea)",38.99083,127.6236,Sea of Japan or East Sea,Success,,http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201308080714559090.pdf; http://english.hani.co.kr/arti/english_edition/e_northkorea/364175.html; http://koreajoongangdaily.joins.com/news/article/article.aspx?aid=2907043; http://www.washingtonpost.com/wp-dyn/content/article/2009/07/04/AR2009070400061.html,,,POINT (127.6236 38.99083)
2009-07-05,2017-01-05,,Scud-C,SRBM,Kittaeryong Missile Base,"Kittae Pass, Kangwon Province, (North Korea)",38.99083,127.6236,Sea of Japan or East Sea,Success,,http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201308080714559090.pdf; http://english.hani.co.kr/arti/english_edition/e_northkorea/364175.html; http://koreajoongangdaily.joins.com/news/article/article.aspx?aid=2907043; http://www.washingtonpost.com/wp-dyn/content/article/2009/07/04/AR2009070400061.html,,,POINT (127.6236 38.99083)
2009-07-05,2017-01-05,,Nodong,MRBM,Kittaeryong Missile Base,"Kittae Pass, Kangwon Province, (North Korea)",38.99083,127.6236,Sea of Japan or East Sea,Success,,http://www.astronautix.com/g/gitdaeryung.html; http://www.nti.org/media/pdfs/north_korea_missile_2.pdf?_=1327534760; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201308080714559090.pdf; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201308080714559090.pdf,,93.0,POINT (127.6236 38.99083)
2009-07-05,2017-01-05,,Scud-C,SRBM,Kittaeryong Missile Base,"Kittae Pass, Kangwon Province, (North Korea)",38.99083,127.6236,Sea of Japan or East Sea,Success,,http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201308080714559090.pdf; http://english.hani.co.kr/arti/english_edition/e_northkorea/364175.html; http://koreajoongangdaily.joins.com/news/article/article.aspx?aid=2907043; http://www.washingtonpost.com/wp-dyn/content/article/2009/07/04/AR2009070400061.html,,,POINT (127.6236 38.99083)
2009-07-05,2017-01-05,,Scud-C,SRBM,Kittaeryong Missile Base,"Kittae Pass, Kangwon Province, (North Korea)",38.99083,127.6236,Sea of Japan or East Sea,Success,,http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201308080714559090.pdf; http://english.hani.co.kr/arti/english_edition/e_northkorea/364175.html; http://koreajoongangdaily.joins.com/news/article/article.aspx?aid=2907043; http://www.washingtonpost.com/wp-dyn/content/article/2009/07/04/AR2009070400061.html,,,POINT (127.6236 38.99083)
2009-07-05,2017-01-05,,Nodong,MRBM,Kittaeryong Missile Base,"Kittae Pass, Kangwon Province, (North Korea)",38.99083,127.6236,Sea of Japan or East Sea,Success,,http://www.astronautix.com/g/gitdaeryung.html; http://www.nti.org/media/pdfs/north_korea_missile_2.pdf?_=1327534760; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201308080714559090.pdf; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201308080714559090.pdf,,93.0,POINT (127.6236 38.99083)
2009-04-05,2017-01-05,,Unha,SLV,Tonghae Satellite Launching Ground,"Hwadae County, North Hamgyong Province",40.8499966,129.666664,Pacific Ocean,Failure,"Also refered to by the name of the satellite payload (Kwangmyongsong 2). Prior to the launch, North Korea announced it had signed the Outer Space Treaty and that the satellite was a peaceful satellite launch. The first stage of the missile landed in the Sea of Japan, about 270 km west of Japan. The missile suffered a critical failure during the second or third stage and exploded. The remains of the missile landed in the Pacific Ocean",http://www.nytimes.com/2009/04/06/world/asia/06korea.html?pagewanted=all; http://www.nytimes.com/2009/04/05/world/asia/05korea.html?_r=0; http://www.astronautix.com/k/koreanorth.html; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201308080714559090.pdf,,,POINT (129.666664 40.8499966)
2006-07-05,2017-01-05,,Nodong,MRBM,Kittaeryong Missile Base,"Kittae Pass, Kangwon Province, (North Korea)",38.99083,127.6236,Sea of Japan or East Sea,Success,,http://www.nti.org/media/pdfs/north_korea_missile_2.pdf?_=1327534760; https://en.wikipedia.org/wiki/2006_North_Korean_missile_test; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201308080714559090.pdf; http://www.globalsecurity.org/wmd/world/dprk/td-2-flighttest.htm,,93.0,POINT (127.6236 38.99083)
2006-07-05,2017-01-05,,Nodong,MRBM,Kittaeryong Missile Base,"Kittae Pass, Kangwon Province, (North Korea)",38.99083,127.6236,Sea of Japan or East Sea,Success,,http://www.nti.org/media/pdfs/north_korea_missile_2.pdf?_=1327534760; https://en.wikipedia.org/wiki/2006_North_Korean_missile_test; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201308080714559090.pdf; http://www.globalsecurity.org/wmd/world/dprk/td-2-flighttest.htm,,93.0,POINT (127.6236 38.99083)
2006-07-05,2017-01-05,,Scud-C,SRBM,Kittaeryong Missile Base,"Kittae Pass, Kangwon Province, (North Korea)",38.99083,127.6236,Sea of Japan or East Sea,Success,,http://www.nti.org/media/pdfs/north_korea_missile_2.pdf?_=1327534760; https://en.wikipedia.org/wiki/2006_North_Korean_missile_test; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201308080714559090.pdf; http://www.globalsecurity.org/wmd/world/dprk/td-2-flighttest.htm,,93.0,POINT (127.6236 38.99083)
2006-07-05,2017-01-05,,Nodong,MRBM,Kittaeryong Missile Base,"Kittae Pass, Kangwon Province, (North Korea)",38.99083,127.6236,Sea of Japan or East Sea,Success,,http://www.nti.org/media/pdfs/north_korea_missile_2.pdf?_=1327534760; https://en.wikipedia.org/wiki/2006_North_Korean_missile_test; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201308080714559090.pdf; http://www.globalsecurity.org/wmd/world/dprk/td-2-flighttest.htm,,93.0,POINT (127.6236 38.99083)
2006-07-05,2017-01-05,,Scud-C,SRBM,Kittaeryong Missile Base,"Kittae Pass, Kangwon Province, (North Korea)",38.99083,127.6236,Sea of Japan or East Sea,Success,,http://www.nti.org/media/pdfs/north_korea_missile_2.pdf?_=1327534760; https://en.wikipedia.org/wiki/2006_North_Korean_missile_test; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201308080714559090.pdf; http://www.globalsecurity.org/wmd/world/dprk/td-2-flighttest.htm,,93.0,POINT (127.6236 38.99083)
2006-07-05,2017-01-05,,Unha,SLV,Tonghae Satellite Launching Ground,"Hwadae County, North Hamgyong Province",40.8499966,129.666664,Sea of Japan or East Sea,Failure,"This test failed 42 seconds into launch. Its debris impacted somewhere west of Japan though it was on a trajectory to overfly it. North Korea kicked off the end of the missile test moratorium with a test that looks almost identical to the test that led to negotiating it in the first place (this probably was not a coincidence). Furthermore, the test occurred on the 4th of July (in the US). North Korea did the same thing in 2009 with a series of tests and in 2017 with its first ICBM test.",http://www.nti.org/media/pdfs/north_korea_missile_2.pdf?_=1327534760; https://en.wikipedia.org/wiki/2006_North_Korean_missile_test; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201308080714559090.pdf; http://www.globalsecurity.org/wmd/world/dprk/td-2-flighttest.htm,,25.0,POINT (129.666664 40.8499966)
2006-07-05,2017-01-05,,Nodong,MRBM,Kittaeryong Missile Base,"Kittae Pass, Kangwon Province, (North Korea)",38.99083,127.6236,Sea of Japan or East Sea,Success,"There is a considerable amount of disagreement concerning the types and numbers of missiles launched on July 5, 2006. Russia, for instance, claims they tracked 10 missile launches. This database only records 7 missiles launched that day. The types of missiles listed here is also debated. The Nodongs could very well have actually been Scuds and vice versa. ",http://www.nti.org/media/pdfs/north_korea_missile_2.pdf?_=1327534760; https://en.wikipedia.org/wiki/2006_North_Korean_missile_test; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201308080714559090.pdf; http://www.globalsecurity.org/wmd/world/dprk/td-2-flighttest.htm,,93.0,POINT (127.6236 38.99083)
1998-08-31,2016-12-23,,Taepodong-1,SLV,Tonghae Satellite Launching Ground,"Hwadae County, North Hamgyong Province",40.8499966,129.666664,330km east of Hachinohe and 4000 km out into Pacific Ocean,Failure,"This is one of the most significant missile tests carried out by North Korea. The test was the first known test carried out during Kim Jong Il's reign, it was North Korea's first known attempt at a multi-stage rocket, and it was the first North Korean missile test to overfly Japan. Overflying Japan produced a significant diplomatic outcry. This rocket however managed to make it out over the Pacific Ocean before spectacularly exploding at some point during its third stage. Parts of it are believed to have travelled about 4000 km before splashing into the ocean. However, North Korea reported it had successfully inserted a satellite into orbit on September 14, a few days after the launch. Pictures of the satellite were distributed to foreign media and the satellite pictured looked almost identical to the first Chinese satellite put into orbit (which itself looked very similar to the US Telstar). Despite these pictures and subsequent information about the satellite, no one was able to detect the satellite in orbit. Despite the failure, this test had significant consequences. It led to negotiations between the US and North Korea that resulted in a missile testing moratorium that lasted until 2006. It also probably served as a jump start to the US's ballistic missile defense systems. The overflight of Japan caused significant enough diplomatic trouble that North Korea began construction of Sohae on the opposite shore of North Korea. Since finishing construction in 2012, DPRK satellite launch attempts have been out Sohae and have been on trajectories which do not overfly Japan.","http://www.astronautix.com/g/gitdaeryung.html; http://www.nytimes.com/1998/09/01/world/north-korea-fires-missile-over-japanese-territory.htmlhttp://www.nti.org/media/pdfs/north_korea_missile_2.pdf?_=1327534760; Joseph S. Bermudez, ""A History of Ballistic Missile Development in the DPRK"", Occasional Paper No. 2. Center for Nonproliferation Studies, November 1999",858.0,,POINT (129.666664 40.8499966)
1993-05-30,2016-12-23,,Scud-C,SRBM,Tonghae Satellite Launching Ground,"Hwadae County, North Hamgyong Province",40.8499966,129.666664,Sea of Japan or East Sea,Success,"A lot about the May 29-30 test is unknown. Even the type and number of missiles tested is unclear. Given that a number of Pakistania and Iranian observers are believed to have been present for the test, it appears one purpose of this test was to attract foreign buyers and interest in North Korea's missiles. It is unclear which missile among these tests was the Nodong. It may have been the first of the 4, the last, or any of the ones in the middle. The tests began late on May 29 and continued overnight and into the following day as well. Also, this appears to be the first successful flight test of the Nodong.","http://www.astronautix.com/g/gitdaeryung.html; http://www.nytimes.com/1993/06/13/world/missile-is-tested-by-north-koreans.html; http://www.nti.org/media/pdfs/north_korea_missile_2.pdf?_=1327534760; Joseph S. Bermudez, ""A History of Ballistic Missile Development in the DPRK"", Occasional Paper No. 2. Center for Nonproliferation Studies, November 1999",,124.0,POINT (129.666664 40.8499966)
1993-05-29,2016-12-23,,Scud-C,SRBM,Tonghae Satellite Launching Ground,"Hwadae County, North Hamgyong Province",40.8499966,129.666664,Sea of Japan or East Sea,Success,"A lot about the May 29-30 test is unknown. Even the type and number of missiles tested is unclear. Given that a number of Pakistania and Iranian observers are believed to have been present for the test, it appears one purpose of this test was to attract foreign buyers and interest in North Korea's missiles. It is unclear which missile among these tests was the Nodong. It may have been the first of the 4, the last, or any of the ones in the middle. The tests began late on May 29 and continued overnight and into the following day as well. Also, this appears to be the first successful flight test of the Nodong.","http://www.astronautix.com/g/gitdaeryung.html; http://www.nytimes.com/1993/06/13/world/missile-is-tested-by-north-koreans.html; http://www.nti.org/media/pdfs/north_korea_missile_2.pdf?_=1327534760; Joseph S. Bermudez, ""A History of Ballistic Missile Development in the DPRK"", Occasional Paper No. 2. Center for Nonproliferation Studies, November 1999",,124.0,POINT (129.666664 40.8499966)
1993-05-29,2016-12-23,,Scud-C,SRBM,Tonghae Satellite Launching Ground,"Hwadae County, North Hamgyong Province",40.8499966,129.666664,Sea of Japan or East Sea,,"A lot about the May 29-30 test is unknown. Even the type and number of missiles tested is unclear. Given that a number of Pakistania and Iranian observers are believed to have been present for the test, it appears one purpose of this test was to attract foreign buyers and interest in North Korea's missiles. It is unclear which missile among these tests was the Nodong. It may have been the first of the 4, the last, or any of the ones in the middle. The tests began late on May 29 and continued overnight and into the following day as well. Also, this appears to be the first successful flight test of the Nodong.","http://www.astronautix.com/g/gitdaeryung.html; http://www.nytimes.com/1993/06/13/world/missile-is-tested-by-north-koreans.html; http://www.nti.org/media/pdfs/north_korea_missile_2.pdf?_=1327534760; Joseph S. Bermudez, ""A History of Ballistic Missile Development in the DPRK"", Occasional Paper No. 2. Center for Nonproliferation Studies, November 1999",,124.0,POINT (129.666664 40.8499966)
1993-05-29,2016-12-23,,Nodong,MRBM,Tonghae Satellite Launching Ground,"Hwadae County, North Hamgyong Province",40.8499966,129.666664,Sea of Japan or East Sea,Success,"A lot about the May 29-30 test is unknown. Even the type and number of missiles tested is unclear. Given that a number of Pakistania and Iranian observers are believed to have been present for the test, it appears one purpose of this test was to attract foreign buyers and interest in North Korea's missiles. It is unclear which missile among these tests was the Nodong. It may have been the first of the 4, the last, or any of the ones in the middle. The tests began late on May 29 and continued overnight and into the following day as well. Also, this appears to be the first successful flight test of the Nodong.","http://www.nti.org/media/pdfs/north_korea_missile_2.pdf?_=1327534760; Joseph S. Bermudez, ""A History of Ballistic Missile Development in the DPRK"", Occasional Paper No. 2. Center for Nonproliferation Studies, November 1999",311.0,93.0,POINT (129.666664 40.8499966)
1992-06-01,2016-12-23,,Nodong,MRBM,Tonghae Satellite Launching Ground,"Hwadae County, North Hamgyong Province",40.8499966,129.666664,,Failure,Japanese military sources reported this test. There is little information on it and it is likely that the missile failed early in flight.,"http://www.astronautix.com/g/gitdaeryung.html; http://www.nti.org/media/pdfs/north_korea_missile_2.pdf?_=1327534760; Joseph S. Bermudez, ""A History of Ballistic Missile Development in the DPRK"", Occasional Paper No. 2. Center for Nonproliferation Studies, November 1999; ",,0.0,POINT (129.666664 40.8499966)
1991-07-01,2016-12-23,,Scud-C,SRBM,Chihari Missile Base,"Chiha-ri , Kangwon Province, (North Korea)",38.62333,126.6847,Sea of Japan or East Sea,Success,"Bermudez places this test as being launched from a DPRK produced TEL in the Kangwon-do Province. This location is a known missile base near the DMZ which could be the location. As far as sources indicate, this was the only missile flight test to occur in this location.","http://www.astronautix.com/k/koreanorth.html; Jane's Intelligence Review. ""An Analysis of North Korean Ballistic Missile Testing"". January 4, 1995; Joseph S. Bermudez, ""A History of Ballistic Missile Development in the DPRK"", Occasional Paper No. 2. Center for Nonproliferation Studies, November 1999; ",,,POINT (126.6847 38.62333)
1990-06-01,2016-12-23,,Scud-C,SRBM,Tonghae Satellite Launching Ground,"Hwadae County, North Hamgyong Province",40.8499966,129.666664,Sea of Japan or East Sea,Success,"This was the first known test of the Scud-C by North Korea. The Scud-C, aka Hwasong-6, is believed to be the result of reverse engineering and then improving on the design of the Soviet R-17E (aka the Scud-B). ","http://www.nti.org/media/pdfs/north_korea_missile_2.pdf?_=1327534760; Joseph S. Bermudez, ""A History of Ballistic Missile Development in the DPRK"", Occasional Paper No. 2. Center for Nonproliferation Studies, November 1999",,124.0,POINT (129.666664 40.8499966)
1990-05-01,2016-12-23,,Nodong,MRBM,Tonghae Satellite Launching Ground,"Hwadae County, North Hamgyong Province",40.8499966,129.666664,,Failure,"US intelligence observed this missile on the launchpad. The following day, photographs revealed large burn marks leading many to believe the missile suffered a catastrophic failure on launch. No launch was detected by others so its likely this failure occured very early into the test. This test is believed to be the earliest test of a Nodong.","http://www.astronautix.com/g/gitdaeryung.html; http://www.nti.org/media/pdfs/north_korea_missile_2.pdf?_=1327534760; http://www.straitstimes.com/asia/east-asia/a-timeline-of-north-koreas-development-of-missiles-and-nuclear-weapons; Joseph S. Bermudez, ""A History of Ballistic Missile Development in the DPRK"", Occasional Paper No. 2. Center for Nonproliferation Studies, November 1999",,93.0,POINT (129.666664 40.8499966)
1986-05-01,2016-12-23,,,,Tonghae Satellite Launching Ground,"Hwadae County, North Hamgyong Province",40.8499966,129.666664,,,"This entry comes from reports of the South Korea Defense Minister Lee Ki-Baek who stated that the DPRK had conducted a secret test of a ""long-range guided missile"". It is likely this would have been the Scud-B but it's also possible it was a Scud-C the North was developing or even some sort of artillery missile system. There are exceptionally limited reports about this test and it's almost as likely there never was one at all.","http://www.nti.org/media/pdfs/north_korea_missile_2.pdf?_=1327534760; Joseph S. Bermudez, ""A History of Ballistic Missile Development in the DPRK"", Occasional Paper No. 2. Center for Nonproliferation Studies, November 1999",,,POINT (129.666664 40.8499966)
1984-09-01,2016-12-23,,Scud-B,SRBM,Tonghae Satellite Launching Ground,"Hwadae County, North Hamgyong Province",40.8499966,129.666664,,Failure,,"http://www.astronautix.com/g/gitdaeryung.html; http://www.nti.org/media/pdfs/north_korea_missile_2.pdf?_=1327534760; Joseph S. Bermudez, ""A History of Ballistic Missile Development in the DPRK"", Occasional Paper No. 2. Center for Nonproliferation Studies, November 1999",,124.0,POINT (129.666664 40.8499966)
1984-09-01,2016-12-23,,Scud-B,SRBM,Tonghae Satellite Launching Ground,"Hwadae County, North Hamgyong Province",40.8499966,129.666664,,Failure,,"Joseph S. Bermudez, ""A History of Ballistic Missile Development in the DPRK"", Occasional Paper No. 2. Center for Nonproliferation Studies, November 1999",,,POINT (129.666664 40.8499966)
1984-09-01,2016-12-23,,Scud-B,SRBM,Tonghae Satellite Launching Ground,"Hwadae County, North Hamgyong Province",40.8499966,129.666664,,Failure,,"http://www.astronautix.com/g/gitdaeryung.html; http://www.nti.org/media/pdfs/north_korea_missile_2.pdf?_=1327534760; Joseph S. Bermudez, ""A History of Ballistic Missile Development in the DPRK"", Occasional Paper No. 2. Center for Nonproliferation Studies, November 1999",,124.0,POINT (129.666664 40.8499966)
1984-04-09,2016-12-23,,Scud-B,SRBM,Tonghae Satellite Launching Ground,"Hwadae County, North Hamgyong Province",40.8499966,129.666664,,Success,,"http://www.astronautix.com/g/gitdaeryung.html; http://www.nti.org/media/pdfs/north_korea_missile_2.pdf?_=1327534760; Joseph S. Bermudez, ""A History of Ballistic Missile Development in the DPRK"", Occasional Paper No. 2. Center for Nonproliferation Studies, November 1999",,124.0,POINT (129.666664 40.8499966)
1984-04-09,2016-12-23,,Scud-B,SRBM,Tonghae Satellite Launching Ground,"Hwadae County, North Hamgyong Province",40.8499966,129.666664,,Success,,"http://www.nti.org/media/pdfs/north_korea_missile_2.pdf?_=1327534760; Joseph S. Bermudez, ""A History of Ballistic Missile Development in the DPRK"", Occasional Paper No. 2. Center for Nonproliferation Studies, November 1999",,,POINT (129.666664 40.8499966)
1984-04-09,2016-12-23,,Scud-B,SRBM,Tonghae Satellite Launching Ground,"Hwadae County, North Hamgyong Province",40.8499966,129.666664,,Success,"First known test by North Korea of a missile with a range greater than or equal to 300 km and a payload of 500 kg or greater. The 1984 tests probably took place over the course of several months rather than on the same days as they are entered here. What we know though is that North Korea carried out at least 6 tests. We also know that the tests were caried out at Tonghae. We also know that 3 of the tests succeeded and that at least 3 failed. We do not know exactly which ones were failures and which ones were successes. We also do not know exactly when these tests took place except that it was between April and September of 1984. Readers should interpret the information about these first tests as our best estimates as to what occured in a secret program within one of the most secret regimes in the world. Information on tests after 1993 is much more complete than information on the early years of this program. For more information on the foundations of North Korea's ballistic missile program, see ""A history of Ballistic Missile Development in the DPRK"" by Joseph Bermudez.","http://www.nti.org/media/pdfs/north_korea_missile_2.pdf?_=1327534760; http://www.bloomberg.com/news/articles/2016-09-09/north-korea-missile-launches-nuclear-detonations-timeline; http://www.straitstimes.com/asia/east-asia/a-timeline-of-north-koreas-development-of-missiles-and-nuclear-weapons; Joseph S. Bermudez, ""A History of Ballistic Missile Development in the DPRK"", Occasional Paper No. 2. Center for Nonproliferation Studies, November 1999 ",,,POINT (129.666664 40.8499966)
