facid,facility_name,penalties,penalties_sum,bed_capacity,fac_fdr,penalties_per_10_beds,penalties_sum_per_10_beds
240000097,LEGACY POST-ACUTE REHABILITATION CENTER,5,17000.0,119.0,SKILLED NURSING FACILITY,0.42,1428.57
240000099,SIERRA VISTA,27,116373.0,116.0,SKILLED NURSING FACILITY,2.33,10032.16
240000100,ARROWHEAD REGIONAL MEDICAL CENTER,7,161000.0,352.0,GENERAL ACUTE CARE HOSPITAL,0.2,4573.86
240000103,ST. BERNARDINE MEDICAL CENTER,5,103100.0,342.0,GENERAL ACUTE CARE HOSPITAL,0.15,3014.62
240000104,PROVIDENCE ST. MARY MEDICAL CENTER,6,140150.0,181.0,GENERAL ACUTE CARE HOSPITAL,0.33,7743.09
240000106,"ARROWHEAD HEALTHCARE CENTER, LLC",11,72000.0,58.0,SKILLED NURSING FACILITY,1.9,12413.79
240000107,TOTALLY KIDS REHABILITATION HOSPITAL - D/P SNF,7,82550.0,56.0,SKILLED NURSING FACILITY,1.25,14741.07
240000143,SHANDIN HILLS BEHAVIOR THERAPY CENTER,8,76000.0,78.0,SKILLED NURSING FACILITY,1.03,9743.59
240000145,VILLA MESA CARE CENTER,1,500.0,99.0,SKILLED NURSING FACILITY,0.1,50.51
240000150,REDLANDS HEALTHCARE CENTER,5,30000.0,78.0,SKILLED NURSING FACILITY,0.64,3846.15
240000152,VALLEY HEALTHCARE CENTER,16,145800.0,109.0,SKILLED NURSING FACILITY,1.47,13376.15
240000156,WATERMAN CANYON POST ACUTE,6,7700.0,166.0,SKILLED NURSING FACILITY,0.36,463.86
240000252,VALLEY CARE CENTER,13,130900.0,58.0,SKILLED NURSING FACILITY,2.24,22568.97
240000285,LAUREL CONVALESCENT HOSPITAL,5,4000.0,99.0,SKILLED NURSING FACILITY,0.51,404.04
240000286,RIMROCK VILLA CONVALESCENT HOSPITAL,9,116700.0,59.0,SKILLED NURSING FACILITY,1.53,19779.66
240000287,COMMUNITY EXTENDED CARE HOSPITAL OF MONTCLAIR,9,23850.0,140.0,SKILLED NURSING FACILITY,0.64,1703.57
240000289,UPLAND REHABILITATION AND CARE CENTER,11,79000.0,206.0,SKILLED NURSING FACILITY,0.53,3834.95
240000365,KNOLLS WEST POST ACUTE LLC,3,13000.0,118.0,SKILLED NURSING FACILITY,0.25,1101.69
240000650,TERRACINA POST ACUTE,26,67530.0,243.0,SKILLED NURSING FACILITY,1.07,2779.01
240000682,YUCCA VALLEY NURSING,18,243570.0,99.0,SKILLED NURSING FACILITY,1.82,24603.03
240000700,ASISTENCIA VILLA REHABILITATION AND CARE CENTER,18,74150.0,99.0,SKILLED NURSING FACILITY,1.82,7489.9
240000778,CANYON RIDGE HOSPITAL,2,31400.0,157.0,ACUTE PSYCHIATRIC HOSPITAL,0.13,2000.0
240000873,RECHE CANYON REGIONAL REHAB CENTER,6,8600.0,156.0,SKILLED NURSING FACILITY,0.38,551.28
240000925,HI-DESERT MEDICAL CENTER D/P SNF,16,83875.0,120.0,SKILLED NURSING FACILITY,1.33,6989.58
240000979,BEAR VALLEY COMMUNITY HOSPITAL D/P SNF,4,11000.0,21.0,SKILLED NURSING FACILITY,1.9,5238.1
240000991,MOUNTAINS COMMUNITY HOSPITAL D/P SNF,1,400.0,20.0,SKILLED NURSING FACILITY,0.5,200.0
240001011,APPLE VALLEY CARE CENTER,22,90300.0,99.0,SKILLED NURSING FACILITY,2.22,9121.21
240001032,CEDAR MOUNTAIN POST ACUTE,14,68200.0,99.0,SKILLED NURSING FACILITY,1.41,6888.89
240001081,HERITAGE PARK NURSING CENTER,4,15450.0,70.0,SKILLED NURSING FACILITY,0.57,2207.14
240001089,COMMUNITY HOSPITAL OF SAN BERNARDINO D/P SNF,6,157000.0,88.0,SKILLED NURSING FACILITY,0.68,17840.91
240001102,SOUTHERN INYO HOSPITAL D/P SNF,2,11000.0,33.0,SKILLED NURSING FACILITY,0.61,3333.33
240001330,DESERT VALLEY HOSPITAL,2,75000.0,130.0,GENERAL ACUTE CARE HOSPITAL,0.15,5769.23
240001854,BISHOP CARE CENTER,27,109600.0,99.0,SKILLED NURSING FACILITY,2.73,11070.71
250000004,KINDRED HOSPITAL RIVERSIDE,16,208400.0,32.0,GENERAL ACUTE CARE HOSPITAL,5.0,65125.0
250000006,CORONA REGIONAL MEDICAL CENTER,28,349368.75,126.0,GENERAL ACUTE CARE HOSPITAL,2.22,27727.68
250000008,DESERT REGIONAL MEDICAL CENTER,32,711225.0,319.0,GENERAL ACUTE CARE HOSPITAL,1.0,22295.45
250000010,ALTA VISTA HEALTHCARE & WELLNESS CENTRE,10,36250.0,99.0,SKILLED NURSING FACILITY,1.01,3661.62
250000011,EISENHOWER MEDICAL CENTER,12,79412.0,417.0,GENERAL ACUTE CARE HOSPITAL,0.29,1904.36
250000012,HEMET GLOBAL MEDICAL CENTER,9,81225.0,266.0,GENERAL ACUTE CARE HOSPITAL,0.34,3053.57
250000015,ARLINGTON GARDENS CARE CENTER,5,8500.0,99.0,SKILLED NURSING FACILITY,0.51,858.59
250000016,BANNING HEALTHCARE,6,9500.0,64.0,SKILLED NURSING FACILITY,0.94,1484.38
250000017,JOHN F. KENNEDY MEMORIAL HOSPITAL,15,272950.0,129.0,GENERAL ACUTE CARE HOSPITAL,1.16,21158.91
250000019,COMMUNITY CARE ON PALM,1,2000.0,51.0,SKILLED NURSING FACILITY,0.2,392.16
250000021,RIVERSIDE BEHAVIORAL HEALTHCARE CENTER,7,22000.0,120.0,SKILLED NURSING FACILITY,0.58,1833.33
250000022,BLYTHE POST ACUTE LLC,8,45000.0,48.0,SKILLED NURSING FACILITY,1.67,9375.0
250000026,CORONA POST ACUTE CENTER,18,102367.0,176.0,SKILLED NURSING FACILITY,1.02,5816.31
250000033,CALIFORNIA NURSING & REHABILITATION CENTER,6,4600.0,80.0,SKILLED NURSING FACILITY,0.75,575.0
250000036,VALENCIA GARDENS HEALTH CARE CENTER,4,7500.0,59.0,SKILLED NURSING FACILITY,0.68,1271.19
250000039,PREMIER CARE CENTER FOR PALM SPRINGS,6,21500.0,99.0,SKILLED NURSING FACILITY,0.61,2171.72
250000041,THE BRADLEY GARDENS,7,44350.0,44.0,SKILLED NURSING FACILITY,1.59,10079.55
250000043,COMMUNITY CARE AND REHABILITATION CENTER,7,16650.0,162.0,SKILLED NURSING FACILITY,0.43,1027.78
250000044,DOCTORS HOSPITAL OF RIVERSIDE,20,406837.5,153.0,GENERAL ACUTE CARE HOSPITAL,1.31,26590.69
250000045,CORONA HEALTH CARE CENTER,15,50600.0,99.0,SKILLED NURSING FACILITY,1.52,5111.11
250000048,PACIFIC GROVE HOSPITAL,4,8500.0,58.0,ACUTE PSYCHIATRIC HOSPITAL,0.69,1465.52
250000049,RIVERSIDE COMMUNITY HOSPITAL,66,458125.0,459.0,GENERAL ACUTE CARE HOSPITAL,1.44,9980.94
250000050,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,22,60050.0,362.0,GENERAL ACUTE CARE HOSPITAL,0.61,1658.84
250000051,EXTENDED CARE HOSPITAL OF RIVERSIDE,4,5500.0,99.0,SKILLED NURSING FACILITY,0.4,555.56
250000057,WINDSOR CYPRESS GARDENS,8,58700.0,120.0,SKILLED NURSING FACILITY,0.67,4891.67
250000061,DESERT SPRINGS HEALTHCARE & WELLNESS CENTRE,5,21800.0,68.0,SKILLED NURSING FACILITY,0.74,3205.88
250000064,DEVONSHIRE CARE CENTER,2,2750.0,99.0,SKILLED NURSING FACILITY,0.2,277.78
250000072,PALM TERRACE CARE CENTER,5,15800.0,75.0,SKILLED NURSING FACILITY,0.67,2106.67
250000073,RIVERSIDE POSTACUTE CARE,10,44000.0,188.0,SKILLED NURSING FACILITY,0.53,2340.43
250000077,MAGNOLIA REHABILITATION & NURSING CENTER,10,43000.0,120.0,SKILLED NURSING FACILITY,0.83,3583.33
250000079,"CENTINELA GRAND, INC.",6,18000.0,109.0,SKILLED NURSING FACILITY,0.55,1651.38
250000081,"RIVERSIDE HEIGHTS HEALTHCARE CENTER, LLC",17,119350.0,70.0,SKILLED NURSING FACILITY,2.43,17050.0
250000087,JURUPA HILLS POST ACUTE,12,28100.0,143.0,SKILLED NURSING FACILITY,0.84,1965.03
250000091,RIVERWALK POST ACUTE,11,42500.0,146.0,SKILLED NURSING FACILITY,0.75,2910.96
250000092,PALM SPRINGS HEALTHCARE & REHABILITATION CENTER,10,5900.0,99.0,SKILLED NURSING FACILITY,1.01,595.96
250000095,THE GROVE CARE AND WELLNESS,11,23200.0,38.0,SKILLED NURSING FACILITY,2.89,6105.26
250000098,LIFE CARE CENTER OF MENIFEE,4,22500.0,99.0,SKILLED NURSING FACILITY,0.4,2272.73
250000101,SAN GORGONIO MEMORIAL HOSPITAL,4,54400.0,48.0,GENERAL ACUTE CARE HOSPITAL,0.83,11333.33
250000110,PALM GROVE HEALTHCARE,20,46500.0,57.0,SKILLED NURSING FACILITY,3.51,8157.89
250000141,RAMONA REHABILITATION AND POST ACUTE CARE CENTER,4,13200.0,104.0,SKILLED NURSING FACILITY,0.38,1269.23
250000148,MIRAVILLA CARE CENTER,26,56700.0,59.0,SKILLED NURSING FACILITY,4.41,9610.17
250000153,VILLA HEALTH CARE CENTER,1,2200.0,59.0,SKILLED NURSING FACILITY,0.17,372.88
250000154,VISTA PACIFICA CONVALESCENT HOSPITAL,6,34000.0,49.0,SKILLED NURSING FACILITY,1.22,6938.78
250000155,VISTA PACIFICA CENTER,10,27150.0,108.0,SKILLED NURSING FACILITY,0.93,2513.89
250000260,THE SPRINGS AT THE CARLOTTA,6,106700.0,59.0,SKILLED NURSING FACILITY,1.02,18084.75
250000270,MISSION CARE CENTER,2,1500.0,40.0,SKILLED NURSING FACILITY,0.5,375.0
250000283,SAN JACINTO HEALTHCARE,11,39150.0,99.0,SKILLED NURSING FACILITY,1.11,3954.55
250000284,HIGHLAND SPRINGS CARE CENTER,9,13700.0,87.0,SKILLED NURSING FACILITY,1.03,1574.71
250000299,RANCHO MIRAGE HEALTH AND REHABILITATION CENTER,6,37638.0,99.0,SKILLED NURSING FACILITY,0.61,3801.82
250000507,SOUTHWEST HEALTHCARE SYSTEM,32,996162.5,113.0,GENERAL ACUTE CARE HOSPITAL,2.83,88155.97
250000567,MANORCARE HEALTH SERVICES-HEMET,9,165600.0,178.0,SKILLED NURSING FACILITY,0.51,9303.37
250000619,CHERRY VALLEY HEALTHCARE,7,12150.0,132.0,SKILLED NURSING FACILITY,0.53,920.45
250000634,MANORCARE HEALTH SERVICES-PALM DESERT,11,40100.0,178.0,SKILLED NURSING FACILITY,0.62,2252.81
250000673,RIVERSIDE VILLAGE HEALTHCARE CENTER,3,9400.0,59.0,SKILLED NURSING FACILITY,0.51,1593.22
250000707,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",15,114400.0,168.0,GENERAL ACUTE CARE HOSPITAL,0.89,6809.52
250000723,MONTEREY PALMS HEALTH CARE CENTER,8,18950.0,99.0,SKILLED NURSING FACILITY,0.81,1914.14
250000727,MENIFEE GLOBAL MEDICAL CENTER,4,8950.0,74.0,GENERAL ACUTE CARE HOSPITAL,0.54,1209.46
250000857,DESERT REGIONAL MEDICAL CENTER D/P SNF,3,18100.0,32.0,SKILLED NURSING FACILITY,0.94,5656.25
250000902,THE VILLAGE HEALTHCARE CENTER,4,8500.0,54.0,SKILLED NURSING FACILITY,0.74,1574.07
250001363,HEMET VALLEY MEDICAL CENTER D/P SNF,1,5000.0,23.0,SKILLED NURSING FACILITY,0.43,2173.91
250001382,INDIO NURSING AND REHABILITATION CENTER,4,6600.0,99.0,SKILLED NURSING FACILITY,0.4,666.67
250001502,HEMET VALLEY HEALTHCARE CENTER,40,121400.0,90.0,SKILLED NURSING FACILITY,4.44,13488.89
250001724,MURRIETA HEALTH AND REHABILITATION CENTER,10,53500.0,145.0,SKILLED NURSING FACILITY,0.69,3689.66
250001745,BAYSHIRE RANCHO MIRAGE,5,34700.0,45.0,SKILLED NURSING FACILITY,1.11,7711.11
630004081,DEPARTMENT OF STATE HOSPITALS - COALINGA D/P ICF,12,143600.0,1450.0,INTERMEDIATE CARE FACILITY,0.08,990.34
630006021,VI AT PALO ALTO,4,37000.0,44.0,SKILLED NURSING FACILITY,0.91,8409.09
630008921,SHARP MESA VISTA HOSPITAL,1,25000.0,159.0,ACUTE PSYCHIATRIC HOSPITAL,0.06,1572.33
630010561,MAGNOLIA WEST DIALYSIS,1,300.0,30.0,CHRONIC DIALYSIS CLINIC,0.33,100.0
630010957,VENTURA COUNTY MEDICAL CENTER - SANTA PAULA HOSPITAL,2,17600.0,30.0,GENERAL ACUTE CARE HOSPITAL,0.67,5866.67
630011203,KAISER FOUNDATION HOSPITAL - ANTIOCH,2,14792.0,144.0,GENERAL ACUTE CARE HOSPITAL,0.14,1027.22
630011499,JOYCE EISENBERG KEEFER MEDICAL CENTER,7,79100.0,239.0,SKILLED NURSING FACILITY,0.29,3309.62
630011658,OAKVIEW SKILLED NURSING,4,31043.0,48.0,SKILLED NURSING FACILITY,0.83,6467.29
630011683,KAISER FOUNDATION HOSPITAL MODESTO,5,7900.0,152.0,GENERAL ACUTE CARE HOSPITAL,0.33,519.74
630011694,CANYON SPRINGS DIALYSIS,1,300.0,32.0,CHRONIC DIALYSIS CLINIC,0.31,93.75
630011713,BAYWOOD COURT HEALTH CENTER,3,23000.0,56.0,SKILLED NURSING FACILITY,0.54,4107.14
630011745,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - IRVINE,1,4800.0,249.0,GENERAL ACUTE CARE HOSPITAL,0.04,192.77
630011959,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,7,67700.0,73.0,GENERAL ACUTE CARE HOSPITAL,0.96,9273.97
630012057,TWIN OAKS REHABILITATION & NURSING CENTER,3,23000.0,99.0,SKILLED NURSING FACILITY,0.3,2323.23
630012059,FOREST HILL MANOR HEALTH CENTER,1,1600.0,26.0,SKILLED NURSING FACILITY,0.38,615.38
630012080,KINDRED HOSPITAL BREA D/P SNF,3,5100.0,38.0,SKILLED NURSING FACILITY,0.79,1342.11
630012364,KAISER FOUNDATION HOSPITAL - VACAVILLE,2,24000.0,144.0,GENERAL ACUTE CARE HOSPITAL,0.14,1666.67
630012891,HOAG ORTHOPEDIC INSTITUTE,1,1100.0,70.0,GENERAL ACUTE CARE HOSPITAL,0.14,157.14
630012960,ADVENTIST HEALTH HANFORD,7,141300.0,173.0,GENERAL ACUTE CARE HOSPITAL,0.4,8167.63
630012971,LOMA LINDA UNIVERSITY MEDICAL CENTER - MURRIETA,12,145000.0,80.0,GENERAL ACUTE CARE HOSPITAL,1.5,18125.0
630013558,VETERANS HOME OF CALIFORNIA - WEST LOS ANGELES,1,2000.0,312.0,SKILLED NURSING FACILITY,0.03,64.1
630013665,RIDGECREST REGIONAL TRANSITIONAL CARE AND REHABILITATION UNIT,7,66000.0,26.0,SKILLED NURSING FACILITY,2.69,25384.62
630013873,PALOMAR MEDICAL CENTER,8,80500.0,286.0,GENERAL ACUTE CARE HOSPITAL,0.28,2814.69
630013929,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM,4,83100.0,250.0,GENERAL ACUTE CARE HOSPITAL,0.16,3324.0
630014442,TEMECULA VALLEY HOSPITAL,5,7700.0,140.0,GENERAL ACUTE CARE HOSPITAL,0.36,550.0
630014894,VETERANS HOME OF CALIFORNIA - FRESNO,4,22700.0,120.0,SKILLED NURSING FACILITY,0.33,1891.67
630014895,VETERANS HOME OF CALIFORNIA - REDDING,4,24000.0,60.0,SKILLED NURSING FACILITY,0.67,4000.0
630015029,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,1,10781.0,216.0,GENERAL ACUTE CARE HOSPITAL,0.05,499.12
630016910,THE ELLISON JOHN TRANSITIONAL CARE CENTER,1,25000.0,170.0,SKILLED NURSING FACILITY,0.06,1470.59
630017935,THE SPRINGS HEALTH AND REHABILITATION CENTER,1,10000.0,170.0,SKILLED NURSING FACILITY,0.06,588.24
910000003,ROSECRANS CARE CENTER,9,123150.0,113.0,SKILLED NURSING FACILITY,0.8,10898.23
910000004,OSAGE HEALTHCARE & WELLNESS CENTRE,18,186350.0,53.0,SKILLED NURSING FACILITY,3.4,35160.38
910000005,CENTINELA SKILLED NURSING & WELLNESS CENTRE,9,43700.0,59.0,SKILLED NURSING FACILITY,1.53,7406.78
910000006,OCEAN POINTE HEALTHCARE CENTER,6,38550.0,72.0,SKILLED NURSING FACILITY,0.83,5354.17
910000007,WEST GARDENA POST ACUTE,15,99650.0,50.0,SKILLED NURSING FACILITY,3.0,19930.0
910000009,BAY CREST CARE CENTER,10,47600.0,80.0,SKILLED NURSING FACILITY,1.25,5950.0
910000013,BERKLEY WEST HEALTHCARE CENTER,1,1000.0,54.0,SKILLED NURSING FACILITY,0.19,185.19
910000014,BERKLEY EAST HEALTHCARE CENTER,8,53750.0,207.0,SKILLED NURSING FACILITY,0.39,2596.62
910000016,VERMONT HEALTHCARE CENTER,11,60900.0,200.0,SKILLED NURSING FACILITY,0.55,3045.0
910000017,BEACHWOOD POST-ACUTE & REHAB,21,129750.0,227.0,SKILLED NURSING FACILITY,0.93,5715.86
910000019,NEW VISTA POST-ACUTE CARE CENTER,2,19000.0,116.0,SKILLED NURSING FACILITY,0.17,1637.93
910000022,PRIMROSE POST-ACUTE,9,32400.0,69.0,SKILLED NURSING FACILITY,1.3,4695.65
910000023,WINDSOR CARE CENTER OF CHEVIOT HILLS,7,61000.0,99.0,SKILLED NURSING FACILITY,0.71,6161.62
910000024,CLEAR VIEW CONVALESCENT CENTER,1,2000.0,99.0,SKILLED NURSING FACILITY,0.1,202.02
910000027,COUNTRY VILLA SOUTH CONVALESCENT CENTER,8,78800.0,87.0,SKILLED NURSING FACILITY,0.92,9057.47
910000028,COUNTRY VILLA WESTWOOD CONVALESCENT CENTER,20,194000.0,93.0,SKILLED NURSING FACILITY,2.15,20860.22
910000032,CULVER WEST HEALTH CENTER,3,52000.0,91.0,SKILLED NURSING FACILITY,0.33,5714.29
910000033,DEL AMO GARDENS CARE CENTER,6,228800.0,94.0,SKILLED NURSING FACILITY,0.64,24340.43
910000034,DRIFTWOOD HEALTHCARE CENTER,6,47650.0,99.0,SKILLED NURSING FACILITY,0.61,4813.13
910000035,LOTUS CARE CENTER,4,37900.0,40.0,SKILLED NURSING FACILITY,1.0,9475.0
910000036,THE EARLWOOD,10,161650.0,87.0,SKILLED NURSING FACILITY,1.15,18580.46
910000038,FIRESIDE HEALTH CARE CENTER,3,18700.0,66.0,SKILLED NURSING FACILITY,0.45,2833.33
910000041,IMPERIAL CREST HEALTH CARE CENTER,6,43000.0,105.0,SKILLED NURSING FACILITY,0.57,4095.24
910000043,GOOD SHEPHERD HEALTH CARE CENTER OF SANTA MONICA,10,46000.0,48.0,SKILLED NURSING FACILITY,2.08,9583.33
910000046,HARBOR POST ACUTE CARE CENTER,7,52000.0,127.0,SKILLED NURSING FACILITY,0.55,4094.49
910000047,"HAWTHORNE HEALTHCARE & WELLNESS CENTRE, LP",12,128050.0,88.0,SKILLED NURSING FACILITY,1.36,14551.14
910000048,HERITAGE REHABILITATION CENTER,4,19409.0,161.0,SKILLED NURSING FACILITY,0.25,1205.53
910000049,HYDE PARK HEALTHCARE CENTER,21,397650.0,72.0,SKILLED NURSING FACILITY,2.92,55229.17
910000050,INGLEWOOD HEALTH CARE CENTER,12,45800.0,99.0,SKILLED NURSING FACILITY,1.21,4626.26
910000053,LAS FLORES CONVALESCENT HOSPITAL,20,151800.0,144.0,SKILLED NURSING FACILITY,1.39,10541.67
910000054,LITTLE SISTERS OF THE POOR,2,22000.0,27.0,SKILLED NURSING FACILITY,0.74,8148.15
910000055,LOMITA POST-ACUTE CARE CENTER,6,147500.0,71.0,SKILLED NURSING FACILITY,0.85,20774.65
910000057,LOS PALOS POST-ACUTE CARE CENTER,4,30900.0,99.0,SKILLED NURSING FACILITY,0.4,3121.21
910000058,COUNTRY VILLA MAR VISTA NURSING CENTER,3,34900.0,68.0,SKILLED NURSING FACILITY,0.44,5132.35
910000059,MARINA POINTE HEALTHCARE & SUBACUTE,14,158800.0,116.0,SKILLED NURSING FACILITY,1.21,13689.66
910000060,MARYCREST MANOR,3,50800.0,57.0,SKILLED NURSING FACILITY,0.53,8912.28
910000061,MEADOWBROOK BEHAVIORAL HEALTH CENTER,3,87000.0,77.0,SKILLED NURSING FACILITY,0.39,11298.7
910000064,PACIFIC POST - ACUTE,1,1000.0,49.0,SKILLED NURSING FACILITY,0.2,204.08
910000065,"CENTURY VILLA, INC.",10,45850.0,99.0,SKILLED NURSING FACILITY,1.01,4631.31
910000067,"LAWNDALE HEALTHCARE & WELLNESS CENTRE, LLC",9,140500.0,59.0,SKILLED NURSING FACILITY,1.53,23813.56
910000068,PALOS VERDES HEALTH CARE CENTER,15,104750.0,48.0,SKILLED NURSING FACILITY,3.12,21822.92
910000069,PLAYA DEL REY CENTER,18,353810.0,99.0,SKILLED NURSING FACILITY,1.82,35738.38
910000071,BEACHSIDE POST ACUTE,5,124500.0,110.0,SKILLED NURSING FACILITY,0.45,11318.18
910000073,BRENTWOOD HEALTH CARE CENTER,4,6950.0,59.0,SKILLED NURSING FACILITY,0.68,1177.97
910000074,SANTA MONICA HEALTH CARE CENTER,3,27250.0,59.0,SKILLED NURSING FACILITY,0.51,4618.64
910000075,SANTA MONICA CONVALESCENT CENTER I,3,37000.0,41.0,SKILLED NURSING FACILITY,0.73,9024.39
910000076,SANTA MONICA CONVALESCENT CENTER II,3,33800.0,44.0,SKILLED NURSING FACILITY,0.68,7681.82
910000077,SEACREST POST-ACUTE CARE CENTER,8,26100.0,80.0,SKILLED NURSING FACILITY,1.0,3262.5
910000081,WINDSOR GARDENS CONVALESCENT CENTER OF HAWTHORNE,7,28650.0,99.0,SKILLED NURSING FACILITY,0.71,2893.94
910000084,SUNNYSIDE NURSING CENTER,8,45800.0,299.0,SKILLED NURSING FACILITY,0.27,1531.77
910000091,"TORRANCE CARE CENTER WEST, INC.",6,40500.0,195.0,SKILLED NURSING FACILITY,0.31,2076.92
910000275,GARDENA CONVALESCENT CENTER,8,29500.0,74.0,SKILLED NURSING FACILITY,1.08,3986.49
910000276,KEI-AI SOUTH BAY HEALTHCARE CENTER,8,111000.0,98.0,SKILLED NURSING FACILITY,0.82,11326.53
910000312,THE REHABILITATION CENTRE OF BEVERLY HILLS,6,10500.0,150.0,SKILLED NURSING FACILITY,0.4,700.0
910000314,CRENSHAW NURSING HOME,7,62550.0,55.0,SKILLED NURSING FACILITY,1.27,11372.73
910000316,COUNTRY VILLA TERRACE NURSING CENTER,3,83000.0,49.0,SKILLED NURSING FACILITY,0.61,16938.78
910000318,COUNTRY VILLA PAVILION NURSING CENTER,3,4900.0,59.0,SKILLED NURSING FACILITY,0.51,830.51
910000320,GUARDIAN REHABILITATION HOSPITAL,3,22000.0,93.0,SKILLED NURSING FACILITY,0.32,2365.59
910000322,MIRACLE MILE HEALTHCARE CENTER LLC,22,103050.0,120.0,SKILLED NURSING FACILITY,1.83,8587.5
910000324,KENNEDY POST ACUTE CARE CENTER,4,33000.0,97.0,SKILLED NURSING FACILITY,0.41,3402.06
910000326,COUNTRY VILLA WILSHIRE CONVALESCENT CENTER,11,80067.5,81.0,SKILLED NURSING FACILITY,1.36,9884.88
910000328,LONGWOOD MANOR CONVALESCENT HOSPITAL,15,216450.0,198.0,SKILLED NURSING FACILITY,0.76,10931.82
910000330,SHARON CARE CENTER,6,54450.0,86.0,SKILLED NURSING FACILITY,0.7,6331.4
910000332,COUNTRY VILLA NORTH CONVALESCENT CENTER,4,5000.0,99.0,SKILLED NURSING FACILITY,0.4,505.05
910000334,WINDSOR GARDENS CONVALESCENT HOSPITAL,3,4650.0,98.0,SKILLED NURSING FACILITY,0.31,474.49
910000336,THE REHABILITATION CENTER OF SANTA MONICA,13,166875.0,144.0,SKILLED NURSING FACILITY,0.9,11588.54
920000001,ALL SAINTS HEALTHCARE,7,63000.0,128.0,SKILLED NURSING FACILITY,0.55,4921.88
920000002,ASTORIA NURSING AND REHAB CENTER,6,8400.0,218.0,SKILLED NURSING FACILITY,0.28,385.32
920000003,THE GROVE POST-ACUTE CARE CENTER,6,19100.0,75.0,SKILLED NURSING FACILITY,0.8,2546.67
920000004,"FOUR SEASONS HEALTHCARE & WELLNESS CENTER, LP",31,73600.0,201.0,SKILLED NURSING FACILITY,1.54,3661.69
920000005,COUNTRY MANOR HEALTHCARE,2,16000.0,99.0,SKILLED NURSING FACILITY,0.2,1616.16
920000007,MOUNTAIN VIEW CONVALESCENT HOSPITAL,12,135100.0,114.0,SKILLED NURSING FACILITY,1.05,11850.88
920000008,SHERMAN VILLAGE HEALTHCARE CENTER,7,9000.0,108.0,SKILLED NURSING FACILITY,0.65,833.33
920000009,MACLAY HEALTHCARE CENTER,20,338500.0,141.0,SKILLED NURSING FACILITY,1.42,24007.09
920000011,GOLDEN LEGACY CARE CENTER,19,193100.0,204.0,SKILLED NURSING FACILITY,0.93,9465.69
920000014,CHANDLER CONVALESCENT HOSPITAL,4,14000.0,106.0,SKILLED NURSING FACILITY,0.38,1320.75
920000015,DREIER'S NURSING CARE CENTER,11,29325.0,53.0,SKILLED NURSING FACILITY,2.08,5533.02
920000017,GLENOAKS CONV. HOSPITAL,7,35600.0,99.0,SKILLED NURSING FACILITY,0.71,3595.96
920000018,GRIFFITH PARK HEALTHCARE CENTER,17,205750.0,94.0,SKILLED NURSING FACILITY,1.81,21888.3
920000019,ROYAL PALMS POST ACUTE,18,201450.0,140.0,SKILLED NURSING FACILITY,1.29,14389.29
920000020,GLENDALE POST ACUTE CENTER,6,58300.0,136.0,SKILLED NURSING FACILITY,0.44,4286.76
920000021,BROADWAY MANOR CARE CENTER,7,52500.0,78.0,SKILLED NURSING FACILITY,0.9,6730.77
920000024,NORTH VALLEY NURSING CENTER,12,25100.0,92.0,SKILLED NURSING FACILITY,1.3,2728.26
920000025,NEW VISTA NURSING AND REHABILITATION CENTER,3,24000.0,121.0,SKILLED NURSING FACILITY,0.25,1983.47
920000026,HIGH VALLEY LODGE,5,5300.0,50.0,SKILLED NURSING FACILITY,1.0,1060.0
920000027,MONTROSE SPRINGS SKILLED NURSING & WELLNESS CENTER,19,229450.0,138.0,SKILLED NURSING FACILITY,1.38,16626.81
920000028,MONTROSE HEALTHCARE CENTER,1,17000.0,59.0,SKILLED NURSING FACILITY,0.17,2881.36
920000029,OAKPARK HEALTHCARE CENTER,2,77000.0,49.0,SKILLED NURSING FACILITY,0.41,15714.29
920000030,THE HILLS HEALTHCARE CENTER,5,21700.0,67.0,SKILLED NURSING FACILITY,0.75,3238.81
920000031,LA CRESCENTA HEALTHCARE CENTER,10,131800.0,92.0,SKILLED NURSING FACILITY,1.09,14326.09
920000048,WELLSPRINGS POST-ACUTE CENTER,14,75900.0,299.0,SKILLED NURSING FACILITY,0.47,2538.46
920000049,BERKLEY POST-ACUTE,5,17550.0,125.0,SKILLED NURSING FACILITY,0.4,1404.0
920000050,CALIFORNIA HEALTHCARE AND REHABILITATION CENTER,3,3000.0,201.0,SKILLED NURSING FACILITY,0.15,149.25
920000051,"DESERT CANYON POST ACUTE, LLC",10,90450.0,99.0,SKILLED NURSING FACILITY,1.01,9136.36
920000052,MAYFLOWER GARDENS CONVALESCENT HOSPITAL,2,15700.0,48.0,SKILLED NURSING FACILITY,0.42,3270.83
920000053,SANTA CLARITA POST-ACUTE CARE CENTER,8,65700.0,99.0,SKILLED NURSING FACILITY,0.81,6636.36
920000054,PANORAMA GARDENS NURSING AND REHABILITATION CENTER,4,29400.0,149.0,SKILLED NURSING FACILITY,0.27,1973.15
