facid,facname,fac_fdr,bed_capacity_type,bed_capacity,county_name
060000011,FOUNTAIN VALLEY REGIONAL HOSPITAL AND MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,183,ORANGE
930000074,KAISER FOUNDATION HOSPITAL-DOWNEY,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,182,LOS ANGELES
010000940,NOVATO HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,181,MARIN
930000036,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,181,LOS ANGELES
920000075,STUDIO CITY REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,181,LOS ANGELES
170001870,VETERANS HOME OF CALIFORNIA - CHULA VISTA,SKILLED NURSING FACILITY,SKILLED NURSING,180,SAN DIEGO
100000051,ENGLISH OAKS CONVALESCENT & REHABILITATION HOSPITAL,SKILLED NURSING FACILITY,SKILLED NURSING,180,STANISLAUS
040000014,HORIZON HEALTH AND SUBACUTE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,180,FRESNO
040000063,PACIFIC GARDENS NURSING AND REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,180,FRESNO
970000137,COUNTRY VILLA REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,180,LOS ANGELES
080000030,ESCONDIDO POST ACUTE REHAB,SKILLED NURSING FACILITY,SKILLED NURSING,180,SAN DIEGO
140000083,WALNUT CREEK SKILLED NURSING & REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,180,CONTRA COSTA
070001351,EL CAMINO HEALTH,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,180,SANTA CLARA
140000188,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,180,ALAMEDA
930000093,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,180,LOS ANGELES
220000082,CITY VIEW POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,180,SAN FRANCISCO
920000067,TARZANA HEALTH AND REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,180,LOS ANGELES
230000038,MARQUIS CARE AT SHASTA,SKILLED NURSING FACILITY,SKILLED NURSING,180,SHASTA
050000014,COMMUNITY MEMORIAL HOSPITAL - SAN BUENAVENTURA,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,180,VENTURA
230000261,ADVENTIST HEALTH AND RIDEOUT,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,179,YUBA
050000035,ST JOHNS REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,179,VENTURA
250000634,MANORCARE HEALTH SERVICES-PALM DESERT,SKILLED NURSING FACILITY,SKILLED NURSING,178,RIVERSIDE
250000567,MANORCARE HEALTH SERVICES-HEMET,SKILLED NURSING FACILITY,SKILLED NURSING,178,RIVERSIDE
030000046,WINDSOR EL CAMINO CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,178,SACRAMENTO
240000047,RIALTO POST ACUTE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,177,SAN BERNARDINO
100000025,ARDEN POST ACUTE REHAB,SKILLED NURSING FACILITY,SKILLED NURSING,177,SACRAMENTO
970000003,ALEXANDRIA CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,177,LOS ANGELES
020000042,KAISER PERMANENTE POST-ACUTE CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,176,ALAMEDA
250000026,CORONA POST ACUTE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,176,RIVERSIDE
080000099,LIFE CARE CENTER OF VISTA,SKILLED NURSING FACILITY,SKILLED NURSING,176,SAN DIEGO
120001469,REDWOOD SPRINGS HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,176,TULARE
040000034,MADERA REHABILITATION & NURSING CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,176,MADERA
100000010,MANTECA CARE AND REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,176,SAN JOAQUIN
100000038,WINDSOR POST-ACUTE HEALTHCARE CENTER OF MODESTO,SKILLED NURSING FACILITY,SKILLED NURSING,175,STANISLAUS
220000017,MILLS-PENINSULA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,175,SAN MATEO
060000715,LAKE FOREST NURSING CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,175,ORANGE
070000150,KAISER FOUNDATION HOSPITAL-SAN JOSE,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,175,SANTA CLARA
090000054,FREDERICKA MANOR CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,174,SAN DIEGO
030000133,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,174,SACRAMENTO
080001536,THE HILLS POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,174,ORANGE
940000026,LA PAZ GEROPSYCHIATRIC CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,173,LOS ANGELES
220000025,SEQUOIA HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,171,SAN MATEO
030000320,"SIERRA VISTA HOSPITAL, INC.",ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,171,SACRAMENTO
030000854,BRUCEVILLE TERRACE - D/P SNF OF METHODIST HOSPITAL,SKILLED NURSING FACILITY,SKILLED NURSING,171,SACRAMENTO
220001009,CUPERTINO HEALTHCARE & WELLNESS CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,170,SANTA CLARA
020000026,"BAY VIEW REHABILITATION HOSPITAL, LLC",SKILLED NURSING FACILITY,SKILLED NURSING,170,ALAMEDA
630016910,THE ELLISON JOHN TRANSITIONAL CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,170,LOS ANGELES
630017935,THE SPRINGS HEALTH AND REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,170,RIVERSIDE
080001538,MAINPLACE POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,169,ORANGE
010000959,MARIN POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,168,MARIN
220000039,SAN FRANCISCO HEALTH CARE,SKILLED NURSING FACILITY,SKILLED NURSING,168,SAN FRANCISCO
230000016,SHASTA REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,168,SHASTA
060000063,MEMORIALCARE SADDLEBACK MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,168,ORANGE
220000030,ST. MARY'S MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,167,SAN FRANCISCO
060000033,FLAGSHIP HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,167,ORANGE
950000022,COMMUNITY CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,167,LOS ANGELES
110000013,WINDSOR VALLEJO NURSING & REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,166,SOLANO
920000062,EISENBERG VILLAGE,SKILLED NURSING FACILITY,SKILLED NURSING,166,LOS ANGELES
020000043,ALAMEDA HEALTHCARE & WELLNESS CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,166,ALAMEDA
240000156,WATERMAN CANYON POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,166,SAN BERNARDINO
070000095,A GRACE SUB ACUTE & SKILLED CARE,SKILLED NURSING FACILITY,SKILLED NURSING,166,SANTA CLARA
930000033,KINDRED HOSPITAL PARAMOUNT,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,165,LOS ANGELES
930000128,ST. FRANCIS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,164,LOS ANGELES
060000208,MEMORIALCARE ORANGE COAST MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,164,ORANGE
070000626,MISSION DE LA CASA NURSING & REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,163,SANTA CLARA
940000107,LONG BEACH CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,163,LOS ANGELES
030000125,EMANUEL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,163,STANISLAUS
940000025,VIEW HEIGHTS CONVALESCENT HOSPITAL,SKILLED NURSING FACILITY,SKILLED NURSING,163,LOS ANGELES
250000043,COMMUNITY CARE AND REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,162,RIVERSIDE
050000044,SAN LUIS POST ACUTE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,162,SAN LUIS OBISPO
050000051,MISSION VIEW HEALTH CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,162,SAN LUIS OBISPO
090000009,REO VISTA HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,162,SAN DIEGO
030000820,MANORCARE HEALTH SERVICES (CITRUS HEIGHTS),SKILLED NURSING FACILITY,SKILLED NURSING,162,SACRAMENTO
940000015,THE ORCHARD - POST ACUTE CARE,SKILLED NURSING FACILITY,SKILLED NURSING,162,LOS ANGELES
030000019,NORWOOD PINES ALZHEIMERS CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,161,SACRAMENTO
230000013,ENLOE MEDICAL CENTER - ESPLANADE,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,161,BUTTE
080000087,LA JOLLA NURSING AND REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,161,SAN DIEGO
910000048,HERITAGE REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,161,LOS ANGELES
240000104,PROVIDENCE ST. MARY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,161,SAN BERNARDINO
120000328,THE REHABILITATION CENTER OF BAKERSFIELD,SKILLED NURSING FACILITY,SKILLED NURSING,160,KERN
220000047,ATHERTON PARK POST-ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,160,SAN MATEO
940000019,WHITTIER HILLS HEALTH CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,160,LOS ANGELES
040001040,WILLOW CREEK HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,159,FRESNO
970000005,BRIER OAK ON SUNSET,SKILLED NURSING FACILITY,SKILLED NURSING,159,LOS ANGELES
630008921,SHARP MESA VISTA HOSPITAL,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,159,SAN DIEGO
060000007,CHILDREN'S HOSPITAL OF ORANGE COUNTY,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,158,ORANGE
090000071,LEMON GROVE CARE & REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,158,SAN DIEGO
230000010,MERCY MEDICAL CENTER REDDING,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,157,SHASTA
920000061,WOODLAND CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,157,LOS ANGELES
240000778,CANYON RIDGE HOSPITAL,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,157,SAN BERNARDINO
630013929,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,156,ORANGE
240000873,RECHE CANYON REGIONAL REHAB CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,156,SAN BERNARDINO
970000077,SOUTH PASADENA CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,156,LOS ANGELES
970000043,ST. JOHN OF GOD RETIREMENT AND CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,156,LOS ANGELES
030000139,ADVENTIST HEALTH LODI MEMORIAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,156,SAN JOAQUIN
050000007,CHANNEL ISLANDS POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,156,SANTA BARBARA
060000025,LOS ALAMITOS MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,155,ORANGE
960000945,GOLDEN STATE CARE CENTER,INTERMEDIATE CARE FACILITY-DD/H/N/CN/IID,INTERMEDIATE CARE/DD,155,LOS ANGELES
140000745,MANORCARE HEALTH SERVICES - ROSSMOOR,SKILLED NURSING FACILITY,SKILLED NURSING,155,CONTRA COSTA
040000047,HEALTHCARE CENTRE OF FRESNO,SKILLED NURSING FACILITY,SKILLED NURSING,155,FRESNO
940000056,LONG BEACH HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,154,LOS ANGELES
060000039,WINDSOR GARDENS CONVALESCENT CENTER OF ANAHEIM,SKILLED NURSING FACILITY,SKILLED NURSING,154,ORANGE
930000091,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,154,LOS ANGELES
940000095,RIVIERA HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,154,LOS ANGELES
060000002,AHMC ANAHEIM REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,153,ORANGE
070000139,DOMINICAN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,153,SANTA CRUZ
070000036,WHITE BLOSSOM CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,153,SANTA CLARA
220001000,LOS ALTOS SUB-ACUTE AND REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,152,SANTA CLARA
070000097,THE REDWOODS POST-ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,152,SANTA CLARA
100000814,WAGNER HEIGHTS NURSING AND REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,152,SAN JOAQUIN
080000150,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,151,SAN DIEGO
090000028,VILLA LAS PALMAS HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,151,SAN DIEGO
150001223,DEPARTMENT OF STATE HOSPITALS - NAPA,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,151,NAPA
060000837,MANORCARE HEALTH SERVICES (FOUNTAIN VALLEY),SKILLED NURSING FACILITY,SKILLED NURSING,151,ORANGE
970000133,GRAND PARK CONVALESCENT HOSPITAL,SKILLED NURSING FACILITY,SKILLED NURSING,151,LOS ANGELES
950000003,SAN GABRIEL CONVALESCENT CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,151,LOS ANGELES
220000008,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,150,SAN FRANCISCO
120000320,THE ORCHARDS POST-ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,150,KERN
100000104,VIENNA NURSING AND REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,150,SAN JOAQUIN
910000312,THE REHABILITATION CENTRE OF BEVERLY HILLS,SKILLED NURSING FACILITY,SKILLED NURSING,150,LOS ANGELES
930000191,ADVENTIST HEALTH WHITE MEMORIAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,150,LOS ANGELES
050000549,BUENA VISTA CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,150,SANTA BARBARA
060000022,ALAMITOS WEST HEALTH & REHABILITATION,SKILLED NURSING FACILITY,SKILLED NURSING,150,ORANGE
940000050,LIGHTHOUSE HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,149,LOS ANGELES
920000054,PANORAMA GARDENS NURSING AND REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,149,LOS ANGELES
030000071,ESKATON CARE CENTER FAIR OAKS,SKILLED NURSING FACILITY,SKILLED NURSING,149,SACRAMENTO
070000058,SANTA CRUZ POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,149,SANTA CRUZ
080000007,BOULDER CREEK POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,149,SAN DIEGO
100000022,ARBOR REHABILITATION & NURSING CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,149,SAN JOAQUIN
070000035,PACIFIC COAST POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,149,MONTEREY
080000022,SCRIPPS GREEN HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,149,SAN DIEGO
230000276,GOLDEN EMPIRE,SKILLED NURSING FACILITY,SKILLED NURSING,148,NEVADA
950000007,RAMONA NURSING & REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,148,LOS ANGELES
100000057,ESKATON CARE CENTER GREENHAVEN,SKILLED NURSING FACILITY,SKILLED NURSING,148,SACRAMENTO
070000003,VASONA CREEK HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,148,SANTA CLARA
140000707,FREMONT HOSPITAL,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,148,ALAMEDA
940000065,INTERCOMMUNITY CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,147,LOS ANGELES
060000016,WEST ANAHEIM MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,147,ORANGE
930000052,PIH HEALTH HOSPITAL - DOWNEY,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,147,LOS ANGELES
930000146,DEL AMO HOSPITAL,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,147,LOS ANGELES
030000117,DAMERON HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,146,SAN JOAQUIN
030001370,KAISER FOUNDATION HOSPITAL - ROSEVILLE,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,146,PLACER
250000091,RIVERWALK POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,146,RIVERSIDE
230000370,THE FOUNTAINS,SKILLED NURSING FACILITY,SKILLED NURSING,145,SUTTER
920000082,WEST HILLS HEALTH AND REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,145,LOS ANGELES
060000765,NEW ORANGE HILLS,SKILLED NURSING FACILITY,SKILLED NURSING,145,ORANGE
050000139,BAYSIDE CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,145,SAN LUIS OBISPO
030000852,BRANDEL MANOR,SKILLED NURSING FACILITY,SKILLED NURSING,145,STANISLAUS
250001724,MURRIETA HEALTH AND REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,145,RIVERSIDE
220001063,WEBSTER HOUSE,SKILLED NURSING FACILITY,SKILLED NURSING,145,SANTA CLARA
060000020,COUNTRY VILLA PLAZA CONVALESCENT CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,145,ORANGE
010000066,BROADWAY VILLA POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,144,SONOMA
230000255,ARBOR POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,144,BUTTE
910000336,THE REHABILITATION CENTER OF SANTA MONICA,SKILLED NURSING FACILITY,SKILLED NURSING,144,LOS ANGELES
060000145,ST. EDNA SUBACUTE AND REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,144,ORANGE
910000053,LAS FLORES CONVALESCENT HOSPITAL,SKILLED NURSING FACILITY,SKILLED NURSING,144,LOS ANGELES
070000068,"HEARTS & HANDS, POST ACUTE CARE & REHAB CENTER",SKILLED NURSING FACILITY,SKILLED NURSING,144,SANTA CRUZ
060000054,HUNTINGTON VALLEY HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,144,ORANGE
030000288,TURLOCK NURSING AND REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,144,STANISLAUS
230000023,OAK RIVER REHAB,SKILLED NURSING FACILITY,SKILLED NURSING,143,SHASTA
060000030,BUENA PARK NURSING CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,143,ORANGE
250000087,JURUPA HILLS POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,143,RIVERSIDE
070001349,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL STANFORD,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,143,SANTA CLARA
080000023,RADY CHILDREN'S HOSPITAL - SAN DIEGO,GENERAL ACUTE CARE HOSPITAL,INTENSIVE CARE NEWBORN NURSERY,143,SAN DIEGO
240000046,REDLANDS COMMUNITY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,142,SAN BERNARDINO
940000001,MIRADA HILLS REHABILITATION AND CONVALESCENT HOSPITAL,SKILLED NURSING FACILITY,SKILLED NURSING,142,LOS ANGELES
120000638,DELANO DISTRICT SKILLED NURSING FACILITY,SKILLED NURSING FACILITY,SKILLED NURSING,141,KERN
930000047,LAKEWOOD REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,141,LOS ANGELES
920000009,MACLAY HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,141,LOS ANGELES
970000021,LA BREA REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,141,LOS ANGELES
220000060,THE AVENUES TRANSITIONAL CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,140,SAN FRANCISCO
220000087,MILLBRAE CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,140,SAN MATEO
940000112,CERRITOS VISTA HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,140,LOS ANGELES
220001076,MANORCARE HEALTH SERVICES (SUNNYVALE),SKILLED NURSING FACILITY,SKILLED NURSING,140,SANTA CLARA
630017642,KERN RIVER TRANSITIONAL CARE,SKILLED NURSING FACILITY,SKILLED NURSING,140,KERN
920000019,ROYAL PALMS POST ACUTE,SKILLED NURSING FACILITY,SKILLED NURSING,140,LOS ANGELES
100000030,ALDERSON CONVALESCENT HOSPITAL,SKILLED NURSING FACILITY,SKILLED NURSING,140,YOLO
020000124,FRUITVALE HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,140,ALAMEDA
240000287,COMMUNITY EXTENDED CARE HOSPITAL OF MONTCLAIR,SKILLED NURSING FACILITY,SKILLED NURSING,140,SAN BERNARDINO
120001431,WESTGATE GARDENS CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,140,TULARE
140000012,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,140,ALAMEDA
140000041,ST ROSE HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,139,ALAMEDA
120001442,SIERRA VALLEY REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,139,TULARE
140000086,PLEASANTON NURSING AND REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,139,ALAMEDA
100000001,ASBURY PARK NURSING AND REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,139,SACRAMENTO
950000103,EASTLAND SUBACUTE AND REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,139,LOS ANGELES
920000027,MONTROSE SPRINGS SKILLED NURSING & WELLNESS CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,138,LOS ANGELES
100000021,CASA COLOMA HEALTH CARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,138,SACRAMENTO
930001709,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,138,LOS ANGELES
050000004,MISSION TERRACE CONVALESCENT HOSPITAL,SKILLED NURSING FACILITY,SKILLED NURSING,138,SANTA BARBARA
920000089,COUNTRY VILLA SHERATON NURSING AND REHAB. CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,138,LOS ANGELES
140000190,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,138,CONTRA COSTA
930000031,"CALIFORNIA REHABILITATION INSTITUTE, LLC",GENERAL ACUTE CARE HOSPITAL,REHABILITATION,138,LOS ANGELES
060000131,NEWPORT SUBACUTE HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,137,ORANGE
040000113,MERCY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,136,MERCED
100000048,WINDSOR ELK GROVE CARE AND REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,136,SACRAMENTO
140000014,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,136,ALAMEDA
920000020,GLENDALE POST ACUTE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,136,LOS ANGELES
970000145,OLYMPIA CONVALESCENT HOSPITAL,SKILLED NURSING FACILITY,SKILLED NURSING,135,LOS ANGELES
940000012,BRIARCREST NURSING CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,135,LOS ANGELES
020000087,CROWN BAY NURSING & REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,135,ALAMEDA
030000028,MISSION CARMICHAEL HEALTHCARE CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,135,SACRAMENTO
050000021,MARIAN REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,135,SANTA BARBARA
070000149,SANTA CLARA VALLEY MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,REHABILITATION,134,SANTA CLARA
930000012,BEVERLY HOSPITAL,GENERAL ACUTE CARE HOSPITAL,UNSPECIFIED GENERAL ACUTE CARE,134,LOS ANGELES
930000122,AURORA CHARTER OAK,ACUTE PSYCHIATRIC HOSPITAL,ACUTE PSYCHIATRIC CARE,134,LOS ANGELES
070000040,GILROY HEALTHCARE AND REHABILITATION CENTER,SKILLED NURSING FACILITY,SKILLED NURSING,134,SANTA CLARA
040000129,VALLEY CHILDREN'S HOSPITAL,GENERAL ACUTE CARE HOSPITAL,PEDIATRIC,134,MADERA
