"year","state_abbr","state_name","population","violent_crime","homicide","rape_legacy","rape_revised","robbery","aggravated_assault","property_crime","burglary","larceny","motor_vehicle_theft","caveats"
1984,"WY","Wyoming",511000,1237,17,107,,118,995,17582,3279,13518,785,""
1985,"","",237923795,1327767,18976,87671,,497874,723246,11102590,3073348,6926380,1102862,""
1985,"AK","Alaska",521000,3031,51,402,,484,2094,27588,6209,18220,3159,""
1985,"AL","Alabama",4021000,18398,396,1079,,4237,12686,140115,41612,88108,10395,""
1985,"AR","Arkansas",2359000,8199,187,686,,1617,5709,76372,22207,49957,4208,""
1985,"AZ","Arizona",3187000,19202,254,1458,,4670,12820,207591,59585,135720,12286,""
1985,"CA","California",26365000,201763,2770,11421,,86387,101185,1516710,448506,890967,177237,""
1985,"CO","Colorado",3231000,15219,189,1321,,4012,9697,208336,56480,137868,13988,""
1985,"CT","Connecticut",3174000,12758,120,763,,6032,5843,136572,36041,86524,14007,""
1985,"DC","District of Columbia",626000,10171,147,337,,5230,4457,39904,10005,24874,5025,""
1985,"DE","Delaware",622000,2695,30,296,,773,1596,28164,6826,19638,1700,""
1985,"FL","Florida",11366000,106971,1296,6004,,35506,64165,753918,228402,465792,59724,""
1985,"GA","Georgia",5976000,30311,620,2587,,9812,17292,275070,81070,171950,22050,""
1985,"HI","Hawaii",1054000,2313,43,310,,1048,912,52501,12164,37357,2980,""
1985,"IA","Iowa",2884000,6106,55,363,,1187,4501,107607,26349,76835,4423,""
1985,"ID","Idaho",1005000,2360,22,192,,269,1877,36916,8917,26170,1829,""
1985,"IL","Illinois",11535000,82448,927,4529,,33120,43872,530205,131015,331030,68160,""
1985,"IN","Indiana",5499000,17014,319,1318,,5065,10312,198220,50295,129861,18064,""
1985,"KS","Kansas",2450000,8716,121,719,,1929,5947,98474,25740,67433,5301,""
1985,"KY","Kentucky",3726000,11384,256,806,,2821,7501,98428,28739,62491,7198,""
1985,"LA","Louisiana",4481000,31108,487,1782,,8526,20313,218195,59326,141739,17130,""
1985,"MA","Massachusetts",5822000,31334,202,1734,,10974,18424,245665,65231,130088,50346,""
1985,"MD","Maryland",4392000,36655,348,1700,,13272,21335,199318,52995,126077,20246,""
1985,"ME","Maine",1164000,1950,28,167,,284,1471,40789,10607,28260,1922,""
1985,"MI","Michigan",9088000,66714,1018,6140,,26572,32984,511852,138792,297827,75233,""
1985,"MN","Minnesota",4193000,10751,88,1242,,3598,5823,162597,42663,108954,10980,""
1985,"MO","Missouri",5029000,25321,409,1468,,7425,16019,194247,55252,120650,18345,""
1985,"MS","Mississippi",2613000,7079,276,698,,1635,4470,78254,26701,47478,4075,""
1985,"MT","Montana",826000,1722,48,159,,173,1342,35855,6835,26746,2274,""
1985,"NC","North Carolina",6255000,26327,520,1488,,4893,19426,231465,71985,147530,11950,""
1985,"ND","North Dakota",685000,322,7,50,,44,221,18032,2925,14297,810,""
1985,"NE","Nebraska",1606000,3821,47,376,,779,2619,55514,11730,41278,2506,""
1985,"NH","New Hampshire",998000,1405,21,191,,266,927,31049,7608,21459,1982,""
1985,"NJ","New Jersey",7562000,41172,407,2424,,19282,19059,344067,79923,213907,50237,""
1985,"NM","New Mexico",1450000,10207,158,722,,2003,7324,83843,25432,53398,5013,""
1985,"NV","Nevada",936000,6244,96,564,,2573,3011,55294,17312,33336,4646,""
1985,"NY","New York",17783000,165365,1683,5706,,89706,68270,828446,219633,502276,106537,""
1985,"OH","Ohio",10744000,41000,554,3966,,14301,22179,408882,104920,266066,37896,""
1985,"OK","Oklahoma",3301000,13930,254,1252,,3526,8898,165150,53216,93233,18701,""
1985,"OR","Oregon",2687000,14807,125,1363,,4986,8333,166023,50690,105725,9608,""
1985,"PA","Pennsylvania",11853000,39240,550,2886,,17429,18375,320788,87417,194467,38904,""
1985,"RI","Rhode Island",968000,3355,35,253,,1122,1945,42368,11929,24119,6320,""
1985,"SC","South Carolina",3347000,21121,304,1385,,3143,16289,140892,41955,90260,8677,""
1985,"SD","South Dakota",708000,967,13,168,,121,665,17730,3867,13142,721,""
1985,"TN","Tennessee",4762000,22592,429,2027,,8614,11522,175827,55563,97159,23105,""
1985,"TX","Texas",16370000,90030,2132,8364,,31680,47854,985265,289825,595912,99528,""
1985,"UT","Utah",1645000,4398,50,381,,908,3059,83072,15511,63668,3893,""
1985,"VA","Virginia",5706000,16813,405,1551,,5720,9137,198821,44797,142800,11224,""
1985,"VT","Vermont",535000,790,18,103,,112,557,20011,5210,13924,877,""
1985,"WA","Washington",4409000,18757,231,2420,,5821,10285,269099,79859,176501,12739,""
1985,"WI","Wisconsin",4775000,9880,135,875,,3351,5519,181918,37987,133349,10582,""
1985,"WV","West Virginia",1936000,3214,73,359,,728,2054,40401,11972,25191,3238,""
1985,"WY","Wyoming",509000,1307,22,114,,102,1069,19130,3515,14732,883,""
1986,"","",240132887,1489169,20613,91459,,542775,834322,11722700,3241410,7257153,1224137,""
1986,"AK","Alaska",534000,3046,46,388,,470,2142,30307,6204,20879,3224,""
1986,"AL","Alabama",4053000,22616,409,1150,,4523,16534,151191,46974,93396,10821,""
1986,"AR","Arkansas",2372000,9365,191,686,,1890,6598,83729,24429,54677,4623,""
1986,"AZ","Arizona",3317000,21835,307,1425,,5614,14489,221015,63278,143845,13892,""
1986,"CA","California",26981000,248370,3038,12119,,92512,140701,1576299,457698,913004,205597,""
1986,"CO","Colorado",3267000,17105,230,1382,,4731,10762,212626,58531,138219,15876,""
1986,"CT","Connecticut",3189000,13578,148,760,,6129,6541,140411,38190,87963,14258,""
1986,"DC","District of Columbia",626000,9423,194,328,,4720,4181,42781,10815,25861,6105,""
1986,"DE","Delaware",633000,2703,31,360,,786,1526,27881,6598,19562,1721,""
1986,"FL","Florida",11675000,121013,1371,6152,,42822,70668,839651,259331,510496,69824,""
1986,"GA","Georgia",6104000,35869,686,2678,,13056,19449,297130,88695,182171,26264,""
1986,"HI","Hawaii",1062000,2604,51,329,,1129,1095,57626,14218,39922,3486,""
1986,"IA","Iowa",2851000,6703,51,356,,1197,5099,111633,27255,79864,4514,""
1986,"ID","Idaho",1003000,2232,32,201,,214,1785,39964,10065,28081,1818,""
1986,"IL","Illinois",11533000,93454,1023,4765,,37583,50083,548311,136306,339418,72587,""
1986,"IN","Indiana",5504000,16937,329,1424,,4954,10230,195233,48802,128404,18027,""
1986,"KS","Kansas",2461000,9076,108,810,,1958,6200,109607,29229,74029,6349,""
1986,"KY","Kentucky",3728000,12467,248,860,,3076,8283,102810,30725,64882,7203,""
1986,"LA","Louisiana",4501000,34128,575,1806,,10071,21676,239444,65751,153818,19875,""
1986,"MA","Massachusetts",5832000,32476,208,1731,,11239,19298,242989,62455,127668,52866,""
1986,"MD","Maryland",4463000,37177,401,1944,,13569,21263,212831,55593,132904,24334,""
1986,"ME","Maine",1174000,1726,23,174,,328,1201,38909,9433,27548,1928,""
1986,"MI","Michigan",9145000,73517,1032,6167,,27550,38768,520127,138040,308894,73193,""
1986,"MN","Minnesota",4214000,11991,105,1338,,4299,6249,171832,42319,117371,12142,""
1986,"MO","Missouri",5066000,29310,464,1480,,8624,18742,206463,57556,126674,22233,""
1986,"MS","Mississippi",2625000,7196,295,678,,1697,4526,80612,28242,48430,3940,""
1986,"MT","Montana",819000,1289,24,142,,160,963,35393,6491,27142,1760,""
1986,"NC","North Carolina",6331000,30128,515,1673,,5551,22389,244121,77557,153378,13186,""
1986,"ND","North Dakota",679000,348,7,79,,47,215,17343,2615,13914,814,""
1986,"NE","Nebraska",1598000,4196,50,393,,817,2936,57418,11956,42784,2678,""
1986,"NH","New Hampshire",1027000,1433,23,221,,242,947,32767,7754,22675,2338,""
1986,"NJ","New Jersey",7620000,43623,399,2531,,20473,20220,355764,81595,215073,59096,""
1986,"NM","New Mexico",1479000,10731,170,693,,1916,7952,87266,27283,54906,5077,""
1986,"NV","Nevada",963000,6923,121,625,,2763,3414,53647,15446,33601,4600,""
1986,"NY","New York",17772000,175210,1907,5415,,91360,76528,849827,217010,519570,113247,""
1986,"OH","Ohio",10752000,45260,595,4151,,15283,25231,423387,106212,276779,40396,""
1986,"OK","Oklahoma",3305000,14423,269,1202,,3521,9431,184342,59054,103832,21456,""
1986,"OR","Oregon",2698000,14830,178,1379,,5555,7718,176207,53062,112312,10833,""
1986,"PA","Pennsylvania",11889000,42629,659,2984,,18085,20901,326149,87362,196657,42130,""
1986,"RI","Rhode Island",975000,3271,34,209,,1157,1871,44528,12616,25041,6871,""
1986,"SC","South Carolina",3378000,22789,291,1395,,3361,17742,150752,45276,96132,9344,""
1986,"SD","South Dakota",708000,883,28,125,,115,615,18346,3919,13728,699,""
1986,"TN","Tennessee",4803000,25919,501,2256,,9978,13184,191861,63649,102103,26109,""
1986,"TX","Texas",16682000,109925,2258,8607,,40021,59039,1125897,341747,665029,119121,""
1986,"UT","Utah",1665000,4441,53,421,,976,2991,86774,15233,67825,3716,""
1986,"VA","Virginia",5787000,17708,411,1533,,6118,9646,205658,47021,145935,12702,""
1986,"VT","Vermont",541000,807,11,118,,120,558,20708,5135,14593,980,""
1986,"WA","Washington",4463000,19505,223,2382,,6031,10869,287535,83078,190420,14037,""
1986,"WI","Wisconsin",4785000,12339,149,961,,3483,7746,183692,37464,134083,12145,""
1986,"WV","West Virginia",1919000,3156,114,362,,787,1893,41301,11999,26055,3247,""
1986,"WY","Wyoming",507000,1486,27,111,,114,1234,20605,4144,15606,855,""
1987,"","",242288918,1483999,20096,91111,,517704,855088,12024709,3236184,7499851,1288674,""
1987,"AK","Alaska",525000,2391,53,341,,384,1613,25841,5093,18195,2553,""
1987,"AL","Alabama",4083000,22833,380,1137,,4581,16735,158918,48927,99260,10731,""
1987,"AR","Arkansas",2388000,9839,182,779,,1890,6988,91537,25743,60862,4932,""
1987,"AZ","Arizona",3386000,20742,253,1396,,4687,14406,222663,55059,153296,14308,""
1987,"CA","California",27663000,253943,2924,12109,,83341,155569,1545928,419969,896335,229624,""
1987,"CO","Colorado",3296000,15409,191,1344,,3916,9958,197225,50580,132266,14379,""
1987,"CT","Connecticut",3211000,13455,156,800,,5720,6779,146958,39120,90852,16986,""
1987,"DC","District of Columbia",622000,10016,225,245,,4462,5084,42553,11244,25012,6297,""
1987,"DE","Delaware",644000,2774,33,441,,789,1511,29032,6572,20453,2007,""
1987,"FL","Florida",12023000,123168,1371,6032,,42869,72896,899167,271346,546466,81355,""
1987,"GA","Georgia",6222000,35868,735,2681,,13014,19438,324511,96572,197302,30637,""
1987,"HI","Hawaii",1083000,2851,52,393,,1061,1345,60157,12515,43678,3964,""
1987,"IA","Iowa",2834000,6553,59,337,,1025,5132,110781,26010,80489,4282,""
1987,"ID","Idaho",998000,2138,31,175,,242,1690,39342,9748,27923,1671,""
1987,"IL","Illinois",11582000,92216,967,4443,,36406,50400,535126,130147,342492,62487,""
1987,"IN","Indiana",5531000,18169,307,1609,,4901,11352,209695,52363,137722,19610,""
1987,"KS","Kansas",2476000,8932,110,808,,2032,5982,112488,28177,78043,6268,""
1987,"KY","Kentucky",3727000,12589,280,781,,3361,8167,109284,31571,70532,7181,""
1987,"LA","Louisiana",4461000,30916,496,1600,,7987,20833,231090,64441,148247,18402,""
1987,"MA","Massachusetts",5855000,33060,173,1868,,10379,20640,244105,62056,127939,54110,""
1987,"MD","Maryland",4535000,34820,436,1795,,13164,19425,213589,52718,134485,26386,""
1987,"ME","Maine",1187000,1806,30,186,,304,1286,40122,9148,28916,2058,""
1987,"MI","Michigan",9200000,71772,1124,6184,,25442,39022,522254,133602,319470,69182,""
1987,"MN","Minnesota",4246000,12118,112,1439,,4354,6213,183868,45384,125686,12798,""
1987,"MO","Missouri",5103000,27792,423,1473,,8376,17520,212430,56711,133964,21755,""
1987,"MS","Mississippi",2625000,7081,269,767,,1496,4549,83182,31537,47433,4212,""
1987,"MT","Montana",809000,1223,33,160,,196,834,35986,6521,27541,1924,""
1987,"NC","North Carolina",6413000,31039,519,1863,,6023,22634,267157,86964,165841,14352,""
1987,"ND","North Dakota",672000,382,10,63,,51,258,18656,3060,14768,828,""
1987,"NE","Nebraska",1594000,4004,55,345,,751,2853,61853,13516,45692,2645,""
1987,"NH","New Hampshire",1057000,1581,32,281,,280,988,34058,7344,24426,2288,""
1987,"NJ","New Jersey",7672000,41507,351,2559,,17862,20735,362155,77392,219906,64857,""
1987,"NM","New Mexico",1500000,9427,152,646,,1625,7004,88775,26815,56777,5183,""
1987,"NV","Nevada",1007000,7006,85,622,,2744,3555,57154,16408,35157,5589,""
1987,"NY","New York",17825000,179691,2016,5537,,89721,82417,881330,216826,539175,125329,""
1987,"OH","Ohio",10784000,45436,630,4305,,16511,23990,447964,114580,292093,41291,""
1987,"OK","Oklahoma",3272000,13664,244,1173,,3583,8664,183495,58333,105369,19793,""
1987,"OR","Oregon",2724000,14697,153,1247,,5338,7959,175138,48562,113907,12669,""
1987,"PA","Pennsylvania",11936000,44087,642,3130,,17241,23074,333476,86177,205619,41680,""
1987,"RI","Rhode Island",986000,3547,35,241,,1062,2209,48568,14208,26635,7725,""
1987,"SC","South Carolina",3425000,22773,318,1497,,3463,17495,154021,46511,97892,9618,""
1987,"SD","South Dakota",709000,849,13,146,,87,603,18138,3787,13673,678,""
1987,"TN","Tennessee",4855000,25900,444,2133,,9409,13914,200616,65632,107459,27525,""
1987,"TX","Texas",16789000,105961,1959,8068,,38053,57881,1190558,355597,711594,123367,""
1987,"UT","Utah",1680000,3861,55,365,,887,2554,90532,15975,71038,3519,""
1987,"VA","Virginia",5904000,17414,437,1537,,6244,9196,216354,47642,153690,15022,""
1987,"VT","Vermont",548000,748,15,123,,92,518,22658,6085,15485,1088,""
1987,"WA","Washington",4538000,19945,256,2370,,6417,10902,298491,86428,194131,17932,""
1987,"WI","Wisconsin",4807000,12014,168,954,,3192,7700,188411,40502,136058,11851,""
1987,"WV","West Virginia",1897000,2605,92,429,,591,1493,38953,11450,24436,3067,""
1987,"WY","Wyoming",490000,1387,10,154,,98,1125,18366,3516,14171,679,""
1988,"","",244498982,1566221,20675,92486,,542968,910092,12356865,3218077,7705872,1432916,""
1988,"AK","Alaska",513000,2682,29,296,,374,1983,22566,4321,15911,2334,""
1988,"AL","Alabama",4127000,23052,408,1228,,4860,16556,165209,50920,103282,11007,""
1988,"AR","Arkansas",2422000,10237,211,780,,2037,7209,91962,26443,60363,5156,""
1988,"AZ","Arizona",3466000,21147,294,1345,,4750,14758,237808,54773,167121,15914,""
1988,"CA","California",28168000,261912,2936,11780,,86141,161055,1607180,407631,933636,265913,""
1988,"CO","Colorado",3290000,15548,187,1269,,3250,10842,187719,45503,128331,13885,""
1988,"CT","Connecticut",3241000,14759,174,849,,6080,7656,150455,39477,91079,19899,""
1988,"DC","District of Columbia",620000,11914,369,165,,5690,5690,49557,12300,28624,8633,""
1988,"DE","Delaware",660000,2981,34,491,,784,1672,28693,6868,19824,2001,""
1988,"FL","Florida",12377000,138343,1416,6154,,49916,80857,967869,283960,589215,94694,""
1988,"GA","Georgia",6401000,42589,748,2970,,15593,23278,362376,103106,223768,35502,""
1988,"HI","Hawaii",1093000,2810,44,355,,919,1492,62650,13726,44946,3978,""
1988,"IA","Iowa",2834000,7279,47,446,,1132,5654,108254,24211,79447,4596,""
1988,"ID","Idaho",999000,2345,36,179,,202,1928,37345,8691,26893,1761,""
1988,"IL","Illinois",11544000,93557,991,4449,,36097,52020,555316,130292,355148,69876,""
1988,"IN","Indiana",5575000,21187,358,1731,,4963,14135,210177,52137,138335,19705,""
1988,"KS","Kansas",2487000,9083,85,779,,2136,6083,112280,29321,76927,6032,""
1988,"KY","Kentucky",3721000,12284,229,835,,2764,8456,104362,30747,66711,6904,""
1988,"LA","Louisiana",4420000,31711,512,1702,,9238,20259,222913,63843,139141,19929,""
1988,"MA","Massachusetts",5871000,36376,208,1876,,10352,23940,256639,62307,141933,52399,""
1988,"MD","Maryland",4644000,37466,449,1721,,13994,21302,227457,54735,141509,31213,""
1988,"ME","Maine",1206000,1898,37,224,,311,1326,41249,9852,28928,2469,""
1988,"MI","Michigan",9300000,68980,1009,6462,,22424,39085,496867,122254,305693,68920,""
1988,"MN","Minnesota",4306000,12490,124,1337,,4079,6950,173302,39167,119526,14609,""
1988,"MO","Missouri",5139000,28393,413,1505,,8638,17837,220578,58605,139648,22325,""
1988,"MS","Mississippi",2627000,8544,225,951,,2028,5340,85840,33651,47818,4371,""
1988,"MT","Montana",804000,989,21,135,,182,651,33318,5657,25921,1740,""
1988,"NC","North Carolina",6526000,32753,510,1833,,7085,23325,284557,90791,177426,16340,""
1988,"ND","North Dakota",663000,392,12,74,,54,252,17695,2902,14007,786,""
1988,"NE","Nebraska",1601000,4374,58,385,,898,3033,61908,12251,46634,3023,""
1988,"NH","New Hampshire",1097000,1622,25,276,,231,1090,34951,7489,24964,2498,""
1988,"NJ","New Jersey",7720000,44993,411,2600,,18927,23055,363807,75675,219086,69046,""
1988,"NM","New Mexico",1510000,9938,173,580,,1557,7628,89817,27737,56192,5888,""
1988,"NV","Nevada",1060000,8275,111,782,,3087,4295,60128,16376,37401,6351,""
1988,"NY","New York",17898000,196396,2244,5479,,97434,91239,932845,218060,560887,153898,""
1988,"OH","Ohio",10872000,49144,585,4632,,17546,26381,455890,112130,300355,43405,""
1988,"OK","Oklahoma",3263000,14179,243,1229,,3428,9279,168194,53624,96418,18152,""
1988,"OR","Oregon",2741000,14959,139,1111,,5289,8420,178520,48355,113872,16293,""
1988,"PA","Pennsylvania",12027000,43534,660,2992,,16607,23275,338486,83791,203362,51333,""
1988,"RI","Rhode Island",995000,3947,41,303,,1146,2457,47837,12550,27049,8238,""
1988,"SC","South Carolina",3493000,25889,325,1493,,4357,19714,163164,49467,103055,10642,""
1988,"SD","South Dakota",715000,813,22,192,,87,512,17641,3703,13255,683,""
1988,"TN","Tennessee",4919000,26205,461,2201,,8537,15006,193647,60894,106052,26701,""
1988,"TX","Texas",16780000,109499,2022,8119,,39301,60057,1235870,361972,739642,134256,""
1988,"UT","Utah",1691000,4110,47,399,,915,2749,90223,14898,71677,3648,""
1988,"VA","Virginia",5996000,17940,468,1622,,6748,9102,232496,49069,165343,18084,""
1988,"VT","Vermont",556000,791,11,128,,89,563,22786,6098,15591,1097,""
1988,"WA","Washington",4619000,21543,264,2611,,6738,11930,307008,85711,201301,19996,""
1988,"WI","Wisconsin",4858000,10414,144,965,,3258,6047,182545,35423,134046,13076,""
1988,"WV","West Virginia",1884000,2476,93,353,,644,1386,39703,11510,25147,3046,""
1988,"WY","Wyoming",471000,1479,12,113,,71,1283,17206,3103,13432,671,""
1989,"","",246819230,1646037,21500,94504,,578326,951707,12605412,3168170,7872442,1564800,""
1989,"AK","Alaska",527000,2623,42,279,,356,1946,22567,4358,15811,2398,""
1989,"AL","Alabama",4118000,24329,421,1276,,5515,17117,166244,47224,106771,12249,""
1989,"AR","Arkansas",2406000,11397,203,924,,2660,7610,98213,28738,63084,6391,""
1989,"AZ","Arizona",3556000,21320,237,1286,,4944,14853,265284,59284,181574,24426,""
1989,"CA","California",29063000,284136,3158,11966,,96431,172581,1681516,410468,972603,298445,""
1989,"CO","Colorado",3317000,15636,146,1202,,2984,11304,184692,41475,128195,15022,""
1989,"CT","Connecticut",3239000,16576,190,892,,6956,8538,154119,40035,91483,22601,""
1989,"DC","District of Columbia",604000,12937,434,186,,6542,5775,49235,11780,29164,8291,""
1989,"DE","Delaware",673000,3745,34,569,,934,2208,28998,6072,20294,2632,""
1989,"FL","Florida",12671000,140575,1405,6299,,51188,81683,975042,289254,583702,102086,""
1989,"GA","Georgia",6436000,47357,820,3150,,17450,25937,407868,110215,255578,42075,""
1989,"HI","Hawaii",1112000,3004,53,496,,925,1530,66723,14939,47374,4410,""
1989,"IA","Iowa",2840000,7563,54,459,,1108,5942,108349,24052,79801,4496,""
1989,"ID","Idaho",1014000,2582,26,236,,152,2168,37278,8843,26825,1610,""
1989,"IL","Illinois",11658000,98611,1051,4161,,39138,54261,558803,125441,362556,70806,""
1989,"IN","Indiana",5593000,22735,353,1804,,5671,14907,225592,54201,149514,21877,""
1989,"KS","Kansas",2513000,10073,138,917,,2508,6510,115146,29871,77802,7473,""
1989,"KY","Kentucky",3727000,13302,293,917,,2836,9256,110328,30526,71611,8191,""
1989,"LA","Louisiana",4382000,34257,653,1675,,10397,21532,239235,64184,152209,22842,""
1989,"MA","Massachusetts",5913000,39912,254,1881,,11980,25797,263780,63004,146925,53851,""
1989,"MD","Maryland",4694000,40152,544,1783,,15589,22236,220955,52735,137043,31177,""
1989,"ME","Maine",1222000,1676,39,229,,293,1115,42116,9810,30067,2239,""
1989,"MI","Michigan",9273000,65760,993,6624,,20616,37527,487682,113579,307096,67007,""
