"数据年月"	,"贸易伙伴编码"	,"贸易伙伴名称"	,"注册地编码"	,"注册地名称"	,"商品编码"	,"商品名称"	,"第一数量"	,"第一计量单位"	,"第二数量"	,"第二计量单位"	,"美元"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"33011200	"	,"橙油	"	,"1839	"	,"千克	"	,"0	"	,"?	"	,"298,902	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"33061090	"	,"其他洁齿品	"	,"1	"	,"千克	"	,"0	"	,"?	"	,"11	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"33079000	"	,"脱毛剂和未列名的芳香料制品及化妆盥洗品	"	,"19140	"	,"千克	"	,"0	"	,"?	"	,"199,055	"	,
"202106	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"34049000	"	,"其他人造蜡及调制蜡	"	,"42314	"	,"千克	"	,"0	"	,"?	"	,"399,444	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"34060000	"	,"各种蜡烛及类似品	"	,"828	"	,"千克	"	,"0	"	,"?	"	,"57,298	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"34060000	"	,"各种蜡烛及类似品	"	,"5352	"	,"千克	"	,"0	"	,"?	"	,"210,523	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"35069120	"	,"以环氧树脂为基本成分的粘合剂	"	,"271	"	,"千克	"	,"0	"	,"?	"	,"1,432	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"35069900	"	,"未列名的调制胶及其他调制粘合剂	"	,"3612	"	,"千克	"	,"0	"	,"?	"	,"493,405	"	,
"202104	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"38249999	"	,"未列名化学工业及其相关工业的化学产品及配制品	"	,"14000	"	,"千克	"	,"0	"	,"?	"	,"135,030	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"38249999	"	,"未列名化学工业及其相关工业的化学产品及配制品	"	,"14000	"	,"千克	"	,"0	"	,"?	"	,"128,335	"	,
"202106	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"38249999	"	,"未列名化学工业及其相关工业的化学产品及配制品	"	,"14000	"	,"千克	"	,"0	"	,"?	"	,"130,780	"	,
"202109	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"38249999	"	,"未列名化学工业及其相关工业的化学产品及配制品	"	,"28000	"	,"千克	"	,"0	"	,"?	"	,"256,586	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39023090	"	,"其他初级形状的丙烯共聚物	"	,"15600	"	,"千克	"	,"0	"	,"?	"	,"129,792	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39079910	"	,"其他初级形状的聚对苯二甲酸丁二酯	"	,"90000	"	,"千克	"	,"0	"	,"?	"	,"129,420	"	,
"202106	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39079910	"	,"其他初级形状的聚对苯二甲酸丁二酯	"	,"90000	"	,"千克	"	,"0	"	,"?	"	,"247,500	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39079910	"	,"其他初级形状的聚对苯二甲酸丁二酯	"	,"53000	"	,"千克	"	,"0	"	,"?	"	,"140,540	"	,
"202109	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39079910	"	,"其他初级形状的聚对苯二甲酸丁二酯	"	,"36000	"	,"千克	"	,"0	"	,"?	"	,"101,575	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39079910	"	,"其他初级形状的聚对苯二甲酸丁二酯	"	,"17000	"	,"千克	"	,"0	"	,"?	"	,"50,150	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39079910	"	,"其他初级形状的聚对苯二甲酸丁二酯	"	,"90000	"	,"千克	"	,"0	"	,"?	"	,"263,193	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39100000	"	,"初级形状的聚硅氧烷	"	,"18000	"	,"千克	"	,"0	"	,"?	"	,"9,749	"	,
"202103	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39100000	"	,"初级形状的聚硅氧烷	"	,"125500	"	,"千克	"	,"0	"	,"?	"	,"93,233	"	,
"202104	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39100000	"	,"初级形状的聚硅氧烷	"	,"25	"	,"千克	"	,"0	"	,"?	"	,"132	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39100000	"	,"初级形状的聚硅氧烷	"	,"36000	"	,"千克	"	,"0	"	,"?	"	,"12,763	"	,
"202106	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39100000	"	,"初级形状的聚硅氧烷	"	,"89500	"	,"千克	"	,"0	"	,"?	"	,"64,342	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39139000	"	,"其他初级形状的天然聚合物及改性天然聚合物	"	,"266605	"	,"千克	"	,"0	"	,"?	"	,"1,228,608	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39139000	"	,"其他初级形状的天然聚合物及改性天然聚合物	"	,"358973	"	,"千克	"	,"0	"	,"?	"	,"1,281,638	"	,
"202103	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39139000	"	,"其他初级形状的天然聚合物及改性天然聚合物	"	,"247350	"	,"千克	"	,"0	"	,"?	"	,"859,189	"	,
"202104	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39139000	"	,"其他初级形状的天然聚合物及改性天然聚合物	"	,"276691	"	,"千克	"	,"0	"	,"?	"	,"933,300	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39139000	"	,"其他初级形状的天然聚合物及改性天然聚合物	"	,"306660	"	,"千克	"	,"0	"	,"?	"	,"816,701	"	,
"202106	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39139000	"	,"其他初级形状的天然聚合物及改性天然聚合物	"	,"1132205	"	,"千克	"	,"0	"	,"?	"	,"3,018,667	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39139000	"	,"其他初级形状的天然聚合物及改性天然聚合物	"	,"215526	"	,"千克	"	,"0	"	,"?	"	,"615,159	"	,
"202108	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39139000	"	,"其他初级形状的天然聚合物及改性天然聚合物	"	,"599602	"	,"千克	"	,"0	"	,"?	"	,"1,917,425	"	,
"202109	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39139000	"	,"其他初级形状的天然聚合物及改性天然聚合物	"	,"403623	"	,"千克	"	,"0	"	,"?	"	,"1,758,085	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39139000	"	,"其他初级形状的天然聚合物及改性天然聚合物	"	,"41038	"	,"千克	"	,"0	"	,"?	"	,"345,448	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39139000	"	,"其他初级形状的天然聚合物及改性天然聚合物	"	,"6600	"	,"千克	"	,"0	"	,"?	"	,"362,345	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39139000	"	,"其他初级形状的天然聚合物及改性天然聚合物	"	,"3150	"	,"千克	"	,"0	"	,"?	"	,"169,014	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39172900	"	,"其他塑料制硬管	"	,"217	"	,"千克	"	,"0	"	,"?	"	,"434	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39181010	"	,"氯乙烯聚合物制糊墙品	"	,"11156	"	,"千克	"	,"0	"	,"?	"	,"139,450	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39181090	"	,"氯乙烯聚合物制铺地制品	"	,"1950	"	,"千克	"	,"0	"	,"?	"	,"48,750	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39189090	"	,"其他塑料制铺地制品	"	,"1448	"	,"千克	"	,"0	"	,"?	"	,"84,418	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39189090	"	,"其他塑料制铺地制品	"	,"3471	"	,"千克	"	,"0	"	,"?	"	,"123,974	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39189090	"	,"其他塑料制铺地制品	"	,"1380	"	,"千克	"	,"0	"	,"?	"	,"14,706	"	,
"202108	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39191099	"	,"其他宽≤20cm成卷塑料胶粘板、片、膜、箔等	"	,"38	"	,"千克	"	,"0	"	,"?	"	,"76	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39191099	"	,"其他宽≤20cm成卷塑料胶粘板、片、膜、箔等	"	,"3419	"	,"千克	"	,"0	"	,"?	"	,"24,110	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39199090	"	,"未列名塑料胶粘板、片、膜、箔等	"	,"5316	"	,"千克	"	,"0	"	,"?	"	,"43,372	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39201090	"	,"其他乙烯聚合物非泡沫塑料板、片、膜、箔等	"	,"32468	"	,"千克	"	,"0	"	,"?	"	,"76,895	"	,
"202109	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39201090	"	,"其他乙烯聚合物非泡沫塑料板、片、膜、箔等	"	,"7056	"	,"千克	"	,"0	"	,"?	"	,"14,400	"	,
"202106	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39202090	"	,"其他丙烯聚合物非泡沫塑料板、片、膜、箔等	"	,"30	"	,"千克	"	,"0	"	,"?	"	,"30	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39202090	"	,"其他丙烯聚合物非泡沫塑料板、片、膜、箔等	"	,"768	"	,"千克	"	,"0	"	,"?	"	,"44,928	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39204300	"	,"增塑剂≥6％氯乙烯聚合物制非泡沫塑料板等	"	,"270	"	,"千克	"	,"0	"	,"?	"	,"4,860	"	,
"202104	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39204900	"	,"其他氯乙烯聚合物制非泡沫塑料的板、片等	"	,"2600	"	,"千克	"	,"0	"	,"?	"	,"14,300	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39204900	"	,"其他氯乙烯聚合物制非泡沫塑料的板、片等	"	,"188	"	,"千克	"	,"0	"	,"?	"	,"564	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39206100	"	,"聚碳酸酯非泡沫塑料板、片、膜、箔及扁条	"	,"478	"	,"千克	"	,"0	"	,"?	"	,"1,434	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39207900	"	,"其他纤维素衍生物非泡沫塑料板、片、膜等	"	,"524	"	,"千克	"	,"0	"	,"?	"	,"1,573	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39207900	"	,"其他纤维素衍生物非泡沫塑料板、片、膜等	"	,"8753	"	,"千克	"	,"0	"	,"?	"	,"24,924	"	,
"202103	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39207900	"	,"其他纤维素衍生物非泡沫塑料板、片、膜等	"	,"931	"	,"千克	"	,"0	"	,"?	"	,"2,793	"	,
"202104	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39207900	"	,"其他纤维素衍生物非泡沫塑料板、片、膜等	"	,"9701	"	,"千克	"	,"0	"	,"?	"	,"22,001	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39207900	"	,"其他纤维素衍生物非泡沫塑料板、片、膜等	"	,"794	"	,"千克	"	,"0	"	,"?	"	,"2,380	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39207900	"	,"其他纤维素衍生物非泡沫塑料板、片、膜等	"	,"4619	"	,"千克	"	,"0	"	,"?	"	,"8,124	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39207900	"	,"其他纤维素衍生物非泡沫塑料板、片、膜等	"	,"1860	"	,"千克	"	,"0	"	,"?	"	,"6,075	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39207900	"	,"其他纤维素衍生物非泡沫塑料板、片、膜等	"	,"12688	"	,"千克	"	,"0	"	,"?	"	,"28,012	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39209990	"	,"未列名非泡沫塑料板、片、膜、箔及扁条	"	,"1966	"	,"千克	"	,"0	"	,"?	"	,"198,566	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39209990	"	,"未列名非泡沫塑料板、片、膜、箔及扁条	"	,"655	"	,"千克	"	,"0	"	,"?	"	,"12,445	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39209990	"	,"未列名非泡沫塑料板、片、膜、箔及扁条	"	,"220	"	,"千克	"	,"0	"	,"?	"	,"8	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39209990	"	,"未列名非泡沫塑料板、片、膜、箔及扁条	"	,"190	"	,"千克	"	,"0	"	,"?	"	,"7	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39211390	"	,"其他氨酯聚合物泡沫塑料板、片、膜、箔等	"	,"2085	"	,"千克	"	,"0	"	,"?	"	,"199,699	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39211990	"	,"未列名泡沫塑料板、片、膜、箔、扁条	"	,"2820	"	,"千克	"	,"0	"	,"?	"	,"54,426	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39211990	"	,"未列名泡沫塑料板、片、膜、箔、扁条	"	,"60	"	,"千克	"	,"0	"	,"?	"	,"3	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39211990	"	,"未列名泡沫塑料板、片、膜、箔、扁条	"	,"10	"	,"千克	"	,"0	"	,"?	"	,"50	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39221000	"	,"塑料浴缸、淋浴盘、洗涤槽及盥洗盆	"	,"9694	"	,"千克	"	,"0	"	,"?	"	,"598,868	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39229000	"	,"塑料坐浴盆、便盆、抽水箱及类似卫生洁具	"	,"1026	"	,"千克	"	,"0	"	,"?	"	,"60,124	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39229000	"	,"塑料坐浴盆、便盆、抽水箱及类似卫生洁具	"	,"2943	"	,"千克	"	,"0	"	,"?	"	,"23,642	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39231000	"	,"供运输或包装货物用的塑料盒、箱及类似品	"	,"240	"	,"千克	"	,"0	"	,"?	"	,"1,920	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39231000	"	,"供运输或包装货物用的塑料盒、箱及类似品	"	,"341	"	,"千克	"	,"0	"	,"?	"	,"13,178	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39231000	"	,"供运输或包装货物用的塑料盒、箱及类似品	"	,"9235	"	,"千克	"	,"0	"	,"?	"	,"67,970	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39232100	"	,"供运输或包装货物用的乙烯聚合物制袋及包	"	,"3537	"	,"千克	"	,"0	"	,"?	"	,"141,424	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39232100	"	,"供运输或包装货物用的乙烯聚合物制袋及包	"	,"7671	"	,"千克	"	,"0	"	,"?	"	,"176,433	"	,
"202103	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39232100	"	,"供运输或包装货物用的乙烯聚合物制袋及包	"	,"1596	"	,"千克	"	,"0	"	,"?	"	,"149,520	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39232100	"	,"供运输或包装货物用的乙烯聚合物制袋及包	"	,"560	"	,"千克	"	,"0	"	,"?	"	,"8,400	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39232900	"	,"供运输或包装货物用的其他塑料制袋及包	"	,"798	"	,"千克	"	,"0	"	,"?	"	,"37,346	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39232900	"	,"供运输或包装货物用的其他塑料制袋及包	"	,"898	"	,"千克	"	,"0	"	,"?	"	,"35,734	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39232900	"	,"供运输或包装货物用的其他塑料制袋及包	"	,"5525	"	,"千克	"	,"0	"	,"?	"	,"252,152	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39232900	"	,"供运输或包装货物用的其他塑料制袋及包	"	,"5268	"	,"千克	"	,"0	"	,"?	"	,"324,808	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39232900	"	,"供运输或包装货物用的其他塑料制袋及包	"	,"10	"	,"千克	"	,"0	"	,"?	"	,"520	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39233000	"	,"供运输或包装货物用的塑料坛、瓶及类似品	"	,"172	"	,"千克	"	,"0	"	,"?	"	,"1,084	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39233000	"	,"供运输或包装货物用的塑料坛、瓶及类似品	"	,"2711	"	,"千克	"	,"0	"	,"?	"	,"84,443	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39235000	"	,"塑料塞子、盖子及类似品	"	,"11	"	,"千克	"	,"0	"	,"?	"	,"120	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39239000	"	,"供运输或包装货物用的其他塑料制品	"	,"782	"	,"千克	"	,"0	"	,"?	"	,"52,238	"	,
"202106	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39239000	"	,"供运输或包装货物用的其他塑料制品	"	,"150	"	,"千克	"	,"0	"	,"?	"	,"300	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39239000	"	,"供运输或包装货物用的其他塑料制品	"	,"285	"	,"千克	"	,"0	"	,"?	"	,"855	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39239000	"	,"供运输或包装货物用的其他塑料制品	"	,"619	"	,"千克	"	,"0	"	,"?	"	,"6,190	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39239000	"	,"供运输或包装货物用的其他塑料制品	"	,"1586	"	,"千克	"	,"0	"	,"?	"	,"100,992	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39241000	"	,"塑料制餐具及厨房用具	"	,"1265	"	,"千克	"	,"0	"	,"?	"	,"87,800	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39241000	"	,"塑料制餐具及厨房用具	"	,"5878	"	,"千克	"	,"0	"	,"?	"	,"219,986	"	,
"202104	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39241000	"	,"塑料制餐具及厨房用具	"	,"5165	"	,"千克	"	,"0	"	,"?	"	,"210,822	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39241000	"	,"塑料制餐具及厨房用具	"	,"1147	"	,"千克	"	,"0	"	,"?	"	,"103,418	"	,
"202106	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39241000	"	,"塑料制餐具及厨房用具	"	,"687	"	,"千克	"	,"0	"	,"?	"	,"1,374	"	,
"202108	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39241000	"	,"塑料制餐具及厨房用具	"	,"6348	"	,"千克	"	,"0	"	,"?	"	,"139,656	"	,
"202109	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39241000	"	,"塑料制餐具及厨房用具	"	,"21	"	,"千克	"	,"0	"	,"?	"	,"187	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39241000	"	,"塑料制餐具及厨房用具	"	,"25351	"	,"千克	"	,"0	"	,"?	"	,"707,480	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39241000	"	,"塑料制餐具及厨房用具	"	,"1346	"	,"千克	"	,"0	"	,"?	"	,"39,580	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39241000	"	,"塑料制餐具及厨房用具	"	,"7466	"	,"千克	"	,"0	"	,"?	"	,"64,750	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39249000	"	,"塑料制其他家庭用具及卫生或盥洗用具	"	,"1745	"	,"千克	"	,"0	"	,"?	"	,"57,055	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39249000	"	,"塑料制其他家庭用具及卫生或盥洗用具	"	,"1125	"	,"千克	"	,"0	"	,"?	"	,"7,983	"	,
"202103	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39249000	"	,"塑料制其他家庭用具及卫生或盥洗用具	"	,"186	"	,"千克	"	,"0	"	,"?	"	,"700	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39249000	"	,"塑料制其他家庭用具及卫生或盥洗用具	"	,"1818	"	,"千克	"	,"0	"	,"?	"	,"122,439	"	,
"202108	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39249000	"	,"塑料制其他家庭用具及卫生或盥洗用具	"	,"7357	"	,"千克	"	,"0	"	,"?	"	,"399,116	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39249000	"	,"塑料制其他家庭用具及卫生或盥洗用具	"	,"10073	"	,"千克	"	,"0	"	,"?	"	,"503,038	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39249000	"	,"塑料制其他家庭用具及卫生或盥洗用具	"	,"25125	"	,"千克	"	,"0	"	,"?	"	,"1,000,342	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39249000	"	,"塑料制其他家庭用具及卫生或盥洗用具	"	,"5442	"	,"千克	"	,"0	"	,"?	"	,"65,756	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39253000	"	,"塑料制窗板、百叶窗或类似制品及其零件	"	,"428	"	,"千克	"	,"0	"	,"?	"	,"1,926	"	,
"202106	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39259000	"	,"未列名的建筑用塑料制品	"	,"750	"	,"千克	"	,"0	"	,"?	"	,"1,350	"	,
"202109	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39259000	"	,"未列名的建筑用塑料制品	"	,"16	"	,"千克	"	,"0	"	,"?	"	,"121	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39259000	"	,"未列名的建筑用塑料制品	"	,"246	"	,"千克	"	,"0	"	,"?	"	,"6,534	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39261000	"	,"塑料制办公室或学校用品	"	,"7294	"	,"千克	"	,"0	"	,"?	"	,"87,528	"	,
"202103	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39261000	"	,"塑料制办公室或学校用品	"	,"1606	"	,"千克	"	,"0	"	,"?	"	,"158,352	"	,
"202106	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39261000	"	,"塑料制办公室或学校用品	"	,"394	"	,"千克	"	,"0	"	,"?	"	,"779	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39261000	"	,"塑料制办公室或学校用品	"	,"1503	"	,"千克	"	,"0	"	,"?	"	,"169,989	"	,
"202108	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39261000	"	,"塑料制办公室或学校用品	"	,"42	"	,"千克	"	,"0	"	,"?	"	,"100	"	,
"202109	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39261000	"	,"塑料制办公室或学校用品	"	,"24	"	,"千克	"	,"0	"	,"?	"	,"210	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39261000	"	,"塑料制办公室或学校用品	"	,"7006	"	,"千克	"	,"0	"	,"?	"	,"196,916	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39261000	"	,"塑料制办公室或学校用品	"	,"256	"	,"千克	"	,"0	"	,"?	"	,"9,072	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39261000	"	,"塑料制办公室或学校用品	"	,"8031	"	,"千克	"	,"0	"	,"?	"	,"60,968	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39262090	"	,"其他塑料制衣服及衣着附件	"	,"1084	"	,"千克	"	,"0	"	,"?	"	,"173	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39262090	"	,"其他塑料制衣服及衣着附件	"	,"1202	"	,"千克	"	,"0	"	,"?	"	,"15,626	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39262090	"	,"其他塑料制衣服及衣着附件	"	,"2625	"	,"千克	"	,"0	"	,"?	"	,"99,450	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"39262090	"	,"其他塑料制衣服及衣着附件	"	,"2585	"	,"千克	"	,"0	"	,"?	"	,"22,399	"	,
