locationname,marketname,city,countrycode,address,zip,region,lat,lon,operator,status,timezone,url,open_day,open_month,open_year,other_date,playground,drivethru,format,in_mall,geometry
Avondale,"Phoenix (Prescott), AZ",Avondale,US,10180 W McDowell Rd,85392,AZ,33.465224,-112.278973,Bruce Ploeser,OPEN,America/Phoenix,https://www.chick-fil-a.com/avondale,16.0,8.0,2007.0,2007-08-16,interior,True,Stand Alone,False,POINT (-112.278973 33.465224)
Severna Park,"Baltimore, MD",Severna Park,US,511 Ritchie Hwy,21146,MD,39.0801103,-76.5472753,Chris Schenck,OPEN,America/New_York,https://www.chick-fil-a.com/severnapark,10.0,10.0,2013.0,2013-10-10,none,True,Stand Alone,False,POINT (-76.5472753 39.0801103)
Pasadena Crossroads,"Baltimore, MD",Pasadena,US,8110 Jumpers Hole Rd,21122,MD,39.12475,-76.59042,Patrick Cozadd,OPEN,America/New_York,https://www.chick-fil-a.com/pasadenacrossroads,31.0,3.0,2011.0,2011-03-31,interior,True,Stand Alone,False,POINT (-76.59042 39.12475)
Centre at Glen Burnie,"Baltimore, MD",Glen Burnie,US,6709 Ritchie Hwy,21061,MD,39.191174,-76.61299617,Billy McGrath,OPEN,America/New_York,https://www.chick-fil-a.com/centreatglenburnie,22.0,1.0,2004.0,2004-01-22,interior,True,Stand Alone,False,POINT (-76.61299617 39.191174)
Quarterfield Crossing,"Baltimore, MD",Severn,US,7831 Quarterfield Park Road,21144,MD,39.14364,-76.64763,Joe Dinoto,OPEN,America/New_York,https://www.chick-fil-a.com/quarterfieldcrossing,13.0,9.0,2007.0,2007-09-13,interior,True,Stand Alone,False,POINT (-76.64763 39.14364)
Westfield Annapolis Mall,"Baltimore, MD",Annapolis,US,1035 Annapolis Mall,21401,MD,38.98778483,-76.54615033,Michael Edmonds,OPEN,America/New_York,https://www.chick-fil-a.com/westfieldannapolis,14.0,8.0,1980.0,1980-08-14,none,False,Food Court,True,POINT (-76.54615033 38.98778483)
Annapolis,"Baltimore, MD",Annapolis,US,2025 Somerville Rd,21401,MD,38.98072,-76.53673,Michael Edmonds,OPEN,America/New_York,https://www.chick-fil-a.com/annapolis,20.0,10.0,2016.0,2016-10-20,interior,True,Stand Alone,False,POINT (-76.53673 38.98072)
Canton Crossing,"Baltimore, MD",Baltimore,US,3809 Boston St,21224,MD,39.276754,-76.56334217,Amanda Butler,OPEN,America/New_York,https://www.chick-fil-a.com/cantoncrossing,29.0,5.0,2014.0,2014-04-24,none,True,Stand Alone,False,POINT (-76.56334217 39.276754)
Crenshaw & Amsler,"Los Angeles, CA",Torrance,US,24630 Crenshaw Blvd,90505,CA,33.801594,-118.3280731,Erwin Arevalo,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/crenshawandamsler,9.0,9.0,2021.0,2021-09-09,none,False,Stand Alone,False,POINT (-118.3280731 33.801594)
Ortega Park,"Jacksonville, FL",Jacksonville,US,4495 Roosevelt Blvd Ste 601,32210,FL,30.2799746,-81.7188044,Darrell Crawford,OPEN,America/New_York,https://www.chick-fil-a.com/ortegapark,13.0,12.0,2001.0,2001-12-13,interior,True,Stand Alone,False,POINT (-81.7188044 30.2799746)
Lakewood (FL),"Jacksonville, FL",Jacksonville,US,3814 University Blvd W,32217,FL,30.2626172,-81.6232408,Jason Walker,OPEN,America/New_York,https://www.chick-fil-a.com/lakewoodfl,1.0,7.0,2021.0,2021-07-01,none,True,Stand Alone,False,POINT (-81.6232408 30.2626172)
Wells Road,"Jacksonville, FL",Orange Park,US,1925 Wells Rd,32073,FL,30.18731,-81.73752,Craig Phillips,OPEN,America/New_York,https://www.chick-fil-a.com/wellsroad,19.0,6.0,2003.0,2003-06-19,interior,True,Stand Alone,False,POINT (-81.73752 30.18731)
Butler Pointe Plaza,"Jacksonville, FL",Jacksonville,US,7147 Philips Hwy,32256,FL,30.2437,-81.59913,Dan Sickafoose,OPEN,America/New_York,https://www.chick-fil-a.com/butlerpointeplaza,2.0,12.0,2004.0,2004-12-02,interior,True,Stand Alone,False,POINT (-81.59913 30.2437)
Mandarin,"Jacksonville, FL",Jacksonville,US,3280 Oak Bluff Ln,32257,FL,30.19003,-81.62795,Eric Gillis,OPEN,America/New_York,https://www.chick-fil-a.com/mandarin,19.0,3.0,2015.0,2015-03-19,interior,True,Stand Alone,False,POINT (-81.62795 30.19003)
Oakleaf Town Center,"Jacksonville, FL",Jacksonville,US,9630 Applecross Rd,32222,FL,30.1968545,-81.827247,Joe Mayo,OPEN,America/New_York,https://www.chick-fil-a.com/oakleaftowncenter,7.0,8.0,2008.0,2008-08-07,interior,True,Stand Alone,False,POINT (-81.827247 30.1968545)
Southside Blvd at Tinseltown,"Jacksonville, FL",Jacksonville,US,4461 Southside Blvd,32216,FL,30.26397,-81.55678,Jack Brown,OPEN,America/New_York,https://www.chick-fil-a.com/tinseltown,17.0,8.0,2000.0,2000-08-17,interior,True,Stand Alone,False,POINT (-81.55678 30.26397)
St. Johns Town Center,"Jacksonville, FL",Jacksonville,US,4625 Town Center Pkwy,32246,FL,30.25989,-81.52857,Jeff Bucy,OPEN,America/New_York,https://www.chick-fil-a.com/stjohnstowncenter,11.0,8.0,2005.0,2005-08-11,interior,True,Stand Alone,False,POINT (-81.52857 30.25989)
Balcones Heights,"San Antonio, TX",Balcones Heights,US,4455 Fredericksburg Rd,78201,TX,29.4889858,-98.5507327,Matt Arnett,OPEN,America/Chicago,https://www.chick-fil-a.com/fredericksburgandcrossroads,21.0,6.0,2018.0,2018-06-21,interior,True,Stand Alone,False,POINT (-98.5507327 29.4889858)
North Star Mall,"San Antonio, TX",San Antonio,US,7400 San Pedro Ave Ste 10,78216,TX,29.5184168,-98.496275,Mike Perez,OPEN,America/Chicago,https://www.chick-fil-a.com/northstarmall,7.0,5.0,1980.0,1980-05-07,none,False,Food Court,True,POINT (-98.496275 29.5184168)
Hancock Rd. & Hwy. 50,"Orlando-Daytona Beach-Melbourne, FL",Clermont,US,2585 E Highway 50,34711,FL,28.54603,-81.70817,Rocky DeStefano,OPEN,America/New_York,https://www.chick-fil-a.com/clermont,26.0,8.0,2004.0,2004-08-26,interior,True,Stand Alone,False,POINT (-81.70817 28.54603)
Hammock Ridge & Hwy 27,"Orlando-Daytona Beach-Melbourne, FL",Clermont,US,16110 Hammock Ridge Road,34711,FL,28.5189078,-81.7285855,Rocky DeStefano,OPEN,America/New_York,https://www.chick-fil-a.com/hwy27andhammockridge,9.0,1.0,2019.0,2019-01-09,interior,True,Stand Alone,False,POINT (-81.7285855 28.5189078)
Winter Garden,"Orlando-Daytona Beach-Melbourne, FL",Winter Garden,US,3166 Daniels Rd,34787,FL,28.52275,-81.5882,Sidge Boast,OPEN,America/New_York,https://www.chick-fil-a.com/wintergarden,17.0,1.0,2008.0,2008-01-17,interior,True,Stand Alone,False,POINT (-81.5882 28.52275)
Ocoee,"Orlando-Daytona Beach-Melbourne, FL",Ocoee,US,10620 W Colonial Dr,34761,FL,28.55118,-81.5329,Sidge Boast,OPEN,America/New_York,https://www.chick-fil-a.com/ocoee,24.0,10.0,2002.0,2002-10-24,interior,True,Stand Alone,False,POINT (-81.5329 28.55118)
Four Corners,"Orlando-Daytona Beach-Melbourne, FL",Clermont,US,644 US Highway 27,34714,FL,28.3566178,-81.6770183,Andrew Gaddie,OPEN,America/New_York,https://www.chick-fil-a.com/fourcorners,21.0,9.0,2017.0,2017-09-21,interior,True,Stand Alone,False,POINT (-81.6770183 28.3566178)
Black Lake & 192,"Orlando-Daytona Beach-Melbourne, FL",Kissimmee,US,7891 W Irlo Bronson Memorial Hwy,34747,FL,28.34517,-81.60189,Tyler Burkhead,OPEN,America/New_York,https://www.chick-fil-a.com/osceolawesthwy192,5.0,7.0,2001.0,2001-07-05,interior,True,Stand Alone,False,POINT (-81.60189 28.34517)
Sand Lake Road,"Orlando-Daytona Beach-Melbourne, FL",Orlando,US,7333 W Sand Lake Rd,32819,FL,28.45051,-81.47881,Kayley Jones,OPEN,America/New_York,https://www.chick-fil-a.com/sandlakeroad,1.0,4.0,1999.0,1999-04-01,interior,True,Stand Alone,False,POINT (-81.47881 28.45051)
Kirkman and Conroy Road,"Orlando-Daytona Beach-Melbourne, FL",Orlando,US,4752 S Kirkman Rd,32811,FL,28.49262333,-81.45964333,Eric Johnson,OPEN,America/New_York,https://www.chick-fil-a.com/kirkmanandconroyroad,17.0,9.0,1998.0,1998-07-01,interior,True,Stand Alone,False,POINT (-81.45964333 28.49262333)
Vineland Pointe,"Orlando-Daytona Beach-Melbourne, FL",Orlando,US,11709 Daryl Carter Parkway,32821,FL,28.3949794,-81.4846059,Rock Guarisco,OPEN,America/New_York,https://www.chick-fil-a.com/vinelandpointe,12.0,8.0,2021.0,2021-08-12,none,True,Stand Alone,False,POINT (-81.4846059 28.3949794)
Lake Buena Vista,"Orlando-Daytona Beach-Melbourne, FL",Orlando,US,13448 State Road 535,32821,FL,28.37212,-81.50409,Rock Guarisco,OPEN,America/New_York,https://www.chick-fil-a.com/lakebuenavista,11.0,12.0,1997.0,1997-12-01,interior,True,Stand Alone,False,POINT (-81.50409 28.37212)
Windsong and 380,"Dallas-Ft. Worth, TX",Prosper,US,4420 W University Dr,75078,TX,33.2197071,-96.8735983,Aaron Williams,OPEN,America/Chicago,https://www.chick-fil-a.com/windsongand380,22.0,1.0,2020.0,2020-01-23,interior,True,Stand Alone,False,POINT (-96.8735983 33.2197071)
Polaris Fashion Place Mall,"Columbus, OH",Columbus,US,1500 Polaris Pkwy Ste FC4,43240,OH,40.1456242,-82.9820576,Waylon Willoughby,OPEN,America/New_York,https://www.chick-fil-a.com/polarisfashionplacemall,25.0,10.0,2001.0,2001-10-25,none,False,Food Court,True,POINT (-82.9820576 40.1456242)
Polaris Parkway,"Columbus, OH",Columbus,US,8787 Sancus Blvd,43240,OH,40.14262,-82.99044,Waylon Willoughby,OPEN,America/New_York,https://www.chick-fil-a.com/polarisparkway,23.0,10.0,2003.0,2003-10-23,none,True,Stand Alone,False,POINT (-82.99044 40.14262)
New Castle,"Philadelphia, PA",New Castle,US,107 S Dupont Hwy,19720,DE,39.664906,-75.606197,Adam Marcus,OPEN,America/New_York,https://www.chick-fil-a.com/newcastle,15.0,6.0,2021.0,2021-06-15,none,True,Stand Alone,False,POINT (-75.606197 39.664906)
Bear,"Philadelphia, PA",Bear,US,1101 Quintilio Dr,19701,DE,39.63042,-75.66604,Adam Marcus,OPEN,America/New_York,https://www.chick-fil-a.com/bear,21.0,9.0,2006.0,2006-09-21,none,True,Stand Alone,False,POINT (-75.66604 39.63042)
Christiana Mall,"Philadelphia, PA",Newark,US,204 Christiana Mall,19702,DE,39.6788341,-75.6513941,Adam Marcus,OPEN,America/New_York,https://www.chick-fil-a.com/christianamall,5.0,11.0,2009.0,2009-11-05,none,False,Food Court,True,POINT (-75.6513941 39.6788341)
Kirkwood Hwy,"Philadelphia, PA",Wilmington,US,3260 Kirkwood Hwy,19808,DE,39.7362039,-75.62567969999999,Kate Sweers,OPEN,America/New_York,https://www.chick-fil-a.com/kirkwoodhwy,18.0,11.0,2021.0,2021-11-18,none,True,Stand Alone,,POINT (-75.62567969999999 39.7362039)
Elkton,"Baltimore, MD",Elkton,US,1100 E Pulaski Hwy,21921,MD,39.6045,-75.79205,Harry Marcus,OPEN,America/New_York,https://www.chick-fil-a.com/elkton,16.0,7.0,2009.0,2009-07-16,interior,True,Stand Alone,False,POINT (-75.79205 39.6045)
Concord Mall,"Philadelphia, PA",Wilmington,US,4737 Concord Pike Ste 760,19803,DE,39.8238437,-75.5441556,Allie Stephenson,OPEN,America/New_York,https://www.chick-fil-a.com/concordmall,17.0,11.0,1993.0,1993-11-17,none,False,Food Court,True,POINT (-75.5441556 39.8238437)
Middletown (DE),"Philadelphia, PA",Middletown,US,701 S Ridge Ave,19709,DE,39.44744,-75.73218,Kevin Wood,OPEN,America/New_York,https://www.chick-fil-a.com/middletown,30.0,8.0,2012.0,2012-08-30,interior,True,Stand Alone,False,POINT (-75.73218 39.44744)
South College Station,"Waco-Temple-Bryan, TX",College Station,US,4431 State Highway 6 S,77845,TX,30.56182467,-96.2591255,Jerald Huggins,OPEN,America/Chicago,https://www.chick-fil-a.com/southcollegestation,29.0,3.0,2012.0,2012-03-29,interior,True,Stand Alone,False,POINT (-96.2591255 30.56182467)
Jones Crossing,"Waco-Temple-Bryan, TX",College Station,US,1700 Harvey Mitchell Pkwy S,77845,TX,30.5854369,-96.3239475,Jerald Huggins,OPEN,America/Chicago,https://www.chick-fil-a.com/jonescrossing,19.0,9.0,2019.0,2019-09-19,interior,True,Stand Alone,False,POINT (-96.3239475 30.5854369)
Aggieland,"Waco-Temple-Bryan, TX",College Station,US,1719 Texas Ave S,77840,TX,30.615446,-96.319164,Jerald Huggins,OPEN,America/Chicago,https://www.chick-fil-a.com/aggieland,27.0,3.0,2008.0,2008-03-27,interior,True,Stand Alone,False,POINT (-96.319164 30.615446)
West Bryan,"Waco-Temple-Bryan, TX",Bryan,US,1542 W Villa Maria Rd,77807,TX,30.6308937,-96.3793869,Blake Wilson,OPEN,America/Chicago,https://www.chick-fil-a.com/westbryan,22.0,7.0,2021.0,2021-07-22,none,True,Stand Alone,False,POINT (-96.3793869 30.6308937)
Bryan,"Waco-Temple-Bryan, TX",Bryan,US,2210 Briarcrest Dr,77802,TX,30.65994,-96.33113,Brent Dawson,OPEN,America/Chicago,https://www.chick-fil-a.com/bryan,7.0,11.0,1996.0,1996-10-10,interior,True,Stand Alone,False,POINT (-96.33113 30.65994)
105 & Lonestar Pkwy,"Houston, TX",Montgomery,US,20155 Eva St,77356,TX,30.3881002,-95.7129436,Joseph Piotrowski,OPEN,America/Chicago,https://www.chick-fil-a.com/105andlonestarpkwy,21.0,5.0,2020.0,2020-05-21,interior,True,Stand Alone,False,POINT (-95.7129436 30.3881002)
Logan,"Salt Lake City, UT",Logan,US,1323 N Main St,84341,UT,41.75633,-111.83479,Cory Goettsche,OPEN,America/Denver,https://www.chick-fil-a.com/logan,18.0,11.0,2010.0,2010-11-18,interior,True,Stand Alone,False,POINT (-111.83479 41.75633)
Campbell Lane,"Bowling Green, KY",Bowling Green,US,1766 Campbell Ln,42104,KY,36.95324,-86.43286,Andy Robinson,OPEN,America/Chicago,https://www.chick-fil-a.com/campbelllane,30.0,9.0,2004.0,2004-09-30,interior,True,Stand Alone,False,POINT (-86.43286 36.95324)
Scottsville Rd,"Bowling Green, KY",Bowling Green,US,3162 Scottsville Rd,42104,KY,36.9411495,-86.42023960000002,Andy Robinson,OPEN,America/Chicago,https://www.chick-fil-a.com/scottsvillerd,10.0,9.0,2019.0,2019-09-10,interior,True,Stand Alone,False,POINT (-86.42023960000002 36.9411495)
Owensboro,"Evansville, IN",Owensboro,US,4601 Frederica St,42301,KY,37.72568,-87.12263,Mark Whiteman,OPEN,America/Chicago,https://www.chick-fil-a.com/owensboro,19.0,11.0,2009.0,2009-11-19,interior,True,Stand Alone,False,POINT (-87.12263 37.72568)
Elizabethtown,"Louisville, KY",Elizabethtown,US,1840 N Dixie Ave,42701,KY,37.73752,-85.88954,Chris Flanagan,OPEN,America/New_York,https://www.chick-fil-a.com/elizabethtown,31.0,3.0,2004.0,2004-03-23,interior,True,Stand Alone,False,POINT (-85.88954 37.73752)
Amelia Island,"Jacksonville, FL",Yulee,US,464004 State Road 200,32097,FL,30.62227,-81.53508,Lita Fannin,OPEN,America/New_York,https://www.chick-fil-a.com/ameliaisland,8.0,7.0,2004.0,2004-07-08,interior,True,Stand Alone,False,POINT (-81.53508 30.62227)
Atlantic & Hodges,"Jacksonville, FL",Jacksonville,US,13375 Atlantic Blvd,32225,FL,30.32111,-81.45791,Melinda Sowers,OPEN,America/New_York,https://www.chick-fil-a.com/atlanticandhodges,9.0,3.0,2000.0,2000-03-09,interior,True,Stand Alone,False,POINT (-81.45791 30.32111)
Casselberry,"Orlando-Daytona Beach-Melbourne, FL",Fern Park,US,80 Oxford Rd,32730,FL,28.658509,-81.338495,Billy McClarnon,OPEN,America/New_York,https://www.chick-fil-a.com/casselberry,9.0,1.0,2014.0,2014-01-09,interior,True,Stand Alone,False,POINT (-81.338495 28.658509)
Altamonte Mall,"Orlando-Daytona Beach-Melbourne, FL",Altamonte Springs,US,451 E Altamonte Dr,32701,FL,28.66424,-81.37869,Brooks Merrill,OPEN,America/New_York,https://www.chick-fil-a.com/altamontemall,1.0,8.0,1974.0,1974-08-01,none,False,Food Court,True,POINT (-81.37869 28.66424)
Greeley,"Denver, CO",Greeley,US,4555 Centerplace Dr,80634,CO,40.3956,-104.7527,Ken Rotramel,OPEN,America/Denver,https://www.chick-fil-a.com/greeley,27.0,3.0,2014.0,2014-03-27,none,True,Stand Alone,False,POINT (-104.7527 40.3956)
I-25 & Harmony Rd,"Denver, CO",Timnath,US,4531 Weitzel St Timnath CO80547,80547,CO,40.523797,-104.990061,Stevan Stein,OPEN,America/Denver,https://www.chick-fil-a.com/i25andharmony,17.0,1.0,2018.0,2018-01-17,interior,True,Stand Alone,False,POINT (-104.990061 40.523797)
Longmont,"Denver, CO",Longmont,US,215 Ken Pratt Blvd,80501,CO,40.151951,-105.096014,Brent Gooch,OPEN,America/Denver,https://www.chick-fil-a.com/longmont,12.0,11.0,2009.0,2009-11-12,interior,True,Stand Alone,False,POINT (-105.096014 40.151951)
Larkridge,"Denver, CO",Thornton,US,16670 Washington St,80023,CO,39.997771,-104.974446,Barrie Goettsche,OPEN,America/Denver,https://www.chick-fil-a.com/larkridge,16.0,8.0,2007.0,2007-08-16,interior,True,Stand Alone,False,POINT (-104.974446 39.997771)
Brighton,"Denver, CO",Brighton,US,2035 Prairie Center Pkwy,80601,CO,39.95686,-104.77694,Vickie Halbritter,OPEN,America/Denver,https://www.chick-fil-a.com/brighton,17.0,1.0,2008.0,2008-01-17,interior,True,Stand Alone,False,POINT (-104.77694 39.95686)
Orchard Park Place,"Denver, CO",Westminster,US,14275 Orchard Pkwy,80023,CO,39.955362,-104.9942625,Wes Yahara,OPEN,America/Denver,https://www.chick-fil-a.com/orchardparkplace,18.0,1.0,2018.0,2018-01-18,interior,True,Stand Alone,False,POINT (-104.9942625 39.955362)
120th & Bradburn,"Denver, CO",Broomfield,US,4260 W 121st Ave,80020,CO,39.9148095,-105.0419301,Scott Wehn,OPEN,America/Denver,https://www.chick-fil-a.com/120thandbradburn,23.0,9.0,2021.0,2021-09-23,interior,True,Stand Alone,False,POINT (-105.0419301 39.9148095)
Grand Parkway North,"Houston, TX",Spring,US,3195 Riley Fuzzel Rd,77386,TX,30.1152967,-95.3841602,Bret Farris,OPEN,America/Chicago,https://www.chick-fil-a.com/grandparkwaynorth,21.0,9.0,2017.0,2017-09-21,interior,True,Stand Alone,False,POINT (-95.3841602 30.1152967)
Sawdust Road,"Houston, TX",The Woodlands,US,720 Sawdust Rd,77380,TX,30.12735,-95.45341,Ed Murray,OPEN,America/Chicago,https://www.chick-fil-a.com/sawdustroad,29.0,4.0,2010.0,,interior,True,Stand Alone,False,POINT (-95.45341 30.12735)
Algonquin (IL),"Chicago, IL",Algonquin,US,425 S Randall Rd,60102,IL,42.17144,-88.334152,J.D. Willis,OPEN,America/Chicago,https://www.chick-fil-a.com/algonquinil,30.0,12.0,2021.0,2021-12-30,none,True,Stand Alone,,POINT (-88.334152 42.17144)
West Schaumburg,"Chicago, IL",Schaumburg,US,90 Barrington Rd,60194,IL,42.02593,-88.14508,Daryl Saylor,OPEN,America/Chicago,https://www.chick-fil-a.com/westschaumburg,4.0,12.0,2014.0,2014-12-04,interior,True,Stand Alone,False,POINT (-88.14508 42.02593)
General Booth Blvd.,"Norfolk-Portsmouth-Newport News, VA",Virginia Beach,US,1524 General Booth Blvd,23454,VA,36.78799,-75.99745,Gerrard Jones,OPEN,America/New_York,https://www.chick-fil-a.com/generalboothblvd,4.0,2.0,1999.0,1999-02-04,interior,True,Stand Alone,False,POINT (-75.99745 36.78799)
Hazlet,"New York, NY",Hazlet,US,2819 State Route 35,07730,NJ,40.417126,-74.168919,Brandon Jones,OPEN,America/New_York,https://www.chick-fil-a.com/hazlet,1.0,4.0,2021.0,2021-04-01,interior,True,Stand Alone,False,POINT (-74.168919 40.417126)
South Plainfield,"New York, NY",South Plainfield,US,4801 Stelton Rd,07080,NJ,40.552797,-74.43005,Will Bridges,OPEN,America/New_York,https://www.chick-fil-a.com/southplainfield,27.0,8.0,2020.0,2020-08-27,interior,True,Stand Alone,False,POINT (-74.43005 40.552797)
Acworth,"Atlanta, GA",Acworth,US,3295 Cobb Pkwy NW,30101,GA,34.034159,-84.678798,Andy Duncan,OPEN,America/New_York,https://www.chick-fil-a.com/acworth,29.0,11.0,2001.0,2001-11-29,interior,True,Stand Alone,False,POINT (-84.678798 34.034159)
LakePoint,"Atlanta, GA",Cartersville,US,94 Old Allatoona Rd SE,30121,GA,34.120329,-84.745852,Glenn Jordan,OPEN,America/New_York,https://www.chick-fil-a.com/lakepoint,22.0,1.0,2015.0,2015-01-22,interior,True,Stand Alone,False,POINT (-84.745852 34.120329)
Chastain Road In-Line DT,"Atlanta, GA",Kennesaw,US,600 Chastain Rd NW Ste 100,30144,GA,34.037564,-84.56778,Brad Roper,OPEN,America/New_York,https://www.chick-fil-a.com/thevillageattownpark,6.0,9.0,2007.0,2007-09-06,none,True,In-Line,False,POINT (-84.56778 34.037564)
Cherokee Place,"Atlanta, GA",Cartersville,US,115 Cherokee Pl,30121,GA,34.1709871,-84.7864237,Glenn Jordan,OPEN,America/New_York,https://www.chick-fil-a.com/cherokeeplace,2.0,11.0,1995.0,1995-11-02,interior,True,Stand Alone,False,POINT (-84.7864237 34.1709871)
Towne Lake,"Atlanta, GA",Woodstock,US,3070 Eagle Dr,30189,GA,34.1111007,-84.5555808,Scott Hall,OPEN,America/New_York,https://www.chick-fil-a.com/townelake,30.0,7.0,1998.0,1998-12-01,interior,True,Stand Alone,False,POINT (-84.5555808 34.1111007)
Eagle Harbor,"Jacksonville, FL",Fleming Island,US,1541 County Road 220,32003,FL,30.1017587,-81.7108827,Cary Arnold,OPEN,America/New_York,https://www.chick-fil-a.com/eagleharbor,5.0,10.0,2000.0,2000-10-05,none,True,Stand Alone,False,POINT (-81.7108827 30.1017587)
Middleburg,"Jacksonville, FL",Middleburg,US,1710 Blanding Blvd,32068,FL,30.10806,-81.82465,Joe Mayo,OPEN,America/New_York,https://www.chick-fil-a.com/middleburg,13.0,3.0,2014.0,2014-03-13,interior,True,Stand Alone,False,POINT (-81.82465 30.10806)
Avenues Mall,"Jacksonville, FL",Jacksonville,US,10300 Southside Blvd Ste 310,32256,FL,30.1858185,-81.5534443,Joel Parker,OPEN,America/New_York,https://www.chick-fil-a.com/avenues,26.0,9.0,1990.0,1990-09-26,none,False,Food Court,True,POINT (-81.5534443 30.1858185)
Celebration,"Orlando-Daytona Beach-Melbourne, FL",Kissimmee,US,6050 W Irlo Bronson Memorial Hwy,34747,FL,28.3322153,-81.5251185,Dave Koepsell,OPEN,America/New_York,https://www.chick-fil-a.com/celebration,22.0,4.0,2004.0,2004-04-22,interior,True,Stand Alone,False,POINT (-81.5251185 28.3322153)
Lincoln & Pacific Drive-Thru Only,"Los Angeles, CA",Santa Monica,US,2207 Lincoln Blvd,90405,CA,34.01028,-118.48005,Eddie Brown,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/lincolnandpacific,17.0,5.0,2018.0,2018-05-17,none,True,Stand Alone,False,POINT (-118.48005 34.01028)
Richmond Centre,"Lexington, KY",Richmond,US,2072 Lantern Ridge Dr,40475,KY,37.73686,-84.32802,Kyle Wells,OPEN,America/New_York,https://www.chick-fil-a.com/richmondcentre,30.0,7.0,2009.0,2009-07-30,interior,True,Stand Alone,False,POINT (-84.32802 37.73686)
