,license_no,name,address,city,state,zip,expires,wc_carrier,wc_exp_date,bond_issuer,bond_eff_date,bond_issuer_clean
859,TA000260584,MELODY LOMBOY AND THOMAS E. LOWE  DBA L & L TALENT,655 DEEP VALLEY DRIVE #325A,ROLLING HILLS ESTATES,CA,90274,2020-01-09,NAN,,STATE FARM,2018-08-23,STATE FARM
865,TA000260937,"SIX O'CLOCK STUDIOS, LLC",13636 VENTURA BLVD #238,SHERMAN OAKS,CA,91423,2020-02-12,NAN,,AEGIS,2019-02-18,AEGIS
866,TA000261186,STEPHEN D. LINETT,"1901 AVENUE OF THE STARS, SUITE 1100",LOS ANGELES,CA,90067,2020-06-22,HANOVER,2020-02-18,HARTFORD,2012-09-26,HARTFORD
867,TA000261212,STEVEN C. BERNIER  DBA STREET DREAMS PRODUCTIONS,3911 HARRISON STREET,OAKLAND,CA,94611,2020-06-04,NAN,,WESTERN SURET,2017-11-09,WESTERN SURETY
868,TA000261215,CHRISTOPHER MAGGIORE  DBA ARTISTS WORLDWIDE,3660 WILSHIRE BLVD #1134,LOS ANGELES,CA,90010,2020-02-02,NAN,,HCC SURETY,2018-09-16,HCC SURETY
869,TA000261506,SHAUNTIEL LINDSEY  DBA SHAUNTIEL LINDSEY TALENT AG,8484 WILSHIRE BLVD SUITE 515,BEVERLY HILLS,CA,90210,2020-11-22,NAN,,WESTERN,2018-03-12,WESTERN SURETY
870,TA000261959,"MP LOS ANGELES, LLC",7250 MELROSE AVENUE SUITE 4,LOS ANGELES,CA,90046,2019-12-17,GREAT DIVIDE,2019-06-10,SURETYBONDS,2019-12-27,SURETYBONDS
871,TA000262101,RON TERMEFOROOSH  DBA SIONA ENTERTAINMENT,"14724 VENTURA BLVD, PH",SHERMAN OAKS,CA,91403,2020-01-31,NAN,,CNA SURETY,2018-02-28,CNA SURETY
872,TA000262101,RON TERMEFOROOSH  DBA SIONA ENTERTAINMENT,"14724 VENTURA BLVD, PH",SHERMAN OAKS,CA,91403,2021-01-31,NAN,,CNA SURETY,2019-02-28,CNA SURETY
873,TA000262224,GREEN AND GREEN TALENT GROUP,"6363 WILSHIRE BOULEVARD, APT. 400",LOS ANGELES,CA,90048,2020-02-11,SCIF,2019-12-27,THE HANOVER INSURANCE COMPANY,2019-02-10,HANOVER
874,TA000262313,MICHAEL RICHARD LEWIS  DBA MICHAEL LEWIS & ASSOCIA,"2506 FIFTH STREET, SUITE 100",SANTA MONICA,CA,90405,2020-12-08,NAN,,SURETY1,2019-10-01,SURETY 1
875,TA000262339,ACTORS AND ARTISTS AGENCY LLC,116911 DEVONSHIRE STREET,GRANADA HILLS,CA,91344,2020-06-03,NAN,,WESTERN SURETY COMPANY,2019-06-06,WESTERN SURETY
876,TA000262368,BEOTIS CREATIVE LLC,"8950 W OLYMPIC BLVD, STE 293",BEVERLY HILLS,CA,90211,2020-05-07,NAN,,THE HARTFORD,2019-01-01,HARTFORD
877,TA000262658,NATIONAL MODELS LA LLC  DBA NATIONAL TALENT LA,22809 PACIFIC COAST HIGHWAY SUITE 210,MALIBU,CA,90265,2020-09-21,EMPLOYERS,2020-06-23,CAL-SOCIETY,2019-01-01,CAL-SOCIETY
881,TA000263757,DAVID DAVINCI,"5000 BIRCH STREET, WEST TOWER, SUITE 3000",NEWPORT BEACH,CA,92660,2020-09-29,NAN,,HARTFORD,2018-08-30,HARTFORD
883,TA000264061,RESOLUTE TALENT AGENCY,500 S GRAND AVE STE 2300,LOS ANGELES,CA,90071,2019-12-18,NAN,,MERCHANTS BONDING COMPANY,2018-02-01,MERCHANTS BONDING
884,TA000264107,MODELS INC TALENT AGENCY,264 SPRING ST.,PLEASANTON,CA,94566,2020-11-15,EMPLOYERS PRE,2020-03-13,SURETY1,2019-10-09,SURETY 1
888,TA000264336,SHENEKA MAJORS  DBA MAJOR MULTIMEDIA,"501 W. BROADWAY SUITE 800, 8TH FLOOR",SAN DIEGO,CA,92101,2020-10-23,NAN,,HARTFORD,2018-12-01,HARTFORD
889,TA000264356,THE HAOLE LLC  DBA TRINITY ARTISTS INTERNATIONAL,1901 AVENUE OF THE STARS #202,LOS ANGELES,CA,90067,2020-05-08,NAN,,SURETY1,2019-01-10,SURETY 1
890,TA000264428,"NOMAD MANAGEMENT LOS ANGELES, LLC","8430 SANTA MONICA BOULEVARD, SUITE 204",WEST HOLLYWOOD,CA,90069,2020-10-30,CHUBB INDEMNI,2020-01-01,OLD REPUBLIC,2019-12-18,OLD REPUBLIC
891,TA000264674,LIAISON ARTISTS LLC,2343 3RD STREET #299,SAN FRANCISCO,CA,94107,2020-07-19,ONE BEACON,2020-05-18,OLD REPUBLIC,2014-01-15,OLD REPUBLIC
892,TA000264726,310 ARTISTS AGENCY,3500 W OLIVE AVE #300,BURBANK,CA,91505,2020-01-10,NAN,,AEGIS SECURITY COMPANY,2019-01-10,AEGIS SECURITY
895,TA000265107,"ALCHEMY BY FAUST, LLC",1375 COLE ROAD,AROMAS,CA,95004,2020-10-10,NAN,,STATE FARM,2018-10-05,STATE FARM
896,TA000265178,TIFFANY RICHER  DBA RPM TALENT,"2600 W.OLIVE AVE., 5TH FLOOR",BURBANK,CA,91505,2020-01-23,NAN,,THE HANOVER I,2018-07-01,HANOVER
897,TA000265783,MURTHA SKOURAS AGENCY,"1025 COLORADO AVE., SUITE B",SANTA MONICA,CA,90401,2020-02-05,NY MARINE,2019-12-01,THE HARTFORD,2018-02-06,HARTFORD
898,TA000265805,SAINT AGENCY INC,"925 N. LA BREA AVE,, 4TH FLOOR",LOS ANGELES,CA,90038,2020-01-02,NAN,,THE HARTFORD FIRE,2019-01-11,HARTFORD
899,TA000265918,"BOUDOIR AGENCY, LLC.",1600 ROSECRANS AVE. MEDIA CENTER 4TH FLOOR,MANHATTAN BEACH,CA,90266,2020-01-04,NAN,,SURETY BONDS,2018-12-03,SURETY BONDS
900,TA000266011,"FORD MODELS, INC.","11 E. 26TH ST., 14TH FLOOR",NEW YORK,NY,10010,2020-01-22,INDEMNITY INSURANCE COMPANY,2019-10-01,HARTFORD FIRE INSURANCE,2019-03-12,HARTFORD
901,TA000266105,GET HEAVY TALENT AGENCY & EVENTS LLC,26072 MERIT CIRCLE #115,LAGUNA HILLS,CA,92653,2020-10-22,NAN,,AEGIS SECURITY,2019-01-15,AEGIS SECURITY
902,TA000266245,BICOASTAL MODELS AND TALENT INC,8228 SUNSET BLVD SUITE 313,WEST HOLLYWOOD,CA,90046,2019-12-26,STATE FUND,2019-11-22,WESTERN,2017-02-23,WESTERN SURETY
903,TA000266290,FKJLAS;KFJAS,DJFLKASDFJ;L,OAKLAND,CA,94512,2020-02-16,NAN,,GDFGDFFD,2019-03-06,GDFGDFFD
904,TA000266773,THE MIRISCH AGENCY,8840 WILSHIRE BLVD SUITE 100,BEVERLY HILLS,CA,90211,2020-01-22,NEW YORK MARINE & GENERAL INSURANCE,2019-07-09,THE HARTFORD,2018-03-10,HARTFORD
905,TA000266804,CINDY ROMANO MODELING & TALENT AGENCY,"73-101 HIGHWAY 111, #7",PALM DESERT,CA,92260,2020-06-24,NAN,,F&D,2019-04-30,F&D
906,TA000266889,"AFFINITY MODELS & TALENT, INC.  DBA AFFINITY ARTIS",5455 WILSHIRE BLVD #1010,LOS ANGELES,CA,90036,2020-02-24,NAN,,WESTERN SURETY,2017-02-20,WESTERN SURETY
907,TA000267156,DAVID SHAPIRA & ASSOCIATES INC.,193 N. ROBERTSON BLVD,BEVERLY HILS,CA,90211,2020-03-01,STATE FUND,2019-05-02,WASHINGTON INTERNATIONAL INSURANCE,2016-06-13,WASHINGTON INTERNATIONAL INSURANCE
909,TA000267397,LYNN NICHOLSON  DBA TOP ROCK ENTERTAINMENT,4811 CATHY AVENUE,CYPRESS,CA,90630,2021-01-28,NAN,,AEGIS,2019-02-12,AEGIS
910,TA000267397,TOP ROCK ENTERTAINMENT,4811 CATHY AVENUE,CYPRESS,CA,90630,2020-01-28,NAN,,ABSOLUTE SURE,2018-02-12,ABSOLUTE SURE
911,TA000267408,"AQUA, LLC","9000 SUNSET BLVD.,SUITE 700",WEST HOLLYWOOD,CA,90069,2020-03-01,STATE FUND,2019-09-01,SURETY 1,2018-05-23,SURETY 1
912,TA000267473,"LUXE TALENT AGENCY, INC","1320 5TH AVENUE, SUITE 3B",SAN DIEGO,CA,92101,2019-12-19,NAN,,HARTFORD FIRE,2018-02-09,HARTFORD
913,TA000267695,"COMMERCIAL TALENT, INC",12711 VENTURA BLVD. STE# 285,STUDIO CITY,CA,91604,2020-03-17,SNICI,2020-03-17,SURETY ONE,2018-03-17,SURETY ONE
916,TA000268349,"EXECUTIVE PR AND TALENT, LLC  DBA THE BENEDETTI GR",1916 BECHELLI LANE,REDDING,CA,96002,2019-12-15,NAN,,WESTERNSURETY,2018-03-08,WESTERN SURETY
917,TA000268349,"EXECUTIVE PR AND TALENT, LLC  DBA THE BENEDETTI GR",1916 BECHELLI LANE,REDDING,CA,96002,2020-12-15,NAN,,WESTERN SURET,2019-07-17,WESTERN SURETY
918,TA000268619,MICHAEL DEAN WAGNER  DBA THE WAGNER AGENCY,956 W 8TH STREET,SAN PEDRO,CA,90731,2020-02-25,NAN,,SURETY BONDS,2019-01-22,SURETY BONDS
920,TA000269031,"BEST-NAPOLI GROUP, LLC  DBA NAPOLI MANAGEMENT GROU","8844 W. OLYMPIC BOULEVARD, SUITE 100",BEVERLY HILLS,CA,90211,2020-09-04,EMPLOYERS INS,2019-12-06,HARTFORD FIRE,2018-01-12,HARTFORD
921,TA000269107,ROLE MODELS MANAGEMENT LLC,701 WEST MANCHETSER BLVD #203,INGLEWOOD,CA,90301,2020-03-11,NAN,,THE HANOVER INSURANCE COMPANY,2019-02-01,HANOVER
922,TA000269394,PUREFLARE LLC,"655 NORTH CENTRAL AVENUE, 17TH FLOOR",GLENDALE,NAN,91203,2020-04-22,SENTINAL INSURANCE COMPANY,2020-06-03,THE HARTFORD FIRE INSURANCE,2019-07-16,HARTFORD
923,TA000269500,ARTERY GLOBAL LLC,7200 FAIR OAKS BLVD #230,CARMICHAEL,CA,95608,2020-03-03,NAN,,IFIC,2018-01-03,IFIC
927,TA000270463,ORIGINAL ARTISTS,"2801 HYPERION AVENUE, STUDIO 104",LOS ANGELES,CA,90027,2020-11-21,PROPERTY & CASUALTY INS. CO. OF HARTFORD,2020-07-06,AMERICAN CONTRACTORS INDEMNITY COMPANY,2019-03-07,AMERICAN CONTRACTORS INDEMNITY
928,TA000270589,"MDT TALENT AGENCY, INC.  DBA MARLA DELL TALENT AGE","2124 UNION STREET, SUITE C",SAN FRANCISCO,CA,94123,2020-11-07,SENTINAL INSURANCE CO.,2020-01-01,OLD REPUBLIC SURETY COMPANY,2018-11-01,OLD REPUBLIC
929,TA000271017,"ERIS TALENT AGENCY, INC.","15303 VENTURA BOULEVARD, SUITE 900",SHERMAN OAKS,CA,91403,2020-02-01,NAN,,WESTERN SURETY COMPANY,2019-10-31,WESTERN SURETY
930,TA000271079,"EYE FOR TALENT, INC.","751 LAUREL STREET, #113",SAN CARLOS,CA,94070,2020-01-12,NAN,,THE HANOVER INSURANCE COMPANY,2018-01-02,HANOVER
935,TA000271508,SPIN ARTIST AGENCY,8335 W SUNSET BLVD# 200,LOS ANGELES,CA,90069,2020-06-25,NEW YORK MARINE & GENERAL INSURANCE CO.,2019-09-12,NATIONWIDE MUTUAL INSURANCE COMPANY,2014-11-16,NATIONWIDE MUTUAL INSURANCE
937,TA000271728,MARTIN HALLEN & DANIELA M. WULFF  DBA PTI TALENT,"275 EAST HILLCREST DRIVE, SUITE 160-215",THOUSAND OAKS,CA,91360,2020-01-05,NAN,,SURETEC INSURANCE COMPANY,2019-01-25,SURETEC INSURANCE
938,TA000272305,IDEAL TALENT AGENCY LLC,"10806 VENTURA BOULEVARD, #2",STUDIO CITY,CA,91604,2020-10-13,NAN,,SURETEC INSURANCE,2018-11-21,SURETEC INSURANCE
939,TA000272459,LUNA MANAGEMENT LLC,1200 VENICE BOULEVARD,LOS ANGELES,CA,90006,2020-06-03,NAN,,PHILADELPHIA,2018-04-16,PHILADELPHIA
946,TA000273993,BOUNTY LA LLC,1601 VINE STREET,LOS ANGELES,CA,90028,2020-02-21,NAN,,WESTERN SURETY,2018-04-26,WESTERN SURETY
947,TA000274014,"STACHE, INC.  DBA M&M GROUP ENTERTAINMENT","16872 BOLSA CHICA STREET, SUITE 204",HUNTINGTON BEACH,CA,92649,2020-01-08,STATE FUND,2019-04-24,AMERICAN CONTRACTORS INDEMNITY COMPANY,2006-10-20,AMERICAN CONTRACTORS INDEMNITY
948,TA000274030,RONALD O'HANNON AND JYVONNE HASKIN  DBA GREYLOC AG,714 S LOS ANGELES ST. UNIT 507,LOS ANGELES,CA,90014,2020-08-08,NAN,,WESTERN SURET,2019-05-18,WESTERN SURETY
951,TA000275092,33 AND WEST LLC,"309 EAST 8TH STREET, SUITE 603",LOS ANGELES,CA,90014,2020-05-06,FIREMAN'S FUND INSURANCE COMPANY,2019-06-06,NAVIGATORS,2018-05-20,NAVIGATORS
952,TA000275236,METRIC MODELS LLC,"11901 GOSHEN AVENUE, #305",LOS ANGELES,CA,90049,2020-01-25,NAN,,AMERICAN CONTRACTORS INDEMNITY COMPANY,2015-03-13,AMERICAN CONTRACTORS INDEMNITY
954,TA000275503,"THE MILTON AGENCY, INC.","6715 HOLLYWOOD BOULEVARD, #206",LOS ANGELES,CA,90028,2020-06-30,STATE FARM,2020-08-11,WESTERN SURETY,2019-07-26,WESTERN SURETY
956,TA000276336,DAIRY A. VERAS REEVES  DBA UNIVERSAL TALENT AGENCY,"4221 WILSHIRE BOULEVARD, SUITE 290-17",LOS ANGELES,CA,90010,2020-03-04,NAN,,THE HARTFORD FIRE,2019-05-01,HARTFORD
957,TA000276732,"LINE BY LINE, LLC","12130 MILLENNIUM DRIVE, SUITE 300",LOS ANGELES,CA,90094,2020-07-27,NAN,,WESTERNSURETY,2018-09-17,WESTERN SURETY
960,TA000277362,STATE ARTIST MANAGEMENT LLC,"8075 W. 3RD STREET, #307",LOS ANGELES,CA,90048,2020-07-09,AMERICAZURICH,2020-06-01,WESTERNSURETY,2019-06-06,WESTERN SURETY
962,TA000278126,ENVY MODEL & TALENT LLC,"489 S. ROBERTSON BOULEVARD, #104A",BEVERLY HILLS,CA,90211,2020-03-09,NAN,,THE HARTFORD FIRE INSURANCE,2011-01-26,HARTFORD
963,TA000278151,THEODIS WILEY  DBA MAKING STARS TALENT AGENCY,509 E. BELLA TERRACE,BAKERSFIELD,CA,93307,2019-12-25,NAN,,NAN,,NOT LISTED
964,TA000278313,"HOLLANDER TALENT GROUP, INC.","14011 VENTURA BOULEVARD, SUITE 202",SHERMAN OAKS,CA,91423,2020-06-13,NAN,,THE GRAY CASUALTY & SURETY COMPANY,2019-06-13,GRAY CASUALTY & SURETY
966,TA000278845,"AIM ARTISTS AGENCY, LLC",10846 BAIRD AVENUE,NORTHRIDGE,CA,91326,2020-08-12,NAN,,IZEN INS,2019-06-30,IZEN INS
969,TA000279036,BELINDA A. IRONS  DBA SF TOP MODELS & TALENT AGENC,"2261 MARKET STREET, #295",SAN FRANCISCO,CA,94114,2020-03-11,NAN,,STATE FARM FIRE CASUALTY COMPANY,2006-02-26,STATE FARM
970,TA000279128,"GOLD STANDARD SPORTS & ENTERTAINMENT, LLC","2447 PCH, STE 200",HERMOSA BEACH,CA,90254,2020-05-08,NAN,,SURETEC,2018-07-27,SURETEC
971,TA000279442,JOE KOLKOWITZ  DBA PLAYERS TALENT AGENCY,"16130 VENTURA BOULEVARD, SUITE 235",ENCINO,CA,91436,2020-11-30,NAN,,THE HARTFORD FIRE INSURANCE,2006-08-21,HARTFORD
972,TA000279918,TODD J STEIN  DBA STEIN ENTERTAINMENT GROUP,"3900 W. ALAMEDA AVE., #1200",BURBANK,CA,91505,2020-07-29,NAN,,WESTERN SURET,2019-04-18,WESTERN SURETY
973,TA000280101,"UNBOUND ARTISTS, LLC",1731 15TH STREET #309,SAN FRANCISCO,CA,94103,2020-04-15,NAN,,AEGIS,2019-06-19,AEGIS
974,TA000280120,"NB CREATIVE, LLC  DBA DISTRICT MODEL AND TALENT",1902 WRIGHT PLACE  2ND FLOOR,CARLSBAD,CA,92008,2019-12-18,NAN,,WESTERN SURETY COMPANY,2018-07-30,WESTERN SURETY
976,TA000280447,"BUSINESS MANAGEMENT LAB, INC",279 DOWNS RD,TUSTIN,CA,92782,2020-10-14,NAN,,TOKIO MARINE,2019-08-10,TOKIO MARINE
978,TA000280822,"MAGDALENA TALENT, INC.  DBA MAGDALENA TALENT/MAGDA","1600 ROSECRANS AVE., 4TH FLOOR",MANHATTAN BEACH,CA,90266,2020-04-12,NAN,,SURETEC INSUR,2019-01-17,SURETEC INSUR
979,TA000280836,3 ARTIST MANAGEMENT INC.,12100 WILSHIRE BL STE 1540,LOS ANGELES,CA,90025,2020-10-22,NAN,,ACIC,2018-09-26,ACIC
980,TA000281155,ELLIS TALENT GROUP,"4705  LAUREL CANYON BOULEVARD, SUITE 300",VALLEY VILLAGE,CA,91607,2020-04-16,NY MARINE,2019-08-02,SURETY 1,2000-05-17,SURETY 1
981,TA000281234,CHRISTINA AUDE  DBA STAR TOUCH AGENCY,1545 WILCOX AVE STE 201,LOS ANGELES,CA,90028,2020-07-23,NAN,,AEGIS,2019-07-29,AEGIS
982,TA000281426,SEVEN STARS TALENT INC.,"6320 CANOGA AVENUE, SUITE 1500",WOODLAND HILLS,CA,91367,2020-07-18,STATE FUND,2020-08-29,SURETY BONDS,2019-08-15,SURETY BONDS
983,TA000281966,TROY BRONSTEIN  DBA T-BEST TALENT AGENCY,3544 ARDEN RD,HAYWARD,CA,94545,2020-11-23,NAN,,THE HANOVER INSURANCE COMPANY,2019-11-24,HANOVER
985,TA000282136,"BIG MONEY BRANDI MANAGEMENT, INC.  DBA BMB TALENT",28720 ROARDSIDE DR. STE 354,AGOURA HILLS,CA,91301,2020-06-29,NAN,,PIIC,2019-04-03,PIIC
987,TA000282518,"KIRKLAND PRODUCTIONS, INC.","6711 KATELLA AVENUE, 2ND FLOOR",CYPRESS,CA,90630,2020-03-19,STATE FUND,2020-06-05,LANCE SURETY,2018-09-04,LANCE SURETY
988,TA000282670,"BARON ENTERTAINMENT GROUP, INC.",13848 VENTURA BLVD. SUITE A,SHERMAN OAKS,CA,91423,2020-09-17,INSURICA,2019-12-10,TOKIO MARINE,2018-12-02,TOKIO MARINE
989,TA000282746,ALEX MOREHOUSE  DBA MORE TALENT,555 W 5TH STREET,LOS ANGELES,CA,90014,2020-08-10,NAN,,WESTERN SURET,2019-02-26,WESTERN SURETY
990,TA000282926,D/R WELCH ATTORNEYS AT LAW A PROFESSIONAL CORPORAT,500 SOUTH GRAND AVENUE SUITE 1800,LOS ANGELES,CA,90071,2020-06-01,STATE COMPENS,2019-10-13,TRAVELERS,2018-12-20,TRAVELERS
992,TA000283164,"DIVISION WEST MANAGEMENT, LLC  DBA FRANK MODEL MAN","5600 AVENIDA ENCINAS, SUITE 140A",CARLSBAD,CA,92008,2019-12-16,BEECHER CARLS,2019-09-01,PLATTE RIVER,2017-02-21,PLATTE RIVER
995,TA000283753,WILLIAMS ENTERTAINMENT GROUP LLC  DBA IMPACT TALEN,21151 S. WESTERN AVE,TORRANCE,CA,90501,2020-04-10,NAN,,AEGIS,2019-07-15,AEGIS
997,TA000283870,LUXE FIT INC.  DBA LUXE FIT MODELS,9415 CULVER BLVD.,CULVER CITY,CA,90232,2020-06-08,NAN,,OLD REPUBLIC,2013-07-01,OLD REPUBLIC
998,TA000283925,PROFESSIONALLY PRETTY INC.,1303 W. FAIRBANKS AVE,WINTER PARK,FL,32789,2020-10-10,NAN,,SURETYBONDS,2018-10-31,SURETYBONDS
999,TA000283947,"NEER MOTION, LLC","6525 W. SUNSET BLVD., SUITE G1/MAILBOX 4",LOS ANGELES,CA,90028,2020-04-30,NAN,,WESTERN SURETY BOND,2018-12-10,WESTERN SURETY
1000,TA000284324,ADAM SINJIN PARK  DBA PARK NOACK AGENCY,"10866 WILSHIRE BOULEVARD, SUITE 400",LOS ANGELES,CA,90024,2020-09-25,NAN,,WESTERN SURETY COMPANY,2019-09-25,WESTERN SURETY
1001,TA000284530,SOUND TALENT GROUP LLC,6156 CAMINO LARGO,SAN DIEGO,CA,92120-3115,2020-09-30,SHELTER POINT,2019-11-03,RLI INSURANCE,2018-10-23,RLI INSURANCE
1003,TA000284603,"ABRAMS ARTISTS AGENCY, LLC","750 N. SAN VICENTE BLVD., EAST TOWER, 11TH FLOOR",LOS ANGELES,CA,90069,2020-09-23,BERKSHIRE HATHAWAY HOMESTATE C,2020-07-27,HARTFORD FIRE INSURANCE COMPANY,2018-09-21,HARTFORD
1005,TA000285306,"THE NWT GROUP, LLC",2325 STONEBRIDGE DRIVE,ARLINGTON,TX,76006,2020-09-05,THE HANOVER INSURANCE COMPANY,2020-05-04,THE HANOVER INSURANCE COMPANY,2018-09-04,HANOVER
1007,TA000285546,PANAGIOTIS KALLINTERIS  DBA PETER KALLINTERIS AGEN,"1438 N. GOWER STREET, BLDG. 2, ROOM 39 - BOX 87",LOS ANGELES,CA,90028,2020-03-31,NAN,,SURE TEC,2019-08-31,SURE TEC
1009,TA000285722,CAMILLE SORICE  DBA CAMILLE SORICE AGENCY,11715 HORTENSE STREET,VALLEY VILLAGE,CA,91607,2020-10-12,NAN,,UNION BANK OF CALIFORNIA,2019-10-08,UNION BANK OF CALIFORNIA
1013,TA000286236,JOAQUIN SAHAGUN  DBA AVAIL TALENT LA,12501 PHILADELPHIA ST. #109,WHITTIER,CA,90601,2020-09-24,NAN,,THE HANOVER INSURANCE COMPANY,2018-11-01,HANOVER
1015,TA000286948,CLINTON GUNNELS  DBA FAME TALENT AGENCY,"1441 NORTH MCCADDEN PLACE,",LOS ANGELES,CA,90028,2020-08-24,NAN,,WESTERN SURETY COMPANY,2019-06-23,WESTERN SURETY
1017,TA000287031,"ACTOR'S ALLIANCE GROUP, LLC",15514 S WESTERN AVE #C,GARDENA,CA,90249,2020-11-04,NAN,,WESTERN SURETY,2018-11-09,WESTERN SURETY
1019,TA000287431,OSBRINK TALENT AGENCY INC.,2222 W OLIVE AVENUE,BURBANK,CA,91506,2020-01-07,ALLIANZ,2020-05-10,HARTFORD,2019-10-04,HARTFORD
1020,TA000287783,DIAMOND M GAIL  DBA MAKENA'S TALENT AGENCY,4500 PARK GRANADA BLVD. SUITE 202,CALABASAS,CA,91302,2020-08-14,NAN,,WESTERN SURETY,2018-11-20,WESTERN SURETY
1024,TA000288315,KATHY MARIE CLEWELL  DBA WEF TALENT AGENCY,15525 POMERADO RD A4,POWAY,CA,92064,2020-05-21,NAN,,GREAT AMERICAN INSURANCE COMPANY,2019-06-12,GREAT AMERICAN INSURANCE
1026,TA000289112,"INFLUENCER VENTURES, LLC",28422 CONSTELLATION RD #204,SANTA CLARITA,CA,91355,2020-09-27,NAN,,GREAT AMERICA,2019-01-01,GREAT AMERICA
1027,TA000289365,MERIDIAN AGENCY INTERNATIONAL  DBA SUMMIT TALENT &,9454 WILSHIRE BLVD. SUITE 203,BEVERLY HILLS,CA,90212,2020-02-17,NAN,,THE HARTFORD FIRE INSURANCE,2018-05-15,HARTFORD
1028,TA000289508,"SAUERS MEDIA GROUP, LLC",13212 ANAWOOD WAY,WESTMINSTER,CA,92683,2020-06-19,NAN,,ACIC,2019-08-31,ACIC
1029,TA000289540,FOREFRONT TALENT LLC,4654 7TH STREET,CARPINTERIA,CA,93013,2020-11-11,NAN,,WESTERN SURETY COMPANY,2018-12-03,WESTERN SURETY
1031,TA000289726,"FIRESTARTER ENTERTAINMENT, LLC  DBA FIRESTARTER EN","21550 OXNARD STREET, SUITE 300",WOODLAND HILLS,CA,91367,2020-04-20,BIBERK,2019-09-06,HARTFORD FIRE,2013-03-18,HARTFORD
1032,TA000289999,EVOLVE ARTISTS AGENCY,3900 W ALAMEDA AVE,BURBANK,CA,91505,2019-12-19,NAN,,AEGIS,2018-12-31,AEGIS
1034,TA000290142,LOVESMODELS LLC,8939 S. SEPULVEDA BLVD. STE. 102,LOS ANGELES,CA,90045,2019-12-26,NAN,,WESTERN,2018-12-26,WESTERN SURETY
1035,TA000290305,FLORENCE FISCHER AGENCY LLC,"8560 W. SUNSET BLVD 5TH FLOOR, #522",WEST HOLLYWOOD,CA,90069,2021-01-06,NAN,,HARTFORD,2019-01-17,HARTFORD
1036,TA000290326,"MERAKI MANAGEMENT, INC.",953 COLE AVENUE,LOS ANGELES,CA,91302,2019-12-19,INDEMNITY INSURANCE COMPANY,2019-10-01,THE HANOVER INSURANCE COMPANY,2018-12-13,HANOVER
1037,TA000290386,JOHN T. PAIZIS  DBA 98 WEST TALENT,231 E. SPRUCE AVENUE,INGLEWOOD,CA,90301,2020-07-26,NAN,,MADONNA SITKA,2019-03-03,MADONNA SITKA
1038,TA000290458,A LIST AGENCY LLC,530 W KNOLL DR. # E,LOS ANGELES,CA,90048,2020-01-01,NAN,,PLATTE RIVER,2019-01-18,PLATTE RIVER
1039,TA000290844,"THE SOCIAL MEDIA AGENCY, INC.","1556 20TH STREET, UNIT D",SANTA MONICA,CA,90404,2020-12-05,NAN,,WESTERN SURETY COMPANY,2018-11-25,WESTERN SURETY
1041,TA000290967,"YOUNG HOLLYWOOD TALENT, LLC",10531 4S COMMONS DR SUITE 418,SAN DIEGO,CA,92127,2020-09-09,NAN,,WESTERN SURETY,2019-01-25,WESTERN SURETY
1043,TA000291250,NICHOLAS LAWRENCE LEONE  DBA GIGHUB,214 PLYMOUTH ST,SANTA CRUZ,CA,95060,2020-01-31,NAN,,W SURETY,2019-02-20,W SURETY
1044,TA000291315,SIDNEY JAY LEVIN  DBA THE LEVIN AGENCY,"8484 WILSHIRE BOULEVARD, SUITE 750",BEVERLY HILLS,CA,90211,2020-01-25,NAN,,THE HARTFORD FIRE INSURANCE,2018-10-31,HARTFORD
1046,TA000291645,ROBERT ALEXANDER DRIESLEIN  DBA UNCLE SNOOPS ARMY ,9950 BELLRANCH DR STE. 104,SANTA FE SPRINGS,CA,90670,2020-06-11,NAN,,WESTERN SURETY COMPANY,2019-01-31,WESTERN SURETY
1047,TA000291649,"REGINA CLENETTE MANAGEMENT, LLC",1232 BURNETT STREET,BERKELEY,CA,94702,2020-01-16,NAN,,WESTERNSURETY,2019-02-07,WESTERN SURETY
1048,TA000292262,TERISHKA ELIZABETH FRANCO  DBA V AGENCY L.A.,633 WEST 5TH STREET #2686,LOS ANGELES,CA,90013,2020-03-23,NAN,,WESTERN,2019-04-26,WESTERN SURETY
1049,TA000292564,HAYES TALENT AGENCY,10100 SANTA MONICA BLVD. STE 300,LOS ANGELES,CA,90067,2020-02-05,NAN,,WESTERN,2019-02-12,WESTERN SURETY
1050,TA000292590,3506 ENTERTAINMENT INC.  DBA ACROSS THE BOARD TALE,"14542 VENTURA BLVD, SUITE 201",SHERMAN OAKS,CA,91403,2020-05-20,NAN,,SURETY1,2019-02-20,SURETY 1
1051,TA000292931,LITA D. SCHLOSS AKA LEIGH CASTLE  DBA CASTLE HILL ,1101 SOUTH ORLANDO AVENUE,LOS ANGELES,CA,90035,2020-02-12,NAN,,STATE FARM,2010-04-01,STATE FARM
1052,TA000292969,GOLD MIND AGENCY LLC,"5757 WEST CENTURY BLVD, SUITE 700",LOS ANGELES,CA,90045,2020-02-24,SEQUOIA,2019-09-19,SURETY BONDS,2018-08-17,SURETY BONDS
1053,TA000292990,MICHAEL LIVINGSTON & JAMES R. COTA  DBA THE ARTIST,"9430 OLYMPIC BOULEVARD, SUITE 400",BEVERLY BILLS,CA,90212,2020-11-20,NAN,,ACIC,2019-02-08,ACIC
